# time,CO,CO2,Inert
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999737e-04,5.497960170208723071e-04,1.032453261871789637e-06,1.428301590475847672e-04
5.999999999999999474e-04,4.403330178339516336e-03,1.026382559116229328e-05,1.262030343850884320e-03
8.999999999999999754e-04,1.871366412838542520e-02,5.390261808122432421e-05,5.890123318490776867e-03
1.199999999999999895e-03,5.626131455880026971e-02,1.992816807035554443e-04,1.935851020249869034e-02
1.499999999999999814e-03,1.345672822565460169e-01,5.830876890561432352e-04,5.039030686000033760e-02
1.799999999999999734e-03,2.729915316220743460e-01,1.439087510765221702e-03,1.107633517269560192e-01
2.099999999999999870e-03,4.889529621037619345e-01,3.117898652972995576e-03,2.140454142077176936e-01
2.399999999999999790e-03,7.946234037573967068e-01,6.093440651125065638e-03,3.737788428731208534e-01
2.699999999999999709e-03,1.194988236416486771e+00,1.095430828761015385e-02,6.016350548454370006e-01
2.999999999999999629e-03,1.687495094802279327e+00,1.838179093209100362e-02,9.059731566467994490e-01
3.299999999999999548e-03,2.262996818422601475e+00,2.911856851933661630e-02,1.291031670086986605e+00
3.599999999999999468e-03,2.907463930828071419e+00,4.393296093012784981e-02,1.756773904021403654e+00
3.899999999999999387e-03,3.603948715911260425e+00,6.358326154702770294e-02,2.299263912010846678e+00
4.199999999999999740e-03,4.334417621267034448e+00,8.878563696744588840e-02,2.911386774905747821e+00
4.499999999999999660e-03,5.081234562753876638e+00,1.201877884938824664e-01,3.583727396684400990e+00
4.799999999999999580e-03,5.828217996507639498e+00,1.583493723037511791e-01,4.305458882263494935e+00
5.099999999999999499e-03,6.561288944581071370e+00,2.037292332401192396e-01,5.065140936039087549e+00
5.399999999999999419e-03,7.268777391849679859e+00,2.566788695104130769e-01,5.851375064084382238e+00
5.699999999999999338e-03,7.941471902158860452e+00,3.174411856746839899e-01,6.653299328997560380e+00
5.999999999999999258e-03,8.572494509264208418e+00,3.861534488918313968e-01,7.460929365984735995e+00
6.299999999999999177e-03,9.157070079184368439e+00,4.628533715176258445e-01,8.265365809792962537e+00
6.599999999999999097e-03,9.692243229485921319e+00,5.474873427068558396e-01,9.058893870878041099e+00
6.899999999999999016e-03,1.017658042018523190e+01,6.399199770643133611e-01,9.835001238015689040e+00
7.199999999999998936e-03,1.060988180751664700e+01,7.399443079363557940e-01,1.058833798902744938e+01
7.499999999999998855e-03,1.099291739584233163e+01,8.472921067853484978e-01,1.131463835242038130e+01
7.799999999999998775e-03,1.132719476774534328e+01,9.616439473408296967e-01,1.201062000382204609e+01
8.099999999999999561e-03,1.161476075498899085e+01,1.082638749160986569e+00,1.267387268648166199e+01
8.399999999999999481e-03,1.185803629955514005e+01,1.209882629086256323e+00,1.330274459499841555e+01
8.699999999999999400e-03,1.205968195202792970e+01,1.342956962304504787e+00,1.389623224424132175e+01
8.999999999999999320e-03,1.222249055816420338e+01,1.481425609967913060e+00,1.445387744041967792e+01
9.299999999999999239e-03,1.234930338176783771e+01,1.624841310478213563e+00,1.497567340409641012e+01
9.599999999999999159e-03,1.244294597574364403e+01,1.772751259608654983e+00,1.546198097197814469e+01
9.899999999999999079e-03,1.250618038502323515e+01,1.924701923196004083e+00,1.591345503209327461e+01
1.019999999999999900e-02,1.254167063897697432e+01,2.080243137474059534e+00,1.633098084185246535e+01
1.049999999999999892e-02,1.255195889921442287e+01,2.238931558095139440e+00,1.671561957043212843e+01
1.079999999999999884e-02,1.253945003036066375e+01,2.400333520989971881e+00,1.706856223988423338e+01
