-1.844374022208476127e+00,6.883297559041516855e+00,1.983290075815016262e+00,3.312042988076539185e+00,2.969117321685726729e+00,3.073303950850763133e+00,3.056998354214337965e+00,3.072298724637242628e+00,3.078448750719211091e+00,3.086365477843917571e+00,3.093127547664975996e+00,3.099493525888961543e+00,3.105341333924779068e+00,3.110392143239795182e+00,3.115874842350707219e+00,3.117145893686399827e+00,3.131537102844134779e+00
-1.932033246636440715e+00,7.210446238358763971e+00,2.836498358237131256e+00,4.043492867478631680e+00,3.753051659279453833e+00,3.863688051764828657e+00,3.866834251936429379e+00,3.898782693237681229e+00,3.923026429476650812e+00,3.949357893562868149e+00,3.975173516292198173e+00,4.001156285707773819e+00,4.027241712275348107e+00,4.053071586950599325e+00,4.080211969607329792e+00,4.102831173570282708e+00,4.142753815927402883e+00
-2.218572061819457097e+00,8.279823654962370938e+00,5.365972496955279780e+00,6.228512811226446289e+00,6.078657855825458256e+00,6.201415306452846110e+00,6.252631625937940640e+00,6.324568170792101540e+00,6.392542073105659028e+00,6.463202647159670633e+00,6.534819199132012812e+00,6.607854714442750854e+00,6.682383673881009400e+00,6.757847784788760137e+00,6.836612964225571076e+00,6.909994388153593903e+00,7.010564443012960112e+00
-2.731812113869648062e+00,1.019526160569297879e+01,9.780618968948157743e+00,1.004138708605779939e+01,1.012283383542905746e+01,1.025581235814597214e+01,1.037865876493289541e+01,1.050796773691511277e+01,1.063936071485654722e+01,1.077407449181878007e+01,1.091186435229219320e+01,1.105280650998785319e+01,1.119718488976798199e+01,1.134414295594560684e+01,1.149718542842754410e+01,1.164353569563989943e+01,1.183114162699812866e+01
-3.446412127673088133e+00,1.286218516429683767e+01,1.583832538887765295e+01,1.526863549318224678e+01,1.565325597807163227e+01,1.578815517126609791e+01,1.599617322341948267e+01,1.619090129085716612e+01,1.639558833686035300e+01,1.660409431586586138e+01,1.681818577473583076e+01,1.703740652667966060e+01,1.726229816024150310e+01,1.749164955254394371e+01,1.773027181059053348e+01,1.796067390939387920e+01,1.824848895786685787e+01
-4.315760842581672030e+00,1.610663873783038369e+01,2.312335319711049664e+01,2.155049679179885302e+01,2.228615142874113886e+01,2.241188513575186292e+01,2.270993361563009572e+01,2.297081366272958647e+01,2.325077624960968947e+01,2.353486075899205687e+01,2.382722842324939805e+01,2.412678345548918912e+01,2.443435294496247323e+01,2.474834924755541010e+01,2.507493154363665155e+01,2.539173157959284310e+01,2.578265699199314298e+01
-5.292436083769753274e+00,1.975164036043889126e+01,3.122082275831720466e+01,2.853053746515370648e+01,2.964399925013610471e+01,2.974957570443224597e+01,3.013680240689158651e+01,3.046028213231167214e+01,3.081270459575007337e+01,3.116936407430426215e+01,3.153706033255294017e+01,3.191398930908611575e+01,3.230127632949658789e+01,3.269695655947461432e+01,3.310850846312782636e+01,3.350878346810709729e+01,3.399958517530437518e+01
-6.336465454264762265e+00,2.364801101572041375e+01,3.978531067828895829e+01,3.591339217265191053e+01,3.741541855531106364e+01,3.749145806592189700e+01,3.796382296609492357e+01,3.834437223332756872e+01,3.876406108606889944e+01,3.918794599249483213e+01,3.962559363192187334e+01,4.007445489192829058e+01,4.053595582825666099e+01,4.100776469329300511e+01,4.149861884531870260e+01,4.197680349303517744e+01,4.256120504023076734e+01
-7.416898418084058697e+00,2.768024173086624984e+01,4.855236677615933161e+01,4.347370958947254849e+01,4.536372500823462417e+01,4.540298221269678436e+01,4.595492561056692438e+01,4.638642874804454408e+01,4.686731017956728351e+01,4.735222563641582383e+01,4.785354915788494878e+01,4.836797400899035893e+01,4.889722282628681427e+01,4.943861183019708250e+01,5.000206737907707577e+01,5.055155814838868622e+01,5.122210992128629670e+01
-8.510764104923747908e+00,3.176260405080819638e+01,5.732819958965890095e+01,5.104676280107330655e+01,5.331648407440818005e+01,5.331383130071591125e+01,5.393925118731240786e+01,5.441573607433223714e+01,5.495166958404148261e+01,5.549138431242304392e+01,5.605003808285513145e+01,5.662357151798741484e+01,5.721399550193287808e+01,5.781829029161861655e+01,5.844750280575704693e+01,5.906152984897617841e+01,5.981061395183362350e+01
