4.712380269008398627e-06,4.724946310815186973e-06,4.716027796053019038e-06,4.718668536795770120e-06,4.718272002652729597e-06
2.747211881497623322e-04,3.131229614782801186e-04,3.090120873246886605e-04,3.112433287658088491e-04,3.117821208888943581e-04
1.408996819161942088e-03,1.603847175656165436e-03,1.579228632033631390e-03,1.591190991561975462e-03,1.593388692908337748e-03
4.037163071276719632e-03,4.585934178667588380e-03,4.506199533098985757e-03,4.541678463250563291e-03,4.546399347352722553e-03
8.509944043801270092e-03,9.649542556899932955e-03,9.463464252655999845e-03,9.540682738127461912e-03,9.547608309823978068e-03
1.478854002718156535e-02,1.674363111142678634e-02,1.639186595428750864e-02,1.652998203887538417e-02,1.653731834167787226e-02
2.252520364099323824e-02,2.546813734341740049e-02,2.489433285728721856e-02,2.510993936276845195e-02,2.511481923924202900e-02
3.121958121823928400e-02,3.525049371547244598e-02,3.441069306018349622e-02,3.471540133275501788e-02,3.471462366725452942e-02
4.035834821826422142e-02,4.550334120209467703e-02,4.437141363333046290e-02,4.477083492059600461e-02,4.476156440114823637e-02
4.950162996450780534e-02,5.572272446601676810e-02,5.429163787213792808e-02,5.478554878346187512e-02,5.476577237295347789e-02
5.831826116561721063e-02,6.552887940186358229e-02,6.380883171235553208e-02,6.439210327362915320e-02,6.436080823894013703e-02
6.658664818044431055e-02,7.466805470768195230e-02,7.268283453371567060e-02,7.334670784361239926e-02,7.330384245822171851e-02
7.417815342410069568e-02,8.299417633558540952e-02,8.077693896323105693e-02,8.151033605061165643e-02,8.145664158663540322e-02
8.103485988210762381e-02,9.044369232190814512e-02,8.803295725611587352e-02,8.882363962905585886e-02,8.876043116987453185e-02
8.714829422053124719e-02,9.701113911433971448e-02,9.444744179107515680e-02,9.528293188275094305e-02,9.521188086020210273e-02
9.254190496061116822e-02,1.027287551361628082e-01,1.000521043124054515e-01,1.009203547402297702e-01,1.008433021507366550e-01
9.725789968113691952e-02,1.076509737583748738e-01,1.048990906374815402e-01,1.057889257247985187e-01,1.057077372143380295e-01
1.013480008710326008e-01,1.118434007457342894e-01,1.090506265515942264e-01,1.099519979294139999e-01,1.098684609342369944e-01
1.048673182716324120e-01,1.153754234758996439e-01,1.125721512656390755e-01,1.134762527970122892e-01,1.133920102892114062e-01
1.078705188780288843e-01,1.183155426977127861e-01,1.155280323266412723e-01,1.164273155233182533e-01,1.163438288342813764e-01
1.104096008373496446e-01,1.207286352668517915e-01,1.179790900221697192e-01,1.188672138863220429e-01,1.187857470605305360e-01
1.125327377278706326e-01,1.226745255500413245e-01,1.199813340185412608e-01,1.208530754114465061e-01,1.207746945116306148e-01
1.142838074094933848e-01,1.242074064198266381e-01,1.215854775784837166e-01,1.224366211000854909e-01,1.223622031998262139e-01
1.157023385478651994e-01,1.253757862316557947e-01,1.228369267497695094e-01,1.236641472412441239e-01,1.235943951430304028e-01
1.168236966690281570e-01,1.262227418390376721e-01,1.237760412977060437e-01,1.245767875358091831e-01,1.245122473792329709e-01
1.176793974648905755e-01,1.267863316308375232e-01,1.244385357068364395e-01,1.252109200478987994e-01,1.251519999998060850e-01
1.182974340792063705e-01,1.271000926136518494e-01,1.248559295060927415e-01,1.255986322525018128e-01,1.255456194551698157e-01
1.187026852910206126e-01,1.271935241448935439e-01,1.250560186118750139e-01,1.257681974506764389e-01,1.257212753763085333e-01
1.189173062526832636e-01,1.270925540895981865e-01,1.250633253357433805e-01,1.257445305104230304e-01,1.257037962058481229e-01
1.189624183058555912e-01,1.268193106546255389e-01,1.248996821924494571e-01,1.255495558717359128e-01,1.255150962320177865e-01
1.188542823295982709e-01,1.263945394210419237e-01,1.245840572819664066e-01,1.252027266434528052e-01,1.251745096000753399e-01
1.186083758638937502e-01,1.258360913868519504e-01,1.241333753966432224e-01,1.247212221807697946e-01,1.246991557607136647e-01
1.182388374002644738e-01,1.251596130623566505e-01,1.235626975071805467e-01,1.241202650595317897e-01,1.241042201932854999e-01
1.177583387511136753e-01,1.243789747052419931e-01,1.228854223468754808e-01,1.234133837310525950e-01,1.234032011498304438e-01
1.171782703721859359e-01,1.235064963129511167e-01,1.221134988942841199e-01,1.226126289157354748e-01,1.226081253612369415e-01
1.165088980595174462e-01,1.225531437027396059e-01,1.212576088131109009e-01,1.217287599375431600e-01,1.217297336160861471e-01
1.157594963430334523e-01,1.215286979516878169e-01,1.203273230804026706e-01,1.207714049783691068e-01,1.207776402717174596e-01
1.149384625500717572e-01,1.204419013885679179e-01,1.193312364132918385e-01,1.197491987575524525e-01,1.197604702417301575e-01
1.140534148001427911e-01,1.193005833131459276e-01,1.182770827971961342e-01,1.186699009115096265e-01,1.186859767539635568e-01
1.131112766199795922e-01,1.181117683839815607e-01,1.171718350298021349e-01,1.175404980010847505e-01,1.175611428105168416e-01
1.121183502062294418e-01,1.168817700723836089e-01,1.160217905777465586e-01,1.163672914772520273e-01,1.163922686755368835e-01
1.110803801537959962e-01,1.156162714434309652e-01,1.148326458780376397e-01,1.151559737744049933e-01,1.151850475572061133e-01
1.100026091157880886e-01,1.143203951522672873e-01,1.136095608351178898e-01,1.139116943233748763e-01,1.139446312679793794e-01
1.088898266085982780e-01,1.129987642624910027e-01,1.123572149884468768e-01,1.126391169975036743e-01,1.126756873690926142e-01
1.077464119782681057e-01,1.116555552503183391e-01,1.110798565956864631e-01,1.113424702700409052e-01,1.113824490717852528e-01
1.065763723755651926e-01,1.102945443488799609e-01,1.097813456777401164e-01,1.100255911607037895e-01,1.100687589657670939e-01
1.053833764511111354e-01,1.089191482039306991e-01,1.084651919048256058e-01,1.086919638761005280e-01,1.087381074763639210e-01
1.041707843648218418e-01,1.075324596607497019e-01,1.071345880634880371e-01,1.073447539067244882e-01,1.073936668051774235e-01
1.029416746107273545e-01,1.061372793707161116e-01,1.057924397233343111e-01,1.059868382193212277e-01,1.060383209913235147e-01
1.016988680771871989e-01,1.047361437988689886e-01,1.044413916271563075e-01,1.046208320835670808e-01,1.046746926276966722e-01
1.004449496984701623e-01,1.033313501215385732e-01,1.030838512439233995e-01,1.032491129867137702e-01,1.033051666835196475e-01
9.918228799776503124e-02,1.019249784279428750e-01,1.017220098563069164e-01,1.018738420200432648e-01,1.019319118127285234e-01
9.791305277727176126e-02,1.005189115756419393e-01,1.003578614965840027e-01,1.004969830608088005e-01,1.005568994719906323e-01
9.663923117261793982e-02,9.911485299695436957e-02,9.899321999935156713e-02,9.912032002525020258e-02,9.918192112014564965e-02
9.536264225776472370e-02,9.771434270914836073e-02,9.762973439662436803e-02,9.774547242717568363e-02,9.780860373301776545e-02
9.408495036005817824e-02,9.631877174422392995e-02,9.626890285153118232e-02,9.637390944242672786e-02,9.643842383168203802e-02
9.280767722325916624e-02,9.492939518319762349e-02,9.491208529540851035e-02,9.500696265036913390e-02,9.507272019500037641e-02
9.153221313783437008e-02,9.354734395382634238e-02,9.356051491338296389e-02,9.364583760081930663e-02,9.371270540368176194e-02
9.025982714235711302e-02,9.217363552896111478e-02,9.221530860153559495e-02,9.229162433373917784e-02,9.235947634119705263e-02
8.899167638676379333e-02,9.080918364439904966e-02,9.087747650380888220e-02,9.094530696244160217e-02,9.101402376329520427e-02
8.772881473711963141e-02,8.945480713957172647e-02,8.954793072226605033e-02,8.960777241694038719e-02,8.967724103063280661e-02
8.647220069214613114e-02,8.811123801134433664e-02,8.822749328352248732e-02,8.827981843144816487e-02,8.834993208920013941e-02
