# t,Ke0,Kd0,Ke1,Ke2,Ke3
0,0,0,0,0,0
0.002,2.31529347197118E+016,-152178676386.064,7.41390154388402E+029,2.59205961951311E+031,1604819.79904011
0.004,3.15045979217087E+017,-2070721544967.54,1.00836679746491E+031,3.57352742793308E+032,16105347.3577593
0.006,1.42275022560665E+018,-9351395682500.57,4.55125205960435E+031,1.6397252612491E+033,53257777.2828718
0.008,3.73828439125068E+018,-24570846434133.7,1.19507248305662E+032,4.38710571053356E+033,102558815.893645
0.01,7.1460423392465E+018,-46969222917838.4,2.28284995174906E+032,8.55269317192266E+033,144005313.032917
0.012,1.11561934045574E+019,-73326986035002.3,3.56119338653773E+032,1.36302945830615E+034,165514399.31859
0.014,1.5216720747895E+019,-100015861551189,4.85347978813734E+032,1.89875629793132E+034,166470390.495682
0.016,1.89125309881357E+019,-124307540003756,6.02733823575363E+032,2.41038906555675E+034,152497752.445013
0.018,2.20137017172567E+019,-144690796184414,7.00985827204483E+032,2.86490271781604E+034,130308230.37274
0.02,2.44415531133016E+019,-160648486112730,7.77653565212412E+032,3.24644708003137E+034,105197805.564962
0.022,2.62138906336504E+019,-172297640465062,8.3336373739962E+032,3.55124616002369E+034,80527484.3403599
0.024,2.73984640460189E+019,-180083561975939,8.70326823445211E+032,3.78269762329298E+034,58069326.2211879
0.026,2.80818241384698E+019,-184575128061371,8.91340822779224E+032,3.94778501447387E+034,38537464.8739711
0.028,2.83515359916316E+019,-186347882909166,8.99224367316201E+032,4.05481418348234E+034,22034148.8548549
0.03,2.8287524278505E+019,-185927152193291,8.96542555523357E+032,4.11214135767711E+034,8353575.62427802
0.032,2.79588547892856E+019,-183766888791982,8.85506524064948E+032,4.12754429937263E+034,-2835246.21547157
0.034,2.74233977357294E+019,-180247459755863,8.67964755143171E+032,4.10797148253574E+034,-11889170.3148089
0.036,2.67288176866628E+019,-175682152906115,8.45436328853339E+032,4.0594944359196E+034,-19143024.5421317
0.038,2.59140295307104E+019,-170326746522333,8.19158651899252E+032,3.98735781526884E+034,-24890760.0971191
0.04,2.5010688686194E+019,-164389304129510,7.90135941550279E+032,3.89606814440239E+034,-29381682.7679182
0.042,2.40445274451288E+019,-158038957964144,7.59182534523351E+032,3.78949064232256E+034,-32823654.4712298
0.044,2.30364775896058E+019,-151413287660275,7.26959177324592E+032,3.67093994677655E+034,-35388875.7051043
0.046,2.20035808841341E+019,-144624304696292,6.94002403332748E+032,3.54325941055101E+034,-37220062.4840541
0.048,2.09597142449623E+019,-137763218758386,6.60747892875388E+032,3.40888808917537E+034,-38436030.7888428
0.05,1.99161632105817E+019,-130904207024427,6.27548919166266E+032,3.26991651371467E+034,-39136376.2239519
0.052,1.88820757244974E+019,-124107396769008,5.94690922914111E+032,3.12813301899639E+034,-39405218.1116437
0.054,1.78648234131944E+019,-117421239957308,5.62403098068611E+032,2.98506244322142E+034,-39314130.8366245
0.056,1.687029206149E+019,-110884422469950,5.30867691819578E+032,2.84199879336184E+034,-38924406.785498
0.058,1.590311797896E+019,-104527417682895,5.00227559055092E+032,2.70003316925842E+034,-38288794.3672258
0.06,1.49668828057161E+019,-98373766879645.5,4.70592377055783E+032,2.56007794616806E+034,-37452851.7123971
0.062,1.40642123559666E+019,-92440728927297.5,4.42041819339569E+032,2.42287694993318E+034,-36461351.2680664
0.064,1.3197074765941E+019,-86741239929138.7,4.14634975509967E+032,2.28905182033066E+034,-35340322.3969561
0.066,1.23668056711534E+019,-81284078710485.9,3.88411172238976E+032,2.15910332328355E+034,-34118782.5393493
0.068,1.15741787063897E+019,-76074330198747.4,3.63392212466026E+032,2.03342111243527E+034,-32824211.281645
0.07,1.08195010416149E+019,-71114013358389.9,3.39585393209858E+032,1.91229864709125E+034,-31479801.9178658
