# t,Ke0,Kd0,Ke1,Ke2,Ke3
0,0,0,0,0,0
0.002,4.85479067675806E+016,-319093391064.8,1.5713155156823E+030,3.72663005128398E+031,3318002.9001139
0.004,6.59896040614235E+017,-4337333649149.94,2.13517436808695E+031,5.13321601893637E+032,33276981.6857239
0.006,2.97407659200803E+018,-19547871338749.3,9.61929326303591E+031,2.35117539141595E+033,109846988.495841
0.008,7.79694978463831E+018,-51247428122389.5,2.5207102256072E+032,6.27812756623056E+033,211087221.470271
0.01,1.48700866441911E+019,-97737415698881.8,4.80505607441698E+032,1.22141740713128E+034,295691486.651465
0.012,2.31606395021944E+019,-152229182105382,7.48009642457067E+032,1.94252687454352E+034,338954972.509926
0.014,3.15174587798751E+019,-207156505046903,1.0173474231458E+033,2.70045985625308E+034,339907460.417296
0.016,3.90836230677363E+019,-256887050596061,1.26086449225032E+033,3.42118463873009E+034,310335737.711966
0.018,4.5391973111244E+019,-298350294976515,1.4635444399435E+033,4.05825155067948E+034,264142608.329021
0.02,5.02904043237004E+019,-330546491052150,1.62056351972565E+033,4.58985194378186E+034,212226304.8406
0.022,5.38256755906627E+019,-353782972462334,1.73351570296465E+033,5.01135521003854E+034,161455265.015314
0.024,5.61458444510309E+019,-369032884196438,1.80725083144649E+033,5.32823168724082E+034,115413678.140067
0.026,5.74356064434623E+019,-377510184046639,1.84778350737111E+033,5.55091439842292E+034,75512778.3722551
0.028,5.78797716153857E+019,-380429582659160,1.86111500496202E+033,5.69158322072862E+034,41915929.6422537
0.03,5.76457945971266E+019,-378891717961226,1.85267222599748E+033,5.7623757806058E+034,14164832.2150635
0.032,5.68775411418025E+019,-373842184114072,1.82710979008051E+033,5.77451674568657E+034,-8445971.53305665
0.034,5.56949415864858E+019,-366069253758467,1.78830184139156E+033,5.73798278322102E+034,-26667132.6878558
0.036,5.41963027301547E+019,-356219073390396,1.73941910465209E+033,5.66145257363555E+034,-41198196.2438895
0.038,5.24615085917396E+019,-344816701132828,1.68303405658064E+033,5.55239180870431E+034,-52650612.8676479
0.04,5.05552336977039E+019,-332287226871237,1.62122600683258E+033,5.41718976635844E+034,-61541257.4504569
0.042,4.85297957493108E+019,-318974522121955,1.55567414916602E+033,5.2613047149647E+034,-68299943.9777553
0.044,4.64275366643576E+019,-305156890028488,1.48773509764465E+033,5.08939864640978E+034,-73281902.1459839
0.046,4.42827447597614E+019,-291059699390698,1.41850539958173E+033,4.90545430803081E+034,-76780887.6037947
0.048,4.21231801288762E+019,-276865410591775,1.34887108866634E+033,4.71287368191959E+034,-79040940.8767194
0.05,3.99712772446133E+019,-262721480013011,1.27954671208199E+033,4.51455975365675E+034,-80266175.1934396
0.052,3.78450939781459E+019,-248746597698090,1.21110609638878E+033,4.31298428812463E+034,-80628605.9412929
0.054,3.57590652096657E+019,-235035640652698,1.1440067522682E+033,4.11024433322619E+034,-80274256.6934501
0.056,3.37246071990983E+019,-221663645223911,1.07860942394936E+033,3.90810981517548E+034,-79327874.4285697
0.058,3.17506080866352E+019,-208689031041177,1.01519393605186E+033,3.70806413199258E+034,-77896553.7283953
0.06,2.98438310419199E+019,-196156250815965,9.53972201667591E+032,3.51133921652568E+034,-76072553.6431623
0.062,2.80092496937848E+019,-184097995040950,8.95099031064608E+032,3.318946173381E+034,-73935502.0347778
0.064,2.62503303015942E+019,-172537046632403,8.38681211915958E+032,3.1317023059569E+034,-71554153.2497419
0.066,2.45692713296647E+019,-161487855595182,7.84785208285157E+032,2.95025513348729E+034,-68987816.0692731
0.068,2.29672083419774E+019,-150957885745758,7.33443736229833E+032,2.77510384109386E+034,-66287536.6830985
0.07,2.14443901704632E+019,-140948772623590,6.84661409922258E+032,2.60661849491496E+034,-63497101.7433942
0.072,2.00002777634744E+019,-131456973199753,6.38417910228769E+032,2.44505077169571E+034,-60658484.1242187
0.074,1.86338103243714E+019,-122475515137650,5.94676486649631E+032,2.29056581111144E+034,-57796424.5965288
0.076,1.73434415860921E+019,-113994235218950,5.53385113823426E+032,2.14324679430784E+034,-54937266.7569249
0.078,1.6127213346112E+019,-106000262672305,5.14478835497047E+032,2.00310427065168E+034,-52105086.3895333
0.08,1.49828479314405E+019,-98478626922861.9,4.77882709808127E+032,1.87008809866257E+034,-49319441.5356973
0.082,1.39078293468518E+019,-91412790959958,4.43514390785033E+032,1.74409826309361E+034,-46595783.2071721
0.084,1.28994694784192E+019,-84785086476786.9,4.11286231146044E+032,1.62499403436515E+034,-43946258.0500144
0.086,1.1954962477452E+019,-78577071323145.3,3.81107006831545E+032,1.5126017834712E+034,-41380313.6295157
