# t,Ke0,Kd0,Ke1,Ke2,Ke3
0,0,0,0,0,0
0.002,1.91983204473245E+018,-12618309690233.6,6.33801445561268E+031,2.04671167086807E+032,134474321.568039
0.004,2.54044070533772E+019,-166973331131301,8.38652008033272E+032,2.74237853856697E+033,1315726519.06797
0.006,1.11068663624974E+020,-730011481868281,3.66642816137528E+033,1.217163774327E+034,4242997787.63695
0.008,2.82008657909584E+020,-1.85353454023339E+015,9.30872072700167E+033,3.14316104137404E+034,7926996977.82523
0.01,5.20453523436716E+020,-3420741799832610,1.71784216689601E+034,5.90691897715499E+034,10743019030.5842
0.012,7.84288215625878E+020,-5154827446549773,2.58850669801876E+034,9.07013581689662E+034,11858664965.2824
0.014,1.03288040543138E+021,-6788730714245070,3.40874992446936E+034,1.21738034935037E+035,11387949775.2322
0.016,1.24026243055186E+021,-8151775874197192,4.09288888021306E+034,1.48950322172923E+035,9884196871.4163
0.018,1.39585933059815E+021,-9.17445746376887E+015,4.60605919522714E+034,1.70728763983555E+035,7912590684.95715
0.02,1.49987462650033E+021,-9.85811287933345E+015,4.94897117250921E+034,1.86702168104442E+035,5875922490.3701
0.022,1.55827345519143E+021,-1.02419484855589E+016,5.14134372745063E+034,1.9724062113185E+035,4002298343.46468
0.024,1.57917488979108E+021,-1.03793277228064E+016,5.20999493376231E+034,2.03063618099525E+035,2391382832.83605
0.026,1.57077093934933E+021,-1.0324093476022E+016,5.18197449528926E+034,2.04992092024096E+035,1065178199.21533
0.028,1.5403467469519E+021,-1.01241281936562E+016,5.08133192589291E+034,2.03814953143951E+035,5739617.53552234
0.03,1.49395509816263E+021,-9.81921453944726E+015,4.92804440755096E+034,2.00229680256585E+035,-821393873.954724
0.032,1.43642539880208E+021,-9.44109438694101E+015,4.73804823082568E+034,1.9482484395495E+035,-1454377045.09146
0.034,1.3715147087082E+021,-9.01446149754157E+015,4.52373863986964E+034,1.88083605907299E+035,-1928911612.04396
0.036,1.30209845400318E+021,-8558214993422565,4.29460022213068E+034,1.80396025520436E+035,-2275871711.08999
0.038,1.23035285897258E+021,-8086658409008292,4.05780964195097E+034,1.72073755686164E+035,-2520860164.4319
0.04,1.1579107641616E+021,-7610523821788695,3.81875029844137E+034,1.63364097830852E+035,-2684635904.77339
0.042,1.08598712514712E+021,-7137796706884426,3.58142675179659E+034,1.54462229148036E+035,-2783849931.41912
0.044,1.01547683092658E+021,-6674358859650627,3.34878768341742E+034,1.45521337858256E+035,-2831813922.14085
0.046,9.47029598645829E+020,-6224480650174652,3.12297312838165E+034,1.36660814902217E+035,-2839185986.61819
0.048,8.81106854408255E+020,-5791194879385702,2.90550221133121E+034,1.27972797753933E+035,-2814537667.36527
0.05,8.18024878907546E+020,-5376580359186098,2.69741552491517E+034,1.19527382107659E+035,-2764802732.24771
0.052,7.57987654751248E+020,-4981977805749352,2.49938350541959E+034,1.11376783682766E+035,-2695624614.28269
0.054,7.01112051375507E+020,-4608155370756833,2.31178951224507E+034,1.0355868224309E+035,-2611621932.66685
0.056,6.47447313283399E+020,-4255436730511022,2.13479410351158E+034,9.60989301268365E+034,-2516591142.65904
0.058,5.96990293441626E+020,-3.9238012095749E+015,1.96838526911037E+034,8.90137647831522E+034,-2413661421.89555
0.06,5.49697480301109E+020,-3.61296283009653E+015,1.81241808322896E+034,8.23116306368947E+034,-2305414406.37363
0.062,5.05494579271414E+020,-3322433287469716,1.66664628823486E+034,7.59946894784277E+034,-2193977587.71524
0.064,4.64284202543768E+020,-3051572492825092,1.53074763848625E+034,7.00600791321385E+034,-2081098774.10883
0.066,4.25952073891647E+020,-2799629355051140,1.40434434625042E+034,6.45009659230749E+034,-1968206116.48522
0.068,3.90372050677986E+020,-2.56577478870038E+015,1.2870196272221E+034,5.93074261192756E+034,-1856457136.97863
0.07,3.57410191313846E+020,-2.34912844801602E+015,1.17833109881054E+034,5.44671840204639E+034,-1746779939.96984
0.072,3.26928043668289E+020,-2.14878034052264E+015,1.0778216102545E+034,4.99662288809119E+034,-1639907627.43587
0.074,2.98785291976826E+020,-1.96380822427758E+015,9.8502795830593E+033,4.57893287994641E+034,-1536407741.4122
0.076,2.72841872058351E+020,-1793291510478261,8.99487850676534E+033,4.1920456655098E+034,-1436707525.00256
0.078,2.48959644005767E+020,-1.63632225751133E+015,8.20745411303956E+033,3.83431408120267E+034,-1341115743.80191
0.08,2.27003695826951E+020,-1492013739360177,7.48355469699111E+033,3.50407514583471E+034,-1249841425.38503
0.082,2.0684333927459E+020,-1.35950699088036E+015,6.8188683627822E+033,3.19967319318296E+034,-1163010234.14219
0.084,1.88352849379907E+020,-1.23797566852336E+015,6.20924733490889E+033,2.91947831341278E+034,-1080678666.29087
0.086,1.71411925928025E+020,-1.12662908349774E+015,5.65072310957886E+033,2.66189981683562E+034,-1002856001.33266
0.088,1.55906221038273E+020,-1.02471566934615E+015,5.13952379209456E+033,2.42539999576154E+034,-929479702.885878
0.09,1.4172743071686E+020,-931523583742807,4.67207706572392E+033,2.20850059580136E+034,-860465340.766137
0.092,1.28773357492134E+020,-846381120202233,4.24501221276675E+033,2.00978826551832E+034,-795703438.729458
0.094,1.16947921313031E+020,-768656779732712,3.85516043514499E+033,1.82791868041952E+034,-735059963.399132
0.096,1.06161091989737E+020,-697758826799499,3.49955259310097E+033,1.66161898304719E+034,-678382108.229535
0.098,9.63287550271735E+019,-633134407515476,3.17541475223552E+033,1.50968877043925E+034,-625504051.473063
0.1,8.73725286054287E+019,-574268346728314,2.8801621237655E+033,1.37099994694345E+034,-576251581.309573
0.102,7.92195458488205E+019,-520681716966677,2.61139186378577E+033,1.24449570121443E+034,-530445625.075462
0.104,7.18022130128306E+019,-471930249098996,2.36687508158068E+033,1.12918880888338E+034,-487905116.553419
0.106,6.50579518372036E+019,-427602638921600,2.14454832857594E+033,1.02415942254222E+034,-448449290.99239
0.108,5.89289326407433E+019,-387318792893510,1.94250478437563E+033,9.28552481793691E+033,-411899517.460151
0.11,5.33618034412092E+019,-350728047747775,1.75898531384377E+033,8.41574853253779E+033,-378080794.70157
0.112,4.83074193415446E+019,-317507391846665,1.59236953469127E+033,7.62492291404072E+033,-346822901.395798
0.114,4.37205755366823E+019,-287359710336792,1.44116700605991E+033,6.90626294968351E+033,-317961277.03573
0.116,3.95597465670284E+019,-260012071362144,1.30400862436516E+033,6.25350919669221E+033,-291337693.939445
0.118,3.57868338177456E+019,-235214066468725,1.17963829218444E+033,5.66089596357687E+033,-266800712.402724
0.12,3.23669227464722E+019,-212736214953562,1.06690490889139E+033,5.12311993428642E+033,-244205994.335537
0.122,2.92680508899154E+019,-192368439056877,9.64754717526482E+032,4.63530953893037E+033,-223416473.316989
0.124,2.64609873415004E+019,-173918614551193,8.72224030624354E+032,4.19299530261514E+033,-204302411.171576
0.126,2.39190241033267E+019,-157211199373841,7.88432348143419E+032,3.79208134379045E+033,-186741371.70697
0.128,2.16177794758049E+019,-142085941378711,7.12575872822229E+032,3.42881814317374E+033,-170618120.703092
0.13,1.95350134606324E+019,-128396665048917,6.43921422078003E+032,3.09977666303591E+033,-155824458.07656
0.132,1.7650455003242E+019,-116010136022862,5.81800730620622E+032,2.80182386264606E+033,-142259022.055247
0.134,1.59456407837709E+019,-104805001527321,5.25605134152536E+032,2.5320996282712E+033,-129827041.272369
0.136,1.44037651785408E+019,-94670804228207.5,4.74780621626891E+032,2.28799511409093E+033,-118440078.346927
0.138,1.30095409491624E+019,-85507066590972.5,4.28823241423017E+032,2.06713247304418E+033,-108015744.484539
0.14,1.17490701715875E+019,-77222442544037.2,3.87274845314901E+032,1.86734594314534E+033,-98477408.6546104
0.142,1.06097248879249E+019,-69733933046209.9,3.49719153153936E+032,1.68666424462224E+033,-89753898.6713165
0.144,9.58003694763676E+018,-62966162053162.3,3.15778120657279E+032,1.52329423575419E+033,-81779206.9931437
0.146,8.64959649935441E+018,-56850709340613.1,2.85108592501111E+032,1.37560577004513E+033,-74492189.1107429
0.148,7.80895859626567E+018,-51325496655256.9,2.57399223007541E+032,1.24211769400831E+033,-67836274.1633561
0.15,7.0495573878418E+018,-46334223727978.2,2.32367647014669E+032,1.12148492297514E+033,-61759182.4197452
0.152,6.36362738391141E+018,-41825850771243.8,2.09757883976092E+032,1.01248653164576E+033,-56212648.0500632
0.154,5.74413129542854E+018,-37754124202156.4,1.89337958933826E+032,9.14014796456597E+032,-51152155.2515504
0.156,5.18469397636698E+018,-34077142466436,1.70897724675319E+032,8.25065127853777E+032,-46536684.2491043
0.158,4.67954201371898E+018,-30756958985344.5,1.54246870131809E+032,7.44726832250523E+032,-42328470.0653589
0.16,4.22344853601597E+018,-27759219401735.7,1.39213100846111E+032,6.72174645502434E+032,-38492770.9060696
0.162,3.81168283483916E+018,-25052830460536.6,1.25640478137065E+032,6.06660982150611E+032,-34997652.4845439
0.164,3.43996441823913E+018,-22609658018218.8,1.13387904388633E+032,5.47508847297559E+032,-31813780.812755
0.166,3.10442113884194E+018,-20404251834090.2,1.02327742686029E+032,4.94105360735422E+032,-28914228.9460949
0.168,2.80155106327489E+018,-18413594951476.3,9.23445598005504E+031,4.45895845775012E+032,-26274296.7748305
0.17,2.52818777215405E+018,-16616875627156,8.33339822813539E+031,4.02378438070593E+032,-23871339.4354445
0.172,2.28146880225416E+018,-14995279912995,7.5201656138983E+031,3.6309917255056E+032,-21684608.456183
0.174,2.05880696341342E+018,-13531803132251.3,6.7862301304414E+031,3.27647509340499E+032,-19695103.9482389
0.176,1.85786428280329E+018,-12211078624591.3,6.12388527076232E+031,2.95652262241097E+032,-17885436.0963012
0.178,1.67652834835017E+018,-11019222259906,5.5261680448427E+031,2.66777895917471E+032,-16239696.1553449
0.18,1.51289084084787E+018,-9943691337526.38,4.98678821222746E+031,2.40721160428423E+032,-14743337.8197367
0.182,1.36522806119183E+018,-8973156598747.45,4.50006409184627E+031,2.17208034079041E+032,-13383065.9780462
0.184,1.23198327490751E+018,-8097386183729.34,4.06086436275439E+031,1.95990947811116E+032,-12146734.8601715
0.186,1.11175071081993E+018,-7307140460424.65,3.66455531777037E+031,1.7684626644243E+032,-11023252.4839899
0.188,1.00326106427922E+018,-6594076742544.92,3.30695307712035E+031,1.59572004043239E+032,-10002493.6655335
0.19,9.05368368165491E+017,-5950662997285.07,2.98428031083922E+031,1.43985752577993E+032,-9075218.86459606
0.192,8.17038106484808E+017,-5370099720345.08,2.69312705743709E+031,1.29922804665641E+032,-8233000.03661689
0.194,7.37336456289906E+017,-4846249226810.68,2.43041526202655E+031,1.17234452911206E+032,-7468151.55605186
0.196,6.65420553625831E+017,-4373571672768.35,2.19336669004752E+031,1.05786449746927E+032,-6773667.29734173
0.198,6.00529688373643E+017,-3947067182128.98,1.97947390306956E+031,9.54576130972807E+031,-6143162.53893726
0.2,5.41977341380237E+017,-3562223509543.65,1.78647401106031E+031,8.61385644546399E+031,-5570820.30180159
0.202,4.89143984967336E+017,-3214968720695.07,1.61232494105617E+031,7.77305871223138E+031,-5051342.69336136
0.204,4.41470575075342E+017,-2901628418515.33,1.4551839856847E+031,7.01445934635948E+031,-4579905.61999328
0.206,3.98452669788324E+017,-2618887086319.44,1.31338841645849E+031,6.33001909869748E+031,-4152117.65191376
0.208,3.5963511496171E+017,-2363753158375.02,1.18543796641443E+031,5.71248380090102E+031,-3763982.22717518
0.21,3.24607243114897E+017,-2133527463886.21,1.06997900462699E+031,5.15530804714999E+031,-3411862.91485037
0.212,2.92998536730372E+017,-1925774723458.65,9.65790241537706E+030,4.65258622556251E+031,-3092451.76643455
0.214,2.64474711624062E+017,-1738297806451.24,8.71769818958006E+030,4.19899020338541E+031,-2802740.23518422
