# t,Ke0,Kd0,Ke1,Ke2,Ke3
0.08,5.17211345812375E+019,-339949502846462,1.68302857656037E+033,3.05041741098976E+034,-184013496.650429
0.082,4.78448818224753E+019,-314471910223318,1.5567763966195E+033,2.83376115498318E+034,-173316415.774276
0.084,4.42241795173073E+019,-290673983227211,1.43886155988625E+033,2.6299709848629E+034,-162967873.150729
0.086,4.08466683031561E+019,-268474487098072,1.3288790529823E+033,2.43860717214464E+034,-153001725.802415
0.088,3.76999986982984E+019,-247792252005022,1.22642448390599E+033,2.25919997189069E+034,-143432689.83186
0.09,3.47718897945175E+019,-228546558823248,1.13109596782948E+033,2.0912555429518E+034,-134274698.558437
0.092,3.20502121568533E+019,-210657684013734,1.04249680161634E+033,1.93426319405255E+034,-125537657.463607
0.094,2.952307870334E+019,-194047496953007,9.60238398810616E+032,1.78770301651028E+034,-117225755.701639
0.096,2.71789184011533E+019,-178639944318857,8.83942666504933E+032,1.65105239772786E+034,-109338268.524001
0.098,2.50065310393525E+019,-164361410097866,8.1324376765873E+032,1.52379129390085E+034,-101870643.738723
0.1,2.29951269748053E+019,-151140976825671,7.47789395739639E+032,1.40540648293179E+034,-94815355.0465749
0.102,2.11343551691662E+019,-138910609867100,6.87241669688961E+032,1.29539499053979E+034,-88162540.8182674
0.104,1.94143218091832E+019,-127605279803469,6.31277723798818E+032,1.19326682549454E+034,-81900511.0054101
0.106,1.78256011879884E+019,-117163033952832,5.79590047040842E+032,1.09854712586109E+034,-76016168.0001995
0.108,1.63592401798961E+019,-107525025782326,5.31886615197668E+032,1.01077779950181E+034,-70495363.8121478
0.11,1.5006757426509E+019,-98635509558582.6,4.87890852077678E+032,9.2951873043522E+033,-65323205.534719
0.112,1.37601381893187E+019,-90441806516309,4.47341450863302E+032,8.5434861397285E+033,-60484312.2175319
0.114,1.26118256942404E+019,-82894247968045.5,4.09992082360291E+032,7.84865476291366E+033,-55963037.1268908
0.116,1.15547096792063E+019,-75946100030892.3,3.75611013230587E+032,7.20686927677113E+033,-51743649.8287668
0.118,1.05821127568043E+019,-69553473992143.5,3.4398065404945E+032,6.61450192873609E+033,-47810491.8661136
0.12,9.68777511662599E+018,-63675225761880.2,3.14897054178916E+032,6.06811956721177E+033,-44148102.1935815
0.122,8.86583801340072E+018,-58272847345098,2.88169357921187E+032,5.56448058505654E+033,-40741321.6845474
0.124,8.1108264200983E+018,-53310352825280.6,2.63619234205311E+032,5.10053064156664E+033,-37575375.317893
0.126,7.41763116400937E+018,-48754160949650.1,2.41080290105277E+032,4.67339741563388E+033,-34635937.1190833
0.128,6.78149081224337E+018,-44572976067515.9,2.20397476793004E+032,4.28038460837368E+033,-31909179.7540307
0.13,6.19797352700191E+018,-40737668869700,2.01426495043465E+032,3.91896538268974E+033,-29381811.4055831
0.132,5.66295907156348E+018,-37221158118917.7,1.84033206122572E+032,3.58677539992202E+033,-27041101.1568771
0.134,5.1726211132456E+018,-33998294331730.7,1.68093052777993E+032,3.28160558958716E+033,-24874894.26918
0.136,4.72340994065559E+018,-31045746183663.4,1.53490494092868E+032,3.00139476687826E+033,-22871620.8383834
0.138,4.31203568647071E+018,-28341890236942.4,1.40118457142366E+032,2.74422219389253E+033,-21020295.9794875
0.14,3.93545212591304E+018,-25866704452412.2,1.27877807691564E+032,2.50830016417837E+033,-19310516.2828919
0.142,3.59084110241789E+018,-23601665823230.2,1.16676841577223E+032,2.29196667590157E+033,-17732450.7004178
0.144,3.27559761637625E+018,-21529652367412.3,1.06430797912294E+032,2.09367824651657E+033,-16276827.8569764
0.146,2.98731559994016E+018,-19634849629235.3,9.70613948314436E+031,1.91200291113297E+033,-14934920.8052731
0.148,2.72377438984E+018,-17902661768705,8.84963881407734E+031,1.74561343747114E+033,-13698529.6967467
0.15,2.48292590116561E+018,-16319627258140.1,8.06691529463967E+031,1.59328078242699E+033,-12559962.1205777
0.152,2.26288249768236E+018,-14873339157030.5,7.35182880958845E+031,1.45386780846771E+033,-11512012.7271739
0.154,2.06190554823496E+018,-13552369896246.2,6.69872430750758E+031,1.32632327237713E+033,-10547941.8402201
0.156,1.87839465395718E+018,-12346200471333.6,6.10239668473997E+031,1.20967609401094E+033,-9661453.90526257
0.158,1.71087752737745E+018,-11245153920536,5.55805780035505E+031,1.10302990870527E+033,-8846675.48009318
0.16,1.55800050144709E+018,-10240332943127.2,5.06130554960229E+031,1.00555790360386E+033,-8098133.02173122
0.162,1.41851964453456E+018,-9323561500617.45,4.60809491662196E+031,9.16497935435002E+032,-7410731.77648466
0.164,1.29129245585809E+018,-8487330232977.66,4.19471092234238E+031,8.351479250164E+032,-6779733.92749105
0.166,1.1752701148604E+018,-7724745515857.18,3.81774338048192E+031,7.60861521984454E+032,-6200738.45571326
0.168,1.06949025752523E+018,-7029481981153.78,3.47406337297439E+031,6.93044031843571E+032,-5669660.54312605
0.17,9.73070252424354E+017,-6395738322282.75,3.1608013556441E+031,6.31148596348963E+032,-5182712.40173429
0.172,8.85200949485725E+017,-5818196206437.21,2.87532680551843E+031,5.74672617450049E+032,-4736384.64682622
0.174,8.0514087477057E+017,-5291982118373.1,2.61522932245157E+031,5.23154414464001E+032,-4327428.23967192
0.176,7.32210845170404E+017,-4812631964246.67,2.37830109963922E+031,4.76170103790789E+032,-3952837.59196938
0.178,6.6578897765437E+017,-4376058268687.14,2.1625206800555E+031,4.33330690301498E+032,-3609834.3323036
0.18,6.05306068502831E+017,-3978519803696.65,1.96603791857688E+031,3.94279359473875E+032,-3295851.76094958
0.182,5.50241318927462E+017,-3616593494279.92,1.78716007266469E+031,3.58688959424491E+032,-3008520.39581832
0.184,5.00118384441369E+017,-3287148451996.5,1.62433894769562E+031,3.26259662138395E+032,-2745654.15235748
0.186,4.54501726378766E+017,-2987321994430.42,1.47615902643569E+031,2.9671679343637E+032,-2505237.34361678
0.188,4.12993245016372E+017,-2714497515590.61,1.34132651558523E+031,2.69808821508414E+032,-2285412.45123584
0.19,3.75229174802009E+017,-2466284079051.2,1.21865924580366E+031,2.45305494181721E+032,-2084468.70650485
0.192,3.4087722324181E+017,-2240497612609.32,1.1070773650666E+031,2.2299611546029E+032,-1900831.30425942
0.194,3.09633936060699E+017,-2035143590170.19,1.00559476862122E+031,2.02687952269924E+032,-1733051.31259535
0.196,2.81222272244087E+017,-1848401093123.12,9.1331121212894E+030,1.84204762750608E+032,-1579796.25778054
0.198,2.55389373568359E+017,-1678608150058.95,8.29405057833626E+030,1.67385437859444E+032,-1439841.38205243
0.2,2.31904514194266E+017,-1524248259965.24,7.5312660670889E+030,1.52082748466412E+032,-1312061.3839085
0.202,2.10557216798901E+017,-1383938010068.78,6.83791972566592E+030,1.38162190548357E+032,-1195422.82804272
0.204,1.91155522630499E+017,-1256415705344.76,6.20777456983861E+030,1.25500921499802E+032,-1088977.01765601
0.206,1.73524403689868E+017,-1140530932206.43,5.63514386656658E+030,1.13986780984783E+032,-991853.411995256
0.208,1.5750430606272E+017,-1035234984203.89,5.11484377420815E+030,1.03517390151963E+032,-903253.491574294
0.21,1.42949814175772E+017,-939572082526.982,4.64214991647461E+030,9.3999323414471E+031,-822445.063849018
0.212,1.29728426479977E+017,-852671328890.894,4.21275758081332E+030,8.53473473667595E+031,-748757.005413362
0.214,1.17719433734656E+017,-773739332789.978,3.82274525399128E+030,7.74837217627019E+031,-681574.380451278
0.216,1.06812891710418E+017,-702053459340.886,3.46854122851587E+030,7.03375578166596E+031,-620333.924130173
0.218,9.69086807311884E+016,-636955647896.297,3.14689303314086E+030,6.38442294108985E+031,-564519.864675657
0.22,8.79156450339658E+016,-577846755283.108,2.85483945903766E+030,5.79448330968381E+031,-513660.077038982
0.222,7.97508054572536E+016,-524181381004.24,2.58968497039533E+030,5.25856930660773E+031,-467322.509230913
0.224,7.2338639459708E+016,-475463134990.953,2.34897630431113E+030,4.77179075401116E+031,-425111.900927696
0.226,6.56104229297993E+016,-431240311488.483,2.13048107974052E+030,4.32969332827832E+031,-386666.764086183
0.228,5.95036286779567E+016,-391101935501.452,1.93216824932658E+030,3.92822051823091E+031,-351656.565699018
0.23,5.39613769002956E+016,-354674150833.526,1.75219024082444E+030,3.56367880741561E+031,-319779.179228471
0.232,4.89319332724948E+016,-321616921191.207,1.5888666469588E+030,3.23270581888089E+031,-290758.498301904
0.234,4.43682506794521E+016,-291621018089.278,1.44066933374496E+030,2.9322411806288E+031,-264342.272813695
0.236,4.02275509028338E+016,-264405271393.465,1.30620884767964E+030,2.65949988838397E+031,-240300.094842276
0.238,3.64709428844982E+016,-239714060265.072,1.18422201183585E+030,2.41194795956228E+031,-218421.556763565
0.24,3.30630744603543E+016,-217315024096.793,1.07356060982371E+030,2.18728018840277E+031,-198514.564867663
0.242,2.99718147072351E+016,-196996974662.949,9.73181064761529E+029,1.98339982703713E+031,-180403.779534195
0.244,2.71679642849594E+016,-178567992271.535,8.82135028074837E+029,1.79840003125245E+031,-163929.189020561
0.246,2.46249913654543E+016,-161853690095.66,7.9956079990201E+029,1.63054692242755E+031,-148944.800491609
0.248,2.23187909463142E+016,-146695632204.517,7.24675509413635E+029,1.47826412913385E+031,-135317.441234022
0.25,2.0227465523733E+016,-132949891982.441,6.56767989282621E+029,1.34011868283383E+031,-122925.650882673
0.252,1.83311252735108E+016,-120485738771.071,5.95192284072068E+029,1.21480815236861E+031,-111658.679884776
0.254,1.66117060417618E+016,-109184441569.838,5.39361737355439E+029,1.10114891132117E+031,-101415.558246894
0.256,1.50528035909608E+016,-98938179577.6442,4.88743607041904E+029,9.98065441047322E+030,-92104.2500911499
0.258,1.36395226791994E+016,-89649050230.2022,4.42854162670121E+029,9.04580580214506E+030,-83640.8805714927
0.26,1.23583396703706E+016,-81228166172.6631,4.01254222359701E+029,8.19806639076733E+030,-75949.0214609847
0.262,1.11969774851659E+016,-73594833344.7304,3.63545090728192E+029,7.4293730354741E+030,-68959.0439362212
0.264,1.01442918046092E+016,-66675803025.9555,3.29364862398394E+029,6.73240260414392E+030,-62607.5231498661
0.266,9.19016753053848E+015,-60404591297.6063,2.98385058763296E+029,6.10050480823109E+030,-56836.6953706393
0.268,8325424594802781,-54720859950.5916,2.70307568467594E+029,5.52764104472337E+030,-51593.9593238358
0.27,7541732286362640,-49569853380.2188,2.4486186462248E+029,5.0083287185371E+030,-46831.4234832179
0.272,6831531338373658,-44901886484.212,2.21802474117009E+029,4.53759056362567E+030,-42505.4901591305
0.274,6187963082728489,-40671879014.3372,2.00906676531216E+029,4.11090852220211E+030,-38576.4760807922
0.276,5604805040862042,-36838932231.2779,1.81972412127416E+029,3.72418177943158E+030,-35008.2656294103
0.278,5076412373889009,-33365944071.6322,1.64816380190335E+029,3.37368858557126E+030,-31767.9953450596
0.28,4597664666839511,-30219259374.4449,1.49272310635106E+029,3.05605152941169E+030,-28825.7642937355
0.282,4163917567163942,-27368352013.6744,1.35189393303886E+029,2.76820595597979E+030,-26154.3706722748
0.284,3.7709588406745E+015,-24785536065.2951,1.22430850750891E+029,2.50737124824469E+030,-23729.0715717865
0.286,3414968446270734,-22445703388.7761,1.10872641569779E+029,2.27102471697002E+030,-21527.3628665937
0.288,3092482266459234,-20326085237.2908,1.00402282467173E+029,2.05687786527637E+030,-19528.7797102639
0.29,2.80035916285795E+015,-18406035721.9531,9.09177783348571E+028,1.86285481495801E+030,-17714.7133881371
0.292,2.53575105524975E+015,-16666835149.2331,8.23266505306966E+028,1.68707270033384E+030,-16068.24517621
0.294,2.29607574984703E+015,-15091511428.3141,7.45450544525153E+028,1.52782385254477E+030,-14573.9943380519
0.296,2.07899226673834E+015,-13664677904.5718,6.74969782863524E+028,1.38355961285879E+030,-13217.9800003265
0.298,1882378439146646,-12372386125.4932,6.11135155395693E+028,1.2528756278795E+030,-11987.4950473433
0.3,1704310577310744,-11201992176.5499,5.53322046313288E+028,1.1344984925899E+030,-10870.9911422846
0.302,1543045008605255,-10142035349.19,5.00964294193007E+028,1.02727361911983E+030,-9857.97422603584
0.304,1397001322399333,-9182128013.69773,4.53548750927907E+028,9.30154220013402E+029,-8938.90906755178
0.306,1.26474716370219E+015,-8312855671.67292,4.10610343653242E+028,8.42191304715912E+029,-8105.13268056953
0.308,1.14498443362897E+015,-7525686255.35296,3.71727593578508E+028,7.62524597070408E+029,-7348.77509184838
0.31,1.03653676773914E+015,-6812887825.93438,3.36518549812267E+028,6.90374289891259E+029,-6662.68739752617
0.312,938338174843592,-6167453899.40822,3.04637100069152E+028,6.25033560230057E+029,-6040.37648610087
0.314,849422729626479,-5583035698.81961,2.75769623608245E+028,5.65861775825355E+029,-5475.94506761395
0.316,768915222105980,-5053880695.61938,2.49631954905279E+028,5.12278329500359E+029,-4964.03769101752
0.318,696022675771203,-4574776860.55661,2.25966629431041E+028,4.63757043989273E+029,-4499.79134718805
0.32,630026654325560,-4141002097.89371,2.04540385519861E+028,4.19821094880008E+029,-4078.79038537979
0.322,570276284208299,-3748278384.28047,1.85141898686113E+028,3.80038404098585E+029,-3697.02581763009
0.324,516181926792567,-3392730177.69688,1.67579726912842E+028,3.4401746068916E+029,-3350.8581307056
0.326,467209440158271,-3070846701.62485,1.51680447398446E+028,3.11403529566034E+029,-3036.98345667876
0.328,422874975890534,-2779447745.72641,1.37286967040652E+028,2.81875212503909E+029,-2752.40280192573
0.33,382740261324301,-2515652657.25561,1.2425699056043E+028,2.55141328884924E+029,-2494.39420186227
0.332,346408322228465,-2276852227.38771,1.12461631649093E+028,2.30938086689903E+029,-2260.48721864824
0.334,313519605072369,-2060683203.86004,1.0178415386566E+028,2.09026516918031E+029,-2048.43990377473
0.336,283748461745122,-1865005185.96655,9.21188292343381E+027,1.89190147075016E+029,-1856.2177746835
0.338,256799963065197,-1687879680.55747,8.33699036021695E+027,1.71232891601629E+029,-1681.97476141444
0.34,232407010481050,-1527551118.01505,7.54506588261226E+027,1.54977139144267E+029,-1524.03584183345
0.342,210327718220547,-1382429645.7839,6.8282562777301E+027,1.40262018418341E+029,-1380.88129896787
0.344,190343040692354,-1251075533.91072,6.17944989812739E+027,1.26941826089734E+029,-1251.13241486989
0.346,172254622283321,-1132185042.30504,5.59220684719449E+027,1.14884601628613E+029,-1133.53844418414
0.348,155882848808073,-1024577613.43198,5.06069571227959E+027,1.03970835474519E+029,-1026.96482516739
0.35,141065081791002,-927184266.698498,4.57963623444504E+027,9.40922981133642E+028,-930.382420463182
0.352,127654058504805,-839037082.325479,4.14424736037674E+027,8.51509788108891E+028,-842.857801749465
0.354,115516442277744,-759259672.889323,3.75020017347817E+027,7.7058123788068E+028,-763.544363023022
0.356,104531509019199,-687058550.200495,3.39357524790198E+027,6.97333645687583E+028,-691.674319404105
0.358,94589957216988.7,-621715303.716621,3.07082401170469E+027,6.31039280885079E+028,-626.551388485464
0.36,85592829851641.1,-562579514.566067,2.77873374378432E+027,5.71039209323445E+028,-567.544159741411
0.362,77450537741089.5,-509062336.251363,2.51439586425625E+027,5.16736807781826E+028,-514.08008131664
0.364,70081974815165.8,-460630679.56929,2.27517720961849E+027,4.67591887648989E+028,-465.640018282418
0.366,63413716695965.2,-416801945.093584,2.05869401280257E+027,4.23115370869308E+028,-421.753262631258
0.368,57379294773005.9,-377139251.854771,1.86278833438632E+027,3.82864466483662E+028,-381.993051453562
0.37,51918538685014.3,-341247115.645563,1.68550671490554E+027,3.46438300897315E+028,-345.972484834901
0.372,46976980786017.7,-308767534.729301,1.52508083965075E+027,3.13473959361484E+028,-313.340809675358
0.374,42505316773048.8,-279376444.686854,1.37991002694291E+027,2.83642900139195E+028,-283.780063394639
0.376,38458917195764.6,-252780507.694633,1.24854536843543E+027,2.56647706392796E+028,-257.002013866839
0.378,34797385065274.6,-228714204.802361,1.12967536614857E+027,2.32219144116152E+028,-232.745398778529
0.38,31484155224112,-206937202.695361,1.0221129253979E+027,2.10113497374339E+028,-210.773407443306
0.382,28486131548117.1,-187231969.117898,9.24783576035773E+026,1.90110154811635E+028,-190.871400207624
0.384,25773358418942.9,-169401613.54499,8.36714806349368E+026,1.72009423815423E+028,-172.844841582466
0.386,23318723238201.1,-153267931.885913,7.57026404814394E+026,1.55630550934315E+028,-156.517426398702
0.388,21097687059461.9,-138669635.998336,6.84921714751327E+026,1.4080992915474E+028,-141.729374071942
0.39,19088040687685.7,-125460750.592373,6.19679715823225E+026,1.2739947445209E+028,-128.33588684652
0.392,17269683844475,-113509161.741325,5.60647854422197E+026,1.15265155685282E+028,-116.20575029614
0.394,15624425223737,-102695302.699312,5.07235552290429E+026,1.0428566339179E+028,-105.220059838435
0.396,14135801466732.5,-92910964.0712063,4.58908329393714E+026,9.43512044010731E+027,-95.2710757617242
0.398,12788913270389.9,-84058216.5947746,4.15182483054515E+026,8.53624104062832E+027,-86.261171486701
