# t,Ke0,Kd0,Ke1,Ke2,Ke3
0,0,0,0,0,0
0.002,7.00262275544755E+017,-4602602331957.6,2.30619820740013E+031,1.32099233649138E+032,47597007.5541504
0.004,9.41164482774062E+018,-61859768662712.8,3.09934016262489E+032,1.79883987631977E+033,473512077.230888
0.006,4.17456594909241E+019,-274381071843731,1.37459752150241E+033,8.10629108369069E+033,1542070036.49794
0.008,1.07591952786442E+020,-707168120447547,3.54240883298905E+033,2.12698608447792E+034,2916581835.78014
0.01,2.01654989333057E+020,-1325415112889638,6.63862416547788E+033,4.06418186589597E+034,4012981581.9795
0.012,3.08668733224834E+020,-2.02878323858067E+015,1.01603539962632E+034,6.34730428011905E+034,4509101662.70126
0.014,4.12888679604903E+020,-2.71378879886403E+015,1.35892134893725E+034,8.66564784541217E+034,4420417345.83212
0.016,5.03467683899862E+020,-3.30913686214663E+015,1.65682709299947E+034,1.07838730029825E+035,3931621034.08033
0.018,5.752342477142E+020,-3.78083672166302E+015,1.89275560940063E+034,1.25692595458737E+035,3243682289.73393
0.02,6.27267580649102E+020,-4.12283624575418E+015,2.06370475671624E+034,1.39734745015491E+035,2506294186.14788
0.022,6.61116676490874E+020,-4345316434907228,2.17479842715002E+034,1.50027258012303E+035,1808760385.44766
0.024,6.79426998637055E+020,-4.46566505793729E+015,2.23476340662489E+034,1.56922216517726E+035,1193873333.04396
0.026,6.85093363193558E+020,-4502908815978376,2.25314080139002E+034,1.60888996886397E+035,675074810.048431
0.028,6.80821648104217E+020,-4.4748325902807E+015,2.23884434325567E+034,1.62413796330707E+035,249859854.350851
0.03,6.6894882201532E+020,-4.39679654470026E+015,2.19956932106043E+034,1.61948976511814E+035,-91556331.4742771
0.032,6.51404787710997E+020,-4.28148533157123E+015,2.14166823005558E+034,1.59892473234789E+035,-361287004.478295
0.034,6.29741667814886E+020,-4139100575268949,2.07024817936533E+034,1.5658351956017E+035,-571254362.559186
0.036,6.05188458607178E+020,-3977720093140287,1.98935154499281E+034,1.52306218644423E+035,-732097535.299005
0.038,5.78709674350176E+020,-3803683345316111,1.90214953629809E+034,1.47296203265837E+035,-852845304.804859
0.04,5.51058521121513E+020,-3621940929093247,1.81111758364903E+034,1.41747924756968E+035,-940958384.006403
0.042,5.22821427229991E+020,-3436347263081226,1.71818214972265E+034,1.35821441616118E+035,-1002522644.72607
0.044,4.94453767807861E+020,-3249895393596003,1.62483846747871E+034,1.29648290787572E+035,-1042481549.66194
0.046,4.66307859267456E+020,-3064900993405472,1.53224277351764E+034,1.23336377517197E+035,-1064855931.01668
0.048,4.38654647819054E+020,-2.88314491356403E+015,1.44128374467333E+034,1.16973974141595E+035,-1072931680.24483
0.05,4.11700461051639E+020,-2.70598328635068E+015,1.35263765776863E+034,1.10632969751703E+035,-1069411545.54186
0.052,3.85599984211324E+020,-2534432814335770,1.26681110552892E+034,1.04371515185832E+035,-1056534257.20947
0.054,3.60466384496739E+020,-2369237314276402,1.1841743140817E+034,9.82361900411551E+034,-1036166404.05435
0.056,3.36379289409904E+020,-2.21092015637666E+015,1.10498739021488E+034,9.22637948467655E+034,-1009872724.59478
0.058,3.13391146399903E+020,-2.05982606430717E+015,1.02942123661228E+034,8.64828488748399E+034,-978970455.578054
0.06,2.915323520792E+020,-1916154827998780,9.57574414978659E+033,8.09148548470754E+034,-944570971.668701
0.062,2.70815435105553E+020,-1779988796472331,8.89486893409803E+033,7.5575376575162E+034,-907612822.161695
0.064,2.51238500541666E+020,-1.65131551659035E+015,8.25151362855998E+033,7.04749640294378E+034,-868887747.528105
0.066,2.32788088501368E+020,-1.53004652208969E+015,7.64522626212237E+033,6.56199518131846E+034,-829061996.230843
0.068,2.15441560614523E+020,-1416033019117389,7.07525434098911E+033,6.10131508536812E+034,-788693767.606128
0.07,1.99169099924531E+020,-1.30907903096757E+015,6.54061049344224E+033,5.66544487052375E+034,-748247992.319754
0.072,1.83935389944784E+020,-1.20895243402781E+015,6.04012756660506E+033,5.25413307067666E+034,-708108792.166315
0.074,1.69701024385832E+020,-1.11539422350941E+015,5.57250487125388E+033,4.86693319784047E+034,-668590334.548456
0.076,1.56423688771125E+020,-1028126279862758,5.13634693153275E+033,4.50324286035467E+034,-629946230.446761
0.078,1.44059147586951E+020,-946857857032731,4.73019584696485E+033,4.16233751291453E+034,-592377742.060189
0.08,1.32562064939199E+020,-871290976397546,4.35255818697215E+033,3.84339945923785E+034,-556041055.180839
0.082,1.2188668231744E+020,-801124881521877,4.00192719421417E+033,3.54554265520313E+034,-521053623.621521
0.084,1.11987373625259E+020,-736059686211090,3.67680095955239E+033,3.2678338005623E+034,-487499841.51234
0.086,1.02819094847816E+020,-675799330053946,3.37569713967531E+033,3.00931015678919E+034,-455435951.111279
0.088,9.43377434210262E+019,-620053940452632,3.09716471242246E+033,2.76899448454534E+034,-424894462.85508
0.09,8.65003885139838E+019,-568541346216021,2.83979149656885E+033,2.54590594404165E+034,-395893747.237666
0.092,7.92656227674884E+019,-520989389418799,2.60221566213888E+033,2.33907423570868E+034,-368420773.395382
0.094,7.2593640579449E+019,-477136439967340,2.38312826545394E+033,2.14754548892555E+034,-342457633.743915
0.096,6.64463286619884E+019,-436731990808095,2.18127619001247E+033,1.97038820439284E+034,-317978021.269005
0.098,6.07873499009453E+019,-399537209117846,1.99546487025852E+033,1.80669871639826E+034,-294945854.048721
0.1,5.55821936267802E+019,-365325266721563,1.82455991519822E+033,1.65560540334897E+034,-273317176.056369
0.102,5.07981935960215E+019,-333881458280917,1.6674876744412E+033,1.51627169739634E+034,-253042335.536983
0.104,4.64045210074301E+019,-305003155395953,1.52323498693019E+033,1.38789812198861E+034,-234067704.690114
0.106,4.2372158595423E+019,-278499636331411,1.39084831065788E+033,1.26972355020655E+034,-216336969.872263
0.108,3.8673860219132E+019,-254191820409493,1.26943237818589E+033,1.16102582963025E+034,-199792191.865311
0.11,3.528409932204E+019,-231911929254223,1.15814848869863E+033,1.06112188911187E+034,-184374647.793712
0.112,3.21790089846313E+019,-211503092775847,1.05621252573362E+033,9.69367423232623E+033,-170025536.966648
0.114,2.93363158182598E+019,-192818914677681,9.62892774307715E+032,8.85156235881711E+033,-156686550.849077
0.116,2.67352695788682E+019,-175723009828862,8.77507598932798E+032,8.07919312743309E+033,-144300337.99734
0.118,2.43565700656903E+019,-160088523793219,7.99423033793826E+032,7.37123682507027E+033,-132810885.909497
0.12,2.21822926034989E+019,-145797643047516,7.28050327585627E+032,6.72271117873151E+033,-122163810.208065
0.122,2.0195813177E+019,-132741102912622,6.62843477964915E+032,6.12896719753569E+033,-112306579.862533
0.124,1.83817340858758E+019,-120817698907592,6.03296784044453E+032,5.58567421299106E+033,-103188688.565997
0.126,1.67258108197882E+019,-109933806121720,5.48942439760627E+032,5.08880442461837E+033,-94761771.9763851
0.128,1.52148807046986E+019,-100002910228246,4.99348186148927E+032,4.63461720623228E+033,-86979682.1481368
0.13,1.38367937481993E+019,-90945152952432.7,4.54115036469266E+032,4.21964338309794E+033,-79798526.4923173
