0.000000000000000000e+00,0.000000000000000000e+00,6.744822106825538776e-08,6.744822117236865423e-08,6.744822117236906451e-08,6.744822117236969979e-08,6.744822117237062623e-08,6.744822117237202913e-08,6.744822117237451729e-08,6.744822117237846128e-08,6.744822117238143913e-08,6.744822117238244499e-08,6.744822117238199500e-08,6.744822117238252439e-08,6.744822117238151854e-08,6.744822117238049946e-08,6.744822117237896421e-08,6.744822117237693927e-08,6.744822117237484816e-08,6.744822117237280999e-08,6.744822117237091740e-08
2.999999999999999737e-04,5.739236016865927048e-02,5.739242626203942127e-02,5.739242626203951841e-02,5.739242626203951841e-02,5.739242626203951841e-02,5.739242626203951841e-02,5.739242626203951841e-02,5.739242626203951841e-02,5.739242626203951841e-02,5.739242626203952535e-02,5.739242626203952535e-02,5.739242626205386805e-02,5.739242626205386805e-02,5.739242626205386805e-02,5.739242626205386805e-02,5.739242626205386805e-02,5.739242626205386805e-02,5.739242626205386805e-02,5.739242626205386805e-02,5.739242626205386805e-02
5.999999999999999474e-04,3.147742495800858742e-01,3.147743143443093028e-01,3.147743143443092473e-01,3.147743143443092473e-01,3.147743143443092473e-01,3.147743143443092473e-01,3.147743143443092473e-01,3.147743143443092473e-01,3.147743143443092473e-01,3.147743143443093028e-01,3.147743143443093028e-01,3.147743143443473279e-01,3.147743143443473279e-01,3.147743143443473279e-01,3.147743143443806901e-01,3.147743143443806901e-01,3.147743143443806901e-01,3.147743143443806901e-01,3.147743143443806901e-01,3.147743143443806901e-01
8.999999999999999754e-04,9.418722058367254846e-01,9.418722692955592279e-01,9.418722692955592279e-01,9.418722692955592279e-01,9.418722692955592279e-01,9.418722692955592279e-01,9.418722692955592279e-01,9.418722692955592279e-01,9.418722692955592279e-01,9.418722692955592279e-01,9.418722692955592279e-01,9.418722692956335019e-01,9.418722692956335019e-01,9.418722692956335019e-01,9.418722692956954523e-01,9.418722692956954523e-01,9.418722692956954523e-01,9.418722692956954523e-01,9.418722692957532949e-01,9.418722692957532949e-01
1.199999999999999895e-03,2.048914794151717178e+00,2.048914856327534562e+00,2.048914856327535006e+00,2.048914856327535006e+00,2.048914856327535006e+00,2.048914856327535006e+00,2.048914856327535006e+00,2.048914856327535006e+00,2.048914856327535006e+00,2.048914856327535006e+00,2.048914856327535006e+00,2.048914856327654910e+00,2.048914856327654910e+00,2.048914856327654910e+00,2.048914856327745948e+00,2.048914856327745948e+00,2.048914856327745948e+00,2.048914856327745948e+00,2.048914856327833434e+00,2.048914856327833434e+00
1.499999999999999814e-03,3.641319689175461338e+00,3.641319750090070251e+00,3.641319750090069807e+00,3.641319750090069807e+00,3.641319750090069807e+00,3.641319750090069807e+00,3.641319750090069807e+00,3.641319750090069807e+00,3.641319750090069807e+00,3.641319750090068474e+00,3.641319750090068474e+00,3.641319750090240781e+00,3.641319750090240781e+00,3.641319750090240781e+00,3.641319750090359797e+00,3.641319750090359797e+00,3.641319750090359797e+00,3.641319750090359797e+00,3.641319750090472596e+00,3.641319750090472596e+00
1.799999999999999734e-03,5.630166735551020984e+00,5.630166795226403842e+00,5.630166795226403842e+00,5.630166795226403842e+00,5.630166795226403842e+00,5.630166795226403842e+00,5.630166795226403842e+00,5.630166795226403842e+00,5.630166795226403842e+00,5.630166795226402954e+00,5.630166795226402954e+00,5.630166795226624998e+00,5.630166795226624998e+00,5.630166795226624998e+00,5.630166795226770660e+00,5.630166795226770660e+00,5.630166795226770660e+00,5.630166795226770660e+00,5.630166795226902110e+00,5.630166795226902110e+00
2.099999999999999870e-03,7.873262009454716548e+00,7.873262067913461948e+00,7.873262067913461948e+00,7.873262067913461948e+00,7.873262067913461948e+00,7.873262067913461948e+00,7.873262067913461948e+00,7.873262067913461948e+00,7.873262067913461948e+00,7.873262067913463724e+00,7.873262067913463724e+00,7.873262067913744389e+00,7.873262067913744389e+00,7.873262067913744389e+00,7.873262067913905149e+00,7.873262067913905149e+00,7.873262067913905149e+00,7.873262067913905149e+00,7.873262067914049034e+00,7.873262067914049034e+00
2.399999999999999790e-03,1.021800487003253188e+01,1.021800492729792253e+01,1.021800492729792253e+01,1.021800492729792253e+01,1.021800492729792253e+01,1.021800492729792253e+01,1.021800492729792253e+01,1.021800492729792253e+01,1.021800492729792253e+01,1.021800492729792253e+01,1.021800492729792253e+01,1.021800492729825116e+01,1.021800492729825116e+01,1.021800492729825116e+01,1.021800492729842524e+01,1.021800492729842524e+01,1.021800492729842524e+01,1.021800492729842524e+01,1.021800492729857446e+01,1.021800492729857446e+01
2.699999999999999709e-03,1.253083956763301998e+01,1.253083962372890170e+01,1.253083962372890525e+01,1.253083962372890525e+01,1.253083962372890525e+01,1.253083962372890525e+01,1.253083962372890525e+01,1.253083962372890525e+01,1.253083962372890525e+01,1.253083962372890348e+01,1.253083962372890348e+01,1.253083962372927651e+01,1.253083962372927651e+01,1.253083962372927651e+01,1.253083962372945592e+01,1.253083962372945592e+01,1.253083962372945592e+01,1.253083962372945592e+01,1.253083962372960514e+01,1.253083962372960514e+01
