"","V1","V2"
"610",-3207.12721413607,1.7885358023461e-13
"611",-3207.14107697787,1.78853416810604e-13
"612",-3207.1259290677,1.78853433689087e-13
"613",-3207.11982136155,1.7885371158229e-13
"614",-3207.11787296536,1.7885376195808e-13
"615",-3207.13988732256,1.78853610488776e-13
"616",-3207.13147841345,1.78853602555451e-13
"617",-3207.14287517383,1.78853417404309e-13
"618",-3207.14248936233,1.7885386865906e-13
"619",-3207.13459323635,1.78853697394113e-13
"620",-3207.13921013574,1.78853652717873e-13
"621",-3207.13255561185,1.78853697632681e-13
"622",-3207.13961768388,1.78853846767844e-13
"623",-3207.13900553503,1.78853772564843e-13
"624",-3207.13235210971,1.78853767118013e-13
"625",-3207.13161726771,1.78853687035075e-13
"626",-3207.13252384532,1.78853711935185e-13
"627",-3207.1428146047,1.7885345087197e-13
"628",-3207.14165436993,1.78853667203473e-13
"629",-3207.13894345888,1.78853655166959e-13
"630",-3207.13173909141,1.78853682083392e-13
"631",-3207.1385314403,1.78853436362179e-13
"632",-3207.13856610019,1.78853456592578e-13
"633",-3207.14264727585,1.78853617771795e-13
"634",-3207.12650940061,1.78853971790454e-13
"635",-3207.1223903747,1.78853684893329e-13
"636",-3207.1271580526,1.78853534223214e-13
"637",-3207.13829453127,1.78853377099091e-13
"638",-3207.13778467883,1.78853467664551e-13
"639",-3207.13085813971,1.78853735502416e-13
"640",-3207.13721630561,1.78853374233117e-13
"641",-3207.13825468615,1.78853626083717e-13
"642",-3207.13546091303,1.7885347745476e-13
"643",-3207.13719332595,1.78853752295211e-13
"644",-3207.13529312058,1.7885361522911e-13
"645",-3207.13209603693,1.78853590111729e-13
"646",-3207.13692684291,1.78853617019944e-13
"647",-3207.14018264608,1.7885353142555e-13
"648",-3207.13149829155,1.78853669273117e-13
"649",-3207.13206053638,1.78853815980766e-13
"650",-3207.1317132734,1.78853600256553e-13
"651",-3207.13319843648,1.78853733772768e-13
"652",-3207.13670706371,1.7885364162269e-13
"653",-3207.13692311924,1.78853687327836e-13
"654",-3207.13073147027,1.78853818879831e-13
"655",-3207.12997026025,1.78853567092846e-13
"656",-3207.1360461798,1.78853511483149e-13
"657",-3207.13528057089,1.78853627554589e-13
"658",-3207.13412991636,1.78853649850455e-13
"659",-3207.12381167378,1.78853625772724e-13
"660",-3207.12758782594,1.78853502050536e-13
"661",-3207.1319441258,1.78853531773874e-13
"662",-3207.13368131853,1.78853477010413e-13
"663",-3207.1344964318,1.7885356663766e-13
"664",-3207.13265829311,1.78853554130704e-13
"665",-3207.12944485802,1.7885333970346e-13
"666",-3207.13775807964,1.78853399844274e-13
"667",-3207.13753912119,1.78853317598076e-13
"668",-3207.13484755323,1.78853414944289e-13
"669",-3207.13144249854,1.7885336106104e-13
"670",-3207.13067166133,1.78853235937583e-13
"671",-3207.13973463449,1.78853449531636e-13
"672",-3207.12788155052,1.78853550230347e-13
"673",-3207.13827148221,1.78853338470022e-13
"674",-3207.13417155435,1.78853507599911e-13
"675",-3207.13354269211,1.78853232331805e-13
"676",-3207.14185557734,1.78853341480198e-13
"677",-3207.1312166384,1.78853424990885e-13
"678",-3207.14057436001,1.78853293304042e-13
"679",-3207.12733566438,1.78853482713777e-13
"680",-3207.12922674828,1.78853420266526e-13
"681",-3207.1302240599,1.78853480482254e-13
"682",-3207.12886114875,1.78853445332387e-13
"683",-3207.12986885764,1.78853479269676e-13
"684",-3207.1314716915,1.78853542860795e-13
"685",-3207.12714206432,1.78853428095806e-13
"686",-3207.13789857603,1.78853440384861e-13
"687",-3207.13217581712,1.78853431399818e-13
"688",-3207.13200807652,1.78853477564426e-13
"689",-3207.13297447146,1.78853528174264e-13
"690",-3207.12994195051,1.78853462737759e-13
"691",-3207.13596935753,1.78853387408341e-13
"692",-3207.12697929073,1.78853563988924e-13
"693",-3207.13311854229,1.78853443846627e-13
"694",-3207.13053233856,1.78853513475886e-13
"695",-3207.128994366,1.78853416489576e-13
"696",-3207.12793249645,1.78853536115667e-13
"697",-3207.13451242017,1.78853448418149e-13
"698",-3207.13155499631,1.78853377312205e-13
"699",-3207.13313606503,1.78853508804934e-13
"700",-3207.13211500883,1.78853476848049e-13
"701",-3207.13357054482,1.78853505043473e-13
"702",-3207.12925813361,1.78853473677033e-13
"703",-3207.13030244166,1.78853476808762e-13
"704",-3207.13189618526,1.78853584247013e-13
"705",-3207.12478929162,1.78853555206516e-13
"706",-3207.13158520598,1.78853596425882e-13
"707",-3207.1258724737,1.78853587113519e-13
"708",-3207.12977179668,1.78853557329708e-13
"709",-3207.12850689431,1.78853515834637e-13
"710",-3207.12326501651,1.78853586774982e-13
"711",-3207.1240244331,1.78853622951184e-13
"712",-3207.11890953941,1.78853785341648e-13
"713",-3207.12769833225,1.78853652476697e-13
"714",-3207.13180517571,1.78853584635919e-13
"715",-3207.11622806599,1.78853794306569e-13
"716",-3207.12600311861,1.78853858724162e-13
"717",-3207.13081326005,1.78853713486265e-13
"718",-3207.12750244616,1.78853576161004e-13
"719",-3207.12610656441,1.78853644128427e-13
"720",-3207.12081882602,1.78853663136135e-13
"721",-3207.12493167294,1.78853662667983e-13
"722",-3207.14312483532,1.78853677541986e-13
"723",-3207.12672878112,1.78853606191817e-13
"724",-3207.12980820403,1.78853570254638e-13
"725",-3207.13175439365,1.78853573140479e-13
"726",-3207.12780641704,1.78853742946032e-13
"727",-3207.1305541703,1.78853766751803e-13
"728",-3207.13034740541,1.78853589344224e-13
"729",-3207.12842163203,1.78853620208173e-13
"730",-3207.13152510714,1.78853651067697e-13
"731",-3207.125743959,1.7885363943872e-13
"732",-3207.13342138995,1.78853661361367e-13
"733",-3207.12692456768,1.78853539701673e-13
"734",-3207.13008473022,1.7885347571725e-13
"735",-3207.13136782562,1.78853551603328e-13
"736",-3207.12518682578,1.78853557695796e-13
"737",-3207.12806321485,1.78853575462547e-13
"738",-3207.12840004679,1.78853467628024e-13
"739",-3207.12522027022,1.78853615366036e-13
"740",-3207.13163509971,1.78853566589435e-13
"741",-3207.13017948129,1.78853586118288e-13
"742",-3207.13237913574,1.7885356890743e-13
"743",-3207.13316795147,1.78853509222622e-13
"744",-3207.13008013556,1.78853404252515e-13
"745",-3207.13470597539,1.78853553136503e-13
"746",-3207.12600626794,1.78853677252892e-13
"747",-3207.12775826817,1.78853643357823e-13
"748",-3207.1324767708,1.78853468761844e-13
"749",-3207.12734544569,1.78853610163224e-13
"750",-3207.13397339587,1.78853602712243e-13
"751",-3207.12703789216,1.78853570364394e-13
"752",-3207.13059834681,1.78853674371263e-13
"753",-3207.12769858948,1.78853545110254e-13
"754",-3207.12582396106,1.78853484186413e-13
"755",-3207.13519939568,1.78853613669571e-13
"756",-3207.1266000066,1.78853660768041e-13
"757",-3207.12438963907,1.78853737504648e-13
"758",-3207.12265281199,1.78853610402905e-13
"759",-3207.12768425269,1.78853664548187e-13
"760",-3207.13420249261,1.78853684186243e-13
"761",-3207.12872155029,1.78853729593095e-13
"762",-3207.13104296196,1.78853690581347e-13
"763",-3207.13229432262,1.78853697169581e-13
"764",-3207.12857902727,1.78853689731561e-13
"765",-3207.13122267718,1.78853758418201e-13
"766",-3207.12931580441,1.78853692727964e-13
"767",-3207.12709934894,1.78853774317528e-13
"768",-3207.13292723272,1.7885360590315e-13
"769",-3207.12781256167,1.788537601617e-13
"770",-3207.13713156589,1.78853651503091e-13
"771",-3207.13039258707,1.78853648025476e-13
"772",-3207.12847721785,1.78853620432549e-13
"773",-3207.12813866484,1.78853663398327e-13
"774",-3207.13096997451,1.78853535314994e-13
"775",-3207.13770261529,1.78853525168189e-13
"776",-3207.13418625972,1.78853616055473e-13
"777",-3207.13244030062,1.78853473871568e-13
"778",-3207.13115809292,1.78853549570891e-13
"779",-3207.13164452804,1.78853721865885e-13
"780",-3207.13630231758,1.7885366805894e-13
"781",-3207.13142953623,1.7885361935646e-13
"782",-3207.13514760879,1.78853563179219e-13
"783",-3207.13511578447,1.78853752790745e-13
"784",-3207.13116041898,1.78853707841195e-13
"785",-3207.13521784592,1.78853656416259e-13
"786",-3207.13317729735,1.78853639829165e-13
"787",-3207.13138900784,1.7885368786915e-13
"788",-3207.13013615664,1.78853703285141e-13
"789",-3207.1284327417,1.78853782083287e-13
"790",-3207.1362923395,1.78853747049295e-13
"791",-3207.13510048746,1.78853728753055e-13
"792",-3207.13732903301,1.78853608616847e-13
"793",-3207.13188141421,1.78853780173854e-13
"794",-3207.1352301949,1.78853663998004e-13
"795",-3207.14024693674,1.78853712010059e-13
"796",-3207.13615591248,1.78853556000202e-13
"797",-3207.13324251371,1.78853591692026e-13
"798",-3207.13385521356,1.78853701250587e-13
"799",-3207.13262002566,1.78853805859281e-13
"800",-3207.13771626275,1.78853684330892e-13
"801",-3207.12791545206,1.7885374505732e-13
"802",-3207.13529198688,1.78853546871735e-13
"803",-3207.13026186467,1.78853812590305e-13
"804",-3207.12416089569,1.78853710371572e-13
"805",-3207.12708422124,1.78853715482046e-13
"806",-3207.12354399447,1.7885345354768e-13
"807",-3207.12572610295,1.78853480933627e-13
"808",-3207.1342096384,1.78853620582211e-13
"809",-3207.13560297334,1.78853600676121e-13
"810",-3207.13296339588,1.78853511679555e-13
"811",-3207.12215774646,1.78853337059499e-13
"812",-3207.13522535254,1.78853343655116e-13
"813",-3207.13211095607,1.7885349750498e-13
"814",-3207.13475752218,1.78853528233481e-13
"815",-3207.11789447971,1.78853497874831e-13
"816",-3207.15092193009,1.78853608662356e-13
"817",-3207.13890218616,1.78853373662793e-13
"818",-3207.13012910024,1.78853591812904e-13
"819",-3207.13818707208,1.78853604354599e-13
"820",-3207.13454356612,1.78853493848564e-13
"821",-3207.14313369964,1.78853674315582e-13
"822",-3207.13642417012,1.78853787406118e-13
"823",-3207.13712314243,1.78853802511376e-13
"824",-3207.14459062626,1.78853750366994e-13
"825",-3207.13053263786,1.78853732178768e-13
"826",-3207.145690625,1.78853681876044e-13
"827",-3207.14190537395,1.78853674689952e-13
"828",-3207.13098625152,1.78853544549132e-13
"829",-3207.13670950891,1.78853668915414e-13
"830",-3207.13443298406,1.78853617290999e-13
"831",-3207.13570641967,1.78853808205666e-13
"832",-3207.1453088865,1.78853517964581e-13
"833",-3207.13224390116,1.78853617824346e-13
"834",-3207.13226825601,1.78853714221155e-13
"835",-3207.12736884715,1.7885346451503e-13
"836",-3207.13240749033,1.78853682763474e-13
"837",-3207.13326683118,1.78853607367943e-13
"838",-3207.12794707715,1.7885372428974e-13
"839",-3207.13696624784,1.78853350079519e-13
"840",-3207.13040236106,1.78853713299249e-13
"841",-3207.1278239524,1.78853661351463e-13
"842",-3207.13866457759,1.78853623464953e-13
"843",-3207.12850688083,1.78853637927669e-13
"844",-3207.13330952848,1.78853691622138e-13
"845",-3207.13153541743,1.78853636394155e-13
"846",-3207.13653500913,1.78853697956386e-13
"847",-3207.13931823364,1.78853632273529e-13
"848",-3207.1279523178,1.78853723172792e-13
"849",-3207.1313552464,1.78853704564067e-13
"850",-3207.13587092255,1.78853772357896e-13
"851",-3207.13810531506,1.78853726675069e-13
"852",-3207.13674915485,1.78853666735559e-13
"853",-3207.12844345171,1.78853694372861e-13
"854",-3207.12462366837,1.78853781178646e-13
"855",-3207.13002533596,1.7885361941245e-13
"856",-3207.1347984189,1.78853872401011e-13
"857",-3207.13083823602,1.78853908238967e-13
"858",-3207.12865898187,1.78853822227943e-13
"859",-3207.12573815908,1.78853731716118e-13
"860",-3207.12928942876,1.7885371666384e-13
"861",-3207.13365347724,1.78853882786608e-13
"862",-3207.13034163149,1.78853853380319e-13
"863",-3207.12718141791,1.78853741655814e-13
"864",-3207.12873829221,1.78853694460516e-13
"865",-3207.12745336581,1.78853665074375e-13
"866",-3207.12764668979,1.78853854809221e-13
"867",-3207.12844872898,1.78853810668062e-13
"868",-3207.12328061086,1.7885373036029e-13
"869",-3207.12296875799,1.78853670682367e-13
"870",-3207.11935663008,1.78853621662028e-13
"871",-3207.13473659305,1.78853722757808e-13
"872",-3207.1242709726,1.78853710930335e-13
"873",-3207.12574327148,1.78853643393053e-13
"874",-3207.12579770342,1.78853488770591e-13
"875",-3207.1228847929,1.78853446167745e-13
"876",-3207.12757783504,1.78853781902434e-13
"877",-3207.12781095274,1.78853699378252e-13
"878",-3207.12410220435,1.78853531058238e-13
"879",-3207.12798563449,1.78853396131464e-13
"880",-3207.12541820082,1.78853363660584e-13
"881",-3207.12625753508,1.78853607939352e-13
"882",-3207.1259583396,1.78853639257856e-13
"883",-3207.12840312784,1.78853361847872e-13
"884",-3207.13010045151,1.78853314098032e-13
"885",-3207.12592102968,1.78853422612886e-13
"886",-3207.12643065428,1.78853556428722e-13
"887",-3207.12629083404,1.78853532373795e-13
"888",-3207.12310242725,1.78853498689687e-13
"889",-3207.12551891441,1.78853451148995e-13
"890",-3207.12569207295,1.78853431157822e-13
"891",-3207.1309422504,1.78853558502005e-13
"892",-3207.12436476921,1.78853648390338e-13
"893",-3207.1283728865,1.78853498326966e-13
"894",-3207.12514939362,1.78853486859189e-13
"895",-3207.12084389566,1.78853543950416e-13
"896",-3207.12941404819,1.7885360642208e-13
"897",-3207.1281871569,1.78853764343309e-13
"898",-3207.12442284184,1.7885360438597e-13
"899",-3207.12733710392,1.78853374447586e-13
"900",-3207.1274808728,1.78853362171564e-13
"901",-3207.1258844006,1.78853593191665e-13
"902",-3207.12798156039,1.78853654502072e-13
"903",-3207.12950513509,1.78853467560543e-13
"904",-3207.12447226787,1.78853380857154e-13
"905",-3207.12175658709,1.78853462167566e-13
"906",-3207.12429405881,1.78853597719548e-13
"907",-3207.12938854162,1.78853624163605e-13
"908",-3207.12603785036,1.78853579613211e-13
"909",-3207.128769612,1.78853416537265e-13
"910",-3207.12276476641,1.78853447954237e-13
"911",-3207.12932977994,1.78853758778155e-13
"912",-3207.13842450191,1.78853670874324e-13
"913",-3207.1361033501,1.78853709199827e-13
"914",-3207.13262231053,1.78853392096892e-13
"915",-3207.1313404135,1.7885364752452e-13
"916",-3207.13522655627,1.78853711288516e-13
"917",-3207.13587125703,1.78853775866694e-13
"918",-3207.14361345044,1.78853763282252e-13
"919",-3207.13469705116,1.78853506116203e-13
"920",-3207.1398366727,1.78853545017693e-13
"921",-3207.13726306295,1.78853694968286e-13
"922",-3207.13839706961,1.78853792845247e-13
"923",-3207.13913439162,1.78853923874079e-13
"924",-3207.13993354332,1.78853630527992e-13
"925",-3207.1370033938,1.78853846617774e-13
"926",-3207.12859788097,1.78853654087604e-13
"927",-3207.13612465675,1.78853842123937e-13
"928",-3207.13608477855,1.78853782402197e-13
"929",-3207.13048856824,1.78853629387008e-13
"930",-3207.12751703793,1.788538570293e-13
"931",-3207.13098759244,1.78853597510428e-13
"932",-3207.13025750526,1.78853622983555e-13
"933",-3207.1221858337,1.78853839733919e-13
"934",-3207.12440272227,1.78853536381742e-13
"935",-3207.12413514286,1.78853579715836e-13
"936",-3207.12282701663,1.78853442123041e-13
"937",-3207.12757439795,1.78853452213765e-13
"938",-3207.12239715911,1.78853576650152e-13
"939",-3207.12315426521,1.78853345165977e-13
"940",-3207.11787142465,1.78853319071751e-13
"941",-3207.12930004029,1.7885359350043e-13
"942",-3207.1252605526,1.78853692442889e-13
"943",-3207.12539029631,1.78853566002271e-13
"944",-3207.12063118695,1.78853490475449e-13
"945",-3207.12086374511,1.78853380973894e-13
"946",-3207.12423749024,1.78853498167829e-13
"947",-3207.12066943346,1.78853470381221e-13
"948",-3207.11788594669,1.78853468342418e-13
"949",-3207.11824868509,1.78853425208505e-13
"950",-3207.11335785907,1.78853412939381e-13
"951",-3207.13282307131,1.78853568835357e-13
"952",-3207.12889200627,1.78853603630434e-13
"953",-3207.12335476862,1.78853597991601e-13
"954",-3207.12490659948,1.78853478612174e-13
"955",-3207.11678643066,1.7885356248818e-13
"956",-3207.13190796057,1.78853541685429e-13
"957",-3207.12955788501,1.78853503124513e-13
"958",-3207.12352017318,1.78853609654499e-13
"959",-3207.12468210872,1.78853496694679e-13
"960",-3207.12241863164,1.78853521234702e-13
"961",-3207.12963819394,1.78853782967697e-13
"962",-3207.12497145906,1.78853713287642e-13
"963",-3207.12114266579,1.7885362525665e-13
"964",-3207.11945443459,1.7885360812764e-13
"965",-3207.11898483907,1.78853448785212e-13
"966",-3207.12831203828,1.78853754245201e-13
"967",-3207.12163767642,1.78853530046469e-13
"968",-3207.11880708097,1.78853590996794e-13
"969",-3207.12252734744,1.78853412338468e-13
"970",-3207.12313986542,1.78853398388425e-13
"971",-3207.131208485,1.78853640630377e-13
"972",-3207.12733557753,1.78853537528883e-13
"973",-3207.12806167957,1.78853357095622e-13
"974",-3207.12427933462,1.78853224405751e-13
"975",-3207.12347602263,1.78853195031521e-13
"976",-3207.12051035322,1.78853215417255e-13
"977",-3207.11721940878,1.7885334280038e-13
"978",-3207.00918386336,1.78856775463471e-13
"979",-3205.56457368816,1.78902782696529e-13
"980",-3188.23858136796,1.7945235480047e-13
"981",-3005.90606317178,1.85542812079697e-13
"982",-1577.98520179453,2.81183640999118e-13
"983",2483.52989602203,5.26367516742464e-14
"984",4548.32632663469,1.64506846654158e-15
"985",4745.90230378258,4.03467591534959e-17
"986",4598.23850999793,1.04421431575915e-18
"987",4397.39446402921,3.2562536647419e-20
"988",4183.61271824765,1.24876551413327e-21
"989",3962.71648318151,5.89956513983265e-23
"990",3735.76904983666,3.43026258228068e-24
"991",3503.20153854751,2.48967931450846e-25
"992",3265.4511316122,2.2013972446375e-26
"993",3023.0836307988,2.23432168681626e-27
"994",2776.83262397022,4.4811347493065e-28
"995",2527.62268275939,8.63451224727186e-29
"996",2276.5865514866,0
"997",2025.07590101101,0
"998",1774.66260629631,0
"999",1527.12630579229,0
"1000",1284.4232639354,-5.42130283531833e-30
