"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"29",33136271083820.4,15161188565601.4,-1049282537258413440,1888057745915553024,-3.47693105981136e+31,6.25631932905646e+31,-1.59083704059674e+31,2.862519950857e+31,1.10099384299545e+36,-1.98110602212467e+36,3.56476205191172e+36
"30",31443635369557.2,14677093332055.7,-1099953925509267584,1881820251678310656,-3.45865501570265e+31,5.91712698248211e+31,-1.61441264256605e+31,2.76196514680351e+31,1.20989863824325e+36,-2.0699155729364e+36,3.54124745962662e+36
"31",29836514167768.2,14194641393993.2,-1149178912315569024,1.874056712181e+18,-3.4287492898604e+31,5.59153196441896e+31,-1.63121825578586e+31,2.66015629814152e+31,1.32061217251079e+36,-2.15362645412185e+36,3.51208856047066e+36
"32",28310897354220.6,13715698846347.8,-1196934023893837056,1864996678754675200,-3.38862762902326e+31,5.27997295381859e+31,-1.64167866106751e+31,2.5579732795238e+31,1.43265105755469e+36,-2.23227797925048e+36,3.47821261176597e+36
"33",26862860145180.6,13241850419163.5,-1243205413257400320,1854845332459916544,-3.33960531480649e+31,4.98264507568117e+31,-1.64623401226488e+31,2.45615844431178e+31,1.5455596995525e+36,-2.30595375806939e+36,3.44045120734834e+36
"34",25488597914311.8,12774436978274.4,-1287987595933672192,1843785801313577216,-3.28289979513745e+31,4.6995514929799e+31,-1.64533163730538e+31,2.35533255203175e+31,1.658912047279e+36,-2.37477324165051e+36,3.39954608112555e+36
"35",24184446427082.2,12314586920933.8,-1331282334540338944,1831981265269769984,-3.21963262990118e+31,4.43054527653351e+31,-1.63941920250007e+31,2.25600925286869e+31,1.77231265425917e+36,-2.4388842956625e+36,3.35615535629943e+36
"36",22946892418195.3,11863242779987.9,-1373097651500856576,1819576868581327616,-3.15083240886668e+31,4.17536346499724e+31,-1.62893908003859e+31,2.15860821488305e+31,1.88539716055717e+36,-2.4984567249743e+36,3.31085998067623e+36
"37",21772577822381.1,11421184017074.3,-1413446953228285440,1806701457270111744,-3.07743837869703e+31,3.93365480802228e+31,-1.61432377511933e+31,2.06346698073983e+31,1.99783228959032e+36,-2.55367667017154e+36,3.26417015570195e+36
"38",20658299880182.5,10989046740042.3,-1452348252108902656,1793469157710614272,-3.00030457225246e+31,3.70500236858441e+31,-1.59599228252434e+31,1.97085164009062e+31,2.10931544540378e+36,-2.60474179641224e+36,3.21653161965922e+36
"39",19601008607154.5,10567340900038.1,-1.489823474879e+18,1779980810783876352,-2.92020427542441e+31,3.48894191927447e+31,-1.57434725399257e+31,1.88096640230795e+31,2.21957398630053e+36,-2.65185719673997e+36,3.16833168675883e+36
"40",18597802621398.1,10156465392236.5,-1525897847723100928,1766325274676309504,-2.83783469923704e+31,3.28497688236168e+31,-1.54977286824878e+31,1.79396215236826e+31,2.32836424168599e+36,-2.6952319350075e+36,3.11990497596034e+36
"41",17645923992398.1,9756721387996,-1560599349778389504,1752580608164103936,-2.75382175087753e+31,3.09259042022145e+31,-1.52263330540755e+31,1.70994407038617e+31,2.43547033052873e+36,-2.73507615753511e+36,3.07153878811286e+36
"42",16742752550986.5,9368324155606.34,-1593958227812165632,1738815145121068288,-2.6687248184868e+31,2.91125517066697e+31,-1.49327173686402e+31,1.62897839261718e+31,2.5407028320101e+36,-2.77159870721013e+36,3.0234781089024e+36
"43",15885799950352.9,8991413574670.51,-1626006565720030208,1725088469999752704,-2.58304150209887e+31,2.74044103310764e+31,-1.46200975075185e+31,1.55109838866634e+31,2.64389735176465e+36,-2.80500517866752e+36,2.97593022932609e+36
"44",15072703667431.9,8626063510373.09,-1656777903222781696,1711452303148151552,-2.49721223780262e+31,2.5796213406296e+31,-1.42914714157825e+31,1.47630962619302e+31,2.74491302060728e+36,-2.8354963582756e+36,2.92906898595111e+36
"45",14301221066583.8,8272290184700.7,-1686306898756471040,1697951304024708864,-2.41162477452216e+31,2.42827769591515e+31,-1.39496200069762e+31,1.40459459063834e+31,2.84363095679367e+36,-2.86326699772941e+36,2.88303863083921e+36
"46",13569223602385.7,7930059659431.69,-1714629032078136576,1684623799652215040,-2.32661847314104e+31,2.28590370233815e+31,-1.35971105181732e+31,1.33591672349406e+31,2.93995271764521e+36,-2.88850487501347e+36,2.83795734635467e+36
"47",12874691208268.5,7599294528488.6,-1741780342568078080,1671502444997495296,-2.2424884063196e+31,2.15200778332085e+31,-1.32363018271066e+31,1.27022393846248e+31,3.03379876175657e+36,-2.91139010125112e+36,2.7939204236326e+36
"48",12215706897733,7279879903686.94,-1767797199611600128,1658614821370910976,-2.15948924450885e+31,2.02611525141028e+31,-1.28693513072465e+31,1.20745167060554e+31,3.12510693895462e+36,-2.93209463645379e+36,2.75100312567126e+36
"49",11590451591665.5,6971668767044.89,-1792716101798881280,1645983978401136896,-2.07783891954993e+31,1.90776976223154e+31,-1.24982228550897e+31,1.14752550932755e+31,3.21383102164898e+36,-2.9507819813827e+36,2.70926325715323e+36
"50",10997199176600.8,6674486753950.16,-1816573501998513664,1633628924650815488,-1.99772206204128e+31,1.79653426650411e+31,-1.21246957766659e+31,1.09036346184517e+31,3.29993928816314e+36,-2.967607016619e+36,2.66874346345578e+36
"51",10434311793166.5,6388136424115.67,-1839405655644033792,1621565071492667392,-1.91929321251038e+31,1.69199155488629e+31,-1.1750374267544e+31,1.0358778897276e+31,3.38341316601526e+36,-2.98271596349843e+36,2.62947328108502e+36
"52",9900235350368.25,6112401071042.25,-1861248489827879168,1609804634459214080,-1.84267980948135e+31,1.59374447492598e+31,-1.13766972626997e+31,9.83977157183728e+30,3.46424594088656e+36,-2.99624644480513e+36,2.59147096112636e+36
"53",9393495259161.67,5847048115386.38,-1882137491027301120,1598356995908696064,-1.76798495990554e+31,1.50141588635162e+31,-1.10049484698092e+31,9.34567026064258e+30,3.54244153513054e+36,-3.00832762604553e+36,2.55474508637027e+36
"54",8912692377460.93,5591832123019.39,-1902107609494683392,1587229032511727360,-1.69528999922537e+31,1.4146484099352e+31,-1.0636266432212e+31,8.87551829058807e+30,3.61801335809758e+36,-3.01908042075144e+36,2.51929600164811e+36
"55",8456499158028.32,5346497484524.12,-1921193178532981504,1576425410754769152,-1.62465684966739e+31,1.33310401587422e+31,-1.02716544963115e+31,8.42835449314028e+30,3.69098322924166e+36,-3.02861774560812e+36,2.48511707567334e+36
"56",8023655990388.61,5110780789304.53,-1939427847047582720,1565948853374945536,-1.55613018628898e+31,1.25646348980241e+31,-9.91199058293303e+30,8.00322131686213e+30,3.76138037390362e+36,-3.0370448132876e+36,2.45219581138631e+36
"57",7612967727864.86,4884412924305.83,-1956844523920649216,1555800379383702016,-1.4897394209057e+31,1.1844258079248e+31,-9.5580366834951e+30,7.59917148070166e+30,3.82924049079823e+36,-3.04445945271067e+36,2.42051482049047e+36
"58",7223300390952.22,4667120924499.41,-1973475332894418944,1545979520102155776,-1.42550051436308e+31,1.1167074471958e+31,-9.21044802013499e+30,7.21527336711633e+30,3.89460488954274e+36,-3.05095244808156e+36,2.39005267657529e+36
"59",6853578038469.54,4458629599730.69,-1989351576777424640,1536484513416716544,-1.36341762773965e+31,1.05304165176014e+31,-8.86978182449075e+30,6.85061533104758e+30,3.95751969602683e+36,-3.05660788945964e+36,2.3607846599694e+36
"60",6502779798214.77,4258662960223.46,-2004503709903323904,1527312478267945728,-1.30348462302059e+31,9.93177672924213e+30,-8.5365057029958e+30,6.5043090798868e+30,4.01803512301619e+36,-3.06150352886974e+36,2.33268340627297e+36
"61",6169937049170.82,4066945460951.02,-2018961317877096192,1.518459571207e+18,-1.24568642360126e+31,9.36879996605808e+30,-8.21100556757595e+30,6.17549226075793e+30,4.07620480308402e+36,-3.06571113702717e+36,2.30571946939014e+36
"62",5854130747646.95,3883203083196.89,-2032753103738773504,1509921126690897408,-1.19000024469719e+31,8.83927569428291e+30,-7.89359311981644e+30,5.86333037455021e+30,4.13208518075962e+36,-3.06929685668167e+36,2.27986180882751e+36
"63",5554488890084.04,3707164269916.77,-2045906879761433344,1501691782639057408,-1.13639670337814e+31,8.34113032299914e+30,-7.58451288422848e+30,5.56701812102713e+30,4.18573496065516e+36,-3.07232154938246e+36,2.25507821004567e+36
"64",5270184105592.74,3538560729959.29,-2058449564178768896,1493765592637455872,-1.08484081752992e+31,7.87241968379924e+30,-7.2839487924048e+30,5.28578026587126e+30,4.23721460826776e+36,-3.07484113314981e+36,2.23133564574753e+36
"65",5000431371627.79,3377128124791.15,-2070407182208822784,1486136126052897536,-1.03529290259605e+31,7.4313217072243e+30,-6.99203032480701e+30,5.01887210856141e+30,4.28658590014188e+36,-3.07690690911992e+36,2.20860058515951e+36
"66",4744485846524.75,3222606650088.71,-2081804870805125120,1478796557206485760,-9.87709374476119e+30,7.01612933555569e+30,-6.70883822084366e+30,4.76557961938191e+30,4.33391152010794e+36,-3.07856587572231e+36,2.18683925760576e+36
"67",4501640812937.22,3074741523390.41,-2092666886625063680,1471739744652122624,-9.42043466471366e+30,6.6252437005478e+30,-6.43440977093021e+30,4.52521930450588e+30,4.37925469837704e+36,-3.07986102936352e+36,2.1660178759887e+36
"68",4271225726511.54,2933283387942.96,-2103016616758437120,1464958301511541248,-8.98245867677989e+30,6.25716758568274e+30,-6.16874370650553e+30,4.29713784985294e+30,4.4226788903621e+36,-3.08083165093699e+36,2.14610282516758e+36
"69",4052604364420.98,2797988641908.7,-2112876591807221760,1458444657731343104,-8.56265289744087e+30,5.9104991851885e+30,-5.91180470563138e+30,4.08071158718472e+30,4.4642474922069e+36,-3.08151357776685e+36,2.12706081966509e+36
"70",3845173068654.47,2668619701224.15,-2122268500951155968,1452191115049011456,-8.16048968431107e+30,5.58392616612576e+30,-5.6635275329257e+30,3.87534581956246e+30,4.50402359012947e+36,-3.08193946082965e+36,2.10885903462729e+36
"71",3648359079213.66,2544945203602.44,-2131213208673147648,1446189895383265792,-7.77543105960276e+30,5.2762200350886e+30,-5.42382083326689e+30,3.68047403775395e+30,4.54206974082289e+36,-3.08213900729045e+36,2.09146521350866e+36
"72",3461618952619.25,2426740160446.67,-2139730772854159360,1440433183298814976,-7.40693259681459e+30,4.98623080728886e+30,-5.19257059902879e+30,3.49555705435128e+30,4.57844778029906e+36,-3.08213920854475e+36,2.07484775554836e+36
"73",3284437061361.76,2313786062781.9,-2147840463979453440,1.434913163136e+18,-7.05444682178655e+30,4.71288197283972e+30,-4.96964333063468e+30,3.32008207816639e+30,4.61321865870747e+36,-3.08196455408026e+36,2.05897578574097e+36
"74",3116324170154.99,2205870946712.93,-2155560785227167488,1429622051341583104,-6.71742617524168e+30,4.45516575278233e+30,-4.75488891000632e+30,3.15356174783454e+30,4.64644229880916e+36,-3.08163723156794e+36,2.04381920968212e+36
"75",2956816085061.76,2102789423369.99,-2162909493236462080,1424552124487303680,-6.39532558013435e+30,4.21213863569296e+30,-4.54814320608418e+30,2.99553314041115e+30,4.67817747593241e+36,-3.08117731366376e+36,2.02934875538129e+36
"76",2805472371762.61,2004342677809.17,-2169903619376175104,1419695743418021376,-6.08760465354755e+30,3.98291718446824e+30,-4.34923043104825e+30,2.84555676803676e+30,4.70848171738182e+36,-3.08060293205571e+36,2.01553600387925e+36
"77",2661875139428.69,1910338440885,-2176559491356260352,1415045373929812736,-5.79372959952877e+30,3.76667410202734e+30,-4.15796526521097e+30,2.70321557341461e+30,4.73741121941302e+36,-3.0799304393267e+36,2.00235341028016e+36
"78",2525627886841.29,1820590937705.29,-2182892755043536128,1410593604341246976,-5.51317481612176e+30,3.56263454412422e+30,-3.97415476781481e+30,2.56811393284872e+30,4.76502078002156e+36,-3.07917455922726e+36,1.98977431660843e+36
"79",2396354407572.01,1734920815908.34,-2188918396360561152,1406333160286804480,-5.24542424693409e+30,3.37007266716796e+30,-3.79760009017064e+30,2.43987667388374e+30,4.79136374592569e+36,-3.07834852596367e+36,1.97777295772227e+36
"80",2273697751200.7,1653155056667.47,-2194650763162021376,1402256917030415360,-4.98997250487238e+30,3.18830839885768e+30,-3.62809800674042e+30,2.31814811313577e+30,4.81649197224764e+36,-3.07746421311002e+36,1.96632446135965e+36
"81",2157319237702.95,1575126871023.76,-2200103586996980480,1398357909568789504,-4.74632579316786e+30,3.01670441950684e+30,-3.46544227891471e+30,2.20259111867041e+30,4.84045579351698e+36,-3.07653225274789e+36,1.95540484325359e+36
"82",2046897522285.84,1500675583872.06,-2205290004677876736,1394629340768518656,-4.51400264649687e+30,2.85466334212621e+30,-3.30942486537718e+30,2.0928862002429e+30,4.86330400473215e+36,-3.07556214542731e+36,1.94499099813243e+36
"83",1942127708089.56,1429646507676.01,-2210222579588375040,1391064587757476352,-4.29253451286377e+30,2.70162507962598e+30,-3.15983699209517e+30,1.98873062983924e+30,4.88508385132229e+36,-3.07456236152737e+36,1.93506068731288e+36
"84",1842720504305.25,1361890807761.8,-2214913322672236288,1387657206769787392,-4.08146619494699e+30,2.55706438786163e+30,-3.01647009413646e+30,1.88983759422419e+30,4.90584102695097e+36,-3.07354043457654e+36,1.92559252350013e+36
"85",1748401427384.11,1297265360835.99,-2219373713054333952,1384400936624240896,-3.88035616780297e+30,2.42048857366572e+30,-2.87911664069533e+30,1.79593538059152e+30,4.92561967819658e+36,-3.07250304707164e+36,1.91656595332608e+36
"86",1658910043132.52,1235632608188.1,-2223614718252963328,1381289700998433280,-3.68877678816713e+30,2.29143535746182e+30,-2.74757085392036e+30,1.70676659590806e+30,4.94446241523121e+36,-3.07145610931135e+36,1.90796123808434e+36
"87",1573999247600.12,1176860404871.84,-2227646813949716224,1378317609644916992,-3.50631440907565e+30,2.16947088053509e+30,-2.62162933137633e+30,1.62208742012871e+30,4.96241032770032e+36,-3.07040483173629e+36,1.89975943305728e+36
"88",1493434584775.47,1120821866008.04,-2231480003289548032,1375478958681098752,-3.33256941214749e+30,2.0541878475253e+30,-2.50109158124663e+30,1.54166689312375e+30,4.97950300508112e+36,-3.0693537912424e+36,1.89194236577444e+36
"89",1416993599205.31,1067395211216.72,-2235123835689277696,1372768230071426816,-3.16715616860292e+30,1.94520379520361e+30,-2.38576047869109e+30,1.4652862348887e+30,4.99577856086635e+36,-3.06830699190963e+36,1.88449261349344e+36
"90",1344465221749.62,1016463608062.96,-2238587425137753344,1370180090408421376,-3.00970293894374e+30,1.84215947908787e+30,-2.27544265111988e+30,1.39273819839257e+30,5.01127365998488e+36,-3.0672679205624e+36,1.87739348015163e+36
"91",1275649186776.81,967915015291.206,-2241879467975315968,1367709389088223744,-2.85985172017434e+30,1.7447173699374e+30,-2.16994879952637e+30,1.32382645425325e+30,5.02602354892929e+36,-3.06623959755395e+36,1.87062897300008e+36
"92",1210355479189.44,921642026523.222,-2245008260144065536,1365351155966478848,-2.71725804849092e+30,1.65256025264166e+30,-2.06909396244055e+30,1.25836500630077e+30,5.04006208811508e+36,-3.06522462314199e+36,1.864183779099e+36
"93",1148403809753.84,877541715005.685,-2247981713903845376,1363100598571417088,-2.58159076450413e+30,1.56538992047715e+30,-1.9726977285206e+30,1.19617763699564e+30,5.05342178604607e+36,-3.06422521979993e+36,1.85804324182576e+36
"94",1089623117284.78,835515479913.478,-2250807374011830528,1360953098942889984,-2.45253174727834e+30,1.48292595814853e+30,-1.88058440329029e+30,1.137097381603e+30,5.06613383490603e+36,-3.06324327078491e+36,1.85219333752226e+36
"95",1033851096310.7,795468894642.727,-2253492433366207232,1358904210158786560,-2.32977562276353e+30,1.40490460745389e+30,-1.79258313505557e+30,1.08096602998036e+30,5.07822814723875e+36,-3.06228035526231e+36,1.84662065238728e+36
"96",980933748915.217,757311557463.388,-2256043748116688384,1356949652603590912,-2.21302945155684e+30,1.33107770981764e+30,-1.70852800459179e+30,1.02763365481263e+30,5.0897333934164e+36,-3.06133778026544e+36,1.84131235970101e+36
"97",930724959517.455,720956944843.596,-2258467852246546176,1355085310027839744,-2.10201240035364e+30,1.26121172031836e+30,-1.62825808278315e+30,9.76958165120108e+29,5.10067703963113e+36,-3.06041660974942e+36,1.83625619745325e+36
"98",883086091417.202,686322267706.612,-2260770971632519680,1353307225441797376,-1.99645540092843e+30,1.19508678820205e+30,-1.55161746001611e+30,9.28804883868957e+29,5.11108538617625e+36,-3.05951769097936e+36,1.83144044643298e+36
"99",837885603990.713,653328330835.326,-2262959037590375168,1351611596881750016,-1.89610080001765e+30,1.13249589921412e+30,-1.47845525077764e+30,8.83046148528423e+29,5.12098360581196e+36,-3.05864167847551e+36,1.82685390882523e+36
"100",794998689480.215,621899395598.511,-2265037699915103232,1349994773082882048,-1.80070200305579e+30,1.07324407540603e+30,-1.40862557658504e+30,8.39560933441393e+29,5.1303957820367e+36,-3.05778905572106e+36,1.8224858873511e+36
"101",754306928374.279,591963046136.784,-2267012339425737216,1348453249088695552,-1.71002311433882e+30,1.01714762837641e+30,-1.34198753007614e+30,7.98234492903588e+29,5.13934494710855e+36,-3.0569601548228e+36,1.81832616497786e+36
"102",715697962427.396,563450059114.03,-2268888080025610240,1346983661823323136,-1.62383857585014e+30,9.64033462189945e+29,-1.27840512281355e+30,7.58958023879984e+29,5.1478531196823e+36,-3.05615517430019e+36,1.81436498521897e+36
"103",679065184415.972,536294277111.752,-2270669800289545472,1345582785649829120,-1.5419328066814e+30,9.13738422484258e+29,-1.21774721910577e+30,7.21628347324093e+29,5.15594134194696e+36,-3.05537419516455e+36,1.81059303303715e+36
"104",644307443774.062,510432485718.621,-2272362144590006784,1344247527934666240,-1.46409984470973e+30,8.66108688523187e+29,-1.15988745791597e+30,6.86147607104804e+29,5.1636297161657e+36,-3.05461719543743e+36,1.80700141635846e+36
"105",611328767296.029,485804294345.545,-2273969533774648576,1342974924635827968,-1.39014299195118e+30,8.20999205187098e+29,-1.10470416471866e+30,6.52422985586471e+29,5.17093744053529e+36,-3.05388406324518e+36,1.80358164820061e+36
"106",580038094134.975,462352020777.247,-2275496175408019968,1341762135929863168,-1.31987446479509e+30,7.78273152107231e+29,-1.05208025497079e+30,6.20366434949567e+29,5.17788284429653e+36,-3.0531746086157e+36,1.80032562941507e+36
"107",550349024365.175,440020579454.443,-2276946073590375424,1340606441890805248,-1.25311505013258e+30,7.37801447352273e+29,-1.00190313068776e+30,5.89894423381151e+29,5.18448342203863e+36,-3.05248857409323e+36,1.79722563203912e+36
"108",522179580414.279,418757373466.135,-2278323038366676992,1339505238232161792,-1.1896937682225e+30,6.99462283262799e+29,-9.54064571453815e+29,5.6092769530623e+29,5.19075586715237e+36,-3.05182564427718e+36,1.7942742832514e+36
"109",495451980706.533,398512190218.729,-2279630694738933248,1338456032121411840,-1.12944754298781e+30,6.6314069220316e+29,-9.08460621050255e+29,5.33391044872173e+29,5.19671610439591e+36,-3.05118545438245e+36,1.79146454992219e+36
"110",470092424891.986,379237100737.912,-2280872491294991872,1337456438074936320,-1.07222088030229e+30,6.28728140162046e+29,-8.6499147075157e+29,5.07213101938793e+29,5.20237932154622e+36,-3.05056759791051e+36,1.7887897237481e+36
"111",446030890068.689,360886362549.858,-2282051708466860544,1336504173939948288,-1.01786555471025e+30,5.96122146282953e+29,-8.23561340219294e+29,4.8232612986589e+29,5.20776000011652e+36,-3.04997163351275e+36,1.7862434069589e+36
"112",423200937435.181,343416326080.393,-2283171466431494912,1335597056968785664,-9.66240304919067e+29,5.65225926544859e+29,-7.84078356813488e+29,4.58665834428006e+29,5.21287194512694e+36,-3.04939709112101e+36,1.78381949858368e+36
"113",401539528839.438,326785344504.273,-2284234732666853632,1334732999989848320,-9.17210538313728e+29,5.35948059942373e+29,-7.46454434043163e+29,4.36171183222904e+29,5.21772831392161e+36,-3.04884347741344e+36,1.7815121812619e+36
"114",380986852717.676,310953686971.087,-2285244329175822080,1333910007678513920,-8.70648044663613e+29,5.08202175634048e+29,-7.1060514978699e+29,4.14784234975265e+29,5.22234164403025e+36,-3.0483102806782e+36,1.77931590858489e+36
"115",361486158942.426,295883455129.964,-2286202939390391296,1333126172930517760,-8.26430719123116e+29,4.81906659638269e+29,-6.76449624835109e+29,3.94449978170868e+29,5.22672388007726e+36,-3.04779697513201e+36,1.77722539295237e+36
"116",342983602123.881,281538502871.626,-2287113114768231936,1332379673339542784,-7.84442294567977e+29,4.56984379758636e+29,-6.4391040222991e+29,3.75116178488601e+29,5.23088639974484e+36,-3.04730302474548e+36,1.77523559392839e+36
"117",325428092931.797,267884359203.578,-2287977281093542144,1331668767780103424,-7.44572083257549e+29,4.33362427515515e+29,-6.12913327818088e+29,3.56733234528191e+29,5.2348400388002e+36,-3.04682788662271e+36,1.77334170708098e+36
"118",308771157027.428,254888154172.156,-2288797744493760000,1330991793096235264,-7.06714727769105e+29,4.10971875948335e+29,-5.83387432367409e+29,3.39254041360588e+29,5.23859511519972e+36,-3.04637101397837e+36,1.77153915328953e+36
"119",292966801216.018,242518547743.752,-2289576697183449088,1.330347160896e+18,-6.70769961112572e+29,3.89747552234513e+29,-5.55264815548866e+29,3.22633861455521e+29,5.24216145228547e+36,-3.04593185875164e+36,1.76982356850405e+36
"120",277971386450.2,230745661556.551,-2290316222946344704,1329733354451372032,-6.36642375901781e+29,3.69627824145923e+29,-5.28480532037456e+29,3.06830202566694e+29,5.24554840109121e+36,-3.04550987389284e+36,1.7681907939405e+36
"121",263743507333.698,219541013453.843,-2291018302366254848,1329148925702698752,-6.04241202431771e+29,3.50554399433647e+29,-5.0297247994279e+29,2.91802702179857e+29,5.24876486177716e+36,-3.04510451535533e+36,1.76663686669664e+36
