"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"13",702659246611920,190538037093418,-1356267154337765376,14484513825445382144,-9.52993656871467e+32,1.01776775721274e+34,-2.58420481361793e+32,2.75985083255284e+33,1.83946059393546e+36,-1.96448703480028e+37,2.09801140759518e+38
"14",683835034175068,194488263584057,-1877033390644910080,15305010136663152640,-1.28358119283941e+33,1.04661021298548e+34,-3.65060964835823e+32,2.97664484561601e+33,3.52325434959593e+36,-2.87280150706756e+37,2.34243335283362e+38
"15",660833852746095,196705485237218,-2427930549139973632,16013956817555845120,-1.60445869898811e+33,1.0582564781455e+34,-4.77587256790843e+32,3.15003314636517e+33,5.89484675144713e+36,-3.88807749699522e+37,2.56446812954543e+38
"16",635310765107173,197473393659435,-3000699065090359808,16620994647028328448,-1.90637641889894e+33,1.05594968260458e+34,-5.92558227734088e+32,3.28220421894399e+33,9.00419487923416e+36,-4.98746030982098e+37,2.76257463056544e+38
"17",608485348524302,197046463898390,-3588512338255487488,17135885809815300096,-2.18355718082715e+33,1.04269354492581e+34,-7.07103666908985e+32,3.3765657045907e+33,1.28774208018119e+37,-6.14923376554593e+37,2.93638582487029e+38
"18",581220124978238,195644102078067,-4185767341252575744,17567999771607906304,-2.43285221721265e+33,1.02108750228716e+34,-8.18920692987059e+32,3.43707554062392e+33,1.75206482350967e+37,-7.35355596951291e+37,3.08634615975215e+38
"19",554103729945302,193450987230854,-4787866481676405760,17926077363268614144,-2.65297467597698e+33,9.93290633027517e+33,-9.26217497609814e+32,3.46781736310097e+33,2.29236654463604e+37,-8.5827664955532e+37,3.21344249633891e+38
"20",527524053217097,190620479632599,-5391026062768414720,18218148429079924736,-2.8438959196306e+33,9.61051150141893e+33,-1.02763997379676e+33,3.4727521915691e+33,2.90631620094483e+37,-9.82145129965533e+37,3.31900932183987e+38
"21",501726509006571,187279140867237,-5992120688053501952,18451527615569190912,-3.00640579436314e+33,9.25762053639787e+33,-1.12219921443145e+33,3.45558623953189e+33,3.59055103401988e+37,-1.10563780351443e+38,3.40458871348112e+38
"22",476857754982886,183531292223903,-6588561196612935680,18632846605982478336,-3.1418065007842e+33,8.8852174014693e+33,-1.20920715031064e+33,3.41971041540574e+33,4.34091386415137e+37,-1.22763650130617e+38,3.47182972642073e+38
"23",452997249639080,179463108546093,-7178199933232610304,18768101251281276928,-3.2517048271138e+33,8.50189824777818e+33,-1.28822207378328e+33,3.36818179206276e+33,5.15265542814607e+37,-1.3472118314885e+38,3.52241624578346e+38
"24",430179454501089,175146074036536,-7759256990438426624,18862703040964096000,-3.33787293948056e+33,8.11434730457797e+33,-1.35900339931584e+33,3.3037283833419e+33,6.02060690436676e+37,-1.46360560429165e+38,3.55801566011596e+38
"25",408409185784216,170639796460352,-8330262134237963264,18921529998540828672,-3.40215557561321e+33,7.72772666049568e+33,-1.42147423504774e+33,3.22876602766945e+33,6.93932672251188e+37,-1.57621304868692e+38,3.58024297485681e+38
"26",387672101524649,165994251472925,-8890008385880725504,18948974866064486400,-3.44640823352613e+33,7.34598890806497e+33,-1.4756902876023e+33,3.14542089907164e+33,7.90322491010296e+37,-1.68456545463156e+38,3.59063648474744e+38
"27",367941801775284,161251552780598,-9437514309248471040,18948989774579720192,-3.47245601922491e+33,6.97212543948029e+33,-1.52181383675543e+33,3.05555402477466e+33,8.90666763372696e+37,-1.78831362143399e+38,3.59064213477127e+38
"28",349184600568862,156447342666138,-9971992875382489088,18925127221543890944,-3.48206634906597e+33,6.60836298956969e+33,-1.56009178643925e+33,2.96078586342914e+33,9.94406419066791e+37,-1.88721233818943e+38,3.58160440351622e+38
"29",331362710838204,151611885656014,-10492825372584134656,18880577459155533824,-3.47693105981136e+33,6.25631932905646e+33,-1.59083704059674e+33,2.862519950857e+33,1.10099384299545e+38,-1.98110602212467e+38,3.56476205191172e+38
"30",314436353695572,146770933320557,-10999539255092676608,18818202516783108096,-3.45865501570265e+33,5.91712698248211e+33,-1.61441264256605e+33,2.76196514680351e+33,1.20989863824325e+38,-2.0699155729364e+38,3.54124745962662e+38
"31",298365141677682,141946413939932,-11491789123155689472,1.874056712181e+19,-3.4287492898604e+33,5.59153196441895e+33,-1.63121825578586e+33,2.66015629814152e+33,1.32061217251079e+38,-2.15362645412185e+38,3.51208856047066e+38
"32",283108973542206,137156988463478,-11969340238938370048,18649966787546750976,-3.38862762902326e+33,5.27997295381859e+33,-1.64167866106751e+33,2.5579732795238e+33,1.43265105755469e+38,-2.23227797925048e+38,3.47821261176597e+38
"33",268628601451806,132418504191635,-1.2432054132574e+19,18548453324599164928,-3.33960531480649e+33,4.98264507568117e+33,-1.64623401226488e+33,2.45615844431177e+33,1.5455596995525e+38,-2.30595375806939e+38,3.44045120734834e+38
"34",254885979143118,127744369782744,-12879875959336722432,18437858013135773696,-3.28289979513745e+33,4.6995514929799e+33,-1.64533163730539e+33,2.35533255203175e+33,1.658912047279e+38,-2.37477324165051e+38,3.39954608112555e+38
"35",241844464270822,123145869209338,-13312823345403389952,18319812652697700352,-3.21963262990118e+33,4.43054527653351e+33,-1.63941920250007e+33,2.25600925286869e+33,1.77231265425918e+38,-2.4388842956625e+38,3.35615535629943e+38
"36",229468924181953,118632427799879,-13730976515008563200,18195768685813278720,-3.15083240886668e+33,4.17536346499724e+33,-1.62893908003859e+33,2.15860821488305e+33,1.88539716055717e+38,-2.4984567249743e+38,3.31085998067623e+38
"37",217725778223811,114211840170743,-14134469532282855424,18067014572701116416,-3.07743837869703e+33,3.93365480802228e+33,-1.61432377511933e+33,2.06346698073983e+33,1.99783228959032e+38,-2.55367667017154e+38,3.26417015570194e+38
"38",206582998801825,109890467400423,-1.4523482521089e+19,17934691577106143232,-3.00030457225246e+33,3.70500236858441e+33,-1.59599228252434e+33,1.97085164009062e+33,2.10931544540378e+38,-2.60474179641224e+38,3.21653161965922e+38
"39",196010086071545,105673409000381,-1.489823474879e+19,17799808107838765056,-2.92020427542441e+33,3.48894191927447e+33,-1.57434725399257e+33,1.88096640230795e+33,2.21957398630053e+38,-2.65185719673997e+38,3.16833168675883e+38
"40",185978026213981,101564653922365,-1.5258978477231e+19,17663252746763096064,-2.83783469923704e+33,3.28497688236168e+33,-1.54977286824878e+33,1.79396215236826e+33,2.32836424168599e+38,-2.6952319350075e+38,3.11990497596034e+38
"41",176459239923980,97567213879960,-15605993497783894016,1.7525806081641e+19,-2.75382175087753e+33,3.09259042022145e+33,-1.52263330540755e+33,1.70994407038617e+33,2.43547033052873e+38,-2.73507615753511e+38,3.07153878811286e+38
"42",167427525509865,93683241556063.4,-15939582278121658368,17388151451210684416,-2.6687248184868e+33,2.91125517066697e+33,-1.49327173686402e+33,1.62897839261718e+33,2.5407028320101e+38,-2.77159870721013e+38,3.0234781089024e+38
"43",158857999503529,89914135746705.1,-16260065657200304128,17250884699997528064,-2.58304150209887e+33,2.74044103310764e+33,-1.46200975075185e+33,1.55109838866634e+33,2.64389735176465e+38,-2.80500517866752e+38,2.97593022932609e+38
"44",150727036674319,86260635103730.9,-16567779032227817472,17114523031481516032,-2.49721223780262e+33,2.5796213406296e+33,-1.42914714157825e+33,1.47630962619302e+33,2.74491302060728e+38,-2.8354963582756e+38,2.92906898595111e+38
"45",143012210665838,82722901847007,-16863068987564709888,16979513040247087104,-2.41162477452216e+33,2.42827769591515e+33,-1.39496200069762e+33,1.40459459063834e+33,2.84363095679367e+38,-2.86326699772941e+38,2.88303863083921e+38
"46",135692236023857,79300596594316.9,-17146290320781365248,16846237996522149888,-2.32661847314104e+33,2.28590370233815e+33,-1.35971105181732e+33,1.33591672349406e+33,2.93995271764521e+38,-2.88850487501347e+38,2.83795734635467e+38
"47",128746912082685,75992945284886,-17417803425680781312,1.6715024449975e+19,-2.2424884063196e+33,2.15200778332085e+33,-1.32363018271066e+33,1.27022393846248e+33,3.03379876175657e+38,-2.91139010125112e+38,2.79392042363261e+38
"48",122157068977330,72798799036869.4,-1.7677971996116e+19,16586148213709111296,-2.15948924450885e+33,2.02611525141028e+33,-1.28693513072465e+33,1.20745167060554e+33,3.12510693895462e+38,-2.93209463645379e+38,2.75100312567126e+38
"49",115904515916655,69716687670448.9,-17927161017988812800,16459839784011370496,-2.07783891954993e+33,1.90776976223154e+33,-1.24982228550897e+33,1.14752550932755e+33,3.21383102164898e+38,-2.9507819813827e+38,2.70926325715323e+38
"50",109971991766008,66744867539501.6,-18165735019985137664,16336289246508154880,-1.99772206204128e+33,1.79653426650411e+33,-1.21246957766659e+33,1.09036346184517e+33,3.29993928816314e+38,-2.967607016619e+38,2.66874346345578e+38
"51",104343117931665,63881364241156.7,-18394056556440336384,16215650714926673920,-1.91929321251038e+33,1.69199155488629e+33,-1.1750374267544e+33,1.0358778897276e+33,3.38341316601526e+38,-2.98271596349843e+38,2.62947328108502e+38
"52",99002353503682.5,61124010710422.5,-18612484898278793216,16098046344592144384,-1.84267980948135e+33,1.59374447492598e+33,-1.13766972626997e+33,9.83977157183728e+32,3.46424594088656e+38,-2.99624644480513e+38,2.59147096112637e+38
"53",93934952591616.7,58470481153863.8,-1.8821374910273e+19,1.5983569959087e+19,-1.76798495990554e+33,1.50141588635162e+33,-1.10049484698092e+33,9.34567026064258e+32,3.54244153513054e+38,-3.00832762604553e+38,2.55474508637027e+38
"54",89126923774609.3,55918321230193.9,-19021076094946836480,15872290325117272064,-1.69528999922537e+33,1.4146484099352e+33,-1.0636266432212e+33,8.87551829058807e+32,3.61801335809758e+38,-3.01908042075144e+38,2.51929600164811e+38
"55",84564991580283.2,53464974845241.2,-19211931785329815552,15764254107547693056,-1.62465684966739e+33,1.33310401587422e+33,-1.02716544963115e+33,8.42835449314028e+32,3.69098322924166e+38,-3.02861774560812e+38,2.48511707567334e+38
"56",80236559903886.1,51107807893045.3,-19394278470475829248,15659488533749456896,-1.55613018628898e+33,1.25646348980241e+33,-9.91199058293303e+32,8.00322131686213e+32,3.76138037390362e+38,-3.0370448132876e+38,2.45219581138631e+38
"57",76129677278648.6,48844129243058.3,-19568445239206490112,1.5558003793837e+19,-1.4897394209057e+33,1.1844258079248e+33,-9.5580366834951e+32,7.59917148070166e+32,3.82924049079823e+38,-3.04445945271067e+38,2.42051482049047e+38
"58",72233003909522.2,46671209244994.1,-19734753328944185344,15459795201021558784,-1.42550051436308e+33,1.1167074471958e+33,-9.21044802013499e+32,7.21527336711633e+32,3.89460488954274e+38,-3.05095244808156e+38,2.39005267657529e+38
"59",68535780384695.4,44586295997306.9,-19893515767774244864,15364845134167164928,-1.36341762773965e+33,1.05304165176014e+33,-8.86978182449074e+32,6.85061533104758e+32,3.95751969602683e+38,-3.05660788945964e+38,2.3607846599694e+38
"60",65027797982147.7,42586629602234.6,-20045037099033239552,15273124782679457792,-1.30348462302059e+33,9.93177672924214e+32,-8.5365057029958e+32,6.5043090798868e+32,4.01803512301619e+38,-3.06150352886974e+38,2.33268340627297e+38
"61",61699370491708.2,40669454609510.2,-2.0189613178771e+19,1.518459571207e+19,-1.24568642360126e+33,9.36879996605808e+32,-8.21100556757595e+32,6.17549226075793e+32,4.07620480308402e+38,-3.06571113702717e+38,2.30571946939014e+38
"62",58541307476469.5,38832030831968.9,-20327531037387735040,1.5099211266909e+19,-1.19000024469719e+33,8.83927569428291e+32,-7.89359311981644e+32,5.86333037455021e+32,4.13208518075962e+38,-3.06929685668167e+38,2.27986180882751e+38
"63",55544888900840.4,37071642699167.6,-20459068797614338048,15016917826390575104,-1.13639670337814e+33,8.34113032299914e+32,-7.58451288422848e+32,5.56701812102713e+32,4.18573496065517e+38,-3.07232154938246e+38,2.25507821004567e+38
"64",52701841055927.4,35385607299592.9,-20584495641787691008,14937655926374559744,-1.08484081752992e+33,7.87241968379923e+32,-7.2839487924048e+32,5.28578026587126e+32,4.23721460826776e+38,-3.07484113314981e+38,2.23133564574753e+38
"65",50004313716277.9,33771281247911.5,-20704071822088228864,1.4861361260529e+19,-1.03529290259605e+33,7.4313217072243e+32,-6.99203032480702e+32,5.01887210856141e+32,4.28658590014188e+38,-3.07690690911992e+38,2.20860058515951e+38
"66",47444858465247.4,32226066500887.1,-20818048708051251200,14787965572064858112,-9.87709374476119e+32,7.01612933555569e+32,-6.70883822084366e+32,4.76557961938191e+32,4.33391152010794e+38,-3.07856587572231e+38,2.18683925760576e+38
"67",45016408129372.2,30747415233904.1,-20926668866250637312,14717397446521225216,-9.42043466471366e+32,6.6252437005478e+32,-6.43440977093021e+32,4.52521930450588e+32,4.37925469837704e+38,-3.07986102936352e+38,2.16601787598869e+38
"68",42712257265115.4,29332833879429.6,-21030166167584370688,14649583015115411456,-8.98245867677989e+32,6.25716758568274e+32,-6.16874370650553e+32,4.29713784985294e+32,4.4226788903621e+38,-3.08083165093699e+38,2.14610282516758e+38
"69",40526043644209.8,27979886419087,-21128765918072217600,14584446577313431552,-8.56265289744086e+32,5.9104991851885e+32,-5.91180470563137e+32,4.08071158718472e+32,4.4642474922069e+38,-3.08151357776685e+38,2.12706081966509e+38
"70",38451730686544.7,26686197012241.5,-21222685009511559168,14521911150490114048,-8.16048968431107e+32,5.58392616612576e+32,-5.66352753292571e+32,3.87534581956246e+32,4.50402359012947e+38,-3.08193946082965e+38,2.10885903462729e+38
"71",36483590792136.7,25449452036024.4,-21312132086731476992,14461898953832658944,-7.77543105960277e+32,5.2762200350886e+32,-5.42382083326689e+32,3.68047403775395e+32,4.54206974082289e+38,-3.08213900729045e+38,2.09146521350866e+38
"72",34616189526192.5,24267401604466.7,-21397307728541593600,14404331832988149760,-7.4069325968146e+32,4.98623080728886e+32,-5.19257059902878e+32,3.49555705435128e+32,4.57844778029906e+38,-3.08213920854475e+38,2.07484775554836e+38
"73",32844370613617.6,23137860627819,-21478404639794532352,14349131631360051200,-7.05444682178655e+32,4.71288197283972e+32,-4.96964333063468e+32,3.32008207816638e+32,4.61321865870747e+38,-3.08196455408026e+38,2.05897578574098e+38
"74",31163241701549.9,22058709467129.3,-21555607852271673344,14296220513415831552,-6.71742617524168e+32,4.45516575278233e+32,-4.75488891000632e+32,3.15356174783454e+32,4.64644229880916e+38,-3.08163723156794e+38,2.04381920968212e+38
"75",29568160850617.6,21027894233699.9,-21629094932364623872,1.4245521244873e+19,-6.39532558013436e+32,4.21213863569297e+32,-4.54814320608418e+32,2.99553314041115e+32,4.67817747593241e+38,-3.08117731366376e+38,2.02934875538129e+38
"76",28054723717626.1,20043426778091.7,-21699036193761755136,14196957434180214784,-6.08760465354755e+32,3.98291718446824e+32,-4.34923043104825e+32,2.84555676803676e+32,4.70848171738183e+38,-3.08060293205571e+38,2.01553600387925e+38
"77",26618751394286.9,19103384408850,-21765594913562603520,14150453739298127872,-5.79372959952878e+32,3.76667410202734e+32,-4.15796526521097e+32,2.70321557341461e+32,4.73741121941302e+38,-3.0799304393267e+38,2.00235341028016e+38
"78",25256278868412.9,18205909377052.9,-21828927550435360768,14105936043412469760,-5.51317481612176e+32,3.56263454412422e+32,-3.97415476781481e+32,2.56811393284872e+32,4.76502078002156e+38,-3.07917455922726e+38,1.98977431660843e+38
"79",23963544075720.1,17349208159083.4,-21889183963605610496,1.4063331602868e+19,-5.24542424693409e+32,3.37007266716796e+32,-3.79760009017064e+32,2.43987667388374e+32,4.79136374592569e+38,-3.07834852596367e+38,1.97777295772227e+38
"80",22736977512007,16531550566674.7,-21946507631620214784,14022569170304151552,-4.98997250487239e+32,3.18830839885768e+32,-3.62809800674042e+32,2.31814811313577e+32,4.81649197224764e+38,-3.07746421311002e+38,1.96632446135964e+38
"81",21573192377029.6,15751268710237.6,-22001035869969809408,13983579095687897088,-4.74632579316787e+32,3.01670441950684e+32,-3.46544227891471e+32,2.20259111867041e+32,4.84045579351698e+38,-3.07653225274789e+38,1.9554048432536e+38
"82",20468975222858.4,15006755838720.6,-22052900046778769408,13946293407685185536,-4.51400264649687e+32,2.85466334212621e+32,-3.30942486537718e+32,2.0928862002429e+32,4.86330400473215e+38,-3.07556214542731e+38,1.94499099813243e+38
"83",19421277080895.6,14296465076760.1,-22102225795883749376,13910645877574764544,-4.29253451286377e+32,2.70162507962598e+32,-3.15983699209517e+32,1.98873062983924e+32,4.88508385132229e+38,-3.07456236152737e+38,1.93506068731288e+38
"84",18427205043052.5,13618908077618,-22149133226722361344,13876572067697874944,-4.08146619494699e+32,2.55706438786163e+32,-3.01647009413646e+32,1.88983759422419e+32,4.90584102695097e+38,-3.07354043457654e+38,1.92559252350013e+38
"85",17484014273841.1,12972653608359.9,-22193737130543341568,13844009366242408448,-3.88035616780298e+32,2.42048857366573e+32,-2.87911664069533e+32,1.79593538059152e+32,4.92561967819658e+38,-3.07250304707164e+38,1.91656595332608e+38
"86",16589100431325.2,12356326081881,-22236147182529630208,13812897009984333824,-3.68877678816714e+32,2.29143535746182e+32,-2.74757085392036e+32,1.70676659590806e+32,4.9444624152312e+38,-3.07145610931135e+38,1.90796123808434e+38
"87",15739992476001.2,11768604048718.4,-22276468139497160704,13783176096449169408,-3.50631440907565e+32,2.16947088053509e+32,-2.62162933137633e+32,1.62208742012871e+32,4.96241032770032e+38,-3.07040483173629e+38,1.89975943305728e+38
"88",14934345847754.7,11208218660080.4,-22314800032895479808,1.3754789586811e+19,-3.3325694121475e+32,2.05418784752531e+32,-2.50109158124663e+32,1.54166689312375e+32,4.97950300508112e+38,-3.0693537912424e+38,1.89194236577444e+38
"89",14169935992053.1,10673952112167.2,-22351238356892778496,13727682300714270720,-3.16715616860292e+32,1.94520379520361e+32,-2.38576047869108e+32,1.4652862348887e+32,4.99577856086635e+38,-3.06830699190963e+38,1.88449261349344e+38
"90",13444652217496.2,10164636080629.6,-22385874251377532928,13701800904084215808,-3.00970293894374e+32,1.84215947908788e+32,-2.27544265111988e+32,1.39273819839257e+32,5.01127365998488e+38,-3.0672679205624e+38,1.87739348015163e+38
"91",12756491867768.1,9679150152912.05,-22418794679753158656,13677093890882236416,-2.85985172017434e+32,1.7447173699374e+32,-2.16994879952637e+32,1.32382645425325e+32,5.02602354892929e+38,-3.06623959755395e+38,1.87062897300008e+38
"92",12103554791894.4,9216420265232.21,-22450082601440657408,13653511559664791552,-2.71725804849093e+32,1.65256025264167e+32,-2.06909396244055e+32,1.25836500630077e+32,5.04006208811509e+38,-3.06522462314199e+38,1.864183779099e+38
"93",11484038097538.4,8775417150056.85,-22479817139038453760,13631005985714169856,-2.58159076450414e+32,1.56538992047715e+32,-1.9726977285206e+32,1.19617763699564e+32,5.05342178604607e+38,-3.06422521979993e+38,1.85804324182576e+38
"94",10896231172847.8,8355154799134.78,-22508073740118306816,13609530989428899840,-2.45253174727834e+32,1.48292595814854e+32,-1.88058440329029e+32,1.137097381603e+32,5.06613383490603e+38,-3.06324327078491e+38,1.85219333752226e+38
"95",10338510963107,7954688946427.27,-22534924333662072832,13589042101587867648,-2.32977562276353e+32,1.40490460745389e+32,-1.79258313505556e+32,1.08096602998036e+32,5.07822814723875e+38,-3.06228035526231e+38,1.84662065238728e+38
"96",9809337489152.18,7573115574633.88,-22560437481166884864,13569496526035910656,-2.21302945155684e+32,1.33107770981764e+32,-1.70852800459179e+32,1.02763365481263e+32,5.0897333934164e+38,-3.06133778026544e+38,1.84131235970101e+38
"97",9307249595174.55,7209569448435.96,-22584678522465464320,13550853100278396928,-2.10201240035364e+32,1.26121172031836e+32,-1.62825808278315e+32,9.76958165120109e+31,5.10067703963113e+38,-3.06041660974942e+38,1.83625619745325e+38
"98",8830860914172.03,6863222677066.12,-22607709716325195776,1.3533072254418e+19,-1.99645540092843e+32,1.19508678820206e+32,-1.55161746001611e+32,9.28804883868958e+31,5.11108538617625e+38,-3.05951769097936e+38,1.83144044643298e+38
"99",8378856039907.14,6533283308353.25,-22629590375903752192,13516115968817502208,-1.89610080001766e+32,1.13249589921412e+32,-1.47845525077763e+32,8.83046148528422e+31,5.12098360581196e+38,-3.05864167847552e+38,1.82685390882523e+38
"100",7949986894802.16,6218993955985.11,-2.2650376999151e+19,13499947730828822528,-1.80070200305579e+32,1.07324407540603e+32,-1.40862557658504e+32,8.39560933441393e+31,5.1303957820367e+38,-3.05778905572106e+38,1.8224858873511e+38
"101",7543069283742.81,5919630461367.83,-22670123394257371136,1.3484532490887e+19,-1.71002311433882e+32,1.01714762837641e+32,-1.34198753007614e+32,7.98234492903587e+31,5.13934494710855e+38,-3.0569601548228e+38,1.81832616497786e+38
"102",7156979624273.96,5634500591140.29,-22688880800256102400,13469836618233233408,-1.62383857585014e+32,9.64033462189945e+31,-1.27840512281355e+32,7.58958023879983e+31,5.1478531196823e+38,-3.05615517430019e+38,1.81436498521897e+38
"103",6790651844159.72,5362942771117.53,-22706698002895458304,13455827856498292736,-1.5419328066814e+32,9.13738422484259e+31,-1.21774721910577e+32,7.21628347324094e+31,5.15594134194697e+38,-3.05537419516455e+38,1.81059303303715e+38
"104",6443074437740.63,5104324857186.21,-22723621445900066816,13442475279346663424,-1.46409984470973e+32,8.66108688523188e+31,-1.15988745791597e+32,6.86147607104803e+31,5.16362971616569e+38,-3.05461719543743e+38,1.80700141635846e+38
"105",6113287672960.28,4858042943455.46,-22739695337746485248,13429749246358280192,-1.39014299195118e+32,8.20999205187097e+31,-1.10470416471866e+32,6.52422985586472e+31,5.17093744053529e+38,-3.05388406324518e+38,1.80358164820061e+38
"106",5800380941349.76,4623520207772.46,-22754961754080202752,13417621359298633728,-1.3198744647951e+32,7.78273152107233e+31,-1.05208025497079e+32,6.20366434949567e+31,5.17788284429653e+38,-3.0531746086157e+38,1.80032562941507e+38
"107",5503490243651.74,4400205794544.44,-22769460735903752192,13406064418908053504,-1.25311505013258e+32,7.37801447352272e+31,-1.00190313068776e+32,5.89894423381152e+31,5.18448342203863e+38,-3.05248857409323e+38,1.79722563203913e+38
"108",5221795804142.8,4187573734661.36,-22783230383666769920,13395052382321620992,-1.1896937682225e+32,6.994622832628e+31,-9.54064571453815e+31,5.6092769530623e+31,5.19075586715237e+38,-3.05182564427718e+38,1.7942742832514e+38
"109",4954519807065.37,3985121902187.28,-22796306947389333504,13384560321214119936,-1.12944754298782e+32,6.63140692203166e+31,-9.08460621050253e+31,5.33391044872172e+31,5.19671610439591e+38,-3.05118545438245e+38,1.79146454992219e+38
"110",4700924248919.88,3792371007379.12,-22808724912949919744,13374564380749363200,-1.07222088030229e+32,6.28728140162048e+31,-8.64991470751572e+31,5.07213101938794e+31,5.20237932154622e+38,-3.05056759791051e+38,1.7887897237481e+38
"111",4460308900686.88,3608863625498.58,-22820517084668608512,13365041739399483392,-1.01786555471024e+32,5.96122146282952e+31,-8.23561340219294e+31,4.82326129865891e+31,5.20776000011652e+38,-3.04997163351275e+38,1.7862434069589e+38
"112",4232009374351.84,3434163260803.93,-22831714664314949632,13355970569687857152,-9.66240304919073e+31,5.65225926544864e+31,-7.84078356813488e+31,4.58665834428006e+31,5.21287194512694e+38,-3.04939709112101e+38,1.78381949858368e+38
"113",4015395288394.37,3267853445042.73,-22842347326668537856,13347329999898484736,-9.17210538313725e+31,5.35948059942372e+31,-7.46454434043165e+31,4.36171183222905e+31,5.21772831392161e+38,-3.04884347741344e+38,1.7815121812619e+38
"114",3809868527176.73,3109536869710.87,-22852443291758223360,13339100076785141760,-8.70648044663607e+31,5.08202175634045e+31,-7.1060514978699e+31,4.14784234975265e+31,5.22234164403025e+38,-3.0483102806782e+38,1.77931590858489e+38
"115",3614861589424.23,2958834551299.64,-22862029393903910912,13331261729305178112,-8.26430719123109e+31,4.81906659638265e+31,-6.76449624835109e+31,3.94449978170868e+31,5.22672388007726e+38,-3.04779697513201e+38,1.77722539295237e+38
"116",3429836021238.82,2815385028716.26,-22871131147682320384,13323796733395429376,-7.84442294567979e+31,4.56984379758638e+31,-6.43910402229909e+31,3.75116178488601e+31,5.23088639974484e+38,-3.04730302474548e+38,1.77523559392839e+38
"117",3254280929317.96,2678843592035.77,-22879772810935422976,1.3316687677801e+19,-7.44572083257548e+31,4.33362427515514e+31,-6.12913327818086e+31,3.5673323452819e+31,5.2348400388002e+38,-3.04682788662271e+38,1.77334170708098e+38
"118",3087711570274.27,2548881541721.57,-22887977444937601024,13309917930962354176,-7.06714727769104e+31,4.10971875948334e+31,-5.8338743236741e+31,3.39254041360588e+31,5.23859511519972e+38,-3.04637101397837e+38,1.77153915328953e+38
"119",2929668012160.22,2425185477437.51,-22895766971834490880,1.330347160896e+19,-6.7076996111258e+31,3.89747552234518e+31,-5.55264815548865e+31,3.22633861455521e+31,5.24216145228547e+38,-3.04593185875164e+38,1.76982356850405e+38
"120",2779713864501.99,2307456615565.51,-22903162229463445504,13297333544513720320,-6.36642375901779e+31,3.69627824145922e+31,-5.28480532037457e+31,3.06830202566694e+31,5.24554840109121e+38,-3.04550987389284e+38,1.7681907939405e+38
"121",2637435073336.99,2195410134538.43,-22910183023662551040,1.3291489257027e+19,-6.04241202431773e+31,3.50554399433648e+31,-5.0297247994279e+31,2.91802702179857e+31,5.24876486177716e+38,-3.04510451535533e+38,1.76663686669664e+38
"122",2502438777925.89,2088774547098.32,-22916848178171744256,1.3285924923666e+19,-5.73480095488972e+31,3.32472137295938e+31,-4.78681291742816e+31,2.77513018152127e+31,5.25181930421374e+38,-3.04471524382241e+38,1.76515801077289e+38
