0,0,0,0
0.0010005,0.00034683,2.9306e-08,1.9094e-08
0.002001,2.1637e+07,1.3722e+05,38807
0.0030015,9.0435e+10,3.194e+09,7.526e+08
0.004002,5.2025e+12,4.5092e+11,1.0449e+11
0.0050025,5.4498e+13,8.2182e+12,1.9726e+12
0.006003,2.4621e+14,5.4261e+13,1.3723e+13
0.0070035,6.926e+14,2.0178e+14,5.4019e+13
0.008004,1.4554e+15,5.263e+14,1.4909e+14
0.0090045,2.5254e+15,1.0868e+15,3.2501e+14
0.010005,3.8408e+15,1.9093e+15,6.0097e+14
0.011006,5.3157e+15,2.9872e+15,9.8632e+14
0.012006,6.863e+15,4.2889e+15,1.4808e+15
0.013007,8.4071e+15,5.7691e+15,2.0767e+15
0.014007,9.8897e+15,7.3776e+15,2.7611e+15
0.015008,1.1269e+16,9.0656e+15,3.5185e+15
0.016008,1.252e+16,1.0789e+16,4.3324e+15
0.017009,1.3627e+16,1.2511e+16,5.1867e+15
0.018009,1.4587e+16,1.4202e+16,6.0665e+15
0.01901,1.5399e+16,1.5838e+16,6.9587e+15
0.02001,1.6072e+16,1.7402e+16,7.8516e+15
0.021011,1.6613e+16,1.8882e+16,8.7358e+15
0.022011,1.7033e+16,2.0271e+16,9.6032e+15
0.023012,1.7342e+16,2.1565e+16,1.0448e+16
0.024012,1.7554e+16,2.2761e+16,1.1264e+16
0.025013,1.7677e+16,2.386e+16,1.2048e+16
0.026013,1.7723e+16,2.4865e+16,1.2798e+16
0.027014,1.7701e+16,2.5777e+16,1.3512e+16
0.028014,1.762e+16,2.6601e+16,1.4189e+16
0.029015,1.7489e+16,2.7342e+16,1.4827e+16
0.030015,1.7314e+16,2.8003e+16,1.5427e+16
0.031016,1.7103e+16,2.8591e+16,1.599e+16
0.032016,1.686e+16,2.9108e+16,1.6516e+16
0.033017,1.6592e+16,2.9561e+16,1.7006e+16
0.034017,1.6302e+16,2.9953e+16,1.746e+16
0.035018,1.5995e+16,3.0289e+16,1.7881e+16
0.036018,1.5674e+16,3.0574e+16,1.827e+16
0.037019,1.5343e+16,3.0811e+16,1.8627e+16
0.038019,1.5004e+16,3.1004e+16,1.8955e+16
0.03902,1.4659e+16,3.1157e+16,1.9254e+16
0.04002,1.4311e+16,3.1273e+16,1.9526e+16
0.041021,1.3961e+16,3.1354e+16,1.9772e+16
0.042021,1.3611e+16,3.1405e+16,1.9994e+16
0.043022,1.3262e+16,3.1427e+16,2.0194e+16
0.044022,1.2915e+16,3.1423e+16,2.0371e+16
0.045023,1.2571e+16,3.1396e+16,2.0528e+16
0.046023,1.2231e+16,3.1347e+16,2.0666e+16
0.047024,1.1896e+16,3.1278e+16,2.0786e+16
0.048024,1.1566e+16,3.1192e+16,2.0889e+16
0.049025,1.1242e+16,3.1089e+16,2.0976e+16
0.050025,1.0923e+16,3.0972e+16,2.1047e+16
0.051026,1.0611e+16,3.0841e+16,2.1105e+16
0.052026,1.0305e+16,3.0699e+16,2.1149e+16
0.053027,1.0006e+16,3.0546e+16,2.1181e+16
0.054027,9.7138e+15,3.0383e+16,2.1202e+16
0.055028,9.4284e+15,3.0211e+16,2.1211e+16
0.056028,9.1499e+15,3.0032e+16,2.1211e+16
0.057029,8.8784e+15,2.9846e+16,2.1201e+16
0.058029,8.6137e+15,2.9654e+16,2.1182e+16
0.05903,8.356e+15,2.9456e+16,2.1155e+16
0.06003,8.1051e+15,2.9253e+16,2.112e+16
0.061031,7.8609e+15,2.9046e+16,2.1078e+16
0.062031,7.6234e+15,2.8836e+16,2.1029e+16
0.063032,7.3924e+15,2.8622e+16,2.0974e+16
0.064032,7.1679e+15,2.8406e+16,2.0914e+16
0.065033,6.9497e+15,2.8187e+16,2.0847e+16
0.066033,6.7378e+15,2.7966e+16,2.0776e+16
0.067034,6.5319e+15,2.7744e+16,2.07e+16
0.068034,6.332e+15,2.7521e+16,2.062e+16
0.069035,6.138e+15,2.7296e+16,2.0535e+16
0.070035,5.9496e+15,2.7071e+16,2.0447e+16
0.071036,5.7668e+15,2.6845e+16,2.0356e+16
0.072036,5.5893e+15,2.6619e+16,2.0261e+16
0.073037,5.4172e+15,2.6393e+16,2.0163e+16
0.074037,5.2502e+15,2.6167e+16,2.0063e+16
0.075038,5.0882e+15,2.5942e+16,1.996e+16
0.076038,4.9311e+15,2.5716e+16,1.9854e+16
0.077039,4.7787e+15,2.5492e+16,1.9747e+16
0.078039,4.631e+15,2.5268e+16,1.9637e+16
0.07904,4.4877e+15,2.5045e+16,1.9526e+16
0.08004,4.3488e+15,2.4822e+16,1.9413e+16
0.081041,4.2141e+15,2.4601e+16,1.9299e+16
0.082041,4.0835e+15,2.4381e+16,1.9183e+16
0.083042,3.9569e+15,2.4162e+16,1.9066e+16
0.084042,3.8342e+15,2.3944e+16,1.8947e+16
0.085043,3.7152e+15,2.3727e+16,1.8828e+16
0.086043,3.5999e+15,2.3512e+16,1.8708e+16
0.087044,3.4882e+15,2.3298e+16,1.8587e+16
0.088044,3.3799e+15,2.3086e+16,1.8466e+16
0.089045,3.2749e+15,2.2875e+16,1.8343e+16
0.090045,3.1731e+15,2.2665e+16,1.8221e+16
0.091046,3.0745e+15,2.2457e+16,1.8097e+16
0.092046,2.979e+15,2.2251e+16,1.7974e+16
0.093047,2.8864e+15,2.2046e+16,1.785e+16
0.094047,2.7966e+15,2.1842e+16,1.7726e+16
0.095048,2.7097e+15,2.164e+16,1.7601e+16
0.096048,2.6254e+15,2.144e+16,1.7477e+16
0.097049,2.5437e+15,2.1241e+16,1.7352e+16
0.098049,2.4646e+15,2.1044e+16,1.7227e+16
0.09905,2.3879e+15,2.0849e+16,1.7103e+16
0.10005,2.3136e+15,2.0655e+16,1.6978e+16
0.10105,2.2416e+15,2.0463e+16,1.6854e+16
0.10205,2.1719e+15,2.0273e+16,1.6729e+16
0.10305,2.1043e+15,2.0084e+16,1.6605e+16
0.10405,2.0388e+15,1.9896e+16,1.6481e+16
0.10505,1.9753e+15,1.9711e+16,1.6358e+16
0.10605,1.9138e+15,1.9527e+16,1.6234e+16
0.10705,1.8542e+15,1.9344e+16,1.6111e+16
0.10805,1.7965e+15,1.9163e+16,1.5988e+16
0.10905,1.7406e+15,1.8984e+16,1.5866e+16
0.11006,1.6864e+15,1.8806e+16,1.5744e+16
0.11106,1.6339e+15,1.863e+16,1.5622e+16
0.11206,1.583e+15,1.8456e+16,1.5501e+16
0.11306,1.5337e+15,1.8283e+16,1.538e+16
0.11406,1.4859e+15,1.8112e+16,1.526e+16
0.11506,1.4397e+15,1.7942e+16,1.514e+16
0.11606,1.3948e+15,1.7774e+16,1.5021e+16
0.11706,1.3514e+15,1.7607e+16,1.4902e+16
0.11806,1.3093e+15,1.7442e+16,1.4784e+16
0.11906,1.2685e+15,1.7278e+16,1.4666e+16
0.12006,1.229e+15,1.7116e+16,1.4549e+16
0.12106,1.1907e+15,1.6955e+16,1.4433e+16
0.12206,1.1536e+15,1.6796e+16,1.4317e+16
0.12306,1.1177e+15,1.6638e+16,1.4202e+16
0.12406,1.0829e+15,1.6482e+16,1.4087e+16
0.12506,1.0491e+15,1.6327e+16,1.3973e+16
0.12606,1.0165e+15,1.6174e+16,1.3859e+16
0.12706,9.8479e+14,1.6022e+16,1.3746e+16
0.12806,9.5411e+14,1.5871e+16,1.3634e+16
0.12906,9.2438e+14,1.5722e+16,1.3523e+16
0.13007,8.9559e+14,1.5574e+16,1.3412e+16
0.13107,8.6768e+14,1.5428e+16,1.3302e+16
0.13207,8.4065e+14,1.5283e+16,1.3192e+16
0.13307,8.1446e+14,1.5139e+16,1.3083e+16
0.13407,7.8909e+14,1.4997e+16,1.2975e+16
