# time,O2,Inert
1.163999999999993096e-01,5.926832961235061099e-03,1.967731048816345719e+03
1.166999999999993043e-01,5.806876054332432528e-03,1.967787012939464603e+03
1.169999999999992990e-01,5.689347030851767302e-03,1.967841956858396770e+03
1.172999999999992937e-01,5.574196751331032124e-03,1.967895899171067413e+03
1.175999999999992884e-01,5.461377070872701703e-03,1.967948858136369381e+03
1.178999999999992832e-01,5.350840819014131625e-03,1.968000851680341157e+03
1.181999999999992779e-01,5.242541780005369190e-03,1.968051897402238637e+03
1.184999999999992726e-01,5.136434673486115453e-03,1.968102012580489145e+03
1.187999999999992673e-01,5.032475135553796282e-03,1.968151214178540613e+03
1.190999999999992620e-01,4.930619700214790464e-03,1.968199518850604818e+03
1.193999999999992567e-01,4.830825781211091872e-03,1.968246942947293292e+03
1.196999999999992514e-01,4.733051654214783313e-03,1.968293502521152277e+03
1.199999999999992462e-01,4.637256439382896576e-03,1.968339213332096506e+03
1.202999999999992409e-01,4.543400084265347694e-03,1.968384090852744066e+03
1.205999999999992356e-01,4.451443347058812484e-03,1.968428150273651909e+03
1.208999999999992303e-01,4.361347780199539316e-03,1.968471406508459950e+03
1.211999999999992250e-01,4.273075714288232171e-03,1.968513874198938538e+03
1.214999999999992197e-01,4.186590242340293248e-03,1.968555567719943838e+03
1.217999999999992145e-01,4.101855204354830538e-03,1.968596501184284079e+03
1.220999999999992092e-01,4.018835172195986752e-03,1.968636688447496226e+03
1.223999999999992039e-01,3.937495434780259596e-03,1.968676143112536920e+03
1.226999999999991986e-01,3.857801983563631694e-03,1.968714878534384980e+03
1.229999999999991933e-01,3.779721498322430404e-03,1.968752907824564545e+03
1.232999999999991880e-01,3.703221333221977385e-03,1.968790243855580911e+03
1.235999999999991827e-01,3.628269503167208792e-03,1.968826899265278598e+03
1.238999999999991775e-01,3.554834670429546720e-03,1.968862886461119842e+03
1.241999999999991722e-01,3.482886131544444749e-03,1.968898217624382823e+03
1.244999999999991669e-01,3.412393804474117207e-03,1.968932904714286224e+03
1.247999999999991616e-01,3.343328216030091397e-03,1.968966959472037161e+03
1.250999999999991563e-01,3.275660489550324874e-03,1.969000393424804088e+03
1.253999999999991510e-01,3.209362332825730409e-03,1.969033217889620801e+03
1.256999999999991457e-01,3.144406026271064514e-03,1.969065443977215182e+03
1.259999999999991405e-01,3.080764411335232093e-03,1.969097082595771099e+03
1.262999999999991352e-01,3.018410879146166039e-03,1.969128144454620724e+03
1.265999999999991299e-01,2.957319359385522997e-03,1.969158640067869101e+03
1.268999999999991246e-01,2.897464309388559679e-03,1.969188579757952766e+03
1.271999999999991193e-01,2.838820703464617432e-03,1.969217973659135623e+03
1.274999999999991140e-01,2.781364022433756820e-03,1.969246831720935916e+03
1.277999999999991088e-01,2.725070243375169420e-03,1.969275163711497726e+03
1.280999999999991035e-01,2.669915829583079450e-03,1.969302979220894940e+03
1.283999999999990982e-01,2.615877720725925948e-03,1.969330287664377920e+03
1.286999999999990929e-01,2.562933323204729785e-03,1.969357098285561278e+03
1.289999999999990876e-01,2.511060500706595831e-03,1.969383420159551406e+03
1.292999999999990823e-01,2.460237564949414174e-03,1.969409262196020563e+03
1.295999999999990770e-01,2.410443266613881107e-03,1.969434633142218672e+03
1.298999999999990718e-01,2.361656786459056471e-03,1.969459541585938950e+03
1.301999999999990665e-01,2.313857726617732889e-03,1.969483995958421474e+03
1.304999999999990612e-01,2.267026102067992623e-03,1.969508004537208080e+03
1.307999999999990559e-01,2.221142332277367248e-03,1.969531575448944295e+03
1.310999999999990506e-01,2.176187233016122456e-03,1.969554716672130553e+03
1.313999999999990453e-01,2.132142008336238015e-03,1.969577436039821350e+03
1.316999999999990401e-01,2.088988242712729211e-03,1.969599741242278924e+03
1.319999999999990348e-01,2.046707893344024663e-03,1.969621639829573724e+03
1.322999999999990295e-01,2.005283282608183015e-03,1.969643139214142366e+03
1.325999999999990242e-01,1.964697090671791747e-03,1.969664246673295111e+03
1.328999999999990189e-01,1.924932348248460309e-03,1.969684969351679683e+03
1.331999999999990136e-01,1.885972429503878509e-03,1.969705314263700075e+03
1.334999999999990083e-01,1.847801045104472285e-03,1.969725288295889641e+03
1.337999999999990031e-01,1.810402235406753354e-03,1.969744898209243729e+03
1.340999999999989978e-01,1.773760363784515626e-03,1.969764150641506831e+03
1.343999999999989925e-01,1.737860110091082660e-03,1.969783052109420623e+03
1.346999999999989872e-01,1.702686464253880478e-03,1.969801609010927905e+03
1.349999999999989819e-01,1.668224719998651897e-03,1.969819827627340828e+03
1.352999999999989766e-01,1.634460468700691012e-03,1.969837714125464800e+03
1.355999999999989714e-01,1.601379593360526725e-03,1.969855274559687132e+03
1.358999999999989661e-01,1.568968262701535450e-03,1.969872514874025683e+03
1.361999999999989608e-01,1.537212925387016838e-03,1.969889440904141338e+03
1.364999999999989555e-01,1.506100304354312603e-03,1.969906058379313436e+03
1.367999999999989502e-01,1.475617391263601844e-03,1.969922372924378351e+03
1.370999999999989449e-01,1.445751441059050287e-03,1.969938390061634209e+03
1.373999999999989396e-01,1.416489966640039440e-03,1.969954115212710121e+03
1.376999999999989344e-01,1.387820733640249141e-03,1.969969553700399729e+03
1.379999999999989291e-01,1.359731755312407545e-03,1.969984710750464956e+03
1.382999999999989238e-01,1.332211287516574813e-03,1.969999591493405205e+03
1.385999999999989185e-01,1.305247823809858919e-03,1.970014200966190856e+03
1.388999999999989132e-01,1.278830090635517001e-03,1.970028544113971748e+03
1.391999999999989079e-01,1.252947042609423500e-03,1.970042625791749288e+03
1.394999999999989027e-01,1.227587857901943098e-03,1.970056450766019452e+03
1.397999999999988974e-01,1.202741933713269689e-03,1.970070023716387595e+03
1.400999999999988921e-01,1.178398881840342924e-03,1.970083349237150969e+03
1.403999999999988868e-01,1.154548524333490504e-03,1.970096431838856006e+03
1.406999999999988815e-01,1.131180889240976936e-03,1.970109275949821267e+03
1.409999999999988762e-01,1.108286206439681315e-03,1.970121885917641066e+03
1.412999999999988709e-01,1.085854903550161153e-03,1.970134266010653846e+03
1.415999999999988657e-01,1.063877601934393353e-03,1.970146420419387368e+03
1.418999999999988604e-01,1.042345112774519401e-03,1.970158353257978661e+03
1.421999999999988551e-01,1.021248433230955658e-03,1.970170068565565089e+03
1.424999999999988498e-01,1.000578742678261569e-03,1.970181570307652237e+03
1.427999999999988445e-01,9.803273990171932229e-04,1.970192862377456322e+03
1.430999999999988392e-01,9.604859350613990411e-04,1.970203948597220915e+03
1.433999999999988340e-01,9.410460549972468440e-04,1.970214832719512515e+03
1.436999999999988287e-01,9.219996309153048698e-04,1.970225518428489522e+03
1.439999999999988234e-01,9.033386994120210867e-04,1.970236009341149156e+03
1.442999999999988181e-01,8.850554582601867851e-04,1.970246309008552544e+03
1.445999999999988128e-01,8.671422631467851777e-04,1.970256420917026844e+03
1.448999999999988075e-01,8.495916244768683461e-04,1.970266348489343500e+03
1.451999999999988022e-01,8.323962042421195317e-04,1.970276095085879433e+03
1.454999999999987970e-01,8.155488129527965844e-04,1.970285664005752551e+03
1.457999999999987917e-01,7.990424066317699473e-04,1.970295058487939514e+03
1.460999999999987864e-01,7.828700838694022720e-04,1.970304281712370994e+03
1.463999999999987811e-01,7.670250829380344335e-04,1.970313336801009655e+03
1.466999999999987758e-01,7.515007789648742642e-04,1.970322226818905392e+03
1.469999999999987705e-01,7.362906811621045986e-04,1.970330954775233749e+03
1.472999999999987653e-01,7.213884301130527033e-04,1.970339523624313870e+03
1.475999999999987600e-01,7.067877951132875555e-04,1.970347936266609167e+03
1.478999999999987547e-01,6.924826715655308480e-04,1.970356195549708673e+03
1.481999999999987494e-01,6.784670784272952377e-04,1.970364304269290642e+03
1.484999999999987441e-01,6.647351557101817930e-04,1.970372265170069340e+03
1.487999999999987388e-01,6.512811620297883231e-04,1.970380080946723865e+03
1.490999999999987335e-01,6.380994722052103080e-04,1.970387754244811276e+03
1.493999999999987283e-01,6.251845749071235176e-04,1.970395287661659722e+03
1.496999999999987230e-01,6.125310703534711304e-04,1.970402683747249966e+03
1.499999999999987177e-01,6.001336680517876986e-04,1.970409945005077816e+03
1.502999999999987124e-01,5.879871845872185502e-04,1.970417073893000406e+03
1.505999999999987071e-01,5.760865414553086082e-04,1.970424072824069526e+03
1.508999999999987018e-01,5.644267629386544522e-04,1.970430944167348343e+03
1.511999999999986966e-01,5.530029740265323106e-04,1.970437690248713125e+03
1.514999999999986913e-01,5.418103983766328884e-04,1.970444313351638812e+03
1.517999999999986860e-01,5.308443563180480261e-04,1.970450815717975274e+03
1.520999999999986807e-01,5.201002628946782601e-04,1.970457199548702874e+03
1.523999999999986754e-01,5.095736259482395655e-04,1.970463467004680069e+03
1.526999999999986701e-01,4.992600442400701175e-04,1.970469620207373509e+03
1.529999999999986648e-01,4.891552056109505896e-04,1.970475661239575857e+03
1.532999999999986596e-01,4.792548851781695623e-04,1.970481592146111325e+03
1.535999999999986543e-01,4.695549435690787843e-04,1.970487414934528033e+03
1.538999999999986490e-01,4.600513251904015744e-04,1.970493131575777852e+03
1.541999999999986437e-01,4.507400565325689746e-04,1.970498744004881246e+03
1.544999999999986384e-01,4.416172445083760539e-04,1.970504254121586200e+03
1.547999999999986331e-01,4.326790748252628974e-04,1.970509663791007370e+03
1.550999999999986279e-01,4.239218103905403271e-04,1.970514974844259314e+03
1.553999999999986226e-01,4.153417897488930247e-04,1.970520189079076999e+03
1.556999999999986173e-01,4.069354255515067725e-04,1.970525308260422889e+03
1.559999999999986120e-01,3.986992030561805657e-04,1.970530334121084252e+03
1.562999999999986067e-01,3.906296786577955187e-04,1.970535268362260922e+03
1.565999999999986014e-01,3.827234784485268517e-04,1.970540112654141240e+03
1.568999999999985961e-01,3.749772968071959792e-04,1.970544868636465253e+03
1.571999999999985909e-01,3.673878950171745208e-04,1.970549537919081558e+03
1.574999999999985856e-01,3.599520999122605655e-04,1.970554122082492540e+03
1.577999999999985803e-01,3.526668025499626446e-04,1.970558622678388247e+03
1.580999999999985750e-01,3.455289569116351653e-04,1.970563041230171393e+03
1.583999999999985697e-01,3.385355786289235809e-04,1.970567379233475094e+03
1.586999999999985644e-01,3.316837437359848421e-04,1.970571638156666268e+03
1.589999999999985592e-01,3.249705874469630907e-04,1.970575819441344265e+03
1.592999999999985539e-01,3.183933029582084731e-04,1.970579924502829499e+03
1.595999999999985486e-01,3.119491402747390403e-04,1.970583954730641381e+03
1.598999999999985433e-01,3.056354050604540473e-04,1.970587911488967848e+03
1.601999999999985380e-01,2.994494575116188394e-04,1.970591796117129661e+03
1.604999999999985327e-01,2.933887112531500759e-04,1.970595609930031515e+03
1.607999999999985274e-01,2.874506322572393147e-04,1.970599354218607687e+03
1.610999999999985222e-01,2.816327377838637636e-04,1.970603030250260190e+03
1.613999999999985169e-01,2.759325953427403839e-04,1.970606639269286006e+03
1.616999999999985116e-01,2.703478216762898257e-04,1.970610182497299093e+03
1.619999999999985063e-01,2.648760817631845370e-04,1.970613661133643518e+03
1.622999999999985010e-01,2.595150878420649865e-04,1.970617076355801373e+03
1.625999999999984957e-01,2.542625984550154691e-04,1.970620429319787945e+03
1.628999999999984905e-01,2.491164175103993727e-04,1.970623721160545301e+03
1.631999999999984852e-01,2.440743933646625878e-04,1.970626952992326551e+03
1.634999999999984799e-01,2.391344179227205505e-04,1.970630125909071694e+03
1.637999999999984746e-01,2.342944257565537274e-04,1.970633240984779150e+03
1.640999999999984693e-01,2.295523932416415071e-04,1.970636299273868872e+03
1.643999999999984640e-01,2.249063377108752738e-04,1.970639301811537962e+03
1.646999999999984587e-01,2.203543166255952880e-04,1.970642249614113098e+03
1.649999999999984535e-01,2.158944267634057591e-04,1.970645143679394778e+03
1.652999999999984482e-01,2.115248034224282933e-04,1.970647984986992242e+03
1.655999999999984429e-01,2.072436196416607842e-04,1.970650774498657483e+03
1.658999999999984376e-01,2.030490854371160545e-04,1.970653513158610622e+03
1.661999999999984323e-01,1.989394470534207857e-04,1.970656201893857997e+03
1.664999999999984270e-01,1.949129862305617284e-04,1.970658841614508219e+03
1.667999999999984218e-01,1.909680194854727973e-04,1.970661433214077761e+03
1.670999999999984165e-01,1.871028974081624283e-04,1.970663977569795634e+03
1.673999999999984112e-01,1.833160039720872715e-04,1.970666475542898525e+03
1.676999999999984059e-01,1.796057558584834141e-04,1.970668927978923875e+03
1.679999999999984006e-01,1.759706017943732154e-04,1.970671335707994331e+03
1.682999999999983953e-01,1.724090219039702508e-04,1.970673699545100817e+03
1.685999999999983900e-01,1.689195270732118579e-04,1.970676020290376528e+03
1.688999999999983848e-01,1.655006583271531921e-04,1.970678298729368407e+03
1.691999999999983795e-01,1.621509862199627485e-04,1.970680535633304544e+03
1.694999999999983742e-01,1.588691102372638022e-04,1.970682731759351782e+03
1.697999999999983689e-01,1.556536582105727518e-04,1.970684887850875839e+03
1.700999999999983636e-01,1.525032857435884451e-04,1.970687004637690279e+03
1.703999999999983583e-01,1.494166756500936877e-04,1.970689082836304351e+03
1.706999999999983531e-01,1.463925374032330968e-04,1.970691123150166504e+03
1.709999999999983478e-01,1.434296065959375004e-04,1.970693126269900631e+03
1.712999999999983425e-01,1.405266444122691815e-04,1.970695092873541626e+03
1.715999999999983372e-01,1.376824371094667598e-04,1.970697023626763439e+03
1.718999999999983319e-01,1.348957955104734146e-04,1.970698919183104636e+03
1.721999999999983266e-01,1.321655545067361610e-04,1.970700780184191672e+03
1.724999999999983213e-01,1.294905725710680680e-04,1.970702607259952856e+03
1.727999999999983161e-01,1.268697312803703729e-04,1.970704401028833900e+03
1.730999999999983108e-01,1.243019348480140787e-04,1.970706162098005962e+03
1.733999999999983055e-01,1.217861096656862839e-04,1.970707891063572106e+03
1.736999999999983002e-01,1.193212038545092465e-04,1.970709588510768526e+03
1.739999999999982949e-01,1.169061868252446414e-04,1.970711255014163271e+03
1.742999999999982896e-01,1.145400488473991322e-04,1.970712891137849283e+03
1.745999999999982844e-01,1.122218006270511150e-04,1.970714497435637441e+03
1.748999999999982791e-01,1.099504728932219932e-04,1.970716074451241639e+03
1.751999999999982738e-01,1.077251159926193616e-04,1.970717622718464781e+03
1.754999999999982685e-01,1.055447994925821003e-04,1.970719142761379317e+03
1.757999999999982632e-01,1.034086117920620485e-04,1.970720635094502541e+03
1.760999999999982579e-01,1.013156597404791273e-04,1.970722100222973268e+03
1.763999999999982526e-01,9.926506826429057492e-05,1.970723538642722360e+03
1.766999999999982474e-01,9.725598000111849398e-05,1.970724950840639394e+03
1.769999999999982421e-01,9.528755494128244533e-05,1.970726337294737505e+03
1.772999999999982368e-01,9.335897007658714331e-05,1.970727698474316639e+03
1.775999999999982315e-01,9.146941905621883107e-05,1.970729034840121585e+03
1.778999999999982262e-01,8.961811184960592010e-05,1.970730346844498399e+03
1.781999999999982209e-01,8.780427441610343553e-05,1.970731634931545614e+03
1.784999999999982156e-01,8.602714838136271995e-05,1.970732899537266803e+03
1.787999999999982104e-01,8.428599072025143931e-05,1.970734141089717923e+03
1.790999999999982051e-01,8.258007344619110364e-05,1.970735360009151009e+03
1.793999999999981998e-01,8.090868330678236396e-05,1.970736556708156968e+03
1.796999999999981945e-01,7.927112148559051555e-05,1.970737731591805641e+03
1.799999999999981892e-01,7.766670330996712068e-05,1.970738885057782454e+03
1.802999999999981839e-01,7.609475796478482924e-05,1.970740017496523251e+03
1.805999999999981787e-01,7.455462821196641985e-05,1.970741129291346624e+03
1.808999999999981734e-01,7.304567011569019488e-05,1.970742220818582609e+03
1.811999999999981681e-01,7.156725277315734623e-05,1.970743292447702061e+03
1.814999999999981628e-01,7.011875805080834505e-05,1.970744344541439432e+03
1.817999999999981575e-01,6.869958032587829527e-05,1.970745377455917378e+03
1.820999999999981522e-01,6.730912623318304768e-05,1.970746391540766354e+03
1.823999999999981469e-01,6.594681441703028344e-05,1.970747387139242619e+03
1.826999999999981417e-01,6.461207528815193085e-05,1.970748364588346476e+03
1.829999999999981364e-01,6.330435078555594626e-05,1.970749324218933225e+03
1.832999999999981311e-01,6.202309414319843062e-05,1.970750266355827762e+03
1.835999999999981258e-01,6.076776966137792098e-05,1.970751191317933717e+03
1.838999999999981205e-01,5.953785248275679921e-05,1.970752099418340094e+03
1.841999999999981152e-01,5.833282837291583822e-05,1.970752990964429046e+03
1.844999999999981100e-01,5.715219350535021616e-05,1.970753866257979780e+03
1.847999999999981047e-01,5.599545425081725396e-05,1.970754725595269974e+03
1.850999999999980994e-01,5.486212697094754068e-05,1.970755569267175588e+03
1.853999999999980941e-01,5.375173781603338139e-05,1.970756397559270454e+03
1.856999999999980888e-01,5.266382252690991864e-05,1.970757210751922685e+03
1.859999999999980835e-01,5.159792624084605351e-05,1.970758009120389033e+03
1.862999999999980782e-01,5.055360330136412248e-05,1.970758792934909025e+03
1.865999999999980730e-01,4.953041707190873583e-05,1.970759562460795678e+03
1.868999999999980677e-01,4.852793975328689822e-05,1.970760317958524411e+03
1.871999999999980624e-01,4.754575220480302235e-05,1.970761059683823305e+03
1.874999999999980571e-01,4.658344376901420907e-05,1.970761787887759283e+03
1.877999999999980518e-01,4.564061210003225754e-05,1.970762502816820188e+03
1.880999999999980465e-01,4.471686299530098395e-05,1.970763204713002324e+03
1.883999999999980413e-01,4.381181023077809083e-05,1.970763893813890490e+03
1.886999999999980360e-01,4.292507539945308582e-05,1.970764570352738019e+03
1.889999999999980307e-01,4.205628775313335172e-05,1.970765234558544989e+03
1.892999999999980254e-01,4.120508404743260413e-05,1.970765886656138491e+03
1.895999999999980201e-01,4.037110838989656263e-05,1.970766526866246977e+03
1.898999999999980148e-01,3.955401209120259945e-05,1.970767155405573931e+03
1.901999999999980095e-01,3.875345351937098317e-05,1.970767772486873582e+03
1.904999999999980043e-01,3.796909795692691427e-05,1.970768378319021394e+03
1.907999999999979990e-01,3.720061746095347055e-05,1.970768973107084548e+03
1.910999999999979937e-01,3.644769072597705775e-05,1.970769557052392656e+03
1.913999999999979884e-01,3.571000294962805194e-05,1.970770130352605520e+03
1.916999999999979831e-01,3.498724570102033628e-05,1.970770693201778158e+03
1.919999999999979778e-01,3.427911679179483770e-05,1.970771245790429248e+03
1.922999999999979726e-01,3.358532014977312451e-05,1.970771788305604332e+03
1.925999999999979673e-01,3.290556569516812869e-05,1.970772320930939031e+03
1.928999999999979620e-01,3.223956921930037808e-05,1.970772843846721116e+03
1.931999999999979567e-01,3.158705226576897070e-05,1.970773357229951898e+03
1.934999999999979514e-01,3.094774201402753991e-05,1.970773861254406029e+03
1.937999999999979461e-01,3.032137116531668892e-05,1.970774356090690389e+03
1.940999999999979408e-01,2.970767783090502720e-05,1.970774841906302072e+03
1.943999999999979356e-01,2.910640542259224214e-05,1.970775318865683857e+03
1.946999999999979303e-01,2.851730254542826656e-05,1.970775787130281742e+03
1.949999999999979250e-01,2.794012289260385231e-05,1.970776246858598142e+03
1.952999999999979197e-01,2.737462514246846720e-05,1.970776698206246465e+03
1.955999999999979144e-01,2.682057285763251976e-05,1.970777141326002720e+03
1.958999999999979091e-01,2.627773438611174313e-05,1.970777576367858046e+03
1.961999999999979039e-01,2.574588276447233522e-05,1.970778003479070094e+03
1.964999999999978986e-01,2.522479562293646510e-05,1.970778422804210550e+03
1.967999999999978933e-01,2.471425509240833510e-05,1.970778834485216521e+03
1.970999999999978880e-01,2.421404771338207573e-05,1.970779238661438285e+03
1.973999999999978827e-01,2.372396434669326199e-05,1.970779635469684763e+03
1.976999999999978774e-01,2.324380008607679520e-05,1.970780025044271042e+03
1.979999999999978721e-01,2.277335417249460258e-05,1.970780407517064532e+03
1.982999999999978669e-01,2.231242991019727768e-05,1.970780783017527710e+03
1.985999999999978616e-01,2.186083458448463167e-05,1.970781151672763599e+03
1.988999999999978563e-01,2.141837938113072540e-05,1.970781513607557599e+03
1.991999999999978510e-01,2.098487930743972449e-05,1.970781868944421603e+03
1.994999999999978457e-01,2.056015311489951941e-05,1.970782217803632420e+03
1.997999999999978404e-01,2.014402322340085562e-05,1.970782560303275886e+03
2.000999999999978352e-01,1.973631564699021332e-05,1.970782896559283699e+03
2.003999999999978299e-01,1.933685992112540162e-05,1.970783226685475483e+03
2.006999999999978246e-01,1.894548903140353310e-05,1.970783550793595396e+03
2.009999999999978193e-01,1.856203934373144133e-05,1.970783868993350325e+03
2.012999999999978140e-01,1.818635053590949812e-05,1.970784181392447636e+03
2.015999999999978087e-01,1.781826553060008922e-05,1.970784488096630639e+03
2.018999999999978034e-01,1.745763042965280628e-05,1.970784789209715882e+03
2.021999999999977982e-01,1.710429444975890124e-05,1.970785084833626570e+03
2.024999999999977929e-01,1.675810985940800983e-05,1.970785375068428948e+03
2.027999999999977876e-01,1.641893191712089287e-05,1.970785660012363451e+03
2.030999999999977823e-01,1.608661881093233055e-05,1.970785939761880627e+03
2.033999999999977770e-01,1.576103159909881266e-05,1.970786214411672972e+03
2.036999999999977717e-01,1.544203415200633234e-05,1.970786484054706762e+03
2.039999999999977665e-01,1.512949309525391569e-05,1.970786748782252971e+03
2.042999999999977612e-01,1.482327775388913991e-05,1.970787008683918657e+03
2.045999999999977559e-01,1.452326009777227543e-05,1.970787263847678332e+03
2.048999999999977506e-01,1.422931468804627531e-05,1.970787514359902161e+03
2.051999999999977453e-01,1.394131862469015699e-05,1.970787760305385291e+03
2.054999999999977400e-01,1.365915149513390780e-05,1.970788001767378091e+03
2.057999999999977347e-01,1.338269532391339107e-05,1.970788238827612531e+03
2.060999999999977295e-01,1.311183452334423457e-05,1.970788471566331282e+03
2.063999999999977242e-01,1.284645584519403362e-05,1.970788700062313637e+03
2.066999999999977189e-01,1.258644833333273338e-05,1.970788924392903482e+03
2.069999999999977136e-01,1.233170327734130510e-05,1.970789144634033619e+03
2.072999999999977083e-01,1.208211416705938733e-05,1.970789360860253737e+03
2.075999999999977030e-01,1.183757664805287429e-05,1.970789573144753831e+03
2.078999999999976978e-01,1.159798847798281168e-05,1.970789781559390121e+03
2.081999999999976925e-01,1.136324948385735990e-05,1.970789986174708929e+03
2.084999999999976872e-01,1.113326152014899135e-05,1.970790187059969639e+03
2.087999999999976819e-01,1.090792842775934565e-05,1.970790384283170624e+03
2.090999999999976766e-01,1.068715599381465497e-05,1.970790577911069249e+03
2.093999999999976713e-01,1.047085191227486307e-05,1.970790768009206431e+03
2.096999999999976660e-01,1.025892574534002766e-05,1.970790954641929147e+03
2.099999999999976608e-01,1.005128888563782262e-05,1.970791137872409308e+03
2.102999999999976555e-01,9.847854519176365027e-06,1.970791317762669451e+03
2.105999999999976502e-01,9.648537589046859465e-06,1.970791494373600017e+03
2.108999999999976449e-01,9.453254759860882446e-06,1.970791667764981867e+03
2.111999999999976396e-01,9.261924382907446655e-06,1.970791837995506285e+03
2.114999999999976343e-01,9.074466462015281108e-06,1.970792005122794535e+03
2.117999999999976291e-01,8.890802620106029301e-06,1.970792169203417643e+03
2.120999999999976238e-01,8.710856066424406261e-06,1.970792330292914585e+03
2.123999999999976185e-01,8.534551564431621358e-06,1.970792488445812751e+03
2.126999999999976132e-01,8.361815400348590578e-06,1.970792643715644772e+03
2.129999999999976079e-01,8.192575352335860082e-06,1.970792796154968755e+03
2.132999999999976026e-01,8.026760660297291601e-06,1.970792945815382836e+03
2.135999999999975973e-01,7.864301996294922756e-06,1.970793092747545870e+03
2.138999999999975921e-01,7.705131435562608528e-06,1.970793237001192665e+03
2.141999999999975868e-01,7.549182428106349929e-06,1.970793378625151490e+03
2.144999999999975815e-01,7.396389770879410760e-06,1.970793517667360902e+03
2.147999999999975762e-01,7.246689580520602867e-06,1.970793654174884978e+03
2.150999999999975709e-01,7.100019266644342202e-06,1.970793788193929686e+03
2.153999999999975656e-01,6.956317505671294864e-06,1.970793919769859485e+03
2.156999999999975604e-01,6.815524215188693182e-06,1.970794048947211195e+03
2.159999999999975551e-01,6.677580528829580587e-06,1.970794175769710364e+03
2.162999999999975498e-01,6.542428771660493954e-06,1.970794300280284460e+03
2.165999999999975445e-01,6.410012436067291095e-06,1.970794422521079241e+03
2.168999999999975392e-01,6.280276158129037792e-06,1.970794542533472168e+03
2.171999999999975339e-01,6.153165694470086429e-06,1.970794660358085139e+03
2.174999999999975286e-01,6.028627899580644322e-06,1.970794776034801771e+03
2.177999999999975234e-01,5.906610703596382224e-06,1.970794889602776720e+03
2.180999999999975181e-01,5.787063090527764821e-06,1.970795001100452282e+03
2.183999999999975128e-01,5.669935076930016229e-06,1.970795110565567711e+03
2.186999999999975075e-01,5.555177691004794471e-06,1.970795218035177186e+03
2.189999999999975022e-01,5.442742952124842869e-06,1.970795323545657538e+03
2.192999999999974969e-01,5.332583850773053149e-06,1.970795427132722580e+03
2.195999999999974917e-01,5.224654328887556332e-06,1.970795528831435831e+03
2.198999999999974864e-01,5.118909260604620110e-06,1.970795628676221213e+03
2.201999999999974811e-01,5.015304433391301650e-06,1.970795726700874866e+03
2.204999999999974758e-01,4.913796529559975046e-06,1.970795822938577430e+03
2.207999999999974705e-01,4.814343108156985593e-06,1.970795917421903823e+03
2.210999999999974652e-01,4.716902587217886374e-06,1.970796010182836199e+03
2.213999999999974599e-01,4.621434226381808341e-06,1.970796101252772814e+03
2.216999999999974547e-01,4.527898109857718383e-06,1.970796190662539630e+03
2.219999999999974494e-01,4.436255129735430805e-06,1.970796278442401672e+03
2.222999999999974441e-01,4.346466969634396072e-06,1.970796364622070769e+03
2.225999999999974388e-01,4.258496088683435488e-06,1.970796449230717826e+03
2.228999999999974335e-01,4.172305705824715853e-06,1.970796532296982605e+03
2.231999999999974282e-01,4.087859784435413140e-06,1.970796613848981451e+03
2.234999999999974230e-01,4.005123017260617584e-06,1.970796693914318894e+03
2.237999999999974177e-01,3.924060811651201131e-06,1.970796772520096511e+03
2.240999999999974124e-01,3.844639275100457961e-06,1.970796849692921342e+03
2.243999999999974071e-01,3.766825201073482143e-06,1.970796925458915894e+03
2.246999999999974018e-01,3.690586055123353195e-06,1.970796999843725644e+03
2.249999999999973965e-01,3.615889961288321841e-06,1.970797072872529270e+03
2.252999999999973912e-01,3.542705688764313687e-06,1.970797144570046157e+03
2.255999999999973860e-01,3.471002638847178563e-06,1.970797214960545261e+03
2.258999999999973807e-01,3.400750832139220515e-06,1.970797284067852843e+03
2.261999999999973754e-01,3.331920896014663214e-06,1.970797351915361332e+03
2.264999999999973701e-01,3.264484052338813180e-06,1.970797418526035926e+03
2.267999999999973648e-01,3.198412105435778464e-06,1.970797483922423908e+03
2.270999999999973595e-01,3.133677430299717349e-06,1.970797548126661013e+03
2.273999999999973542e-01,3.070252961044689883e-06,1.970797611160480074e+03
2.276999999999973490e-01,3.008112179588276105e-06,1.970797673045217152e+03
2.279999999999973437e-01,2.947229104564234520e-06,1.970797733801819277e+03
2.282999999999973384e-01,2.887578280459569247e-06,1.970797793450852396e+03
2.285999999999973331e-01,2.829134766971450076e-06,1.970797852012506837e+03
2.288999999999973278e-01,2.771874128579552063e-06,1.970797909506605038e+03
2.291999999999973225e-01,2.715772424329441848e-06,1.970797965952608365e+03
2.294999999999973173e-01,2.660806197822751831e-06,1.970798021369622802e+03
2.297999999999973120e-01,2.606952467409939207e-06,1.970798075776406677e+03
2.300999999999973067e-01,2.554188716581547600e-06,1.970798129191376347e+03
2.303999999999973014e-01,2.502492884553944503e-06,1.970798181632611431e+03
2.306999999999972961e-01,2.451843357045598343e-06,1.970798233117863447e+03
2.309999999999972908e-01,2.402218957240040774e-06,1.970798283664559222e+03
2.312999999999972855e-01,2.353598936931735988e-06,1.970798333289808625e+03
2.315999999999972803e-01,2.305962967851154662e-06,1.970798382010408886e+03
2.318999999999972750e-01,2.259291133165423030e-06,1.970798429842851419e+03
2.321999999999972697e-01,2.213563919150997975e-06,1.970798476803327731e+03
2.324999999999972644e-01,2.168762207034884322e-06,1.970798522907732149e+03
