# time,A,Inert
1.163999999999993096e-01,4.023857845292823643e-01,1.579314818449432334e+00
1.166999999999993043e-01,3.973554861272824423e-01,1.566924253673236622e+00
1.169999999999992990e-01,3.923880725069051056e-01,1.554630899467282612e+00
1.172999999999992937e-01,3.874827575302469129e-01,1.542433993163006223e+00
1.175999999999992884e-01,3.826387648871670821e-01,1.530332778075379041e+00
1.178999999999992832e-01,3.778553279724248259e-01,1.518326503455966092e+00
1.181999999999992779e-01,3.731316897643550679e-01,1.506414424446348654e+00
1.184999999999992726e-01,3.684671027050585579e-01,1.494595802031915666e+00
1.187999999999992673e-01,3.638608285820917332e-01,1.482869902996013955e+00
1.190999999999992620e-01,3.593121384116345629e-01,1.471235999874463518e+00
1.193999999999992567e-01,3.548203123231192246e-01,1.459693370910423615e+00
1.196999999999992514e-01,3.503846394453012381e-01,1.448241300009618815e+00
1.199999999999992462e-01,3.460044177937550702e-01,1.436879076695909641e+00
1.202999999999992409e-01,3.416789541597758384e-01,1.425605996067218273e+00
1.205999999999992356e-01,3.374075640006700127e-01,1.414421358751796864e+00
1.208999999999992303e-01,3.331895713314182994e-01,1.403324470864838469e+00
1.211999999999992250e-01,3.290243086176918297e-01,1.392314643965429477e+00
1.214999999999992197e-01,3.249111166702068343e-01,1.381391195013840889e+00
1.217999999999992145e-01,3.208493445403994282e-01,1.370553446329149327e+00
1.220999999999992092e-01,3.168383494174049630e-01,1.359800725547199773e+00
1.223999999999992039e-01,3.128774965263251828e-01,1.349132365578888715e+00
1.226999999999991986e-01,3.089661590277672509e-01,1.338547704568781027e+00
1.229999999999991933e-01,3.051037179186387172e-01,1.328046085854047265e+00
1.232999999999991880e-01,3.012895619341824927e-01,1.317626857923727801e+00
1.235999999999991827e-01,2.975230874512372337e-01,1.307289374378308944e+00
1.238999999999991775e-01,2.938036983927059809e-01,1.297032993889626562e+00
1.241999999999991722e-01,2.901308061332200650e-01,1.286857080161074585e+00
1.244999999999991669e-01,2.865038294059825685e-01,1.276761001888133240e+00
1.247999999999991616e-01,2.829221942107748022e-01,1.266744132719199722e+00
1.250999999999991563e-01,2.793853337231150258e-01,1.256805851216732606e+00
1.253999999999991510e-01,2.758926882045510398e-01,1.246945540818697129e+00
1.256999999999991457e-01,2.724437049140752687e-01,1.237162589800317125e+00
1.259999999999991405e-01,2.690378380206469577e-01,1.227456391236119604e+00
1.262999999999991352e-01,2.656745485168079401e-01,1.217826342962285535e+00
1.265999999999991299e-01,2.623533041333787064e-01,1.208271847539290178e+00
1.268999999999991246e-01,2.590735792552201211e-01,1.198792312214838729e+00
1.271999999999991193e-01,2.558348548380494081e-01,1.189387148887094181e+00
1.274999999999991140e-01,2.526366183262947485e-01,1.180055774068190066e+00
1.277999999999991088e-01,2.494783635719781401e-01,1.170797608848032301e+00
1.280999999999991035e-01,2.463595907546112795e-01,1.161612078858383912e+00
1.283999999999990982e-01,2.432798063020935320e-01,1.152498614237231100e+00
1.286999999999990929e-01,2.402385228125983596e-01,1.143456649593432184e+00
1.289999999999990876e-01,2.372352589774366916e-01,1.134485623971638102e+00
1.292999999999990823e-01,2.342695395048844664e-01,1.125584980817492475e+00
1.295999999999990770e-01,2.313408950449622470e-01,1.116754167943104337e+00
1.298999999999990718e-01,2.284488621151552490e-01,1.107992637492789312e+00
1.301999999999990665e-01,2.255929830270627656e-01,1.099299845909083029e+00
1.304999999999990612e-01,2.227728058139631095e-01,1.090675253899017871e+00
1.307999999999990559e-01,2.199878841592852463e-01,1.082118326400665298e+00
1.310999999999990506e-01,2.172377773259747125e-01,1.073628532549943948e+00
1.313999999999990453e-01,2.145220500867415780e-01,1.065205345647681767e+00
1.316999999999990401e-01,2.118402726551812942e-01,1.056848243126941922e+00
1.319999999999990348e-01,2.091920206177563246e-01,1.048556706520603177e+00
1.322999999999990295e-01,2.065768748666282351e-01,1.040330221429195179e+00
1.325999999999990242e-01,2.039944215333291400e-01,1.032168277488983543e+00
1.328999999999990189e-01,2.014442519232629014e-01,1.024070368340309845e+00
1.331999999999990136e-01,1.989259624510245350e-01,1.016035991596176080e+00
1.334999999999990083e-01,1.964391545765288571e-01,1.008064648811076491e+00
1.337999999999990031e-01,1.939834347419371330e-01,1.000155845450076963e+00
1.340999999999989978e-01,1.915584143093723157e-01,9.923090908581316816e-01
1.343999999999989925e-01,1.891637094994133295e-01,9.845238982296448116e-01
1.346999999999989872e-01,1.867989413303577928e-01,9.767997845782688815e-01
1.349999999999989819e-01,1.844637355582440519e-01,9.691362707069421933e-01
1.352999999999989766e-01,1.821577226176235298e-01,9.615328811781582719e-01
1.355999999999989714e-01,1.798805375630729009e-01,9.539891442844699032e-01
1.358999999999989661e-01,1.776318200114379020e-01,9.465045920192270978e-01
1.361999999999989608e-01,1.754112140847988444e-01,9.390787600475397623e-01
1.364999999999989555e-01,1.732183683541494434e-01,9.317111876774725188e-01
1.367999999999989502e-01,1.710529357837795306e-01,9.244014178314627905e-01
1.370999999999989449e-01,1.689145736763530414e-01,9.171489970179647067e-01
1.373999999999989396e-01,1.668029436186727887e-01,9.099534753033151624e-01
1.376999999999989344e-01,1.647177114281231924e-01,9.028144062838194817e-01
1.379999999999989291e-01,1.626585470997825023e-01,8.957313470580574588e-01
1.382999999999989238e-01,1.606251247541959914e-01,8.887038581994058939e-01
1.385999999999989185e-01,1.586171225858026834e-01,8.817315037287773993e-01
1.388999999999989132e-01,1.566342228120060354e-01,8.748138510875724805e-01
1.391999999999989079e-01,1.546761116228818622e-01,8.679504711108434467e-01
1.394999999999989027e-01,1.527424791315148134e-01,8.611409380006708192e-01
1.397999999999988974e-01,1.508330193249556861e-01,8.543848292997445748e-01
1.400999999999988921e-01,1.489474300157918318e-01,8.476817258651587750e-01
1.403999999999988868e-01,1.470854127943230782e-01,8.410312118424053685e-01
1.406999999999988815e-01,1.452466729813354229e-01,8.344328746395763829e-01
1.409999999999988762e-01,1.434309195814652549e-01,8.278863049017672893e-01
1.412999999999988709e-01,1.416378652371464153e-01,8.213910964856797614e-01
1.415999999999988657e-01,1.398672261831331309e-01,8.149468464344257201e-01
1.418999999999988604e-01,1.381187222015914373e-01,8.085531549525289963e-01
1.421999999999988551e-01,1.363920765777518751e-01,8.022096253811205058e-01
1.424999999999988498e-01,1.346870160561169094e-01,7.959158641733317108e-01
1.427999999999988445e-01,1.330032707972154948e-01,7.896714808698782617e-01
1.430999999999988392e-01,1.313405743348984300e-01,7.834760880748365963e-01
1.433999999999988340e-01,1.296986635341676186e-01,7.773293014316106087e-01
1.436999999999988287e-01,1.280772785495322974e-01,7.712307395990850578e-01
1.439999999999988234e-01,1.264761627838860703e-01,7.651800242279698239e-01
1.442999999999988181e-01,1.248950628478982527e-01,7.591767799373255743e-01
1.445999999999988128e-01,1.233337285199121586e-01,7.532206342912759478e-01
1.448999999999988075e-01,1.217919127063454704e-01,7.473112177759025920e-01
1.451999999999988022e-01,1.202693714025853816e-01,7.414481637763201682e-01
1.454999999999987970e-01,1.187658636543724167e-01,7.356311085539318784e-01
1.457999999999987917e-01,1.172811515196672122e-01,7.298596912238640710e-01
1.460999999999987864e-01,1.158150000309940975e-01,7.241335537325768179e-01
1.463999999999987811e-01,1.143671771582552149e-01,7.184523408356503493e-01
1.466999999999987758e-01,1.129374537720094773e-01,7.128157000757462392e-01
1.469999999999987705e-01,1.115256036072110046e-01,7.072232817607422284e-01
1.472999999999987653e-01,1.101314032274003235e-01,7.016747389420359138e-01
1.475999999999987600e-01,1.087546319893436669e-01,6.961697273930211871e-01
1.478999999999987547e-01,1.073950720081140037e-01,6.907079055877330953e-01
1.481999999999987494e-01,1.060525081226089683e-01,6.852889346796599002e-01
1.484999999999987441e-01,1.047267278614993913e-01,6.799124784807198951e-01
1.487999999999987388e-01,1.034175214096039463e-01,6.745782034404069760e-01
1.490999999999987335e-01,1.021246815746839759e-01,6.692857786250949736e-01
1.493999999999987283e-01,1.008480037546533870e-01,6.640348756975088529e-01
1.496999999999987230e-01,9.958728590519846935e-02,6.588251688963535635e-01
1.499999999999987177e-01,9.834232850780268154e-02,6.536563350161055386e-01
1.502999999999987124e-01,9.711293453817106125e-02,6.485280533869595132e-01
1.505999999999987071e-01,9.589890943504908449e-02,6.434400058549359924e-01
1.508999999999987018e-01,9.470006106943198998e-02,6.383918767621423740e-01
1.511999999999986966e-01,9.351619971415833787e-02,6.333833529271902796e-01
1.514999999999986913e-01,9.234713801388412524e-02,6.284141236257658747e-01
1.517999999999986860e-01,9.119269095543212911e-02,6.234838805713528442e-01
1.520999999999986807e-01,9.005267583851186974e-02,6.185923178961064695e-01
1.523999999999986754e-01,8.892691224680569773e-02,6.137391321318782511e-01
1.526999999999986701e-01,8.781522201941630024e-02,6.089240221913881923e-01
1.529999999999986648e-01,8.671742922267121345e-02,6.041466893495467394e-01
1.532999999999986596e-01,8.563336012227967808e-02,5.994068372249212739e-01
1.535999999999986543e-01,8.456284315583766087e-02,5.947041717613491540e-01
1.538999999999986490e-01,8.350570890567668436e-02,5.900384012096947517e-01
1.541999999999986437e-01,8.246179007205195477e-02,5.854092361097494868e-01
1.544999999999986384e-01,8.143092144666559673e-02,5.808163892722746358e-01
1.547999999999986331e-01,8.041293988652117863e-02,5.762595757611829184e-01
1.550999999999986279e-01,7.940768428810476842e-02,5.717385128758628587e-01
1.553999999999986226e-01,7.841499556188898101e-02,5.672529201336397042e-01
1.556999999999986173e-01,7.743471660715557647e-02,5.628025192523736786e-01
1.559999999999986120e-01,7.646669228713302846e-02,5.583870341331976794e-01
1.562999999999986067e-01,7.551076940444470531e-02,5.540061908433856486e-01
1.565999999999986014e-01,7.456679667686404167e-02,5.496597175993604978e-01
1.568999999999985961e-01,7.363462471337288429e-02,5.453473447498318194e-01
1.571999999999985909e-01,7.271410599051905677e-02,5.410688047590662686e-01
1.574999999999985856e-01,7.180509482906946572e-02,5.368238321902916166e-01
1.577999999999985803e-01,7.090744737095508454e-02,5.326121636892270361e-01
1.580999999999985750e-01,7.002102155650428983e-02,5.284335379677475020e-01
1.583999999999985697e-01,6.914567710196059536e-02,5.242876957876714261e-01
1.586999999999985644e-01,6.828127547728161939e-02,5.201743799446788552e-01
1.589999999999985592e-01,6.742767988421544123e-02,5.160933352523547901e-01
1.592999999999985539e-01,6.658475523465114121e-02,5.120443085263567395e-01
1.595999999999985486e-01,6.575236812924004082e-02,5.080270485687089499e-01
1.598999999999985433e-01,6.493038683628395147e-02,5.040413061522163174e-01
1.601999999999985380e-01,6.411868127088771185e-02,5.000868340050048655e-01
1.604999999999985327e-01,6.331712297437194770e-02,4.961633867951789623e-01
1.607999999999985274e-01,6.252558509394355590e-02,4.922707211156026608e-01
1.610999999999985222e-01,6.174394236262012448e-02,4.884085954687986120e-01
1.613999999999985169e-01,6.097207107940532528e-02,4.845767702519652165e-01
1.616999999999985116e-01,6.020984908971223348e-02,4.807750077421127366e-01
1.619999999999985063e-01,5.945715576603140956e-02,4.770030720813141500e-01
1.622999999999985010e-01,5.871387198884037845e-02,4.732607292620739092e-01
1.625999999999984957e-01,5.797988012775219524e-02,4.695477471128096658e-01
1.628999999999984905e-01,5.725506402289927410e-02,4.658638952834479041e-01
1.631999999999984852e-01,5.653930896655024602e-02,4.622089452311350377e-01
1.634999999999984799e-01,5.583250168495637600e-02,4.585826702060571414e-01
1.637999999999984746e-01,5.513453032042515273e-02,4.549848452373731478e-01
1.640999999999984693e-01,5.444528441361782406e-02,4.514152471192579563e-01
1.643999999999984640e-01,5.376465488606828325e-02,4.478736543970551209e-01
1.646999999999984587e-01,5.309253402292052337e-02,4.443598473535374516e-01
1.649999999999984535e-01,5.242881545588184283e-02,4.408736079952764175e-01
1.652999999999984482e-01,5.177339414638916504e-02,4.374147200391179657e-01
1.655999999999984429e-01,5.112616636898585643e-02,4.339829688987643097e-01
1.658999999999984376e-01,5.048702969490628800e-02,4.305781416714613563e-01
1.661999999999984323e-01,4.985588297586564244e-02,4.272000271247902159e-01
1.664999999999984270e-01,4.923262632805235767e-02,4.238484156835630179e-01
1.667999999999984218e-01,4.861716111632067433e-02,4.205230994168203118e-01
1.670999999999984165e-01,4.800938993858085146e-02,4.172238720249318855e-01
1.673999999999984112e-01,4.740921661038446921e-02,4.139505288267977812e-01
1.676999999999984059e-01,4.681654614970239686e-02,4.107028667471502303e-01
1.679999999999984006e-01,4.623128476189319186e-02,4.074806843039547877e-01
1.682999999999983953e-01,4.565333982485926534e-02,4.042837815959109404e-01
1.685999999999983900e-01,4.508261987438873242e-02,4.011119602900499181e-01
1.688999999999983848e-01,4.451903458968035215e-02,3.979650236094308124e-01
1.691999999999983795e-01,4.396249477904965591e-02,3.948427763209324537e-01
1.694999999999983742e-01,4.341291236581350244e-02,3.917450247231413218e-01
1.697999999999983689e-01,4.287020037435134573e-02,3.886715766343344924e-01
1.700999999999983636e-01,4.233427291634053735e-02,3.856222413805569516e-01
1.703999999999983583e-01,4.180504517716383123e-02,3.825968297837922250e-01
1.706999999999983531e-01,4.128243340248681503e-02,3.795951541502259885e-01
1.709999999999983478e-01,4.076635488500306853e-02,3.766170282586016604e-01
1.712999999999983425e-01,4.025672795134507820e-02,3.736622673486677537e-01
1.715999999999983372e-01,3.975347194915871546e-02,3.707306881097147677e-01
1.718999999999983319e-01,3.925650723433945360e-02,3.678221086692037844e-01
1.721999999999983266e-01,3.876575515842792252e-02,3.649363485814822172e-01
1.724999999999983213e-01,3.828113805616324694e-02,3.620732288165898205e-01
1.727999999999983161e-01,3.780257923319182284e-02,3.592325717491514636e-01
1.730999999999983108e-01,3.733000295392988055e-02,3.564142011473579452e-01
1.733999999999983055e-01,3.686333442957765577e-02,3.536179421620316843e-01
1.736999999999983002e-01,3.640249980628351700e-02,3.508436213157805628e-01
1.739999999999982949e-01,3.594742615345596082e-02,3.480910664922346465e-01
1.742999999999982896e-01,3.549804145222174717e-02,3.453601069253682265e-01
1.745999999999982844e-01,3.505427458402840535e-02,3.426505731889061823e-01
1.748999999999982791e-01,3.461605531938905661e-02,3.399622971858125564e-01
1.751999999999982738e-01,3.418331430676809640e-02,3.372951121378620076e-01
1.754999999999982685e-01,3.375598306160575157e-02,3.346488525752932541e-01
1.757999999999982632e-01,3.333399395547982647e-02,3.320233543265430076e-01
1.760999999999982579e-01,3.291728020540298644e-02,3.294184545080614535e-01
1.763999999999982526e-01,3.250577586325380935e-02,3.268339915142067786e-01
1.766999999999982474e-01,3.209941580533996058e-02,3.242698050072194693e-01
1.769999999999982421e-01,3.169813572209186081e-02,3.217257359072748235e-01
1.772999999999982368e-01,3.130187210788517443e-02,3.192016263826142897e-01
1.775999999999982315e-01,3.091056225099054686e-02,3.166973198397529665e-01
1.778999999999982262e-01,3.052414422364895658e-02,3.142126609137656512e-01
1.781999999999982209e-01,3.014255687227117980e-02,3.117474954586472169e-01
1.784999999999982156e-01,2.976573980775971962e-02,3.093016705377501507e-01
1.787999999999982104e-01,2.939363339595180494e-02,3.068750344142961439e-01
1.790999999999982051e-01,2.902617874818173502e-02,3.044674365419627882e-01
1.793999999999981998e-01,2.866331771196130307e-02,3.020787275555436024e-01
1.796999999999981945e-01,2.830499286177678292e-02,2.997087592616814455e-01
1.799999999999981892e-01,2.795114749000076476e-02,2.973573846296749812e-01
1.802999999999981839e-01,2.760172559791781305e-02,2.950244577823570857e-01
1.805999999999981787e-01,2.725667188686218059e-02,2.927098339870443655e-01
1.808999999999981734e-01,2.691593174946638536e-02,2.904133696465583947e-01
1.811999999999981681e-01,2.657945126101913733e-02,2.881349222903170637e-01
1.814999999999981628e-01,2.624717717093135241e-02,2.858743505654957051e-01
1.817999999999981575e-01,2.591905689430879997e-02,2.836315142282578305e-01
1.820999999999981522e-01,2.559503850363015892e-02,2.814062741350541463e-01
1.823999999999981469e-01,2.527507072052905326e-02,2.791984922339909025e-01
1.826999999999981417e-01,2.495910290767884912e-02,2.770080315562646889e-01
1.829999999999981364e-01,2.464708506077892269e-02,2.748347562076651762e-01
1.832999999999981311e-01,2.433896780064104953e-02,2.726785313601444716e-01
1.835999999999981258e-01,2.403470236537480140e-02,2.705392232434525313e-01
1.838999999999981205e-01,2.373424060267054561e-02,2.684166991368377997e-01
1.841999999999981152e-01,2.343753496217901647e-02,2.663108273608139620e-01
1.844999999999981100e-01,2.314453848798605010e-02,2.642214772689899793e-01
1.847999999999981047e-01,2.285520481118148359e-02,2.621485192399654052e-01
1.850999999999980994e-01,2.256948814252087918e-02,2.600918246692885960e-01
1.853999999999980941e-01,2.228734326517904998e-02,2.580512659614783155e-01
1.856999999999980888e-01,2.200872552759410711e-02,2.560267165221076779e-01
1.859999999999980835e-01,2.173359083640102538e-02,2.540180507499503748e-01
1.862999999999980782e-01,2.146189564945352735e-02,2.520251440291886302e-01
1.865999999999980730e-01,2.119359696893315798e-02,2.500478727216818853e-01
1.868999999999980677e-01,2.092865233454462015e-02,2.480861141592967112e-01
1.871999999999980624e-01,2.066701981679602146e-02,2.461397466362963693e-01
1.874999999999980571e-01,2.040865801036322730e-02,2.442086494017903231e-01
1.877999999999980518e-01,2.015352602753719968e-02,2.422927026522430916e-01
1.880999999999980465e-01,1.990158349175311439e-02,2.403917875240416113e-01
1.883999999999980413e-01,1.965279053120051744e-02,2.385057860861210244e-01
1.886999999999980360e-01,1.940710777251327887e-02,2.366345813326485303e-01
1.889999999999980307e-01,1.916449633453843476e-02,2.347780571757641377e-01
1.892999999999980254e-01,1.892491782218298085e-02,2.329360984383790911e-01
1.895999999999980201e-01,1.868833432033751435e-02,2.311085908470299488e-01
1.898999999999980148e-01,1.845470838787588441e-02,2.292954210247895863e-01
1.901999999999980095e-01,1.822400305172985208e-02,2.274964764842329346e-01
1.904999999999980043e-01,1.799618180103780551e-02,2.257116456204588117e-01
1.907999999999979990e-01,1.777120858136664594e-02,2.239408177041657955e-01
1.910999999999979937e-01,1.754904778900586923e-02,2.221838828747826067e-01
1.913999999999979884e-01,1.732966426533301754e-02,2.204407321336527004e-01
1.916999999999979831e-01,1.711302329124957111e-02,2.187112573372719249e-01
1.919999999999979778e-01,1.689909058168634001e-02,2.169953511905796106e-01
1.922999999999979726e-01,1.668783228017763770e-02,2.152929072403016730e-01
1.925999999999979673e-01,1.647921495350318163e-02,2.136038198683466172e-01
1.928999999999979620e-01,1.627320558639707565e-02,2.119279842852532236e-01
1.931999999999979567e-01,1.606977157632284714e-02,2.102652965236891103e-01
1.934999999999979514e-01,1.586888072831387289e-02,2.086156534320011691e-01
1.937999999999979461e-01,1.567050124987826379e-02,2.069789526678154912e-01
1.940999999999979408e-01,1.547460174596745550e-02,2.053550926916890562e-01
1.943999999999979356e-01,1.528115121400770889e-02,2.037439727608093554e-01
1.946999999999979303e-01,1.509011903899369969e-02,2.021454929227449737e-01
1.949999999999979250e-01,1.490147498864348267e-02,2.005595540092445228e-01
1.952999999999979197e-01,1.471518920861396816e-02,1.989860576300842565e-01
1.955999999999979144e-01,1.453123221777626040e-02,1.974249061669640370e-01
1.958999999999979091e-01,1.434957490355004070e-02,1.958760027674512627e-01
1.961999999999979039e-01,1.417018851729626681e-02,1.943392513389722021e-01
1.964999999999978986e-01,1.399304466976750670e-02,1.928145565428503738e-01
1.967999999999978933e-01,1.381811532661507934e-02,1.913018237883920836e-01
1.970999999999978880e-01,1.364537280395244218e-02,1.898009592270177570e-01
1.973999999999978827e-01,1.347478976397397873e-02,1.883118697464399582e-01
1.976999999999978774e-01,1.330633921062859479e-02,1.868344629648867328e-01
1.979999999999978721e-01,1.313999448534736852e-02,1.853686472253700812e-01
1.982999999999978669e-01,1.297572926282465275e-02,1.839143315899999520e-01
1.985999999999978616e-01,1.281351754685187104e-02,1.824714258343424211e-01
1.988999999999978563e-01,1.265333366620342501e-02,1.810398404418221974e-01
1.991999999999978510e-01,1.249515227057402741e-02,1.796194865981691480e-01
1.994999999999978457e-01,1.233894832656682282e-02,1.782102761859082896e-01
1.997999999999978404e-01,1.218469711373165905e-02,1.768121217788931887e-01
2.000999999999978352e-01,1.203237422065287290e-02,1.754249366368819674e-01
2.003999999999978299e-01,1.188195554108602801e-02,1.740486347001561629e-01
2.006999999999978246e-01,1.173341727014288668e-02,1.726831305841813324e-01
2.009999999999978193e-01,1.158673590052411440e-02,1.713283395743104842e-01
2.012999999999978140e-01,1.144188821879907336e-02,1.699841776205278654e-01
2.015999999999978087e-01,1.129885130173211537e-02,1.686505613322348551e-01
2.018999999999978034e-01,1.115760251265480660e-02,1.673274079730763531e-01
2.021999999999977982e-01,1.101811949788349815e-02,1.660146354558081350e-01
2.024999999999977929e-01,1.088038018318168015e-02,1.647121623372039267e-01
2.027999999999977876e-01,1.074436277026658872e-02,1.634199078130029736e-01
2.030999999999977823e-01,1.061004573335942031e-02,1.621377917128969115e-01
2.033999999999977770e-01,1.047740781577875292e-02,1.608657344955560231e-01
2.036999999999977717e-01,1.034642802657648707e-02,1.596036572436946854e-01
2.039999999999977665e-01,1.021708563721588151e-02,1.583514816591753693e-01
2.042999999999977612e-01,1.008936017829110098e-02,1.571091300581510530e-01
2.045999999999977559e-01,9.963231436287769277e-03,1.558765253662458550e-01
2.048999999999977506e-01,9.838679450384035102e-03,1.546535911137732755e-01
2.051999999999977453e-01,9.715684509291616297e-03,1.534402514309922971e-01
2.054999999999977400e-01,9.594227148136336841e-03,1.522364310434002610e-01
2.057999999999977347e-01,9.474288145377669085e-03,1.510420552670631300e-01
2.060999999999977295e-01,9.355848519766760824e-03,1.498570500039820286e-01
2.063999999999977242e-01,9.238889527342534352e-03,1.486813417374961976e-01
2.066999999999977189e-01,9.123392658465279831e-03,1.475148575277223095e-01
2.069999999999977136e-01,9.009339634887399487e-03,1.463575250070291434e-01
2.072999999999977083e-01,8.896712406860697239e-03,1.452092723755480375e-01
2.075999999999977030e-01,8.785493150279903227e-03,1.440700283967185635e-01
2.078999999999976978e-01,8.675664263861853839e-03,1.429397223928689231e-01
2.081999999999976925e-01,8.567208366359957764e-03,1.418182842408313160e-01
2.084999999999976872e-01,8.460108293813477925e-03,1.407056443675913648e-01
2.087999999999976819e-01,8.354347096831221675e-03,1.396017337459721785e-01
2.090999999999976766e-01,8.249908037909139610e-03,1.385064838903516116e-01
2.093999999999976713e-01,8.146774588781522525e-03,1.374198268524137456e-01
2.096999999999976660e-01,8.044930427805255246e-03,1.363416952169334007e-01
2.099999999999976608e-01,7.944359437376794300e-03,1.352720220975935084e-01
2.102999999999976555e-01,7.845045701381446121e-03,1.342107411328358479e-01
2.105999999999976502e-01,7.746973502674503465e-03,1.331577864817440615e-01
2.108999999999976449e-01,7.650127320593912150e-03,1.321130928199584775e-01
2.111999999999976396e-01,7.554491828503978948e-03,1.310765953356241298e-01
2.114999999999976343e-01,7.460051891369841315e-03,1.300482297253691966e-01
2.117999999999976291e-01,7.366792563362215863e-03,1.290279321903162468e-01
2.120999999999976238e-01,7.274699085492111576e-03,1.280156394321239066e-01
2.123999999999976185e-01,7.183756883275119187e-03,1.270112886490599169e-01
2.126999999999976132e-01,7.093951564424867337e-03,1.260148175321050834e-01
2.129999999999976079e-01,7.005268916575351466e-03,1.250261642610874802e-01
2.132999999999976026e-01,6.917694905031708703e-03,1.240452675008475170e-01
2.135999999999975973e-01,6.831215670549133437e-03,1.230720663974323587e-01
2.138999999999975921e-01,6.745817527139526780e-03,1.221065005743209309e-01
2.141999999999975868e-01,6.661486959905605840e-03,1.211485101286779720e-01
2.144999999999975815e-01,6.578210622902052121e-03,1.201980356276379502e-01
2.147999999999975762e-01,6.495975337023428449e-03,1.192550181046177077e-01
2.150999999999975709e-01,6.414768087918472361e-03,1.183193990556582476e-01
2.153999999999975656e-01,6.334576023930491885e-03,1.173911204357953320e-01
2.156999999999975604e-01,6.255386454063474252e-03,1.164701246554583070e-01
2.159999999999975551e-01,6.177186845973656887e-03,1.155563545768973355e-01
2.162999999999975498e-01,6.099964823986179022e-03,1.146497535106386773e-01
2.165999999999975445e-01,6.023708167136538998e-03,1.137502652119675023e-01
2.168999999999975392e-01,5.948404807236540651e-03,1.128578338774388762e-01
2.171999999999975339e-01,5.874042826964398327e-03,1.119724041414154464e-01
2.174999999999975286e-01,5.800610457978744652e-03,1.110939210726328008e-01
2.177999999999975234e-01,5.728096079056192377e-03,1.102223301707914715e-01
2.180999999999975181e-01,5.656488214252189221e-03,1.093575773631758619e-01
2.183999999999975128e-01,5.585775531084865610e-03,1.084996090012995684e-01
2.186999999999975075e-01,5.515946838741578664e-03,1.076483718575771548e-01
2.189999999999975022e-01,5.446991086307888773e-03,1.068038131220217374e-01
2.192999999999974969e-01,5.378897361018659951e-03,1.059658803989691062e-01
2.195999999999974917e-01,5.311654886531040273e-03,1.051345217038267554e-01
2.198999999999974864e-01,5.245253021219017930e-03,1.043096854598489359e-01
2.201999999999974811e-01,5.179681256489309174e-03,1.034913204949370613e-01
2.204999999999974758e-01,5.114929215118286729e-03,1.026793760384646925e-01
2.207999999999974705e-01,5.050986649609714475e-03,1.018738017181280570e-01
2.210999999999974652e-01,4.987843440572996105e-03,1.010745475568209234e-01
2.213999999999974599e-01,4.925489595121707032e-03,1.002815639695339434e-01
2.216999999999974547e-01,4.863915245292150212e-03,9.949480176027863942e-02
2.219999999999974494e-01,4.803110646481666135e-03,9.871421211903518012e-02
2.222999999999974441e-01,4.743066175906484466e-03,9.793974661872430210e-02
2.225999999999974388e-01,4.683772331078840667e-03,9.717135721220297728e-02
2.228999999999974335e-01,4.625219728303141611e-03,9.640899622928350565e-02
2.231999999999974282e-01,4.567399101190917389e-03,9.565261637377622805e-02
2.234999999999974230e-01,4.510301299194347663e-03,9.490217072055519287e-02
2.237999999999974177e-01,4.453917286158124052e-03,9.415761271264709575e-02
2.240999999999974124e-01,4.398238138889400475e-03,9.341889615834275684e-02
2.243999999999974071e-01,4.343255045745640641e-03,9.268597522833162128e-02
2.246999999999974018e-01,4.288959305240098996e-03,9.195880445285836702e-02
2.249999999999973965e-01,4.235342324664756464e-03,9.123733871890216118e-02
2.252999999999973912e-01,4.182395618730445561e-03,9.052153326737774619e-02
2.255999999999973860e-01,4.130110808224006155e-03,8.981134369035875809e-02
2.258999999999973807e-01,4.078479618682192588e-03,8.910672592832261096e-02
2.261999999999973754e-01,4.027493879082195104e-03,8.840763626741708625e-02
2.264999999999973701e-01,3.977145520548499777e-03,8.771403133674840480e-02
2.267999999999973648e-01,3.927426575075941215e-03,8.702586810569054587e-02
2.270999999999973595e-01,3.878329174268693898e-03,8.634310388121559099e-02
2.273999999999973542e-01,3.829845548095044735e-03,8.566569630524516199e-02
2.276999999999973490e-01,3.781968023657727822e-03,8.499360335202252315e-02
2.279999999999973437e-01,3.734689023979627983e-03,8.432678332550536116e-02
2.282999999999973384e-01,3.688001066804669215e-03,8.366519485677902102e-02
2.285999999999973331e-01,3.641896763413689838e-03,8.300879690148993406e-02
2.288999999999973278e-01,3.596368817455121349e-03,8.235754873729933534e-02
2.291999999999973225e-01,3.551410023790287519e-03,8.171140996135688173e-02
2.294999999999973173e-01,3.507013267353135955e-03,8.107034048779408753e-02
2.297999999999973120e-01,3.463171522024227362e-03,8.043430054523736938e-02
2.300999999999973067e-01,3.419877849518794272e-03,7.980325067434083930e-02
2.303999999999973014e-01,3.377125398288709657e-03,7.917715172533804080e-02
2.306999999999972961e-01,3.334907402438176335e-03,7.855596485561332221e-02
2.309999999999972908e-01,3.293217180652974110e-03,7.793965152729200041e-02
2.312999999999972855e-01,3.252048135143089432e-03,7.732817350484955110e-02
2.315999999999972803e-01,3.211393750598565393e-03,7.672149285273940911e-02
2.318999999999972750e-01,3.171247593158407242e-03,7.611957193303958702e-02
2.321999999999972697e-01,3.131603309392374732e-03,7.552237340311765412e-02
2.324999999999972644e-01,3.092454625295502999e-03,7.492986021331390911e-02
