0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.604249187198319078e+02,2.603070020715276200e+02,2.601878173712876219e+02,2.602078957404949620e+02,2.601881557585994074e+02,2.601773872258719393e+02,2.601588672002862950e+02
2.605234169550312231e+02,2.599394016533079252e+02,2.593607130168330741e+02,2.594627224654249176e+02,2.593707538665202037e+02,2.593228543941243629e+02,2.592387553129154867e+02
2.607438964482932420e+02,2.591165609824270746e+02,2.575403446981211459e+02,2.578290556902396133e+02,2.575879346447951548e+02,2.574680930328432851e+02,2.572531992810496035e+02
2.611155839686004470e+02,2.577294042721012488e+02,2.545336147482368574e+02,2.551383621954992407e+02,2.546664416644283619e+02,2.544427287009387157e+02,2.540329362921576717e+02
2.616445017480196498e+02,2.557554562462822503e+02,2.503570233245660859e+02,2.514073862595612070e+02,2.506358009948714880e+02,2.502871190380417090e+02,2.496345520960536248e+02
2.623190286478413782e+02,2.532380875850757320e+02,2.451762318304689643e+02,2.467826711326490567e+02,2.456646616242416599e+02,2.451832528080954603e+02,2.442626054369186193e+02
2.631178157699757207e+02,2.502569734608384238e+02,2.392283397055823002e+02,2.414716165598654811e+02,2.399842714200555918e+02,2.393742640968262378e+02,2.381820040952256647e+02
2.640161812948268789e+02,2.469042276783254408e+02,2.327621386215137704e+02,2.356904781391662880e+02,2.338318757109042565e+02,2.331060619146072384e+02,2.316559146213410827e+02
2.649900677953900185e+02,2.432696337774182780e+02,2.260035167006267613e+02,2.296348066949764757e+02,2.274192900185946371e+02,2.265956972905713371e+02,2.249131401291261056e+02
2.660179936469170912e+02,2.394333622731053595e+02,2.191406485264332105e+02,2.234671487129207321e+02,2.209204427907853585e+02,2.200194630836550687e+02,2.181367351084930988e+02
2.670817193935525324e+02,2.354634837413426567e+02,2.123212999937113921e+02,2.173151247969226176e+02,2.144701055875374323e+02,2.135123989386598851e+02,2.114645945659891311e+02
2.681662195097119366e+02,2.314160742070215235e+02,2.056562313658132268e+02,2.112746231575020204e+02,2.081679881870796294e+02,2.071731069391214817e+02,2.049954038496908879e+02
2.692593411896061184e+02,2.273364885588013351e+02,1.992249506788439817e+02,2.054148893079930644e+02,2.020847001006067103e+02,2.010702833181308051e+02,1.987961341206621171e+02
2.703513641294201193e+02,2.232610034643846575e+02,1.930818160239403198e+02,1.997838241395043894e+02,1.962677817460493372e+02,1.952491608416225688e+02,1.929092217644604546e+02
2.714345672125621718e+02,2.192184345231831060e+02,1.872615740175262999e+02,1.944127396295590131e+02,1.907470326598968313e+02,1.897371143954159436e+02,1.873587010899425707e+02
2.725028464478049841e+02,2.152315621405860782e+02,1.817840183399912064e+02,1.893203263794616191e+02,1.855389062818701973e+02,1.845482318353977007e+02,1.821551332923176858e+02
2.735513966386801599e+02,2.113183195539537849e+02,1.766577437450575587e+02,1.845158292024867706e+02,1.806499945425057945e+02,1.796869025925988979e+02,1.772994268569076439e+02
2.745764543909365329e+02,2.074927519418405950e+02,1.718830946875446273e+02,1.800015265256876944e+02,1.760797253014939656e+02,1.751505700112612089e+02,1.727857315275294354e+02
2.755750942492350077e+02,2.037657772522072435e+02,1.674544439812651717e+02,1.757746360653301565e+02,1.718224183426795548e+02,1.709318099545187692e+02,1.686035963156259925e+02
2.765450683511542707e+02,2.001457846218184784e+02,1.633619358571405371e+02,1.718287653224589064e+02,1.678688368659597074e+02,1.670198843993141793e+02,1.647395607082327729e+02
2.774846805943682853e+02,1.966391039907298648e+02,1.595928100397385663e+02,1.681550084829900698e+02,1.642073499606589735e+02,1.634018935659532588e+02,1.611783171321088162e+02
2.783926876409897204e+02,1.932503755591079653e+02,1.561324023582320422e+02,1.647427721554047935e+02,1.608247987534676611e+02,1.600636246673242908e+02,1.579035528313312682e+02
2.792682205481156075e+02,1.899828422660156377e+02,1.529648974154435450e+02,1.615803946433289866e+02,1.577071383865598762e+02,1.569901729763032563e+02,1.548985537348762307e+02
2.801107221557757612e+02,1.868385834607691720e+02,1.500738918443773002e+02,1.586556085590264615e+02,1.548399110055199230e+02,1.541663926733193932e+02,1.521466324050529124e+02
2.809198964938877907e+02,1.838187037187540795e+02,1.474428129975613899e+02,1.559558846920339192e+02,1.522085915230154001e+02,1.515772206727777700e+02,1.496314263330160941e+02
2.816956673779938001e+02,1.809234873642377295e+02,1.450552272331036932e+02,1.534686858234845488e+02,1.497988376016201357e+02,1.492079057366883603e+02,1.473371008835009093e+02
2.824381440718305498e+02,1.781525266194032895e+02,1.428950637760379720e+02,1.511816521469491477e+02,1.475966674806168442e+02,1.470441669886105274e+02,1.452484822623943899e+02
2.831475924360469207e+02,1.755048292788011111e+02,1.409467739273164000e+02,1.490827346543941871e+02,1.455885834042957470e+02,1.450722998259898873e+02,1.433511392679835694e+02
2.838244103899136235e+02,1.729789102874959212e+02,1.391954407122832151e+02,1.471602888688429687e+02,1.437616540273308487e+02,1.432792426860854675e+02,1.416314277082815352e+02
2.844691068161756675e+02,1.705728704692277233e+02,1.376268505359455219e+02,1.454031383285917514e+02,1.421035659053262350e+02,1.416526147506286009e+02,1.400765077726318566e+02
2.850822832628161336e+02,1.682844648163608383e+02,1.362275357546236592e+02,1.438006149986070739e+02,1.406026517399668592e+02,1.401807321724110125e+02,1.386743419961919130e+02
2.856646179590414363e+02,1.661111621430378875e+02,1.349847950620789447e+02,1.423425821109389062e+02,1.392479012230122066e+02,1.388526085449474579e+02,1.374136794986891914e+02
2.862168517815897530e+02,1.640501974596297146e+02,1.338866970575536186e+02,1.410194436738609056e+02,1.380289589514096349e+02,1.376579439452886504e+02,1.362840307286371058e+02
2.867397758932461898e+02,1.620986181064251355e+02,1.329220711905485928e+02,1.398221439324484550e+02,1.369361128488978636e+02,1.365871058358909522e+02,1.352756358655496172e+02
2.872342208371214838e+02,1.602533244543368482e+02,1.320804893720700761e+02,1.387421593329352731e+02,1.359602757408989646e+02,1.356311043234223632e+02,1.343794292269878952e+02
2.877010469144793774e+02,1.585111058153391070e+02,1.313522408379592150e+02,1.377714849818310938e+02,1.350929621257806730e+02,1.347815636742394361e+02,1.335870014227925822e+02
2.881411357056243219e+02,1.568686720869447129e+02,1.307283022978811289e+02,1.369026171561643821e+02,1.343262617202531999e+02,1.340306915296260968e+02,1.328905605434042627e+02
2.885553826162221185e+02,1.553226815697152858e+02,1.302003049676038700e+02,1.361285330823064612e+02,1.336528109956963419e+02,1.333712469133526213e+02,1.322828933247006375e+02
2.889446903480657625e+02,1.538697653346953302e+02,1.297604997357295815e+02,1.354426689347785668e+02,1.330657636405377957e+02,1.327965078537082775e+02,1.317573269704255949e+02
2.893099632056260475e+02,1.525065484716543835e+02,1.294017214392402195e+02,1.348388967963340406e+02,1.325587606628991750e+02,1.323002392327223049e+02,1.313076921145813571e+02
2.896521021591005365e+02,1.512296685140391901e+02,1.291173530002214704e+02,1.343115011538507986e+02,1.321259006737988670e+02,1.318766613125854406e+02,1.309282872549633510e+02
