0.000000000000000000e+00,0.000000000000000000e+00
8.749999999999999098e-04,8.618436879955568687e-05
1.749999999999999820e-03,4.272109657823263155e-04
2.624999999999999729e-03,1.163499809519520775e-03
3.499999999999999639e-03,2.319690670088011674e-03
4.374999999999999549e-03,3.803473323748275507e-03
5.249999999999999459e-03,5.459829958571811581e-03
6.124999999999999369e-03,7.129752109251835494e-03
6.999999999999999278e-03,8.686776997372783540e-03
7.875000000000000056e-03,1.004928189191837094e-02
8.750000000000000833e-03,1.117709324125350061e-02
9.625000000000001610e-03,1.206142701349340908e-02
1.050000000000000239e-02,1.271399083379618454e-02
1.137500000000000316e-02,1.315794152528152079e-02
1.225000000000000394e-02,1.342140223807775957e-02
1.312500000000000472e-02,1.353329356015731816e-02
1.400000000000000550e-02,1.352092382903750251e-02
1.487500000000000627e-02,1.340878382184748120e-02
1.575000000000000705e-02,1.321810238661143971e-02
1.662500000000000783e-02,1.296684701100288620e-02
1.750000000000000860e-02,1.266996046610323855e-02
1.837500000000000938e-02,1.233970348865370999e-02
1.925000000000001016e-02,1.198602710081565249e-02
2.012500000000001094e-02,1.161693271896854958e-02
2.100000000000001171e-02,1.123879948189700044e-02
2.187500000000001249e-02,1.085667076584443877e-02
2.275000000000001327e-02,1.047449886156665705e-02
2.362500000000001404e-02,1.009535041666618019e-02
2.450000000000001482e-02,9.721576878844178857e-03
2.537500000000001560e-02,9.354954676344933578e-03
2.625000000000001638e-02,8.996799766250649505e-03
2.712500000000001715e-02,8.648060780444551815e-03
2.800000000000001793e-02,8.309394481322625314e-03
2.887500000000001871e-02,7.981226702572619125e-03
2.975000000000001948e-02,7.663801444694133547e-03
3.062500000000002026e-02,7.357220342935181373e-03
3.150000000000002104e-02,7.061474334064789596e-03
3.237500000000002182e-02,6.776469016794926803e-03
3.325000000000002259e-02,6.502044923643353000e-03
3.412500000000002337e-02,6.237993692951535399e-03
3.500000000000002415e-02,5.984070941721616674e-03
3.587500000000002492e-02,5.740006486389753748e-03
3.675000000000002570e-02,5.505512433771792523e-03
3.762500000000002648e-02,5.280289563147968004e-03
3.850000000000002726e-02,5.064032338511994039e-03
3.937500000000002803e-02,4.856432823817357150e-03
4.025000000000002881e-02,4.657183720650262190e-03
4.112500000000002959e-02,4.465980704714980418e-03
4.200000000000003036e-02,4.282524202849062427e-03
4.287500000000003114e-02,4.106520724379393063e-03
4.375000000000003192e-02,3.937683838177069399e-03
4.462500000000003270e-02,3.775734868710058090e-03
4.550000000000003347e-02,3.620403369872422089e-03
4.637500000000003425e-02,3.471427423697220991e-03
4.725000000000003503e-02,3.328553801680113940e-03
4.812500000000003580e-02,3.191538018904539666e-03
4.900000000000003658e-02,3.060144305105548350e-03
4.987500000000003736e-02,2.934145511947806179e-03
