# t,Ke0,Kd0,Ke1,Ke2,Ke3
0.21,-2.03645778192576E+016,133851565872.475,-6.29889882627736E+029,-4.54755884522376E+031,0
0.212,-1.80423476325838E+016,118588094822.755,-5.58012506394533E+029,-4.03401713189846E+031,0
0.214,-1.59838457971985E+016,105058047976.895,-4.94304358289917E+029,-3.57814927305756E+031,0
0.216,-1.41592614821219E+016,93065485782.1839,-4.37841201366716E+029,-3.17351966533848E+031,0
0.218,-1.25421353622006E+016,82436497341.4678,-3.87802812904032E+029,-2.81440539310683E+031,0
0.22,-1.11089852023197E+016,73016739466.9705,-3.43461350553837E+029,-2.49571802068903E+031,0
0.222,-9.83897295488368E+015,64669248590.8901,-3.04171010242817E+029,-2.21293387177709E+031,0
0.224,-8713608812838672,57272495576.7982,-2.69358833657427E+029,-1.96203188768901E+031,0
0.226,-7716488148065948,50718656676.3638,-2.38516538623377E+029,-1.73943825168782E+031,0
0.228,-6833057716116154,44912076848.9384,-2.11193259499814E+029,-1.54197705219568E+031,0
0.23,-6050407894292129,39767904191.592,-1.86989097043879E+029,-1.3668263346364E+031,0
0.232,-5357088081898288,35210876608.9384,-1.65549388199141E+029,-1.21147896053631E+031,0
0.234,-4742942697734318,31174243862.3174,-1.46559616070699E+029,-1.07370775425677E+031,0
0.236,-4198965495981436,27598810023.794,-1.29740889100737E+029,-9.51534473075782E+030,0
0.238,-3.71717016924915E+015,24432082979.1529,-1.14845926258689E+029,-8.43202185888819E+030,0
0.24,-3290475431484560,21627519106.7393,-1.01655492010735E+029,-7.47150690146932E+030,0
0.242,-2.91260297178033E+015,19143852550.3654,-8.99752310313744E+028,-6.61994636365508E+030,0
0.244,-2577986847715211,16944499683.8214,-7.96328581382667E+028,-5.86504065043232E+030,0
0.246,-2281693044643194,14997030393.2118,-7.04756638510778E+028,-5.1958709261154E+030,0
0.248,-2019348067931896,13272698729.9508,-6.23683003528013E+028,-4.60274511424594E+030,0
0.25,-1.78707556015173E+015,11746026311.6828,-5.51908165332284E+028,-4.07706094195415E+030,0
0.252,-1.58144004748525E+015,10394432579.2941,-4.88369142665616E+028,-3.61118415971504E+030,0
0.254,-1399397018198323,9197906675.50759,-4.3212401164348E+028,-3.19834026998102E+030,0
0.256,-1.23824862482356E+015,8138716285.40223,-3.82338177980188E+028,-2.83251827933858E+030,0
0.258,-1.09560438035522E+015,7201149301.82394,-3.38272198307062E+028,-2.50838515027208E+030,0
0.26,-969346288627814,6371284635.62098,-2.99270976777478E+028,-2.22120977301567E+030,0
0.262,-857597911601123,5636788902.22884,-2.64754182510443E+028,-1.96679540660314E+030,0
0.264,-758696931406416,4986736078.32891,-2.34207750665248E+028,-1.74141965315852E+030,0
0.266,-671170814601516,4411447549.02896,-2.07176345257679E+028,-1.54178113189163E+030,0
0.268,-593715229660672,3902350250.86613,-1.83256675455281E+028,-1.3649521106514E+030,0
0.27,-525174907905491,3451850875.26289,-1.62091569200406E+028,-1.20833643434478E+030,0
0.272,-464526672683600,3053224323.48142,-1.43364718780306E+028,-1.06963216217704E+030,0
0.274,-410864392305854,2700514805.5861,-1.26796022529332E+028,-9.46798390364034E+029,0
0.276,-363385639837835,2388448158.61163,-1.12137455358302E+028,-8.38025794680853E+029,0
0.278,-321379867037301,2112354116.52073,-9.91694083582865E+027,-7.41710478560742E+029,0
0.28,-284217921375393,1868097408.11472,-8.76974444440363E+027,-6.56430758254102E+029,0
0.282,-251342754335506,1652016684.88563,-7.75494229640533E+027,-5.8092655730075E+029,0
0.284,-222261186234458,1460870393.05287,-6.85729515046013E+027,-5.14081118879068E+029,0
0.286,-196536607970547,1291788803.95113,-6.06331278179327E+027,-4.54904776891528E+029,0
0.288,-173782513552331,1142231504.85836,-5.36105389855836E+027,-4.02520555422163E+029,0
0.29,-153656769281488,1009949731.63828,-4.73994886359702E+027,-3.56151391785005E+029,0
0.292,-135856536015020,892952994.013211,-4.19064263312294E+027,-3.15108801170655E+029,0
0.294,-120113770395110,789479506.198953,-3.70485561611295E+027,-2.78782821151597E+029,0
0.296,-106191239310303,697969990.881229,-3.27526041786886E+027,-2.46633092340592E+029,0
0.298,-93878989270268.3,617044473.279115,-2.89537266152265E+027,-2.18180947522818E+029,0
0.3,-82991218968650.1,545481725.202636,-2.55945428578839E+027,-1.93002395844707E+029,0
0.302,-73363509176032.9,482201057.827881,-2.26242789864594E+027,-1.70721901315769E+029,0
0.304,-64850369293948.3,426246195.75197,-1.99980092765777E+027,-1.5100686615216E+029,0
0.306,-57323064496224,376770995.312078,-1.76759845044564E+027,-1.33562739508797E+029,0
0.308,-50667691497494.4,333026797.065897,-1.56230371556547E+027,-1.18128681051582E+029,0
0.31,-44783474598564.1,294351226.099505,-1.38080547641009E+027,-1.04473716734177E+029,0
0.312,-39581256882263.3,260158275.013586,-1.22035136046249E+027,-9.23933311752195E+028,0
0.314,-34982164288418.7,229929523.204686,-1.07850658465154E+027,-8.17064472801485E+028,0
0.316,-30916422826424.4,203206362.681367,-9.53117405961572E+026,-7.2252749300876E+028,0
0.318,-27322311436967.3,179583115.46815,-8.42278765969493E+026,-6.38903104556502E+028,0
0.32,-24145234986786.5,158700940.623879,-7.44305649659591E+026,-5.64934906117625E+028,0
0.322,-21336903669614.8,140242440.634677,-6.57707733490316E+026,-4.99510734193991E+028,0
0.324,-18854606634083.2,123926887.142196,-5.81166946170998E+026,-4.41646157394026E+028,0
0.326,-16660569054359.9,109505995.118672,-5.1351760854341E+026,-3.90469852718197E+028,0
0.328,-14721383087911.4,96760182.6909301,-4.53728857047251E+026,-3.45210650140636E+028,0
0.33,-13007504255260.2,85495260.9575919,-4.00889088987153E+026,-3.0518605592585E+028,0
0.332,-11492805743331.2,75539504.5348232,-3.54192197732103E+026,-2.69792086563943E+028,0
0.334,-10154183989458.5,66741059.1500209,-3.1292539247634E+026,-2.38494264231268E+028,0
0.336,-8971209665445.08,58965647.6438651,-2.76458420682221E+026,-2.10819641573553E+028,0
0.338,-7925818847988.39,52094540.1061658,-2.4423403213059E+026,-1.86349738587276E+028,0
0.34,-7002039763918.97,46022757.8355769,-2.15759541941883E+026,-1.64714287668614E+028,0
0.342,-6185751022621.89,40657484.2596327,-1.90599366271252E+026,-1.45585694696078E+028,0
0.344,-5464467717971.31,35916659.0326093,-1.68368418842963E+026,-1.28674134468122E+028,0
0.346,-4827152196136.57,31727734.2570055,-1.48726269314844E+026,-1.13723208100935E+028,0
0.348,-4264046651902.85,28026574.1784349,-1.31371975814472E+026,-1.00506098219347E+028,0
0.35,-3766525042671.25,24756481.851991,-1.16039514045E+026,-8.88221650716979E+027,0
0.352,-3326962096832.26,21867338.1640128,-1.02493734265815E+026,-7.84939331722206E+027,0
0.354,-2938617448249.62,19314840.2762089,-9.05267853410293E+025,-6.93644238130606E+027,0
0.356,-2595533154400.43,17059828.0363987,-7.99549520333043E+025,-6.12947938759015E+027,0
0.358,-2292443056659.26,15067688.2248542,-7.06158579044787E+025,-5.41622458829232E+027,0
0.36,-2024692617028.44,13307827.660003,-6.23659916632502E+025,-4.78581782272478E+027,0
0.362,-1788168024066.68,11753207.2285277,-5.5078519646961E+025,-4.22865480658802E+027,0
0.364,-1579233498229.97,10379929.8082405,-4.86413514180272E+025,-3.73624225002455E+027,0
0.366,-1394675850956.27,9166875.86780041,-4.29554292560368E+025,-3.30106964537346E+027,0
0.368,-1231655460042.51,8095381.23947077,-3.79332156912514E+025,-2.91649581234992E+027,0
0.37,-1087662920476.11,7148952.19542312,-3.34973562019747E+025,-2.57664850692782E+027,0
0.372,-960480715251.357,6313013.51882335,-2.95794968355272E+025,-2.27633559405034E+027,0
0.374,-848149326074.893,5574685.75757501,-2.6119238845081E+025,-2.01096645591086E+027,0
0.376,-748937270832.293,4922588.28772594,-2.30632144994027E+025,-1.77648245962792E+027,0
0.378,-661314613922.028,4346665.20296636,-2.03642700502094E+025,-1.5692954428855E+027,0
0.38,-583929547615.95,3838031.38960953,-1.79807434591641E+025,-1.38623329547336E+027,0
0.382,-515587689319.335,3388836.45224293,-1.58758259171687E+025,-1.2244918203499E+027,0
0.384,-455233780407.339,2992144.42454076,-1.40169974555895E+025,-1.08159215153559E+027,0
0.386,-401935508578.032,2641827.43735793,-1.23755280688937E+025,-9.5534308903569E+026,0
0.388,-354869207878.724,2332471.7284497,-1.09260367600951E+025,-8.43807784476981E+026,0
0.39,-313307218910.736,2059294.56399731,-9.64610179717301E+024,-7.45274276161097E+026,0
0.392,-276606716830.729,1818070.80773813,-8.51591624484513E+024,-6.5822942984988E+026,0
0.394,-244199837109.769,1605068.01989732,-7.51798352247332E+024,-5.81335892591904E+026,0
0.396,-215584948494.712,1416989.0964104,-6.63684834614222E+024,-5.13411712051458E+026,0
0.398,-190318940236.703,1250921.57472349,-5.85885895023805E+024,-4.53412313788525E+026,0
