2.576586658599941302e+02,2.587402202638119775e+02,2.582143860727406377e+02,2.583479950685925246e+02,2.583049154935918637e+02
2.576576396960521151e+02,2.587390782029671072e+02,2.582132533845009448e+02,2.583468562223666254e+02,2.583037746469784111e+02
2.576528632647292056e+02,2.587338013387469573e+02,2.582080262019446195e+02,2.583416009152426227e+02,2.582985120457329344e+02
2.576405608405767680e+02,2.587202915167880519e+02,2.581946615096782693e+02,2.583281641115668208e+02,2.582850612785667863e+02
2.576171980775714019e+02,2.586947637306240608e+02,2.581694433836925668e+02,2.583028082868720503e+02,2.582596874600251908e+02
2.575804834953576119e+02,2.586548143480050044e+02,2.581300344629490837e+02,2.582631803424002328e+02,2.582200436389547349e+02
2.575297063420468930e+02,2.585997606406288014e+02,2.580758002274379237e+02,2.582086385595607680e+02,2.581654956363101405e+02
2.574655418095621826e+02,2.585304125253264260e+02,2.580075716170410942e+02,2.581400154962307738e+02,2.580968827194013215e+02
2.573896089211598337e+02,2.584485890458178119e+02,2.579271593385357164e+02,2.580591310779083187e+02,2.580160292352319971e+02
2.573040067877856814e+02,2.583566191119950304e+02,2.578368578610571831e+02,2.579682946622299369e+02,2.579252461539555270e+02
2.572109125976893438e+02,2.582569609131480775e+02,2.577390516107013809e+02,2.578699143897123349e+02,2.578269391887558299e+02
2.571124115660921348e+02,2.581519023391891778e+02,2.576359696088069313e+02,2.577662373416179094e+02,2.577233528889078116e+02
2.570103237868421502e+02,2.580434348097757606e+02,2.575295426787033080e+02,2.576592114815715604e+02,2.576164315835193293e+02
2.569061295551888975e+02,2.579332061244931538e+02,2.574213485638861130e+02,2.575504331934355946e+02,2.575077666110266819e+02
2.568009865501817330e+02,2.578225108486120689e+02,2.573126170004750293e+02,2.574411487547484967e+02,2.573985990856813260e+02
2.566957602954169033e+02,2.577123209132209922e+02,2.572042632559655999e+02,2.573322873677608982e+02,2.572898533403676424e+02
2.565910682042096482e+02,2.576033313119176000e+02,2.570969354369999564e+02,2.572245082559955449e+02,2.571821842844069579e+02
2.564873268737203489e+02,2.574960100107185781e+02,2.569910649512970622e+02,2.571182511317388730e+02,2.570760280201549222e+02
2.563847967216244683e+02,2.573906457498366080e+02,2.568869140791084646e+02,2.570137839302711313e+02,2.569716496305460964e+02
2.562836210602416145e+02,2.572873905180918541e+02,2.567846176874617754e+02,2.569112447907172054e+02,2.568691851478114927e+02
2.561838585862037689e+02,2.571862954470354339e+02,2.566842180460200780e+02,2.568106771924802842e+02,2.567686766340029862e+02
2.560855093554968107e+02,2.570873400293218651e+02,2.565856928197123921e+02,2.567120582867227654e+02,2.566701004316046806e+02
2.559885348779256162e+02,2.569904551889937352e+02,2.564889768772084722e+02,2.566153210407562142e+02,2.565733892166496730e+02
2.558928732016482854e+02,2.568955410114905362e+02,2.563939788148003913e+02,2.565203710748426147e+02,2.564784487400982016e+02
2.557984499014187634e+02,2.568024800204245253e+02,2.563005931274437330e+02,2.564270991125507066e+02,2.563851701910879228e+02
2.557051858241378000e+02,2.567111468531945775e+02,2.562087089089646952e+02,2.563353899270566103e+02,2.562934390599887706e+02
2.556130023366713715e+02,2.566214150974954009e+02,2.561182158541234344e+02,2.562451285487106816e+02,2.562031412769444501e+02
2.555218246977227636e+02,2.565331619380816619e+02,2.560290082131662643e+02,2.561562043880924762e+02,2.561141672743357276e+02
2.554315840554146462e+02,2.564462711502593493e+02,2.559409872214740460e+02,2.560685138031401493e+02,2.560264145037402841e+02
