# t,Ke0,Kd0,Ke1,Ke2,Ke3
0,0,0,0,0,0
0.002,-1.03629574408421E+019,68112707155324.4,-3.4054166207922E+032,-2.70420032592371E+033,0
0.004,-1.10980144134841E+020,729440278493828,-3.64660502319104E+033,-2.93645508408628E+034,0
0.006,-3.98369428884428E+020,2618366916003667,-1.3088017945503E+034,-1.07207529283671E+035,0
0.008,-8.46220834140606E+020,5561965137533343,-2.77975306987283E+034,-2.32145639405523E+035,0
0.01,-1.33180847618235E+021,8753593406404324,-4.37412937777243E+034,-3.72990501296352E+035,0
0.012,-1.74285936314011E+021,1.14553136888091E+016,-5.72314240440136E+034,-4.98709486650263E+035,0
0.014,-2.02642777983828E+021,1.33191288038523E+016,-6.65307951017507E+034,-5.92590249521573E+035,0
0.016,-2.17969834045576E+021,1.43265337342844E+016,-7.1549408550723E+034,-6.51294054688774E+035,0
0.018,-2.22506840045153E+021,1.46247396173773E+016,-7.30249281518579E+034,-6.78985252619762E+035,0
0.02,-2.19151644551434E+021,1.44042135617176E+016,-7.19103999168595E+034,-6.82464608203915E+035,0
0.022,-2.1053555102366E+021,1.38379035152976E+016,-6.90706332601162E+034,-6.68499513048066E+035,0
0.024,-1.98720840183209E+021,1.30613572537493E+016,-6.5183064143591E+034,-6.42760954113463E+035,0
0.026,-1.85197814566615E+021,1.21725281027035E+016,-6.07369835477578E+034,-6.09610178075548E+035,0
0.028,-1.70988112423269E+021,1.12385654460002E+016,-5.60676153560464E+034,-5.72238552272131E+035,0
0.03,-1.56764090923741E+021,1.03036614301132E+016,-5.13954186887688E+034,-5.32907380733798E+035,0
0.032,-1.42951049226717E+021,9.39576978663869E+015,-4.68597143154997E+034,-4.93180601919282E+035,0
0.034,-1.29804961444398E+021,8531714994155994,-4.25442415332789E+034,-4.54115583313789E+035,0
0.036,-1.17468132745038E+021,7720850392835284,-3.84954485655793E+034,-4.16408029193362E+035,0
0.038,-1.06007740581855E+021,6967591388751472,-3.47351531149419E+034,-3.80497799666032E+035,0
0.04,-9.54420272763306E+020,6273137017576892,-3.12691427272977E+034,-3.46644652161782E+035,0
0.042,-8.57579212317786E+020,5636628136921267,-2.80929580111542E+034,-3.14981983316E+035,0
0.044,-7.69228342919461E+020,5055922833504553,-2.51957624442335E+034,-2.85554899323315E+035,0
0.046,-6.88925449430919E+020,4528114563930203,-2.25629266758494E+034,-2.58347261633477E+035,0
0.048,-6.16164613465576E+020,4049878079295053,-2.01777526404208E+034,-2.33301004655309E+035,0
0.05,-5.50411289861421E+020,3617699973136943,-1.80226216357665E+034,-2.10330022126843E+035,0
0.052,-4.91125574017741E+020,3.22803161145309E+015,-1.60797550664884E+034,-1.8933020955819E+035,0
0.054,-4.37777474589943E+020,2877389515950609,-1.4331713108713E+034,-1.70186759223447E+035,0
0.056,-3.8985673429481E+020,2562419913705532,-1.27617147620325E+034,-1.52779468758134E+035,0
0.058,-3.46878906200519E+020,2.27993867506042E+015,-1.13538353128723E+034,-1.36986596441073E+035,0
0.06,-3.08388843408568E+020,2.02695425044796E+015,-1.00931191857401E+034,-1.22687641164161E+035,0
0.062,-2.73962396461294E+020,1.80067882714915E+015,-8.96563422495182E+033,-1.09765319013342E+035,0
0.064,-2.43206870353619E+020,1.5985313331901E+015,-7.95848548770181E+033,-9.81069350906087E+034,0
0.066,-2.15760629168948E+020,1.41813483882222E+015,-7.05980125612296E+033,-8.76052978955982E+034,0
0.068,-1.91292124306008E+020,1.25731016940175E+015,-6.25870029897994E+033,-7.81592870838058E+034,0
0.07,-1.69498544336768E+020,1.11406703136256E+015,-5.54524685897596E+033,-6.9674158995832E+034,0
0.072,-1.50104229515946E+020,986593591286236,-4.91039803885687E+033,-6.20616548805884E+034,0
0.074,-1.32858954527574E+020,873245188916174,-4.34594696764654E+033,-5.52399621339451E+034,0
0.076,-1.17536154391947E+020,772532676583414,-3.84446418986473E+033,-4.91335677522527E+034,0
0.078,-1.03931147355271E+020,683110738802096,-3.39923903043625E+033,-4.36730346087641E+034,0
0.08,-9.18593929393451E+019,603766442931994,-3.00422217594423E+033,-3.87947244522491E+034,0
0.082,-8.11548115990077E+019,533408194785441,-2.65397033032342E+033,-3.44404862405878E+034,0
0.084,-7.16681836751396E+019,471055215415417,-2.34359351633704E+033,-3.05573242309554E+034,0
0.086,-6.32656387260768E+019,415827611926503,-2.06870537920612E+033,-2.70970569121689E+034,0
0.088,-5.58272413979751E+019,366937082809423,-1.82537668809082E+033,-2.40159752039949E+034,0
0.09,-4.92457155471346E+019,323678531974281,-1.61009339403801E+033,-2.12745233109206E+034,0
0.092,-4.34251211214489E+019,285421372251469,-1.41971317548431E+033,-1.88369263169959E+034,0
0.094,-3.82798092246072E+019,251602657342535,-1.25143110674072E+033,-1.66709096675929E+034,0
0.096,-3.37334055894196E+019,221720400479458,-1.10274627897566E+033,-1.47474066757607E+034,0
0.098,-2.97178632665636E+019,195327348016418,-9.71430705252269E+032,-1.30402744942458E+034,0
0.1,-2.61726029465275E+019,172025329011683,-8.55501108764858E+032,-1.15260294498348E+034,0
0.102,-2.30437356672927E+019,151460146300732,-7.53193420306515E+032,-1.01836020822654E+034,0
0.104,-2.02833600664844E+019,133316957537498,-6.62939726285042E+032,-8.99411073362934E+033,0
0.106,-1.78489275632032E+019,117316102712089,-5.83347449217867E+032,-7.94065276287142E+033,0
0.108,-1.57026697477912E+019,103209340544872,-5.13180571926277E+032,-7.00811258780715E+033,0
0.11,-1.38110827321751E+019,90776459267122.3,-4.51342732503831E+032,-6.18298574068957E+033,0
0.112,-1.21444635448484E+019,79822229475866.5,-3.96862028046663E+032,-5.45321806898235E+033,0
0.114,-1.0676493946175E+019,70173668667964.4,-3.48877374930753E+032,-4.8080591681133E+033,0
0.116,-9.38386733540963E+018,61677589004886.2,-3.06626283179465E+032,-4.23792910937829E+033,0
0.118,-8.24595471723416E+018,54198401804461.1,-2.69433912318343E+032,-3.73429752334888E+033,0
0.12,-7.24450599406173E+018,47616154218549.1,-2.3670328594618E+032,-3.28957411339696E+033,0
0.122,-6.3633831408701E+018,41824775465660.8,-2.07906551887951E+032,-2.89700970100455E+033,0
0.124,-5.58832210225386E+018,36730511847142.2,-1.8257718411107E+032,-2.55060694087013E+033,0
0.126,-4.9067205218407E+018,32250531551261.4,-1.60303031481212E+032,-2.24503988647975E+033,0
0.128,-4.30744866836648E+018,28311681923637.7,-1.40720126846176E+032,-1.97558163346192E+033,0
0.13,-3.78068116313776E+018,24849383458008.1,-1.23507177818844E+032,-1.73803931674583E+033,0
0.132,-3.31774733671267E+018,21806646232844.1,-1.08380667982674E+032,-1.52869578709935E+033,0
0.134,-2.91099824942121E+018,19133195873910,-9.50905040456035E+031,-1.34425734172807E+033,0
0.136,-2.55368860140212E+018,16784697381784,-8.3416150744157E+031,-1.18180693166731E+033,0
0.138,-2.23987193318579E+018,14722066314278.6,-7.31632010591156E+031,-1.0387623150203E+033,0
0.14,-1.96430767797944E+018,12910857867097.3,-6.41603345733207E+031,-9.1283866932694E+032,0
0.142,-1.72237877329694E+018,11320725357662.5,-5.62566216054309E+031,-8.02015218200418E+032,0
0.144,-1.51001867284515E+018,9924940494645.95,-4.93191351234003E+031,-7.04505466740514E+032,0
0.146,-1.32364671967827E+018,8699968603443.23,-4.32308364014538E+031,-6.18730676966134E+032,0
0.148,-1.16011095165893E+018,7625092702399.09,-3.78887039707463E+031,-5.43296248691136E+032,0
0.15,-1.0166375083587E+018,6682080968289.18,-3.32020786510638E+031,-4.76970702865477E+032,0
0.152,-8.90785897806004E+017,5854892716989.86,-2.90912003695163E+031,-4.18666993531437E+032,0
0.154,-7.80409461524957E+017,5129418551150.52,-2.54859150982881E+031,-3.67425901285727E+032,0
0.156,-6.83620448283713E+017,4493250799544.93,-2.23245326033705E+031,-3.22401285620817E+032,0
