# t,Ke0,Kd0,Ke1,Ke2,Ke3
0,0,0,0,0,0
0.002,-2.83034985981374E+019,186025117767417,-9.3547387229058E+032,-1.89157218626592E+033,0
0.004,-2.89659552992499E+020,1903791664974700,-9.5734809800728E+033,-1.95989913019936E+034,0
0.006,-9.90609704164299E+020,6510798712421940,-3.2739532608013E+034,-6.80302281577993E+034,0
0.008,-2.00049694187535E+021,1.31483036300622E+016,-6.6114046136624E+034,-1.39678877018544E+035,0
0.01,-2.98877340830399E+021,1.96437760229751E+016,-9.87719163089913E+034,-2.12377592126592E+035,0
0.012,-3.70961748150216E+021,2.43815474388997E+016,-1.22589566247232E+035,-2.68370641734328E+035,0
0.014,-4.08924205543843E+021,2.68766481926957E+016,-1.35129695013276E+035,-3.01158912213499E+035,0
0.016,-4.17001203247706E+021,2.74075202118263E+016,-1.37793575739671E+035,-3.12488735491716E+035,0
0.018,-4.03645407494717E+021,2.65297153764362E+016,-1.33375400176568E+035,-3.07556900925703E+035,0
0.02,-3.77105115690698E+021,2.47853542736367E+016,-1.24601360031726E+035,-2.9189611811405E+035,0
0.022,-3.43776479496008E+021,2.25948254100143E+016,-1.13585233493432E+035,-2.70057081382479E+035,0
0.024,-3.08037820401072E+021,2.02458952695923E+016,-1.01773780992159E+035,-2.45333401674382E+035,0
0.026,-2.72630595781947E+021,1.79187471864943E+016,-9.00727536762877E+034,-2.19920275596015E+035,0
0.028,-2.39130340562782E+021,1.5716933975105E+016,-7.9002591221409E+034,-1.95184657059833E+035,0
0.03,-2.08342313863068E+021,1.36933818420426E+016,-6.88292036439662E+034,-1.71915898217167E+035,0
0.032,-1.80589172169615E+021,1.18692977538548E+016,-5.9659050784357E+034,-1.50519897647409E+035,0
0.034,-1.55905089835843E+021,1.0246928052731E+016,-5.15032945834046E+034,-1.31157267679091E+035,0
0.036,-1.34160970881055E+021,8817788040097041,-4.43191741038454E+034,-1.13837154334028E+035,0
0.038,-1.15142722882804E+021,7567806557604831,-3.80358672273582E+034,-9.84791396121884E+034,0
0.04,-9.85989310329126E+020,6480459386403937,-3.25702398947651E+034,-8.49532872140492E+034,0
0.042,-8.42691117200084E+020,5538626229794544,-2.78361780440874E+034,-7.31056307633081E+034,0
0.044,-7.18998582666909E+020,4725651903105403,-2.37499190852205E+034,-6.27741176133677E+034,0
0.046,-6.12535387183575E+020,4025918003868660,-2.02329228742342E+034,-5.37983508935187E+034,0
0.048,-5.21124694283454E+020,3425117226179442,-1.7213248306733E+034,-4.60253237354433E+034,0
0.05,-4.42803821201426E+020,2910349787144517,-1.46260361009684E+034,-3.93125750804359E+034,0
0.052,-3.75823083383127E+020,2470115834895980,-1.24134690712608E+034,-3.35296964743832E+034,0
0.054,-3.18635736578737E+020,2094249344622960,-1.05244385951631E+034,-2.85587949484181E+034,0
0.056,-2.69883265455594E+020,1773821428952820,-8.91405760197949E+033,-2.42943071238723E+034,0
0.058,-2.28378610152048E+020,1501030095025461,-7.54310565083697E+033,-2.06424233978553E+034,0
0.06,-1.93088892993995E+020,1269086716075210,-6.37745766918611E+033,-1.75202920923864E+034,0
0.062,-1.63118566568068E+020,1.07210527217949E+015,-5.38752675068362E+033,-1.48551149074951E+034,0
0.064,-1.3769350392127E+020,904997782998311,-4.5477381882688E+033,-1.25832061628392E+034,0
0.066,-1.16146301210044E+020,763377709248576,-3.83604364960035E+033,-1.0649062304634E+034,0
0.068,-9.79029068918329E+019,643472072833246,-3.23347924516006E+033,-9.00447062617366E+033,0
0.07,-8.24705950026965E+019,542042410945202,-2.72376805333225E+033,-7.60767428675055E+033,0
0.072,-6.94272416299377E+019,456314295413352,-2.2929657396478E+033,-6.4226026834103E+033,0
0.074,-5.84118297979764E+019,383914925801067,-1.92914679001362E+033,-5.41817082392564E+033,0
0.076,-4.91160899295182E+019,322818186078840,-1.6221282834261E+033,-4.56764775806631E+033,0
0.078,-4.12771752242462E+019,271296503311557,-1.36322787291432E+033,-3.8480917968797E+033,0
0.08,-3.46713391022511E+019,227879292447469,-1.14505488408782E+033,-3.23985530831985E+033,0
0.082,-2.91081805217624E+019,191315133420872,-9.61320187036411E+032,-2.72612304756519E+033,0
0.084,-2.44259761527658E+019,160541091714830,-8.0668197804323E+032,-2.29253656939773E+033,0
0.086,-2.04875278721827E+019,134655425861247,-6.76608592254112E+032,-1.9268543730317E+033,0
0.088,-1.71765499434323E+019,112893842025156,-5.67259149651337E+032,-1.61865244636061E+033,0
0.09,-1.43945683976097E+019,94609115055835.2,-4.75381124783224E+032,-1.35906467821544E+033,0
0.092,-1.20582657180549E+019,79253636310463.1,-3.98222629253012E+032,-1.14055852161341E+033,0
0.094,-1.00972078276956E+019,66364474178742,-3.334573250522E+032,-9.56741321015367E+032,0
0.096,-8.45190011386762E+018,55550597218219.4,-2.79120208588616E+032,-8.02193365010566E+032,0
0.098,-7.07212698908261E+018,46481960841466.4,-2.33552761862626E+032,-6.7232424380676E+032,0
0.1,-5.91553558781333E+018,38880198596886.7,-1.95356168931435E+032,-5.63249494464054E+032,0
