# t,Ke0,Kd0,Ke1,Ke2,Ke3
0,0,0,0,0,0
0.002,-3.83586816038391E+018,25212213657658.5,-1.2413484706785E+032,-2.9495693274431E+033,0
0.004,-4.1577666164872E+019,273279732069405,-1.34512275702237E+033,-3.24145223041534E+034,0
0.006,-1.51158094841271E+020,993524861845036,-4.88840191618073E+033,-1.19857294366495E+035,0
0.008,-3.2540721745688E+020,2.13882142522175E+015,-1.05187943281257E+034,-2.63045386335025E+035,0
0.01,-5.19232638809137E+020,3412788257714996,-1.6775714450637E+034,-4.2857134453175E+035,0
0.012,-6.89050502409265E+020,4528959408385465,-2.22502073585593E+034,-5.81255329958556E+035,0
0.014,-8.12472351923529E+020,5340181039697570,-2.62207550864571E+034,-7.00703670731661E+035,0
0.016,-8.86199187276276E+020,5824769600126509,-2.85835506470566E+034,-7.8132243692698E+035,0
0.018,-9.17214539552701E+020,6028626089837950,-2.95666881036501E+034,-8.26346817184962E+035,0
0.02,-9.15757954971586E+020,6019052505556584,-2.95026631398784E+034,-8.42525383325843E+035,0
0.022,-8.91613926834859E+020,5860359903593151,-2.87084875243165E+034,-8.37034889078385E+035,0
0.024,-8.5273836831204E+020,5604840540266029,-2.74415107480723E+034,-8.16139412888218E+035,0
0.026,-8.05077993721684E+020,5291580706816937,-2.5893797307263E+034,-7.84821968811602E+035,0
0.028,-7.52856740233875E+020,4948343306755863,-2.42015468116261E+034,-7.46850624068451E+035,0
0.03,-6.98971140030094E+020,4594166538071714,-2.24579797381689E+034,-7.04990719280532E+035,0
0.032,-6.45350922208645E+020,4.24173404026904E+015,-2.07250561109767E+034,-6.6123322170673E+035,0
0.034,-5.9324388009269E+020,3899247256304611,-1.9042717143334E+034,-6.16991384533475E+035,0
0.036,-5.43425823577433E+020,3.57180539775456E+015,-1.74356874254508E+034,-5.73254986343983E+035,0
0.038,-4.96349651165188E+020,3.26238525853392E+015,-1.59182988599088E+034,-5.30705793139917E+035,0
0.04,-4.52249074919319E+020,2972522973400738,-1.44978431847746E+034,-4.89801979876997E+035,0
0.042,-4.11210075481057E+020,2702783674358287,-1.31768786193403E+034,-4.50839227811494E+035,0
0.044,-3.73219959396427E+020,2.45308393233127E+015,-1.19548113381569E+034,-4.13994863011601E+035,0
0.046,-3.38201067820348E+020,2222913316443809,-1.08289805083908E+034,-3.79359863809381E+035,0
0.048,-3.06034017564458E+020,2011487151514478,-9.79540510106862E+033,-3.4696224116262E+035,0
0.05,-2.76573796491502E+020,1.81785230942062E+015,-8.84930006698991E+033,-3.16784275014719E+035,0
0.052,-2.49660956080389E+020,1640960774971802,-7.9854344525214E+033,-2.88775345622838E+035,0
0.054,-2.25129412628758E+020,1.47972092141425E+015,-7.19838032334802E+033,-2.62861573436028E+035,0
0.056,-2.02811878836656E+020,1.33303321081783E+015,-6.48268550444349E+033,-2.38953116823368E+035,0
0.058,-1.82543621522181E+020,1.19981489281913E+015,-5.83299259070644E+033,-2.16949726677361E+035,0
0.06,-1.64165024086357E+020,1079016846928311,-5.24411966111106E+033,-1.96744985407122E+035,0
0.062,-1.47523287233838E+020,969634761065955,-4.7111134384554E+033,-1.78229539961176E+035,0
0.064,-1.32473503678528E+020,870716195308734,-4.22928247837902E+033,-1.61293556888849E+035,0
0.066,-1.18879275949414E+020,781364642636420,-3.79421582086159E+033,-1.45828570250653E+035,0
0.068,-1.06613000355102E+020,700741395310314,-3.40179105287307E+033,-1.31728852499054E+035,0
0.07,-9.55559078862492E+019,628065813778447,-3.04817468958425E+033,-1.18892408986343E+035,0
0.072,-8.55979821500507E+019,562614787263005,-2.72981871063604E+033,-1.07221739975746E+035,0
0.074,-7.66375605072836E+019,503720112121929,-2.44344706824827E+033,-9.66241293969632E+034,0
0.076,-6.85810833771325E+019,450766844119486,-2.18604699980371E+033,-8.70120381820618E+034,0
0.078,-6.13427073735608E+019,403190755670440,-1.95485606809973E+033,-7.83032552261757E+034,0
0.08,-5.48438580660165E+019,360475396243017,-1.74734734410287E+033,-7.04209033976301E+034,0
0.082,-4.90127692918254E+019,322149064374243,-1.56121422351766E+033,-6.32933644402911E+034,0
0.084,-4.37840224147126E+019,287781779336653,-1.3943552992763E+033,-5.68541451498934E+034,0
0.086,-3.90980921492449E+019,256982295947728,-1.24485949531868E+033,-5.10416985333222E+034,0
0.088,-3.49009043685473E+019,229395198154704,-1.11099162975357E+033,-4.57992119726166E+034,0
0.09,-3.11434102925433E+019,204698100279479,-9.91178542371221E+032,-4.10743728419275E+034,0
0.092,-2.7781180248001E+019,182598976900952,-8.83995884072189E+032,-3.68191202310764E+034,0
0.094,-2.47740191244557E+019,162833635344386,-7.88155631542265E+032,-3.29893897252651E+034,0
0.096,-2.20856047457731E+019,145163338785267,-7.02494362289466E+032,-2.95448567090061E+034,0
