# t,Ke0,Kd0,Ke1,Ke2,Ke3
0,0,0,0,0,0
0.002,-2.10991646790728E+019,138676609385209,-6.96543253439622E+032,-2.25004803926564E+033,0
0.004,-2.20816511242683E+020,1451341469150883,-7.2895045888727E+033,-2.38591852908483E+034,0
0.006,-7.73002497416976E+020,5080647417168814,-2.55168088244259E+034,-8.48626072345737E+034,0
0.008,-1.59934030189475E+021,1.05118497034952E+016,-5.27912340915342E+034,-1.78747492174022E+035,0
0.01,-2.44971777410056E+021,1.6101058171512E+016,-8.08555745076981E+034,-2.79064940689119E+035,0
0.012,-3.11861545338885E+021,2.04974718026559E+016,-1.02926486700825E+035,-3.62317438015825E+035,0
0.014,-3.52681516386546E+021,2.31804186201951E+016,-1.16390797535566E+035,-4.1789727006948E+035,0
0.016,-3.68988381965362E+021,2.42522127188972E+016,-1.2176406022279E+035,-4.45764254021641E+035,0
0.018,-3.66431728910599E+021,2.40841789640339E+016,-1.20912264754094E+035,-4.51035905004049E+035,0
0.02,-3.51178952198008E+021,2.30816762365567E+016,-1.15871696569295E+035,-4.40055829448747E+035,0
0.022,-3.2836588730912E+021,2.15822632997903E+016,-1.08337680418911E+035,-4.18490286858882E+035,0
0.024,-3.01746152718394E+021,1.98326512742424E+016,-9.95490283250744E+034,-3.90734936161402E+035,0
0.026,-2.73849087777623E+021,1.79990841796859E+016,-9.03403201552E+034,-3.59938543183344E+035,0
0.028,-2.46274842885228E+021,1.61867340155668E+016,-8.12393998031958E+034,-3.28238153771632E+035,0
0.03,-2.19972879973742E+021,1.44580054985388E+016,-7.25593522262747E+034,-2.97020320549291E+035,0
0.032,-1.95458969324262E+021,1.28467984188607E+016,-6.44701515643464E+034,-2.67142003731799E+035,0
0.034,-1.72969839672934E+021,1.13686721978672E+016,-5.70497140543707E+034,-2.39097825902363E+035,0
0.036,-1.52568102781688E+021,1.00277421811041E+016,-5.03185295142705E+034,-2.131398147825E+035,0
0.038,-1.34211355179635E+021,8821221436411301,-4.42624649521784E+034,-1.89360540787127E+035,0
0.04,-1.17796809144198E+021,7742354182595447,-3.88474898433539E+034,-1.67749861834057E+035,0
0.042,-1.03189704203061E+021,6782283173642744,-3.40290478603458E+034,-1.48233292129907E+035,0
0.044,-9.02411544436966E+020,5931222738116468,-2.97579422695667E+034,-1.30697808912511E+035,0
0.046,-7.87991829902578E+020,5179184036537541,-2.59839734001289E+034,-1.15009143451427E+035,0
0.048,-6.87153864300496E+020,4516413091261634,-2.2658134483325E+034,-1.01023311305783E+035,0
0.05,-5.98488043633986E+020,3.93364511936732E+015,-1.97338857102889E+034,-8.85942380956878E+034,0
0.052,-5.20680057781628E+020,3.42224166371557E+015,-1.71678403394724E+034,-7.75787278695949E+034,0
0.054,-4.52520420967696E+020,2974253234355993,-1.49200772484209E+034,-6.78396139360447E+034,0
0.056,-3.92906855314615E+020,2582434975683807,-1.29542180156255E+034,-5.92476613228797E+034,0
0.058,-3.40842236754837E+020,2.24023316645882E+015,-1.12373578775321E+034,-5.1682609977198E+034,0
0.06,-2.95429865795679E+020,1941754136910696,-9.73990866750666E+033,-4.50336274434075E+034,0
0.062,-2.55867214822046E+020,1.68172317255935E+015,-8.43539169476548E+033,-3.91993585578382E+034,0
0.064,-2.21438906199232E+020,1.45543836229147E+015,-7.30020541360407E+033,-3.4087704288103E+034,0
0.066,-1.91509414216354E+020,1.25872263122976E+015,-6.31338411965813E+033,-2.96154235220692E+034,0
0.068,-1.65515810386587E+020,1.08787605853627E+015,-5.45635818950584E+033,-2.57076247301904E+034,0
0.07,-1.42960755179122E+020,939629814841980,-4.71272254210795E+033,-2.22971953067537E+034,0
0.072,-1.23405860434551E+020,811102536008804,-4.06801740394507E+033,-1.93242026271544E+034,0
0.074,-1.06465493074593E+020,699759597323446,-3.50952369287796E+033,-1.67352908376549E+034,0
0.076,-9.18010541538995E+019,603375511901369,-3.02607413187023E+033,-1.44830900436903E+034,0
0.078,-7.91157424662014E+019,519999513880860,-2.60788038692349E+033,-1.25256491447198E+034,0
0.08,-6.81497952873171E+019,447924277628573,-2.24637597627595E+033,-1.08258995640408E+034,0
0.082,-5.86761879328375E+019,385657652562353,-1.93407434008072E+033,-9.35115417621829E+033,0
0.084,-5.04967669929491E+019,331897248355337,-1.66444123580797E+033,-8.07264357820216E+033,0
0.086,-4.34388514944355E+019,285508095660096,-1.4317825832787E+033,-6.96510052867978E+033,0
0.088,-3.73519676156597E+019,245501184577868,-1.23113673370193E+033,-6.00634307453513E+033,0
0.09,-3.21052312309598E+019,211016261118650,-1.05818811014804E+033,-5.17694290782131E+033,0
0.092,-2.75849262744159E+019,181305910686131,-9.09187317445588E+032,-4.45990966093443E+033,0
0.094,-2.36923330297194E+019,155721284226594,-7.80879502525362E+032,-3.84040225384654E+033,0
0.096,-2.03418176732519E+019,133699541497759,-6.70441336430575E+032,-3.30547136686785E+033,0
0.098,-1.74591558734734E+019,114752832704705,-5.75425719691542E+032,-2.84383056734297E+033,0
0.1,-1.49800617029389E+019,98458629577252.2,-4.9371326213912E+032,-2.44565303568613E+033,0
0.102,-1.28488975361353E+019,84451246001526.3,-4.23469734062371E+032,-2.10239127691813E+033,0
0.104,-1.10175439886629E+019,72414410543208.4,-3.63108797315764E+032,-1.80661752797009E+033,0
0.106,-9.44441136776073E+018,62074769072049.5,-3.11259404748915E+032,-1.55188277648616E+033,0
0.108,-8.09357606417184E+018,53196208580762.3,-2.66737321076278E+032,-1.33259246905811E+033,0
0.11,-6.93402704754035E+018,45574904672561.2,-2.28520275530108E+032,-1.14389713750187E+033,0
0.112,-5.93900920571504E+018,39035005569050.4,-1.95726308752051E+032,-9.81596318750878E+032,0
0.114,-5.08545171229602E+018,33424874977286.9,-1.67594924071722E+032,-8.42054287259411E+032,0
0.116,-4.35347092519485E+018,28613824821710.3,-1.43470696836199E+032,-7.22126256809251E+032,0
0.118,-3.7259385150325E+018,24489276708490,-1.22789034949477E+032,-6.19093839635875E+032,0
0.12,-3.1881066032292E+018,20954298093239.3,-1.05063819447688E+032,-5.30608673708082E+032,0
0.122,-2.72728266055981E+018,17925465506627,-8.98766859923359E+031,-4.54643243130245E+032,0
0.124,-2.33254778669101E+018,15331012907108.7,-7.68677368554899E+031,-3.89448021714726E+032,0
0.126,-1.9945127666608E+018,13109228328004.9,-6.5727498562836E+031,-3.33514165851684E+032,0
0.128,-1.70510698984647E+018,11207066517703.7,-5.6189963109929E+031,-2.85541070101712E+032,0
0.13,-1.45739592834348E+018,9578949290566.47,-4.80265708376589E+031,-2.44408177872145E+032,0
0.132,-1.24542341225087E+018,8185728858994.58,-4.10410108881425E+031,-2.09150510572798E+032,0
0.134,-1.06407541657018E+018,6993792553492.99,-3.5064730900092E+031,-1.78937442336859E+032,0
0.136,-9.08962494366895E+017,5974290097943.01,-2.99530614583061E+031,-1.53054304284557E+032,0
0.138,-7.7631836013869E+017,5102467034393.64,-2.55818729906003E+031,-1.3088645298299E+032,0
0.14,-6.62912451263916E+017,4357090020685.4,-2.18446934895196E+031,-1.11905482757198E+032,0
0.142,-5.65974579198888E+017,3719951589710.98,-1.86502247960722E+031,-9.56573013787095E+031,0
0.144,-4.8313003032213E+017,3175443590421.35,-1.59202033692721E+031,-8.17518238953394E+031,0
0.146,-4.12343693229229E+017,2710189956471.99,-1.35875586174125E+031,-6.98540704508246E+031,0
0.148,-3.51871978454081E+017,2312730691680.8,-1.15948281062984E+031,-5.9676481305205E+031,0
0.15,-3.00221461523018E+017,1973250045559.67,-9.89279439731859E+030,-5.09722863150499E+031,0
0.152,-2.56113323784605E+017,1683342795557.3,-8.43931300168622E+030,-4.3529787231718E+031,0
0.154,-2.18452790290818E+017,1435813373112.38,-7.1983050533205E+030,-3.71674296591352E+031,0
0.156,-1.86302872484983E+017,1224503283690.37,-6.13889187908381E+030,-3.17295576831441E+031,0
0.158,-1.58861817576997E+017,1044142889534.98,-5.23465174938132E+030,-2.70827583130604E+031,0
0.16,-1.35443748169341E+017,890224160810.617,-4.46298178419983E+030,-2.31127152039997E+031,0
0.162,-1.15462046440873E+017,758891465737.271,-3.80455032282749E+030,-1.97215018753207E+031,0
0.164,-9.84150984849818E+016,646847873189.59,-3.24282708573363E+030,-1.68252539972223E+031,0
0.166,-8.38740674271354E+016,551274789730.753,-2.76368020528082E+030,-1.43521684565696E+031,0
0.168,-7.14724097963685E+016,469763054440.666,-2.35503071366325E+030,-1.22407839860301E+031,0
0.17,-6.08968892587732E+016,400253875369.868,-2.006556382845E+030,-1.0438504281629E+031,0
0.172,-5.18798760437771E+016,340988216397.354,-1.70943793954661E+030,-8.90032986138326E+030,0
0.174,-4.41927499367649E+016,290463437434.969,-1.45614165213302E+030,-7.58776953544492E+030,0
0.176,-3.76402501971662E+016,247396158439.375,-1.24023312640009E+030,-6.46790635833793E+030,0
