0.000000000000000000e+00,0.000000000000000000e+00,5.186082980750926939e-14,5.186938735064383259e-14,5.188105002606029375e-14,5.189761563874346310e-14,5.192234431255704879e-14,5.196197923772807789e-14,5.341305435828121927e-14,3.942392215230507643e-12,1.296961955638520525e-09,1.865821758232440822e-08,4.475962208785747045e-08,5.832206990829520393e-08,6.364170333416095930e-08,6.576800035764746970e-08,6.667893886708962648e-08,6.708930033313168134e-08,6.727926357870674425e-08,6.736836409065491385e-08,6.741040879932190122e-08
2.999999999999999737e-04,2.584885772237056900e-02,2.828039939138226461e-02,3.103314450022215745e-02,3.414848341923148317e-02,3.765865050216216786e-02,4.156370978025170082e-02,4.577826202445281489e-02,5.002116948631120386e-02,5.367430900811207689e-02,5.598450698569915063e-02,5.694796394440659881e-02,5.724960618170513160e-02,5.734078708544964459e-02,5.737145069383119134e-02,5.738322878807246286e-02,5.738822360955918300e-02,5.739046699432940463e-02,5.739150431117197304e-02,5.739199059059708202e-02,5.739221999151412207e-02
5.999999999999999474e-04,1.347979282213092878e-01,1.481079591699994702e-01,1.632927095163338171e-01,1.806252284484019255e-01,2.003403200503992843e-01,2.225026168269882421e-01,2.466899123103657443e-01,2.713193423216279654e-01,2.927486815624531502e-01,3.064072661816131249e-01,3.121286813670893778e-01,3.139237649236848449e-01,3.144665735853379163e-01,3.146492573151651873e-01,3.147194312938813576e-01,3.147492341186892695e-01,3.147626215171323016e-01,3.147688120781397814e-01,3.147717142054738404e-01,3.147730832927376210e-01
8.999999999999999754e-04,3.827938632023122900e-01,4.224046045970184515e-01,4.679466052038205315e-01,5.203821773952286289e-01,5.806028510400806919e-01,6.490209834191650318e-01,7.245496320027974280e-01,8.023661527311319874e-01,8.708071619778284811e-01,9.147855915428034779e-01,9.332923958831916833e-01,9.391115037608110949e-01,9.408726435774293906e-01,9.414658589715405590e-01,9.416938885135629489e-01,9.417907429685020704e-01,9.418342580284051468e-01,9.418543819291212982e-01,9.418638121504607774e-01,9.418682651899678016e-01
1.199999999999999895e-03,7.890907710615637782e-01,8.745074587938919120e-01,9.734801217117766692e-01,1.088429753776317455e+00,1.221734930017499332e+00,1.374822707906034003e+00,1.545795643780752071e+00,1.724063232596769968e+00,1.882588252879666912e+00,1.985299991384301244e+00,2.028726736255478613e+00,2.042411931543161252e+00,2.046558335384086380e+00,2.047956285067355608e+00,2.048494076055843216e+00,2.048722516524442927e+00,2.048825172635916125e+00,2.048872651599294770e+00,2.048894900894576043e+00,2.048905408203475886e+00
1.499999999999999814e-03,1.327354827153560457e+00,1.477367177329308223e+00,1.652535126084244910e+00,1.857755168820969693e+00,2.098074423825124768e+00,2.377056273374399176e+00,2.692302478822227840e+00,3.024983868217103300e+00,3.324127671513540605e+00,3.519577492419769360e+00,3.602609554275285841e+00,3.628835575645092515e+00,3.636791704352313026e+00,3.639476803596608967e+00,3.640510601240223743e+00,3.640949826672639666e+00,3.641147250278648162e+00,3.641238569715714579e+00,3.641281369794554745e+00,3.641301578378780324e+00
1.799999999999999734e-03,1.940983207065185567e+00,2.169546002652476435e+00,2.438483568898015097e+00,2.756289865202445455e+00,3.132080196847049969e+00,3.573065548897375265e+00,4.077253224333870385e+00,4.615788609131079134e+00,5.105449704521896059e+00,5.428062946008568090e+00,5.565774931046657770e+00,5.609373171418857495e+00,5.622617585346173286e+00,5.627092296907839852e+00,5.628816566923296350e+00,5.629549396753796842e+00,5.629878871560482168e+00,5.630031290094679619e+00,5.630102737924041811e+00,5.630136466128097261e+00
2.099999999999999870e-03,2.565773608718167953e+00,2.879932944279256724e+00,3.252377696058517120e+00,3.696266133858006953e+00,4.226216492391646540e+00,4.854821224731306728e+00,5.581961016782956975e+00,6.368027407277613960e+00,7.090693595905920077e+00,7.570782976966533795e+00,7.776692332255054296e+00,7.842034473154368968e+00,7.861913039927778790e+00,7.868636958133257586e+00,7.871230197994695921e+00,7.872332814470922813e+00,7.872828673441190972e+00,7.873058092044925793e+00,7.873165649398745636e+00,7.873216416436036980e+00
2.399999999999999790e-03,3.147122760940785025e+00,3.546976605341166433e+00,4.024521663855707310e+00,4.598463239023645954e+00,5.290220974962659639e+00,6.119523124955665416e+00,7.089986696624600349e+00,8.151651564324726706e+00,9.138384323579732182e+00,9.799261588841906345e+00,1.008403990172045006e+01,1.017462256604267878e+01,1.020222131609604688e+01,1.021156801868528241e+01,1.021517608340906769e+01,1.021671093517795725e+01,1.021740136750523575e+01,1.021772085182543677e+01,1.021787065184486032e+01,1.021794135107085388e+01
2.699999999999999709e-03,3.647920442719561507e+00,4.127894216400979310e+00,4.705268839187814578e+00,5.404919972292503871e+00,6.256109278259803119e+00,7.287296795097192970e+00,8.507873591393277479e+00,9.858903879334256715e+00,1.112808080460073867e+01,1.198491534824011673e+01,1.235582483163795686e+01,1.247407992382462538e+01,1.251016554881280740e+01,1.252240203008958197e+01,1.252713008281439144e+01,1.252914243191586330e+01,1.253004792335075912e+01,1.253046698059565855e+01,1.253066348845103306e+01,1.253075622712819381e+01
