time,CO,O2,CO2,Inert
0,0,0,0,0
0.00075,4.59488610089635E-73,2.31679037215717E-76,3.16807948691419E-113,3.4130479040325E-82
0.0015,4.32814577904172E-50,1.8392327399926E-53,3.33208071538328E-73,6.27657531313555E-59
0.00225,1.99696842277329E-30,8.26567591273753E-34,5.3445760592343E-49,1.02236392619894E-39
0.003,9.00860948886161E-15,1.2268002771201E-17,4.87489281015174E-38,4.88700895464546E-23
0.00375,0.006052744640772,2.25317583910251E-05,7.51846521464066E-31,2.1436532051356E-10
0.0045,0.031101505179856,0.018084053214264,5.35407434819332E-26,0.007265522974343
0.00525,0.07006028725376,0.045227918747369,1.34647576744494E-22,0.021701278253164
0.006,0.128970932530813,0.086916052221999,4.47454051810729E-20,0.045529849311716
0.00675,0.210156268439624,0.145914682866686,3.90181284535328E-18,0.081132754048157
0.0075,0.314255386835012,0.223544606387491,2.38173231494423E-15,0.130357671781356
0.00825,0.440348955328179,0.319870489421171,3.47714536880903E-11,0.194321577998976
0.009,0.586233375628237,0.433850472777358,1.78040075123373E-07,0.273359704120253
0.00975,0.748791194094235,0.563564930877297,0.000227795992237,0.367068851097386
0.0105,0.924374868142138,0.706486872467439,0.001231213888039,0.474417374729768
0.01125,1.1091480231279,0.85974884500574,0.002238197245318,0.59389195850512
0.012,1.29935588118617,1.0203756103058,0.003618873539382,0.72365453063406
0.01275,1.49151756492816,1.18546748455207,0.00549712378987,0.861689781902982
0.0135,1.68254622194348,1.35233122428933,0.007988078440838,1.00593148112542
0.01425,1.86980953543199,1.51856288758928,0.011206487845999,1.15436234580958
0.015,2.05114514650966,1.68209087920542,0.015264675611249,1.30508695349021
0.01575,2.22484469433031,1.84118850612564,0.02026906656572,1.45638010845369
0.0165,2.38961801436153,1.99446487470184,0.026316577690764,1.60671455812941
0.01725,2.54454646094838,2.14084165854956,0.033491321358603,1.7547724112853
0.018,2.68903186917409,2.27952169566772,0.041861857165874,1.89944443204731
0.01875,2.82274559073448,2.40995384883054,0.051479126152501,2.03982086681642
0.0195,2.94558040213726,2.53179724108861,0.062375129043625,2.17517680992105
0.02025,3.05760686962517,2.64488691258044,0.074562352481347,2.30495445512475
0.021,3.15903490021221,2.74920213258461,0.088033901203559,2.42874398318905
0.02175,3.25018063687171,2.84483801057781,0.102764259562386,2.54626433115198
0.0225,3.33143849716143,2.93198064081885,0.118710582468432,2.65734468359591
0.02325,3.4032579482711,3.01088574553931,0.135814403051497,2.76190721354317
0.024,3.46612451009643,3.0818606159337,0.154003640726685,2.85995136817606
0.02475,3.52054444568188,3.1452490580973,0.173194797245233,2.95153982787965
0.0255,3.56703260931728,3.20141900971277,0.193295237818607,3.03678615219702
0.02625,3.60610295857789,3.25075248530068,0.214205467686321,3.11584405085394
0.027,3.63826128539599,3.29363752065029,0.235821329874997,3.18889817180053
0.02775,3.66399977484123,3.33046181180072,0.258036065956365,3.25615627302512
0.0285,3.68379305368608,3.36160777462421,0.280742197247315,3.31784263436862
0.02925,3.69809544113124,3.38744878371512,0.303833198309096,3.374192564907
0.03,3.70733915974386,3.40834638142316,0.32720494728264,3.42544786714175
0.03075,3.71193330509197,3.42464827802262,0.350756948274592,3.47185312869737
0.0315,3.71226340767611,3.43668699141275,0.374393329608453,3.51365272368418
0.03225,3.70869145082071,3.44477899908302,0.398023628347595,3.55108841811886
0.033,3.70155623362896,3.44922429632665,0.421563376142879,3.58439748600118
0.03375,3.69117398943436,3.45030627299159,0.444934504689575,3.61381125431212
0.0345,3.67783918792988,3.44829183666236,0.468065590771942,3.63955400603305
0.03525,3.66182546380784,3.44343172335233,0.490891961627868,3.66184218013658
0.036,3.64338662678315,3.4359609478479,0.51335568137962,3.6808838163151
0.03675,3.62275771770947,3.4260993550684,0.5354054385046,3.69687820000539
0.0375,3.6001560834901,3.41405224145468,0.556996352927794,3.71001567008787
0.03825,3.57578244994285,3.40001102171026,0.578089719598239,3.72047755756074
0.039,3.5498219769713,3.38415392140497,0.598652703588099,3.72843622859593
0.03975,3.52244528454772,3.36664668019199,0.618657999940722,3.73405520976373
0.0405,3.49380944131643,3.34764325384489,0.638083469742297,3.73748937695049
0.04125,3.46405891023597,3.32728650612309,0.65691176222859,3.73888519267043
0.042,3.43332644772559,3.30570888373747,0.675129931183271,3.73838097916091
0.04275,3.40173395437189,3.28303306950633,0.692729052455237,3.73610721691975
0.0435,3.3693932764757,3.25937261024592,0.709703848093502,3.73218686025011
0.04425,3.33640695864669,3.23483251709503,0.726052321479091,3.726735662978
0.045,3.30286894834429,3.20950983688317,0.741775406866458,3.71986250884414
0.04575,3.2688652537733,3.18349419386752,0.756876635875535,3.71166974218534
0.0465,3.23447455690289,3.15686830171792,0.77136182270776,3.70225349544648
0.04725,3.19976878361416,3.1297084460507,0.785238769213314,3.69170401082974
0.048,3.16481363312784,3.10208493812944,0.798516990408916,3.68010595402072
0.04875,3.12966906894134,3.07406254058402,0.811207460620676,3.66753871845045
0.0495,3.09438977352929,3.04570086616662,0.82332238008733,3.65407671897812
0.05025,3.05902556904642,3.01705475067707,0.834874961591496,3.63978967422607
0.051,3.02362180622525,2.9881746012617,0.845879236479313,3.62474287707964
0.05175,2.98821972359307,2.95910672132887,0.856349879272667,3.60899745309059
0.0525,2.95285677904871,2.92989361333658,0.866302049965125,3.59261060670355
0.05325,2.91756695574593,2.90057426070158,0.875751253015731,3.5756358553679
0.054,2.88238104412992,2.87118439005747,0.884713212007767,3.55812325170947
0.05475,2.84732690187035,2.84175671505645,0.893203758916895,3.54011959402228
0.0555,2.81242969333069,2.81232116286885,0.901238736930314,3.52166862540578
0.05625,2.77771211011059,2.78290508448869,0.908833915771353,3.50281122192084
0.057,2.74319457409792,2.75353344990321,0.916004918509092,3.48358557017115
0.05775,2.70889542437015,2.72422902913276,0.922767158867173,3.46402733473908
0.0585,2.6748310891915,2.69501256009478,0.929135788087381,3.44416981591811
0.05925,2.64101624426411,2.66590290419261,0.935125650450091,3.42404409818963
0.06,2.60746395830736,2.63691719047786,0.940751246603271,3.40367918989154
0.06075,2.57418582696025,2.60807094918445,0.946026703903458,3.38310215452147
0.0615,2.54119209592789,2.57937823538286,0.950965753024461,3.36233823410904
0.06225,2.50849177422296,2.55085174345603,0.955581710141997,3.3414109650806
0.063,2.47609273828862,2.52250291305292,0.959887464053932,3.32034228702656
