# t,Ke0,Kd0,Ke1,Ke2,Ke3
0.062,6.5910179140629E+020,-4.33197922689763E+015,2.17700641873105E+034,5.89081077421157E+034,-4008953565.31368
0.064,5.97864921344804E+020,-3.92949702764376E+015,1.97472947773754E+034,5.35596331219338E+034,-3763497546.14414
0.066,5.41825387023534E+020,-3561174531334856,1.78962246177668E+034,4.86431279415768E+034,-3524120856.27958
0.068,4.90628650697716E+020,-3224681529637349,1.62051372522986E+034,4.41331702374646E+034,-3292380793.96937
0.07,4.4392827822044E+020,-2917741074059914,1.46625849007225E+034,4.00040206232475E+034,-3069427461.15988
0.072,4.01389429931365E+020,-2.6381524202134E+015,1.32575036124158E+034,3.62300883527781E+034,-2856074968.63265
0.074,3.6269133677614E+020,-2383807302428812,1.19792949214854E+034,3.27862872140685E+034,-2652861077.64668
0.076,3.27528972880509E+020,-2.15270092699371E+015,1.08178809778685E+034,2.96483017579832E+034,-2460097072.95119
0.078,2.956140926306E+020,-1.94293878855823E+015,9.76373870411985E+033,2.67927806642169E+034,-2277909901.19605
0.08,2.666757094874E+020,-1752739817341582,8.80791552643526E+033,2.41974661340069E+034,-2106291947.56013
0.082,2.40460408820973E+020,-1.58043843520563E+015,7.94203963533025E+033,2.18412952793649E+034,-1945079869.02622
0.084,2.16732066417459E+020,-1424482705715950,7.15831062702271E+033,1.97044379035821E+034,-1794040530.35476
0.086,1.95271442953947E+020,-1.28343166889024E+015,6.44948605708586E+033,1.77683137119537E+034,-1652875185.75377
0.088,1.75875647355329E+020,-1155951814141338,5.80886367104717E+033,1.6015589473416E+034,-1521228400.80841
0.09,1.58357469103258E+020,-1.04081269188619E+015,5.2302593136034E+033,1.44301573385589E+034,-1398703360.09607
0.092,1.42544616893797E+020,-936881909627869,4.70798175038911E+033,1.29970987085125E+034,-1284875986.82916
0.094,1.28278900369729E+020,-843119753876677,4.23680561457434E+033,1.17026378351102E+034,-1179305922.08789
0.096,1.15415382724235E+020,-758573620635977,3.81194339572068E+033,1.05340884075987E+034,-1081545238.06549
0.098,1.03821524745003E+020,-682372389611416,3.42901714949738E+033,9.47979562896976E+033,-991145351.52378
0.1,9.3376335735134E+019,-613720843615207,3.08403043765287E+033,8.52907573550886E+033,-907662434.221199
0.102,8.39695429343706E+019,-551894209565080,2.77334088163304E+033,7.67215449184838E+033,-830661683.253309
0.104,7.5500788065808E+019,-496232877763545,2.49363361441667E+033,6.90010585592787E+033,-759720665.756694
0.106,6.78788572325284E+019,-446137340363323,2.24189583566073E+033,6.20479173160696E+033,-694431779.12725
0.108,6.10209484325208E+019,-401063377085024,2.01539261096805E+033,5.57880349916998E+033,-634404061.45741
0.11,5.48519793945906E+019,-360517505941202,1.81164400423927E+033,5.01540582727235E+033,-579264450.444017
0.112,4.93039371818707E+019,-324052708478281,1.62840359065512E+033,4.50848311777491E+033,-528658550.61171
0.114,4.4315270016031E+019,-291264432517801,1.46363836511558E+033,4.05248881195694E+033,-482251030.452106
0.116,3.98303210062812E+019,-261786870314100,1.31551003551816E+033,3.64239768822846E+033,-439725713.044777
0.118,3.57988028766563E+019,-235289506177398,1.18235767080874E+033,3.27366120360009E+033,-400785418.13031
0.12,3.21753123473906E+019,-211473924723492,1.06268165931639E+033,2.94216587061402E+033,-365151591.816339
0.122,2.89188825115601E+019,-190070868849495,9.55128922435969E+032,2.64419461486382E+033,-332563814.014574
0.124,2.59925713298457E+019,-170837535094703,8.58479321668668E+032,2.37639102359807E+033,-302779167.661931
0.126,2.33630842359628E+019,-153555093199377,7.71633192557296E+032,2.13572637064459E+033,-275571542.776697
0.128,2.10004287692372E+019,-138026416159150,6.93599936718262E+032,1.91946928546005E+033,-250730863.313621
0.13,1.88775991337856E+019,-124074006976075,6.2348760249515E+032,1.72515792291425E+033,-228062295.789486
0.132,1.69702885988096E+019,-111538108394967,5.60493385352491E+032,1.55057448415418E+033,-207385436.155897
0.134,1.5256627704033E+019,-100274982246368,5.03894980702097E+032,1.39372193655208E+033,-188533475.406784
0.136,1.37169463014898E+019,-90155345453629,4.53042724137141E+032,1.25280278140045E+033,-171352395.963143
0.138,1.23335575513107E+019,-81062950335570.8,4.07352456854541E+032,1.1261997210033E+033,-155700156.654212
0.14,1.10905620827425E+019,-72893297443925,3.66299057183432E+032,1.01245808147457E+033,-141445924.858708
0.142,9.97367063401465E+018,-65552469855444.8,3.29410582500352E+032,9.10269853478272E+032,-128469314.760317
0.144,8.9700435889754E+018,-58956078518075.4,2.96262969267768E+032,8.18459219871683E+032,-116659663.461885
0.146,8.06814593434081E+018,-53028308950324.3,2.66475242426074E+032,7.35969446504135E+032,-105915345.349233
0.148,7.25761626511036E+018,-47701060272388.3,2.39705188808639E+032,6.61851019955591E+032,-96143110.0322404
0.15,6.52914856850461E+018,-42913168225139.7,2.15645452624394E+032,5.9525092368019E+032,-87257462.4834589
0.152,5.87438561327559E+018,-38609704465957.6,1.94020014279024E+032,5.35402951570866E+032,-79180079.7526622
0.154,5.28582286701037E+018,-34741345059879.2,1.74581016914617E+032,4.81618965416238E+032,-71839256.7962789
0.156,4.75672195056549E+018,-31263801654735.1,1.5710590797313E+032,4.33281009868145E+032,-65169392.3871822
0.158,4.28103272466186E+018,-28137309391237.8,1.4139486585877E+032,3.89834205416927E+032,-59110507.6871259
0.16,3.85332318020847E+018,-25326166103102.7,1.27268484355781E+032,3.50780346367619E+032,-53607793.4809497
0.162,3.46871637794066E+018,-22798317849834.7,1.14565689876154E+032,3.15672136969515E+032,-48611193.7993339
0.164,3.12283375033676E+018,-20524986265656.9,1.03141868844339E+032,2.84108004592607E+032,-44075018.1509544
0.166,2.81174414154237E+018,-18480333621423.6,9.28671845980908E+031,2.55727434222381E+032,-39957578.8473713
0.168,2.53191801862253E+018,-16641161875934.2,8.36250650922191E+031,2.3020677353241E+032,-36220859.01436
0.17,2.28018634070809E+018,-14986642341115.6,7.53108444419865E+031,2.07255462401783E+032,-32830203.0866757
0.172,2.05370362110988E+018,-13498072905866.2,6.78305429526893E+031,1.86612645008948E+032,-29754033.7470397
0.174,1.84991476193505E+018,-12158660054776.6,6.10997717484808E+031,1.68044126538818E+032,-26963588.6614174
0.176,1.66652528145612E+018,-10953323185988.2,5.50427494554545E+031,1.51339640131797E+032,-24432678.6795339
0.178,1.5014745913487E+018,-9868518974370.77,4.95914196157047E+031,1.36310392987237E+032,-22137466.179876
0.18,1.35291201457798E+018,-8892083747837.64,4.4684658618359E+031,1.22786863526982E+032,-20056261.1202576
0.182,1.21917526521084E+018,-8013092044794.85,4.02675649433077E+031,1.10616824259619E+032,-18169332.3925015
0.184,1.09877113923078E+018,-7221729703471.93,3.62908214272913E+031,9.96635674686787E+031,-16458737.5057614
0.186,9.90358190284848E+017,-6509179997317.14,3.27101230893017E+031,8.98043131027621E+031,-14908163.6998528
0.188,8.92731187232657E+017,-5867521481503.94,2.94856638029908E+031,8.09287802962361E+031,-13502784.4203593
0.19,8.04807170617521E+017,-5289636348293.16,2.65816757785532E+031,7.29379057974921E+031,-12229126.6898348
0.192,7.25612943889751E+017,-4769128212383.6,2.39660164293168E+031,6.57426942634327E+031,-11074950.7184899
0.194,6.5427385167491E+017,-4300248355606.67,2.16097977481006E+031,5.92631868910885E+031,-10029139.0581825
0.196,5.90003712675247E+017,-3877829560289.91,1.94870538159671E+031,5.34275362280862E+031,-9081596.18754431
0.198,5.32095788084803E+017,-3497226748729.38,1.75744425127477E+031,4.81711762367379E+031,-8223156.12241944
0.2,4.79914678782276E+017,-3154263727040.02,1.58509779019716E+031,4.34360778008486E+031,-7445498.31591087
0.202,4.32889055423179E+017,-2845185403323.02,1.42977901242602E+031,3.91700808648879E+031,-6741071.1616067
0.204,3.90505135454498E+017,-2566614914989.49,1.28979099597015E+031,3.53262952995392E+031,-6103021.92741083
0.206,3.52300829915236E+017,-2315515158291.25,1.1636075511538E+031,3.18625633973505E+031,-5525133.10170287
0.208,3.17860490879766E+017,-2089154265618.6,1.04985587270411E+031,2.87409776338805E+031,-5001764.45938036
0.21,2.86810197485855E+017,-1885074622682.68,9.47300970699691E+030,2.5927447984469E+031,-4527800.00243387
0.212,2.58813524969196E+017,-1701065060246.96,8.54831696717107E+030,2.33913136762654E+031,-4098600.04991289
0.214,2.3356774683674E+017,-1535135892737.21,7.71448200522865E+030,2.11049947842883E+031,-3709957.21902129
0.216,2.10800425481818E+017,-1385496509864.39,6.9625066971875E+030,1.90436795554648E+031,-3358056.78989237
0.218,1.90266351198241E+017,-1250535258137.65,6.28429220013454E+030,1.71850437699849E+031,-3039440.3770192
0.22,1.71744793667632E+017,-1128801376117.63,5.67254817534056E+030,1.55089988323754E+031,-2750972.99709491
0.222,1.55037033734724E+017,-1018988771883.5,5.12071126864308E+030,1.39974656270516E+031,-2489813.11624721
0.224,1.39964146630638E+017,-919921453149.061,4.62287189526128E+030,1.26341714807897E+031,-2253385.46315775
0.226,1.26365010768044E+017,-830540439969.302,4.173708474867E+030,1.14044678499292E+031,-2039356.2396418
0.228,1.14094518936001E+017,-749892007711.668,3.76842835134935E+030,1.02951665974655E+031,-1845610.73484177
0.23,1.0302197111056E+017,-677117123739.087,3.4027147108576E+030,9.29439294616121E+030,-1670232.89151263
0.232,9.30296302538423E+016,-611441955306.228,3.07267888297666E+030,8.39145339279287E+030,-1511486.76041657
0.234,8.40114243960683E+016,-552169338935.781,2.77481747328762E+030,7.57671704571031E+030,-1367799.74592879
0.236,7.58717800312297E+016,-498671112844.538,2.50597383286153E+030,6.84150900784691E+030,-1237747.26234035
0.238,6.8524573396236E+016,-450381224177.887,2.26330342118938E+030,6.17801456963206E+030,-1120038.97541294
0.24,6.18921875936184E+016,-406789531891.329,2.04424266486061E+030,5.57919310416167E+030,-1013506.17066758
0.242,5.59046647606625E+016,-367436234344.974,1.84648095539585E+030,5.03870067170904E+030,-917090.370324226
0.244,5.04989435968893E+016,-331906857909.479,1.66793546631864E+030,4.55082044306408E+030,-829833.010411035
0.246,4.56181735670704E+016,-299827749529.68,1.50672850256318E+030,4.11040014333318E+030,-750866.035812723
0.248,4.12110979794711E+016,-270862021977.092,1.36116712475165E+030,3.71279579997446E+030,-679403.391711628
0.25,3.72314989512896E+016,-244705905851.953,1.22972481743281E+030,3.35382115295284E+030,-614733.34865699
0.252,3.36376979828737E+016,-221085467085.236,1.11102499396718E+030,3.02970215071029E+030,-556211.472079343
0.254,3.03921065105256E+016,-199753652922.543,1.00382615209384E+030,2.7370360151846E+030,-503254.302056747
0.256,2.7460821381513E+016,-180487633161.656,9.07008513191527E+029,2.47275441202434E+030,-455333.605114559
0.258,2.48132607143712E+016,-163086406826.444,8.19561995376747E+029,2.23409030988603E+030,-411971.162592651
0.26,2.24218360692006E+016,-147368647489.351,7.40575385847969E+029,2.01854815524349E+030,-372734.063628249
0.262,2.02616572698032E+016,-133170763199.302,6.69226591656321E+029,1.82387702748909E+030,-337230.407371675
0.264,1.83102665914466E+016,-120345149416.687,6.04773860361397E+029,1.64804647330209E+030,-305105.45518904
0.266,1.65473993629893E+016,-108758615559.188,5.46547873113288E+029,1.48922475009853E+030,-276038.097600563
0.268,1.49547683318812E+016,-98290967729.2749,4.93944622567482E+029,1.34575923583375E+030,-249737.687467332
0.27,1.35158694097844E+016,-88833731967.42,4.46418996960627E+029,1.21615878723475E+030,-225941.154577744
0.272,1.22158066578315E+016,-80289003958.2337,4.03478999646165E+029,1.09907785070558E+030,-204410.396114467
0.274,1.10411345874342E+016,-72568412545.566,3.64680540523653E+029,9.93302149973968E+029,-184929.913125389
0.276,9.97971604735577E+015,-65592185686.7046,3.29622742258888E+029,8.97735792502664E+029,-167304.669193951
0.278,9.02059414185722E+015,-59288308628.65,2.97943709924553E+029,8.1138965260797E+029,-151358.158230248
0.28,8153876781954628,-53591765114.7879,2.69316717889633E+029,7.33370903656252E+029,-136930.634064929
0.282,7370632612336489,-48443853359.7365,2.43446772433952E+029,6.62873584603876E+029,-123877.538856638
0.284,6662797183288029,-43791569359.1537,2.20067512729624E+029,5.99170097700904E+029,-112068.04827047
0.286,6023088350006098,-39587050847.4709,1.98938416598743E+029,5.41603544618637E+029,-101383.777905114
0.288,5444929984464967,-35787075890.4925,1.7984228081244E+029,4.89580817562909E+029,-91717.5992469441
0.29,4922383175981550,-32352610697.2185,1.62582948735477E+029,4.42566370349925E+029,-82972.5711558954
0.292,4450084179453886,-29248401781.6745,1.4698326083539E+029,4.00076601938067E+029,-75060.9733802205
0.294,4023188444211396,-26442608089.5773,1.32883206024338E+029,3.6167479168657E+029,-67903.4294543774
0.296,3637320122962894,-23906469143.575,1.20138254001167E+029,3.26966531695373E+029,-61428.1175468361
0.298,3288526520145860,-21614005652.2701,1.08617850734746E+029,2.95595607036856E+029,-55570.0488394531
0.3,2.97323699295724E+015,-19541749385.594,9.82040610135808E+028,2.67240279620541E+029,-50270.4201613474
0.302,2.68822586661495E+015,-17668499433.121,8.87903435790725E+028,2.41609935830849E+029,-45476.0258502876
0.304,2.43057896896464E+015,-15975102251.3398,8.02804458025042E+028,2.18442062061891E+029,-41138.7251735989
0.306,2.1976634288402E+015,-14444253161.6484,7.25874061575091E+028,1.97499515838287E+029,-37214.9610787596
0.308,1.98710041769042E+015,-13060317193.4333,6.563265390615E+028,1.78568063429196E+029,-33665.3237432978
0.31,1.79674054575936E+015,-11809167374.121,5.93451964612256E+028,1.61454157743684E+029,-30454.1571659606
0.312,1624641652678099,-10678038756.7994,5.36608858330765E+028,1.45982932902105E+029,-27549.200656717
0.314,1.46904875803021E+015,-9655396644.21798,4.85217564170212E+028,1.31996394214922E+029,-24921.2666126464
0.316,1.3283759604943E+015,-8730817620.07363,4.38754271414346E+028,1.19351784404699E+029,-22543.9482512251
0.318,1.20119009515404E+015,-7894882135.74843,3.96745616844908E+028,1.07920108801191E+029,-20393.3541357402
0.32,1.08619597718966E+015,-7139077523.79693,3.58763810877252E+028,9.75848039467366E+028,-18447.8693233471
0.322,982223077104329,-6455710420.17986,3.24422236522458E+028,8.82405355834908E+028,-16687.938420494
0.324,888213487902943,-5837827677.92462,2.93371475058428E+028,7.97921133759021E+028,-15095.8697754298
0.326,803211058276026,-5279144944.43543,2.65295716824056E+028,7.21535109678805E+028,-13655.6575365508
0.328,726351578254599,-4773982156.22271,2.39909519630534E+028,6.52469810956227E+028,-12352.8213361751
0.33,656853914882735,-4317205277.61836,2.16954880956713E+028,5.90022564859332E+028,-11174.2612304169
0.332,594012005530735,-3904173676.51365,1.96198593412114E+028,5.33558281812523E+028,-10108.1257653373
0.334,537187625487379,-3530692588.88951,1.77429855935088E+028,4.82502937516085E+028,-9143.69320152665
0.336,485803854603046,-3192970178.06169,1.60458115885814E+028,4.36337685928505E+028,-8271.26410319672
0.338,439339175163644,-2887578742.64522,1.45111119620973E+028,3.94593541765245E+028,-7482.06372453626
0.34,397322139715560,-2611419670.56149,1.31233151324854E+028,3.56846577168883E+028,-6768.15381172423
0.342,359326553609918,-2361691776.07041,1.1868344184192E+028,3.22713582609507E+028,-6122.3531874327
0.344,324967122369649,-2135862691.86123,1.07334731039522E+028,2.91848146963671E+028,-5538.16518102612
0.346,293895518869760,-1931643020.41804,9.70719688290382E+027,2.63937116104744E+028,-5009.71280789669
0.348,265796829686693,-1746962977.44249,8.77911414239791E+027,2.38697393311011E+028,-4531.67942855479
0.35,240386343937218,-1579951286.36324,7.93982107190469E+027,2.15873048373833E+028,-4099.25550427415
0.352,217406651480502,-1428916106.1073,7.18081558492396E+027,1.95232705506511E+028,-3708.09008068059
0.354,196625020587171,-1292327795.69911,6.49441070538802E+027,1.76567183072043E+028,-3354.24719371938
0.356,177831028070040,-1168803338.17883,5.87365629276298E+027,1.59687360768219E+028,-3034.16632228548
0.358,160834417499640,-1057092263.61957,5.31226830049574E+027,1.44422252273863E+028,-2744.62650445357
0.36,145463163486262,-956063926.513085,4.80456484072748E+027,1.30617263501348E+028,-2482.71400621746
0.362,131561722146584,-864696006.882969,4.34540839848941E+027,1.18132618523435E+028,-2245.79302862498
0.364,118989449797413,-782064117.066199,3.93015360232596E+027,1.06841936984902E+028,-2031.47916942723
0.366,107619173655772,-707332407.568066,3.55460001557646E+027,9.66309483760139E+027,-1837.61550647329
0.368,97335899899327.5,-639745075.721551,3.21494946451834E+027,8.73963299650957E+027,-1662.25086961334
0.37,88035645850261.3,-578618690.165881,2.90776746625493E+027,7.90446564634754E+027,-1503.62021997143
0.372,79624384331599.3,-523335252.561422,2.62994836151602E+027,7.14914506512372E+027,-1360.12687493469
0.374,72017089393285.1,-473335925.590397,2.37868379571684E+027,6.46603252352272E+027,-1230.32650683714
0.376,65136873656277.4,-428115363.099366,2.15143422599753E+027,5.84822071496253E+027,-1112.91258145406
0.378,58914208457876.3,-387216584.46558,1.94590316314403E+027,5.28946363608875E+027,-1006.70319262002
0.38,53286218832966,-350226340.831094,1.76001388532649E+027,4.78411320042217E+027,-910.629205572348
0.382,48196046136879.3,-316770925.90198,1.5918883859648E+027,4.32706193714727E+027,-823.723496865621
0.384,43592271808758.3,-286512388.610943,1.43982834100462E+027,3.91369118973061E+027,-745.111203007738
0.386,39428396397564.1,-259145108.985513,1.30229790151031E+027,3.53982428534087E+027,-674.000945308217
0.388,35662368543020.8,-234392702.35303,1.17790813619481E+027,3.20168419709674E+027,-609.67683784346
0.39,32256159112362.2,-212005220.332665,1.06540296545556E+027,2.89585526741365E+027,-551.491323364236
0.392,29175376157270.7,-191756620.12078,9.63646443641108E+026,2.61924860205938E+027,-498.858612011939
0.394,26388916771476.1,-173442476.308002,8.71611260147615E+026,2.36907078236726E+027,-451.248815558224
0.396,23868652308590.4,-156877911.955953,7.88368342346256E+026,2.14279557687582E+027,-408.182609930808
0.398,21589143756543.5,-141895727.884286,7.13077454600621E+026,1.93813836436486E+027,-369.226404917653
