0.000000000000000000e+00,0.000000000000000000e+00,4.131392875705777119e-06,4.284903543468693911e-06,4.443437101961768962e-06,4.607128730402799041e-06,4.776109765129848091e-06,4.950513149354324494e-06,5.130473370867895379e-06,5.316126395477929814e-06,5.507609596136168255e-06
5.000000000000000104e-04,4.735665942066176384e-05,5.145004043164454058e-05,5.161887679485170860e-05,5.179258011782431048e-05,5.197128393701184280e-05,5.215511801872546648e-05,5.234421373608348448e-05,5.253870400761324384e-05,5.273872323172101444e-05,5.294440721680801682e-05
1.000000000000000021e-03,3.812028050506780039e-04,3.853721103729913821e-04,3.856688525441880045e-04,3.859696631637903248e-04,3.862746720344721065e-04,3.865840053139970559e-04,3.868977908207612854e-04,3.872161579743305711e-04,3.875392377315281522e-04,3.878671625185401480e-04
1.500000000000000031e-03,1.629139938666231049e-03,1.633777134219420403e-03,1.634590850945148981e-03,1.635405637189907540e-03,1.636221611381140579e-03,1.637038888610995932e-03,1.637857585873115805e-03,1.638677822008598618e-03,1.639499717646054552e-03,1.640323395138981819e-03
2.000000000000000042e-03,4.927669039716199920e-03,4.933728826764685431e-03,4.936008239196432168e-03,4.938280415373308418e-03,4.940545442671112619e-03,4.942803405891115810e-03,4.945054392435664636e-03,4.947298492266940899e-03,4.949535797857664184e-03,4.951766404140434466e-03
2.500000000000000052e-03,1.186285901177842883e-02,1.187218815182735157e-02,1.187776923892125414e-02,1.188332464171326479e-02,1.188885437625913401e-02,1.189435845767645994e-02,1.189983690527423275e-02,1.190528974253842256e-02,1.191071699710749554e-02,1.191611870074687010e-02
3.000000000000000062e-03,2.423165430448562599e-02,2.424727647361744898e-02,2.425916593736555243e-02,2.427099489197415139e-02,2.428276321230195267e-02,2.429447077534310426e-02,2.430611746533583792e-02,2.431770317379872148e-02,2.432922779955469517e-02,2.434069124875391787e-02
3.500000000000000073e-03,4.371508829591538858e-02,4.374136524476864019e-02,4.376390103566642903e-02,4.378631823885290736e-02,4.380861648093423849e-02,4.383079539580166106e-02,4.385285462975700710e-02,4.387479384163491675e-02,4.389661270291136952e-02,4.391831089780924569e-02
4.000000000000000083e-03,7.157874932021922321e-02,7.162137804427418097e-02,7.166022683556674822e-02,7.169886912976360105e-02,7.173730415637470659e-02,7.177553116005776224e-02,7.181354940581029245e-02,7.185135817922744250e-02,7.188895678674221690e-02,7.192634455586260911e-02
4.500000000000000527e-03,1.084815323747949783e-01,1.085473830975985099e-01,1.086093794349600600e-01,1.086710461247346049e-01,1.087323818077936821e-01,1.087933851512868505e-01,1.088540548539631975e-01,1.089143896466272105e-01,1.089743882925710422e-01,1.090340495880037647e-01
