8.123663473852505237e-05,8.151119643381407901e-05,8.178427215591721608e-05,8.205532941402702077e-05,8.232436388377003286e-05,8.259137013770440408e-05,8.285634273086471947e-05,8.311927629196882463e-05,8.338016552662614255e-05,8.363900521855160064e-05,8.389579022949836945e-05,8.415051549941055908e-05,8.440317604643732729e-05,8.465376696722527532e-05,8.490228343621305238e-05,8.514872070835029076e-05,8.539307410643163078e-05
5.339925934456085784e-04,5.441800473597428744e-04,5.540542596026134994e-04,5.627899901218880781e-04,5.703604273665188089e-04,5.767421505613156817e-04,5.819105626286033648e-04,5.858397310030726349e-04,5.885022972649697716e-04,5.898694584870653977e-04,5.899109339450905572e-04,5.885949350158000380e-04,5.858881319594005585e-04,5.817556228358413762e-04,5.761608893007207771e-04,5.690657959081870136e-04,5.604304100074524678e-04
2.037152926120879178e-03,2.075172083359572844e-03,2.111885354377871643e-03,2.144189102314542593e-03,2.171991988547485042e-03,2.195215978224274948e-03,2.213779701815010974e-03,2.227597844772962084e-03,2.236580864706307157e-03,2.240634955209516981e-03,2.239661963085295970e-03,2.233559317558767889e-03,2.222219950727219277e-03,2.205532226297803478e-03,2.183379827617008828e-03,2.155641786604982780e-03,2.122191940041346682e-03
4.961019037797609332e-03,5.045081818641971791e-03,5.126020770553037405e-03,5.197026842735747929e-03,5.257917961190590635e-03,5.308541819417251020e-03,5.348740556383569690e-03,5.378349396161666990e-03,5.397196115422621052e-03,5.405101008176169640e-03,5.401876762200371294e-03,5.387328360574837605e-03,5.361252968004577048e-03,5.323439834574829506e-03,5.273670123971703830e-03,5.211717010181676074e-03,5.137344692382296747e-03
9.370947228429415271e-03,9.514411600288468635e-03,9.652199395951834016e-03,9.772809679872608221e-03,9.875961804045714498e-03,9.961425601405790933e-03,1.002896372502832395e-02,1.007832933029945491e-02,1.010926528350509709e-02,1.012150414629879244e-02,1.011476802925275267e-02,1.008876848508380789e-02,1.004320638065163591e-02,9.977771796341317403e-03,9.892143815375132807e-03,9.785990710839713100e-03,9.658968537823473671e-03
1.511523715615443672e-02,1.532528807699598192e-02,1.552658475094220898e-02,1.570247579720763717e-02,1.585258862850215736e-02,1.597662320933329952e-02,1.607427149695317067e-02,1.614521408443369763e-02,1.618911917310417517e-02,1.620564258795870183e-02,1.619442762449524106e-02,1.615510494893326529e-02,1.608729247221178313e-02,1.599059526045030696e-02,1.586460530573784167e-02,1.570890180684451909e-02,1.552304940994982292e-02
2.193657468064205696e-02,2.221507516658240144e-02,2.248144737277170402e-02,2.271387086649701362e-02,2.291189579735246687e-02,2.307516588719416006e-02,2.320331674609113840e-02,2.329597150852105725e-02,2.335273960878292074e-02,2.337321683089187141e-02,2.335698515987654281e-02,2.330361269800786811e-02,2.321265355103844727e-02,2.308364775827145485e-02,2.291612106018202366e-02,2.270958526309125106e-02,2.246353621719935148e-02
2.955142616223374250e-02,2.989643281321150564e-02,3.022583672968575871e-02,3.051293440855593064e-02,3.075721632190315732e-02,3.095828488962976133e-02,3.111573486088161505e-02,3.122914805796274396e-02,3.129809199954351751e-02,3.132211998348675974e-02,3.130077094916872832e-02,3.123356941367644649e-02,3.112002537543772512e-02,3.095963426711993011e-02,3.075187673026434643e-02,3.049621904801024658e-02,3.019211094642611226e-02
3.769364661428903363e-02,3.810083992885846677e-02,3.848900373667833025e-02,3.882701966786958336e-02,3.911433587092875974e-02,3.935052732494774552e-02,3.953516214109355220e-02,3.966779557797860817e-02,3.974796855687908609e-02,3.977520777326903206e-02,3.974902557340169451e-02,3.966891991113596916e-02,3.953437427066769372e-02,3.934485764216270887e-02,3.909982430951487037e-02,3.879871433372444889e-02,3.844095125179699396e-02
4.613338706916886300e-02,4.659717604270933317e-02,4.703865915562235878e-02,4.742286166067997272e-02,4.774920491996467037e-02,4.801724822326521730e-02,4.822654500341985034e-02,4.837663630872019588e-02,4.846704925044493378e-02,4.849729713785497220e-02,4.846687937010323716e-02,4.837528141245143326e-02,4.822197473773005144e-02,4.800641682279015859e-02,4.772805095259118058e-02,4.738630673790932002e-02,4.698059777166672252e-02
