0.000000000000000000e+00,0.000000000000000000e+00,3.691090819564964576e-06,1.121235377161454582e-05,3.107836638255162667e-05,7.605030799050293904e-05,1.607660956655048812e-04,2.918333832506299309e-04,4.592789070282728863e-04,6.396664663621359726e-04,8.085561799894264547e-04,9.505213789559607569e-04,1.060893496124249141e-03,1.142226372914954434e-03,1.200111529917057950e-03,1.240455555786677214e-03,1.268268706336907496e-03,1.287372315467146932e-03,1.300514191130675967e-03,1.309604089614733839e-03,1.315943778651895756e-03,1.320411580229164045e-03,1.323597714836685429e-03,1.325898926246046709e-03,1.327582861514620387e-03,1.328831194354790444e-03,1.329768265148071954e-03,1.330480028765415167e-03,1.331026583212828419e-03,1.331450470058032076e-03,1.331782195790041836e-03,1.332043926083725316e-03,1.332251976140773906e-03,1.332418504648037261e-03,1.332552678025329326e-03,1.332661479906255969e-03,1.332750281013315866e-03,1.332823245625637358e-03,1.332883625391487496e-03,1.332933974516401507e-03,1.332976309395651499e-03,1.333012228451220353e-03,1.333043003086563675e-03,1.333069647396509325e-03,1.333092972065409200e-03,1.333113626351353082e-03,1.333132130985394516e-03,1.333148904113878961e-03,1.333164281817224685e-03,1.333178534422370474e-03,1.333191879501052345e-03,1.333204492244228828e-03,1.333216513773764333e-03,1.333228057803515984e-03,1.333239215982685247e-03,1.333250062191597808e-03,1.333260655998533880e-03,1.333271045432512592e-03,1.333281269231087257e-03,1.333291358630506272e-03,1.333301338826200881e-03,1.333311230141297080e-03,1.333321048967942924e-03,1.333330808528769085e-03,1.333340519491531956e-03,1.333350190461174032e-03,1.333359828377399768e-03,1.333369438843326309e-03,1.333379026372366084e-03,1.333388594611074375e-03,1.333398146500814480e-03
2.999999999999999737e-04,3.868018723552016239e-04,3.680808885710401654e-04,3.801997228883848500e-04,4.039115396113781664e-04,4.517928862172158910e-04,5.383457584814356142e-04,6.701916777069039360e-04,8.375694831033446853e-04,1.017378756009969460e-03,1.185500297589740099e-03,1.326721734561446065e-03,1.436474033682199909e-03,1.517332699574247632e-03,1.574873056055960726e-03,1.614973742408715683e-03,1.642617908265060463e-03,1.661604977080869891e-03,1.674666521811689346e-03,1.683700822893481651e-03,1.690001747527419742e-03,1.694442255563673519e-03,1.697608951940219549e-03,1.699896145765620280e-03,1.701569840574014255e-03,1.702810594640061714e-03,1.703741985471180073e-03,1.704449441180189628e-03,1.704992692012400734e-03,1.705414019645125519e-03,1.705743744535244020e-03,1.706003897437529011e-03,1.706210694424162592e-03,1.706376220434709014e-03,1.706509586379448187e-03,1.706617733661759066e-03,1.706706000568362306e-03,1.706778526256487981e-03,1.706838542776249528e-03,1.706888588950955434e-03,1.706930669040156992e-03,1.706966371851146745e-03,1.706996961142773564e-03,1.707023444914744590e-03,1.707046628980240762e-03,1.707067158696894864e-03,1.707085551668091963e-03,1.707102223529028675e-03,1.707117508342061336e-03,1.707131674811091307e-03,1.707144939201499841e-03,1.707157475652564807e-03,1.707169424439023775e-03,1.707180898591997018e-03,1.707191989210520401e-03,1.707202769731624254e-03,1.707213299365862788e-03,1.707223625854009143e-03,1.707233787701121618e-03,1.707243815955938231e-03,1.707253735662559455e-03,1.707263567022363837e-03,1.707273326328846144e-03,1.707283026725432825e-03,1.707292678815890445e-03,1.707302291153380653e-03,1.707311870636002730e-03,1.707321422833210428e-03,1.707330952231417374e-03,1.707340462455213563e-03,1.707349956428263127e-03
5.999999999999999474e-04,2.964014281027706373e-03,2.903664846510093604e-03,2.950536905161488862e-03,3.004425367673852973e-03,3.077342586860664937e-03,3.183564108385009573e-03,3.329960515324280942e-03,3.507490790921151749e-03,3.694049548800353282e-03,3.866515458465307007e-03,4.010490122732254283e-03,4.121983618695730135e-03,4.203950515411727755e-03,4.262203793772617946e-03,4.302768780665002478e-03,4.330719212702707245e-03,4.349910924234143446e-03,4.363111006810236649e-03,4.372240357476827113e-03,4.378607397884763837e-03,4.383094547693877803e-03,4.386294619920082932e-03,4.388606037679240561e-03,4.390297558730435652e-03,4.391551605392118862e-03,4.392493031548151163e-03,4.393208150235032756e-03,4.393757313309282903e-03,4.394183245036987519e-03,4.394516585324722939e-03,4.394779598616508492e-03,4.394988674152696187e-03,4.395156026756824943e-03,4.395290865841610696e-03,4.395400208258053859e-03,4.395489450588672097e-03,4.395562777374639914e-03,4.395623456225919434e-03,4.395674053977585878e-03,4.395716597057003697e-03,4.395752691877281328e-03,4.395783616223576835e-03,4.395810389297980132e-03,4.395833825877295403e-03,4.395854578504536196e-03,4.395873170549242925e-03,4.395890022279429557e-03,4.395905471483043878e-03,4.395919789861290825e-03,4.395933196092015327e-03,4.395945866258263099e-03,4.395957942200269010e-03,4.395969538210945000e-03,4.395980746405802470e-03,4.395991641042784961e-03,4.396002281992782840e-03,4.396012717529761658e-03,4.396022986589196921e-03,4.396033120565800978e-03,4.396043144783192899e-03,4.396053079669484144e-03,4.396062941699080753e-03,4.396072744162589190e-03,4.396082497782122754e-03,4.396092211206297125e-03,4.396101891410543819e-03,4.396111544025754422e-03,4.396121173589323701e-03,4.396130783765589585e-03,4.396140377511424668e-03
8.999999999999999754e-04,1.230008883185451651e-02,1.226211016958024709e-02,1.244609357312951789e-02,1.261968981169670108e-02,1.279298530043476191e-02,1.297965782320659352e-02,1.318758114007737708e-02,1.341013806179377002e-02,1.362845388129523862e-02,1.382271161652071437e-02,1.398137284822974051e-02,1.410266386982570071e-02,1.419113839921763709e-02,1.425371355089395838e-02,1.429715732571624869e-02,1.432703564394848667e-02,1.434752797477010025e-02,1.436161349507772238e-02,1.437135202766542767e-02,1.437814315528262478e-02,1.438292932430648360e-02,1.438634307151735910e-02,1.438880927752292024e-02,1.439061445998437473e-02,1.439195307240647911e-02,1.439295820435888482e-02,1.439372187188207343e-02,1.439430842552103136e-02,1.439476343019683788e-02,1.439511957102233321e-02,1.439540060472488218e-02,1.439562402355295048e-02,1.439580286763675505e-02,1.439594697090327245e-02,1.439606382759857535e-02,1.439615920253112420e-02,1.439623756647782048e-02,1.439630241104202998e-02,1.439635647932330925e-02,1.439640193711205426e-02,1.439644050143124542e-02,1.439647353813244476e-02,1.439650213672245653e-02,1.439652716821151514e-02,1.439654933020733697e-02,1.439656918223311717e-02,1.439658717360116184e-02,1.439660366545016459e-02,1.439661894826528565e-02,1.439663325584406017e-02,1.439664677644934832e-02,1.439665966172968062e-02,1.439667203388450036e-02,1.439668399139963466e-02,1.439669561367236915e-02,1.439670696471395499e-02,1.439671809613743934e-02,1.439672904957412826e-02,1.439673985858719134e-02,1.439675055025418926e-02,1.439676114641714674e-02,1.439677166468896277e-02,1.439678211928135769e-02,1.439679252165597910e-02,1.439680288106126756e-02,1.439681320495573777e-02,1.439682349935748375e-02,1.439683376912094005e-02,1.439684401816098205e-02,1.439685424964164996e-02
1.199999999999999895e-03,3.646579498397034547e-02,3.669601957371855516e-02,3.726225945644141141e-02,3.777041081110967674e-02,3.822518562081817645e-02,3.863860960126955929e-02,3.902124697162646927e-02,3.937292093842124918e-02,3.968332464468793397e-02,3.994148094872804894e-02,4.014363481502628700e-02,4.029417384870645491e-02,4.040219343473295394e-02,4.047780550757203166e-02,4.052995918072202497e-02,4.056568200365116839e-02,4.059012223189754215e-02,4.060689744612613894e-02,4.061848724205750771e-02,4.062656735429045346e-02,4.063226237290630538e-02,4.063632550243256869e-02,4.063926204641150203e-02,4.064141252768217055e-02,4.064300799093307354e-02,4.064420657392014274e-02,4.064511763639012953e-02,4.064581768752172780e-02,4.064636092784434940e-02,4.064678625839155540e-02,4.064712197016033535e-02,4.064738890601793386e-02,4.064760261251252477e-02,4.064777481976562107e-02,4.064791447122519802e-02,4.064802844930501258e-02,4.064812209340140647e-02,4.064819957476631385e-02,4.064826417127360980e-02,4.064831847148338284e-02,4.064836452794714367e-02,4.064840397364057750e-02,4.064843811130998408e-02,4.064846798251811610e-02,4.064849442154922637e-02,4.064851809757421414e-02,4.064853954798791635e-02,4.064855920474373663e-02,4.064857741529144530e-02,4.064859445928197673e-02,4.064861056191472477e-02,4.064862590458260400e-02,4.064864063346117218e-02,4.064865486635770020e-02,4.064866869824972084e-02,4.064868220570842100e-02,4.064869545047138100e-02,4.064870848234406614e-02,4.064872134146746419e-02,4.064873406023747360e-02,4.064874666478213855e-02,4.064875917616990464e-02,4.064877161140268563e-02,4.064878398418645539e-02,4.064879630558982521e-02,4.064880858453217422e-02,4.064882082821125869e-02,4.064883304243856882e-02,4.064884523189053744e-02,4.064885740035925621e-02
1.499999999999999814e-03,8.644905371420286144e-02,8.746286871430460075e-02,8.887732136781908987e-02,9.012929017061932502e-02,9.121116897747540142e-02,9.213098180425574601e-02,9.290493840296501493e-02,9.354679785813276027e-02,9.406492401640294265e-02,9.446772122813139327e-02,9.476862316482477511e-02,9.498572851768212477e-02,9.513831141215361997e-02,9.524368640365338257e-02,9.531574231555424437e-02,9.536482800597893827e-02,9.539829833362649392e-02,9.542122734403966910e-02,9.543705337635229047e-02,9.544808335956048162e-02,9.545585841689391282e-02,9.546140779407565058e-02,9.546542081256428891e-02,9.546836158394216010e-02,9.547054489802703214e-02,9.547218622266005761e-02,9.547343461476610893e-02,9.547439441306515562e-02,9.547513958377860932e-02,9.547572325512539149e-02,9.547618409608313317e-02,9.547655061822855893e-02,9.547684410452692005e-02,9.547708062482433700e-02,9.547727243921741436e-02,9.547742898783800891e-02,9.547755759794696040e-02,9.547766399617577115e-02,9.547775268422316330e-02,9.547782721814053464e-02,9.547789041832099866e-02,9.547794452903476947e-02,9.547799134101056517e-02,9.547803228611055626e-02,9.547806851138614104e-02,9.547810093693245848e-02,9.547813030170969328e-02,9.547815719972366222e-02,9.547818210878133982e-02,9.547820541346792311e-02,9.547822742350314806e-02,9.547824838834977068e-02,9.547826850904965468e-02,9.547828794762616700e-02,9.547830683471085489e-02,9.547832527561581073e-02,9.547834335524668647e-02,9.547836114211334657e-02,9.547837869141488631e-02,9.547839604771363176e-02,9.547841324694657239e-02,9.547843031808914138e-02,9.547844728452889451e-02,9.547846416510882839e-02,9.547848097506088372e-02,9.547849772664816770e-02,9.547851442976972025e-02,9.547853109242376846e-02,9.547854772103349374e-02,9.547856432082302280e-02
1.799999999999999734e-03,1.743342592835040172e-01,1.769755778795878143e-01,1.799876819596343824e-01,1.826433196769075284e-01,1.849107103208107172e-01,1.867894808889462854e-01,1.883057869013373131e-01,1.894991264462087543e-01,1.904127048090821783e-01,1.910912962976959173e-01,1.915807341889810000e-01,1.919250629811856124e-01,1.921628818155853013e-01,1.923252155739796909e-01,1.924353742780218202e-01,1.925100502140202618e-01,1.925608168280195931e-01,1.925955345360566007e-01,1.926194767150728182e-01,1.926361587937527320e-01,1.926479195803070810e-01,1.926563170407875336e-01,1.926623930005566254e-01,1.926668483388369879e-01,1.926701582935939350e-01,1.926726481787336409e-01,1.926745431161889510e-01,1.926760007723523349e-01,1.926771329906822317e-01,1.926780201642658841e-01,1.926787208511453464e-01,1.926792782602640419e-01,1.926797246689907483e-01,1.926800844649400046e-01,1.926803762652340990e-01,1.926806144125088327e-01,1.926808100443420657e-01,1.926809718687291784e-01,1.926811067332509231e-01,1.926812200485124027e-01,1.926813161067627567e-01,1.926813983240604489e-01,1.926814694265516492e-01,1.926815315942757567e-01,1.926815865738262523e-01,1.926816357663140855e-01,1.926816802970790221e-01,1.926817210707704453e-01,1.926817588150894212e-01,1.926817941157719927e-01,1.926818274445574186e-01,1.926818591813950210e-01,1.926818896325045438e-01,1.926819190446697194e-01,1.926819476168677436e-01,1.926819755095054987e-01,1.926820028519032613e-01,1.926820297484214684e-01,1.926820562831328409e-01,1.926820825239152213e-01,1.926821085255134847e-01,1.926821343320591351e-01,1.926821599791727901e-01,1.926821854955590163e-01,1.926822109044223352e-01,1.926822362244355880e-01,1.926822614706770465e-01,1.926822866553381808e-01,1.926823117881929781e-01,1.926823368772014877e-01
2.099999999999999870e-03,3.109718535135800876e-01,3.164323501268261896e-01,3.221038770167213294e-01,3.271005541844457798e-01,3.313485524958288964e-01,3.348319038712413986e-01,3.375920839477238866e-01,3.397106482297859720e-01,3.412884251706636562e-01,3.424306779736321915e-01,3.432373208963739319e-01,3.437958231993555880e-01,3.441771937549104043e-01,3.444354857677609516e-01,3.446098507892946805e-01,3.447276557014712917e-01,3.448075767346941434e-01,3.448621674371686319e-01,3.448997927782491701e-01,3.449260045923658868e-01,3.449444860252531275e-01,3.449576861879880552e-01,3.449672410931421407e-01,3.449742507493494537e-01,3.449794608871802337e-01,3.449833820172047427e-01,3.449863675123945872e-01,3.449886649590386822e-01,3.449904500722331124e-01,3.449918492240686696e-01,3.449929545150699495e-01,3.449938339423415101e-01,3.449945383270274779e-01,3.449951060865888430e-01,3.449955665611865729e-01,3.449959423632831812e-01,3.449962510581391917e-01,3.449965063831509915e-01,3.449967191433854219e-01,3.449968978781231543e-01,3.449970493626861034e-01,3.449971789900220798e-01,3.449972910643980262e-01,3.449973890281044508e-01,3.449974756392156228e-01,3.449975531103806614e-01,3.449976232188056713e-01,3.449976873932221189e-01,3.449977467829438704e-01,3.449978023130811366e-01,3.449978547287130271e-01,3.449979046299442298e-01,3.449979525004348568e-01,3.449979987299888751e-01,3.449980436328680122e-01,3.449980874624430927e-01,3.449981304229798318e-01,3.449981726793078796e-01,3.449982143642196242e-01,3.449982555849380739e-01,3.449982964279237341e-01,3.449983369628899510e-01,3.449983772460874509e-01,3.449984173228677342e-01,3.449984572298828156e-01,3.449984969966149451e-01,3.449985366468882875e-01,3.449985761999652678e-01,3.449986156712793184e-01,3.449986550733886159e-01
2.399999999999999790e-03,5.039714024781875024e-01,5.137666670104960032e-01,5.234592203699942603e-01,5.320026250263806267e-01,5.392565534526438942e-01,5.451788213697011942e-01,5.498320816450226189e-01,5.533602878206657083e-01,5.559509173778495184e-01,5.578007220681794331e-01,5.590916889477857143e-01,5.599773361069003696e-01,5.605780446992733035e-01,5.609829874629737034e-01,5.612554938013585293e-01,5.614392311864762064e-01,5.615637261099275523e-01,5.616487032121034728e-01,5.617072522609024565e-01,5.617480376872729941e-01,5.617767976327509016e-01,5.617973435531439241e-01,5.618122198950291635e-01,5.618231369244118811e-01,5.618312539743910428e-01,5.618373647531077486e-01,5.618420187645924990e-01,5.618456011166607089e-01,5.618483852149791513e-01,5.618505677605023507e-01,5.618522921632027600e-01,5.618536643406205622e-01,5.618547634834538673e-01,5.618556494740684082e-01,5.618563680590952236e-01,5.618569545044663771e-01,5.618574362106684150e-01,5.618578346109630584e-01,5.618581665662234492e-01,5.618584454033754838e-01,5.618586816975124076e-01,5.618588838668097107e-01,5.618590586305275414e-01,5.618592113626271756e-01,5.618593463690797485e-01,5.618594671044645494e-01,5.618595763435744184e-01,5.618596763171623820e-01,5.618597688197700668e-01,5.618598552958777859e-01,5.618599369088637108e-01,5.618600145957615144e-01,5.618600891117719875e-01,5.618601610655949985e-01,5.618602309478862855e-01,5.618602991543009129e-01,5.618603660038102854e-01,5.618604317537692072e-01,5.618604966115471333e-01,5.618605607445704697e-01,5.618606242878231294e-01,5.618606873501881260e-01,5.618607500194764404e-01,5.618608123665219667e-01,5.618608744485487083e-01,5.618609363115916189e-01,5.618609979928546050e-01,5.618610595224198256e-01,5.618611209243901117e-01,5.618611822183421367e-01
2.699999999999999709e-03,7.565470470847451834e-01,7.724551024861606718e-01,7.877801029286642942e-01,8.013019388671194232e-01,8.127828344312320041e-01,8.221399721419963003e-01,8.294627299390938679e-01,8.349807432259295226e-01,8.390022313920439956e-01,8.418522117447592157e-01,8.438281213244307466e-01,8.451765815369329804e-01,8.460876653585518437e-01,8.467001649271730379e-01,8.471115914381781575e-01,8.473886674713075884e-01,8.475762703520246522e-01,8.477042723859637974e-01,8.477924502877174362e-01,8.478538741893222319e-01,8.478971912134481981e-01,8.479281414465953404e-01,8.479505554646988852e-01,8.479670075710957766e-01,8.479792427392287557e-01,8.479884556975690879e-01,8.479954736996778708e-01,8.480008766171894807e-01,8.480050762192616887e-01,8.480083688238547746e-01,8.480109705229877948e-01,8.480130409536448255e-01,8.480146994983075448e-01,8.480160364508261273e-01,8.480171208036778596e-01,8.480180057518705850e-01,8.480187326322418118e-01,8.480193337832988565e-01,8.480198346473758475e-01,8.480202553359487139e-01,8.480206118088455813e-01,8.480209167714175544e-01,8.480211803653106006e-01,8.480214107020426217e-01,8.480216142812008195e-01,8.480217963174259133e-01,8.480219609992921681e-01,8.480221116941711879e-01,8.480222511110232508e-01,8.480223814303938790e-01,8.480225044084696018e-01,8.480226214597950118e-01,8.480227337244042873e-01,8.480228421212301360e-01,8.480229473908785787e-01,8.480230501306874613e-01,8.480231508221810488e-01,8.480232498538394781e-01,8.480233475387458641e-01,8.480234441296250480e-01,8.480235398302232719e-01,8.480236348049545736e-01,8.480237291863427229e-01,8.480238230813603728e-01,8.480239165763485687e-01,8.480240097408368039e-01,8.480241026309716101e-01,8.480241952921818704e-01,8.480242877608467067e-01,8.480243800664901688e-01
