# time,CO,CO2,Inert
7.799999999999998775e-03,1.778661721501739734e+01,2.773961612732350757e-02,1.201062000382200345e+01
8.099999999999999561e-03,1.847093935506975981e+01,2.795446938584348825e-02,1.267387268648161758e+01
8.399999999999999481e-03,1.909752522047219614e+01,2.815882457494033736e-02,1.330274459499836759e+01
8.699999999999999400e-03,1.966811103830855956e+01,2.835236121948098154e-02,1.389623224424127201e+01
8.999999999999999320e-03,2.018482628019564018e+01,2.853458559088497409e-02,1.445387744041963352e+01
9.299999999999999239e-03,2.065007352773205085e+01,2.870493705168092671e-02,1.497567340409636216e+01
9.599999999999999159e-03,2.106643104505026898e+01,2.886286080158911513e-02,1.546198097197809496e+01
9.899999999999999079e-03,2.143657489452494502e+01,2.900785560794438486e-02,1.591345503209321777e+01
1.019999999999999900e-02,2.176321759682018353e+01,2.913950315464469698e-02,1.633098084185240850e+01
1.049999999999999892e-02,2.204906060639958554e+01,2.925748408363937694e-02,1.671561957043206803e+01
1.079999999999999884e-02,2.229675818884340188e+01,2.936158457399993052e-02,1.706856223988417653e+01
1.109999999999999876e-02,2.250889060941370445e+01,2.945169634717254362e-02,1.739109117003878069e+01
1.139999999999999868e-02,2.268794485112815451e+01,2.952781224961102333e-02,1.768454802809516480e+01
1.169999999999999860e-02,2.283630136320129367e+01,2.959001899978210004e-02,1.795030762097619714e+01
1.199999999999999852e-02,2.295622559176702993e+01,2.963848825764965611e-02,1.818975663003644883e+01
1.229999999999999843e-02,2.304986326310647371e+01,2.967346685064971637e-02,1.840427656172932913e+01
1.259999999999999835e-02,2.311923857641044222e+01,2.969526674665988117e-02,1.859523026635633869e+01
1.289999999999999827e-02,2.316625462095716514e+01,2.970425518259258921e-02,1.876395145484286076e+01
1.319999999999999819e-02,2.319269546463787890e+01,2.970084522228692847e-02,1.891173671740285656e+01
1.349999999999999811e-02,2.320022947032090244e+01,2.968548691799731062e-02,1.903983961615507781e+01
1.379999999999999803e-02,2.319041348680816839e+01,2.965865917727747783e-02,1.914946648536813001e+01
1.409999999999999795e-02,2.316469763505486767e+01,2.962086238478942729e-02,1.924177362780153899e+01
1.439999999999999787e-02,2.312443047052712686e+01,2.957261179146848662e-02,1.931786564373243209e+01
1.469999999999999779e-02,2.307086435136281466e+01,2.951443165770365265e-02,1.937879467110965592e+01
1.499999999999999771e-02,2.300516088135501036e+01,2.944685011983441680e-02,1.942556035138425941e+01
1.529999999999999763e-02,2.292839632837006647e+01,2.937039473811964979e-02,1.945911036650873527e+01
1.559999999999999755e-02,2.284156694405455212e+01,2.928558867773867896e-02,1.948034141896433979e+01
1.589999999999999747e-02,2.274559413074956282e+01,2.919294747108751309e-02,1.949010054903553879e+01
1.619999999999999912e-02,2.264132941739283211e+01,2.909297630869520090e-02,1.948918670242760598e+01
1.650000000000000078e-02,2.252955921864927191e+01,2.898616780680194488e-02,1.947835247720165341e+01
1.680000000000000243e-02,2.241100936122919052e+01,2.887300020148611188e-02,1.945830599230681912e+01
1.710000000000000409e-02,2.228634936886748719e+01,2.875393592181373081e-02,1.942971283110342995e+01
1.740000000000000574e-02,2.215619650318691569e+01,2.862942049752132193e-02,1.939319802252404656e+01
1.770000000000000739e-02,2.202111956200912957e+01,2.849988176002232060e-02,1.934934803019772787e+01
1.800000000000000905e-02,2.188164243989948332e+01,2.836572929889647626e-02,1.929871272621527467e+01
1.830000000000001070e-02,2.173824745806717118e+01,2.822735413937224255e-02,1.924180733144895683e+01
1.860000000000001236e-02,2.159137847238114105e+01,2.808512860956856663e-02,1.917911430864229061e+01
1.890000000000001401e-02,2.144144376935554064e+01,2.793940636937522481e-02,1.911108519800386318e+01
1.920000000000001567e-02,2.128881876062663281e+01,2.779052257578648946e-02,1.903814238790668156e+01
1.950000000000001732e-02,2.113384848678564865e+01,2.763879416224386890e-02,1.896068081561778484e+01
1.980000000000001897e-02,2.097684994152462679e+01,2.748452021208007759e-02,1.887906959485548342e+01
2.010000000000002063e-02,2.081811422695759717e+01,2.732798240848824736e-02,1.879365356847068114e+01
2.040000000000002228e-02,2.065790855074638799e+01,2.716944554556950664e-02,1.870475478573849415e+01
2.070000000000002394e-02,2.049647807532729260e+01,2.700915808694711456e-02,1.861267390468177751e+01
2.100000000000002559e-02,2.033404762913233910e+01,2.684735276018477071e-02,1.851769152057404000e+01
2.130000000000002724e-02,2.017082328925039292e+01,2.668424717682191250e-02,1.842006942232369582e+01
2.160000000000002890e-02,2.000699384449758966e+01,2.652004446925134221e-02,1.832005177885551106e+01
2.190000000000003055e-02,1.984273214737722668e+01,2.635493393692663402e-02,1.821786625790570469e+01
2.220000000000003221e-02,1.967819636291718055e+01,2.618909169550976551e-02,1.811372507985470293e+01
2.250000000000003386e-02,1.951353112188676775e+01,2.602268132356652316e-02,1.800782600935515276e+01
2.280000000000003552e-02,1.934886858541938892e+01,2.585585450229768364e-02,1.790035328758702349e+01
2.310000000000003717e-02,1.918432942760798809e+01,2.568875164457056978e-02,1.779147850799811437e+01
2.340000000000003882e-02,1.902002374219884828e+01,2.552150251019664334e-02,1.768136143837804752e+01
2.370000000000004048e-02,1.885605187908903702e+01,2.535422680499722220e-02,1.757015079207453212e+01
2.400000000000004213e-02,1.869250521593290415e+01,2.518703476171821332e-02,1.745798495109931636e+01
2.430000000000004379e-02,1.852946686978654611e+01,2.502002770130649922e-02,1.734499264379315164e+01
2.460000000000004544e-02,1.836701235336358451e+01,2.485329857344915558e-02,1.723129357962924502e+01
2.490000000000004710e-02,1.820521018014243353e+01,2.468693247561252677e-02,1.711699904363605640e+01
2.520000000000004875e-02,1.804412242225322771e+01,2.452100715010450960e-02,1.700221245281641558e+01
2.550000000000005040e-02,1.788380522478088608e+01,2.435559345892737357e-02,1.688702987683278778e+01
2.580000000000005206e-02,1.772430927984900961e+01,2.419075583639437865e-02,1.677154052512004867e+01
2.610000000000005371e-02,1.756568026359627055e+01,2.402655271965630293e-02,1.665582720247918047e+01
2.640000000000005537e-02,1.740795923892121522e+01,2.386303695742744702e-02,1.653996673509804083e+01
2.670000000000005702e-02,1.725118302665314474e+01,2.370025619731860878e-02,1.642403036884103784e+01
2.700000000000005868e-02,1.709538454760391346e+01,2.353825325227999754e-02,1.630808414154756036e+01
2.730000000000006033e-02,1.694059313776708464e+01,2.337706644673344034e-02,1.619218923098068785e+01
2.760000000000006198e-02,1.678683483875726523e+01,2.321672994303228960e-02,1.607640227997278615e+01
2.790000000000006364e-02,1.663413266542084301e+01,2.305727404893234342e-02,1.596077570022409020e+01
2.820000000000006529e-02,1.648250685240045499e+01,2.289872550678949750e-02,1.584535795612320896e+01
2.850000000000006695e-02,1.633197508129743625e+01,2.274110776522104277e-02,1.573019382987617476e+01
2.880000000000006860e-02,1.618255268994920471e+01,2.258444123398047412e-02,1.561532466915191542e+01
2.910000000000007025e-02,1.603425286522053739e+01,2.242874352280006811e-02,1.550078861837759625e+01
2.940000000000007191e-02,1.588708682059910693e+01,2.227402966495391906e-02,1.538662083474676301e+01
2.970000000000007356e-02,1.574106395978517625e+01,2.212031232628713581e-02,1.527285368993666204e+01
3.000000000000007522e-02,1.559619202737265908e+01,2.196760200044499053e-02,1.515951695846822389e+01
3.030000000000007687e-02,1.545247724763302877e+01,2.181590719102114578e-02,1.504663799358287157e+01
3.060000000000007853e-02,1.530992445233485810e+01,2.166523458132527460e-02,1.493424189145470571e+01
3.090000000000008018e-02,1.516853719845860304e+01,2.151558919245075141e-02,1.482235164450404064e+01
3.120000000000008183e-02,1.502831787659936680e+01,2.136697453030021038e-02,1.471098828452903540e+01
3.150000000000008349e-02,1.488926781078812844e+01,2.121939272220372749e-02,1.460017101632579894e+01
3.180000000000008514e-02,1.475138735040496307e+01,2.107284464373966257e-02,1.448991734242402529e+01
3.210000000000008680e-02,1.461467595480487525e+01,2.092733003634358185e-02,1.438024317952443454e+01
3.240000000000008845e-02,1.447913227122850799e+01,2.078284761626476851e-02,1.427116296718595478e+01
3.270000000000009011e-02,1.434475420652492517e+01,2.063939517540533050e-02,1.416268976927512036e+01
3.300000000000009176e-02,1.421153899317252289e+01,2.049696967455076277e-02,1.405483536865629546e+01
3.330000000000009341e-02,1.407948325004594636e+01,2.035556732947675640e-02,1.394761035557022133e+01
3.360000000000009507e-02,1.394858303834192981e+01,2.021518369039193228e-02,1.384102421011886364e+01
3.390000000000009672e-02,1.381883391304429232e+01,2.007581371515280294e-02,1.373508537924713302e+01
3.420000000000009838e-02,1.369023097027894842e+01,1.993745183666351464e-02,1.362980134858632830e+01
3.450000000000010003e-02,1.356276889088178628e+01,1.980009202485082456e-02,1.352517870950007861e+01
3.480000000000010169e-02,1.343644198047743821e+01,1.966372784358254300e-02,1.342122322165113957e+01
3.510000000000010334e-02,1.331124420634312600e+01,1.952835250287715194e-02,1.331793987138632929e+01
3.540000000000010499e-02,1.318716923131065499e+01,1.939395890673156764e-02,1.321533292621731981e+01
3.570000000000010665e-02,1.306421044493942141e+01,1.926053969687531800e-02,1.311340598565650950e+01
3.600000000000010830e-02,1.294236099217535774e+01,1.912808729274026454e-02,1.301216202865022176e+01
3.630000000000010996e-02,1.282161379969356751e+01,1.899659392791805401e-02,1.291160345783527319e+01
3.660000000000011161e-02,1.270196160010716291e+01,1.886605168336000227e-02,1.281173214083010414e+01
3.690000000000011326e-02,1.258339695421019577e+01,1.873645251755863203e-02,1.271254944875758142e+01
3.720000000000011492e-02,1.246591227140969416e+01,1.860778829393465797e-02,1.261405629218362456e+01
3.750000000000011657e-02,1.234949982848947236e+01,1.848005080563894231e-02,1.251625315464347210e+01
3.780000000000011823e-02,1.223415178683717564e+01,1.835323179796521584e-02,1.241914012391605304e+01
3.810000000000011988e-02,1.211986020825580646e+01,1.822732298855666080e-02,1.232271692119634210e+01
3.840000000000012154e-02,1.200661706947132323e+01,1.810231608557703528e-02,1.222698292830556355e+01
3.870000000000012319e-02,1.189441427543929386e+01,1.797820280400580853e-02,1.213193721306975270e+01
3.900000000000012484e-02,1.178324367154536745e+01,1.785497488020580670e-02,1.203757855298877111e+01
3.930000000000012650e-02,1.167309705478699655e+01,1.773262408490170264e-02,1.194390545730939479e+01
3.960000000000012815e-02,1.156396618401683618e+01,1.761114223469817733e-02,1.185091618760891485e+01
3.990000000000012981e-02,1.145584278932209088e+01,1.749052120225749393e-02,1.175860877698829121e+01
4.020000000000013146e-02,1.134871858060816407e+01,1.737075292524793702e-02,1.166698104796760838e+01
4.050000000000013312e-02,1.124258525544955134e+01,1.725182941416632948e-02,1.157603062917023706e+01
4.080000000000013477e-02,1.113743450626606979e+01,1.713374275913090092e-02,1.148575497087632336e+01
4.110000000000013642e-02,1.103325802687792745e+01,1.701648513573326277e-02,1.139615135952110236e+01
4.140000000000013808e-02,1.093004751848882705e+01,1.690004881003227474e-02,1.130721693120827176e+01
4.170000000000013973e-02,1.082779469514260384e+01,1.678442614276599507e-02,1.121894868430407222e+01
4.200000000000014139e-02,1.072649128869524127e+01,1.666960959285267510e-02,1.113134349117342659e+01
4.230000000000014304e-02,1.062612905334073332e+01,1.655559172024605175e-02,1.104439810911531161e+01
4.260000000000014470e-02,1.052669976972645038e+01,1.644236518820554535e-02,1.095810919055078259e+01
4.290000000000014635e-02,1.042819524869059400e+01,1.632992276503705473e-02,1.087247329251354167e+01
4.320000000000014800e-02,1.033060733465202397e+01,1.621825732535604747e-02,1.078748688548949275e+01
4.350000000000014966e-02,1.023392790868018665e+01,1.610736185092023071e-02,1.070314636164886579e+01
4.380000000000015131e-02,1.013814889127070984e+01,1.599722943107577400e-02,1.061944804251135643e+01
4.410000000000015297e-02,1.004326224485035368e+01,1.588785326285717739e-02,1.053638818608220795e+01
4.440000000000015462e-02,9.949259976032969632e+00,1.577922665077795272e-02,1.045396299349450864e+01
4.470000000000015627e-02,9.856134137646540339e+00,1.567134300634605293e-02,1.037216861519077682e+01
4.500000000000015793e-02,9.763876830549698127e+00,1.556419584733528989e-02,1.029100115667455029e+01
4.530000000000015958e-02,9.672480205254778696e+00,1.545777879684141938e-02,1.021045668386076777e+01
4.560000000000016124e-02,9.581936463372977997e+00,1.535208558214908904e-02,1.013053122805173523e+01
4.590000000000016289e-02,9.492237858896158897e+00,1.524711003343356616e-02,1.005122079056380002e+01
4.620000000000016455e-02,9.403376699328509503e+00,1.514284608231930909e-02,9.972521347028019179e+00
4.650000000000016620e-02,9.315345346680292238e+00,1.503928776031522412e-02,9.894428851386695811e+00
4.680000000000016785e-02,9.228136218335041718e+00,1.493642919714499584e-02,9.816939239606147893e+00
4.710000000000016951e-02,9.141741787800501839e+00,1.483426461898893108e-02,9.740048433124728788e+00
4.740000000000017116e-02,9.056154585352913955e+00,1.473278834665250892e-02,9.663752342053824052e+00
4.770000000000017282e-02,8.971367198583481084e+00,1.463199479367522857e-02,9.588046868148419222e+00
4.800000000000017447e-02,8.887372272855122546e+00,1.453187846439220852e-02,9.512927907562703567e+00
4.830000000000017613e-02,8.804162511676985048e+00,1.443243395195965145e-02,9.438391353405101825e+00
4.860000000000017778e-02,8.721730677003597165e+00,1.433365593635432464e-02,9.364433098106285769e+00
4.890000000000017943e-02,8.640069589464992816e+00,1.423553918235612864e-02,9.291049035612637397e+00
4.920000000000018109e-02,8.559172128533678148e+00,1.413807853752184485e-02,9.218235063417028030e+00
4.950000000000018274e-02,8.479031232633815307e+00,1.404126893015748140e-02,9.145987084437741998e+00
4.980000000000018440e-02,8.399639899197548942e+00,1.394510536729552837e-02,9.074301008755870868e+00
5.010000000000018605e-02,8.320991184673030006e+00,1.384958293268317119e-02,9.003172755220681722e+00
5.040000000000018771e-02,8.243078204488432092e+00,1.375469678478629353e-02,8.932598252931875038e+00
5.070000000000018936e-02,8.165894132975667574e+00,1.366044215481402105e-02,8.862573442607025953e+00
5.100000000000019101e-02,8.089432203257489462e+00,1.356681434476768311e-02,8.793094277842033790e+00
5.130000000000019267e-02,8.013685707101192435e+00,1.347380872551757862e-02,8.724156726271752760e+00
5.160000000000019432e-02,7.938647994741934610e+00,1.338142073491067376e-02,8.655756770637626829e+00
5.190000000000019598e-02,7.864312474678481379e+00,1.328964587591170872e-02,8.587890409768570876e+00
5.220000000000019763e-02,7.790672613443908823e+00,1.319847971477988886e-02,8.520553659481079123e+00
5.250000000000019929e-02,7.717721935353599960e+00,1.310791787928311872e-02,8.453742553403980509e+00
5.280000000000020094e-02,7.645454022232728519e+00,1.301795605695110422e-02,8.387453143732990668e+00
5.310000000000020259e-02,7.573862513125162010e+00,1.292858999336874391e-02,8.321681501919902857e+00
5.340000000000020425e-02,7.502941103985698135e+00,1.283981549051065041e-02,8.256423719300805431e+00
5.370000000000020590e-02,7.432683547357219034e+00,1.275162840511759495e-02,8.191675907667532286e+00
5.400000000000020756e-02,7.363083652034394966e+00,1.266402464711538674e-02,8.127434199786300439e+00
5.430000000000020921e-02,7.294135282715304314e+00,1.257700017807651671e-02,8.063694749867035938e+00
5.460000000000021086e-02,7.225832359642299529e+00,1.249055100972472875e-02,8.000453733986905291e+00
5.490000000000021252e-02,7.158168858233317167e+00,1.240467320248250967e-02,7.937707350471145951e+00
5.520000000000021417e-02,7.091138808704731566e+00,1.231936286406142174e-02,7.875451820234174782e+00
5.550000000000021583e-02,7.024736295686749621e+00,1.223461614809494627e-02,7.813683387083703025e+00
5.580000000000021748e-02,6.958955457832319169e+00,1.215042925281357294e-02,7.752398317990484955e+00
5.610000000000021914e-02,6.893790487420374369e+00,1.206679841976160232e-02,7.691592903326030850e+00
5.640000000000022079e-02,6.829235629954208520e+00,1.198371993255519831e-02,7.631263457070572187e+00
5.670000000000022244e-02,6.765285183755687548e+00,1.190119011568100370e-02,7.571406316993332553e+00
5.700000000000022410e-02,6.701933499555987162e+00,1.181920533333474972e-02,7.512017844807117761e+00
5.730000000000022575e-02,6.639174980083415889e+00,1.173776198829905304e-02,7.453094426298939368e+00
5.760000000000022741e-02,6.577004079648919976e+00,1.165685652085966979e-02,7.394632471438479904e+00
5.790000000000022906e-02,6.515415303729769292e+00,1.157648540775939143e-02,7.336628414465895531e+00
5.820000000000023072e-02,6.454403208551878990e+00,1.149664516118877738e-02,7.279078713960492664e+00
5.850000000000023237e-02,6.393962400671186153e+00,1.141733232781276704e-02,7.221979852891625917e+00
5.880000000000023402e-02,6.334087536554505959e+00,1.133854348783245973e-02,7.165328338653101703e+00
5.910000000000023568e-02,6.274773322160164035e+00,1.126027525408094046e-02,7.109120703082314030e+00
5.940000000000023733e-02,6.216014512518784230e+00,1.118252427115246257e-02,7.053353502465188107e+00
5.970000000000023899e-02,6.157805911314503611e+00,1.110528721456390845e-02,6.998023317528031306e+00
6.000000000000024064e-02,6.100142370466894448e+00,1.102856078994770596e-02,6.943126753417202757e+00
6.030000000000024230e-02,6.043018789713816119e+00,1.095234173227522395e-02,6.888660439667559920e+00
6.060000000000024395e-02,5.986430116195461615e+00,1.087662680510979342e-02,6.834621030160498378e+00
6.090000000000024560e-02,5.930371344039770953e+00,1.080141279988836543e-02,6.781005203072388632e+00
6.120000000000024726e-02,5.874837513949418444e+00,1.072669653523098364e-02,6.727809660814144443e+00
6.150000000000024891e-02,5.819823712790483050e+00,1.065247485627711550e-02,6.675031129962605725e+00
6.180000000000025057e-02,5.765325073183071858e+00,1.057874463404800784e-02,6.622666361184372796e+00
6.210000000000025222e-02,5.711336773093894870e+00,1.050550276483415771e-02,6.570712129152700420e+00
6.240000000000025387e-02,5.657854035431019391e+00,1.043274616960709542e-02,6.519165232457993397e+00
6.270000000000025553e-02,5.604872127640861734e+00,1.036047179345456204e-02,6.468022493512443738e+00
6.300000000000025024e-02,5.552386361307539708e+00,1.028867660503837017e-02,6.417280758449252609e+00
6.330000000000024496e-02,5.500392091754664037e+00,1.021735759607402330e-02,6.366936897016953978e+00
6.360000000000023967e-02,5.448884717649665532e+00,1.014651178083142077e-02,6.316987802469168578e+00
6.390000000000023439e-02,5.397859680610692656e+00,1.007613619565575491e-02,6.267430391450281135e+00
6.420000000000022911e-02,5.347312464816192268e+00,1.000622789850797757e-02,6.218261603877319743e+00
6.450000000000022382e-02,5.297238596617183326e+00,9.936783968524022514e-03,6.169478402818428187e+00
6.480000000000021854e-02,5.247633644152311483e+00,9.867801505592068909e-03,6.121077774368219870e+00
6.510000000000021325e-02,5.198493216965694330e+00,9.799277629947237070e-03,6.073056727520327769e+00
6.540000000000020797e-02,5.149812965627618588e+00,9.731209481782904583e-03,6.025412294037422178e+00
6.570000000000020268e-02,5.101588581358099006e+00,9.663594220878141475e-03,5.978141528318915654e+00
6.600000000000019740e-02,5.053815795653333609e+00,9.596429026240502896e-03,5.931241507266664215e+00
6.630000000000019211e-02,5.006490379915104150e+00,9.529711095763641546e-03,5.884709330148800710e+00
6.660000000000018683e-02,4.959608145083095998e+00,9.463437645899120537e-03,5.838542118461989006e+00
6.690000000000018154e-02,4.913164941270180996e+00,9.397605911341829973e-03,5.792737015792225996e+00
6.720000000000017626e-02,4.867156657400659725e+00,9.332213144728492005e-03,5.747291187674389512e+00
6.750000000000017097e-02,4.821579220851484493e+00,9.267256616348643755e-03,5.702201821450731067e+00
6.780000000000016569e-02,4.776428597096448847e+00,9.202733613867657494e-03,5.657466126128408490e+00
6.810000000000016041e-02,4.731700789353371128e+00,9.138641442061255088e-03,5.613081332236247611e+00
6.840000000000015512e-02,4.687391838234254315e+00,9.074977422560994572e-03,5.569044691680844927e+00
6.870000000000014984e-02,4.643497821398413272e+00,9.011738893610336809e-03,5.525353477602146235e+00
6.900000000000014455e-02,4.600014853208601373e+00,8.948923209830745781e-03,5.482004984228596278e+00
6.930000000000013927e-02,4.556939084390069894e+00,8.886527741997480787e-03,5.438996526731988190e+00
6.960000000000013398e-02,4.514266701692621453e+00,8.824549876824589606e-03,5.396325441082102436e+00
6.990000000000012870e-02,4.471993927555588222e+00,8.762987016758714068e-03,5.353989083901216084e+00
7.020000000000012341e-02,4.430117019775762444e+00,8.701836579781340245e-03,5.311984832318588978e+00
7.050000000000011813e-02,4.388632271178252608e+00,8.641095999219068277e-03,5.270310083824989000e+00
7.080000000000011284e-02,4.347536009290253745e+00,8.580762723561615596e-03,5.228962256127326569e+00
7.110000000000010756e-02,4.306824596017721163e+00,8.520834216287126797e-03,5.187938787003489871e+00
7.140000000000010227e-02,4.266494427324942329e+00,8.461307955694488334e-03,5.147237134157398586e+00
7.170000000000009699e-02,4.226541932916955346e+00,8.402181434742354849e-03,5.106854775074394226e+00
7.200000000000009170e-02,4.186963575924845138e+00,8.343452160894514191e-03,5.066789206876952001e+00
7.230000000000008642e-02,4.147755852593865811e+00,8.285117655971382944e-03,5.027037946180830552e+00
7.260000000000008114e-02,4.108915291974381212e+00,8.227175456007231741e-03,4.987598528951648902e+00
7.290000000000007585e-02,4.070438455615604134e+00,8.169623111112982519e-03,4.948468510361963446e+00
7.320000000000007057e-02,4.032321937262130618e+00,8.112458185344248104e-03,4.909645464648875191e+00
7.350000000000006528e-02,3.994562362553222723e+00,8.055678256574374738e-03,4.871126984972205420e+00
7.380000000000006000e-02,3.957156388724857976e+00,7.999280916372258562e-03,4.832910683273262897e+00
7.410000000000005471e-02,3.920100704314475770e+00,7.943263769884698414e-03,4.794994190134237222e+00
7.440000000000004943e-02,3.883392028868447365e+00,7.887624435723057659e-03,4.757375154638264547e+00
7.470000000000004414e-02,3.847027112652209535e+00,7.832360545854042538e-03,4.720051244230135445e+00
7.500000000000003886e-02,3.811002736363080956e+00,7.777469745494355879e-03,4.683020144577747956e+00
7.530000000000003357e-02,3.775315710845708939e+00,7.722949693009102147e-03,4.646279559434251638e+00
7.560000000000002829e-02,3.739962876810148718e+00,7.668798059813653270e-03,4.609827210500943906e+00
7.590000000000002300e-02,3.704941104552524678e+00,7.615012530278911923e-03,4.573660837290922210e+00
7.620000000000001772e-02,3.670247293678299716e+00,7.561590801639721596e-03,4.537778196993506263e+00
7.650000000000001243e-02,3.635878372828074578e+00,7.508530583906289010e-03,4.502177064339457857e+00
7.680000000000000715e-02,3.601831299405944709e+00,7.455829599778468833e-03,4.466855231466980491e+00
7.710000000000000187e-02,3.568103059310354652e+00,7.403485584562756287e-03,4.431810507788545905e+00
7.739999999999999658e-02,3.534690666667468673e+00,7.351496286091828945e-03,4.397040719858535951e+00
7.769999999999999130e-02,3.501591163566986964e+00,7.299859464646547488e-03,4.362543711241698041e+00
7.799999999999998601e-02,3.468801619800450542e+00,7.248572892880235895e-03,4.328317342382457689e+00
7.829999999999998073e-02,3.436319132601943327e+00,7.197634355745156920e-03,4.294359490475062380e+00
7.859999999999997544e-02,3.404140826391226504e+00,7.147041650421025009e-03,4.260668049334566554e+00
7.889999999999997016e-02,3.372263852519244320e+00,7.096792586245488990e-03,4.227240929268684333e+00
7.919999999999996487e-02,3.340685389016019080e+00,7.046884984646457038e-03,4.194076056950486908e+00
7.949999999999995959e-02,3.309402640340880719e+00,6.997316679076140758e-03,4.161171375291956132e+00
7.979999999999995430e-02,3.278412837135011859e+00,6.948085514946765462e-03,4.128524843318417403e+00
8.009999999999994902e-02,3.247713235976332768e+00,6.899189349567826091e-03,4.096134436043822546e+00
8.039999999999994373e-02,3.217301119136634302e+00,6.850626052084789024e-03,4.063998144346889774e+00
8.069999999999993845e-02,3.187173794341002342e+00,6.802393503419199884e-03,4.032113974848137161e+00
8.099999999999993316e-02,3.157328594529470678e+00,6.754489596210066366e-03,4.000479949787753675e+00
8.129999999999992788e-02,3.127762877620908544e+00,6.706912234756481385e-03,3.969094106904353936e+00
8.159999999999992260e-02,3.098474026279100624e+00,6.659659334961388552e-03,3.937954499314586521e+00
8.189999999999991731e-02,3.069459447681031516e+00,6.612728824276432708e-03,3.907059195393623341e+00
8.219999999999991203e-02,3.040716573287311597e+00,6.566118641647833085e-03,3.876406278656483906e+00
8.249999999999990674e-02,3.012242858614764263e+00,6.519826737463204486e-03,3.845993847640254426e+00
8.279999999999990146e-02,2.984035783011125265e+00,6.473851073499281399e-03,3.815820015787137809e+00
8.309999999999989617e-02,2.956092849431862568e+00,6.428189622870480839e-03,3.785882911328376288e+00
8.339999999999989089e-02,2.928411584219068331e+00,6.382840369978263172e-03,3.756180677169016491e+00
8.369999999999988560e-02,2.900989536882425668e+00,6.337801310461211104e-03,3.726711470773538704e+00
8.399999999999988032e-02,2.873824279882227106e+00,6.293070451145825125e-03,3.697473464052321468e+00
8.429999999999987503e-02,2.846913408414414981e+00,6.248645809997951245e-03,3.668464843248958385e+00
8.459999999999986975e-02,2.820254540197638882e+00,6.204525416074808085e-03,3.639683808828412026e+00
8.489999999999986446e-02,2.793845315262294626e+00,6.160707309477589898e-03,3.611128575366007176e+00
8.519999999999985918e-02,2.767683395741549646e+00,6.117189541304595204e-03,3.582797371437253631e+00
8.549999999999985389e-02,2.741766465664317920e+00,6.073970173604826411e-03,3.554688439508505216e+00
8.579999999999984861e-02,2.716092230750173808e+00,6.031047279332069078e-03,3.526800035828430602e+00
8.609999999999984333e-02,2.690658418206188340e+00,5.988418942299382312e-03,3.499130430320325669e+00
8.639999999999983804e-02,2.665462776525661326e+00,5.946083257133970811e-03,3.471677906475224340e+00
8.669999999999983276e-02,2.640503075288743062e+00,5.904038329232449804e-03,3.444440761245822991e+00
8.699999999999982747e-02,2.615777104964917665e+00,5.862282274716430069e-03,3.417417304941223755e+00
