1.000000000000000021e-03,-2.604263700000000389e-02,-8.581521000000001675e-03,7.586179000000000186e-03,2.052033900000000202e-02,1.987363100000000271e-02,5.969409000000000173e-03,-1.052164500000000134e-02,-3.315642500000000326e-02,-2.862946900000000461e-02,-1.989891100000000176e-02,3.382576999999999893e-03,1.825686100000000270e-02,2.440058700000000136e-02,1.243648900000000022e-02,-3.407857000000001114e-03
2.000000000000000042e-03,2.052033900000000202e-02,1.631673700000000130e-02,-1.791087000000000668e-03,-2.022226500000000315e-02,-3.412648700000000396e-02,-2.636599100000000181e-02,-1.472524700000000207e-02,1.017301100000000090e-02,2.116704700000000133e-02,2.149040100000000272e-02,5.969409000000000173e-03,-1.246176900000000275e-02,-3.056959300000000254e-02,-3.056959300000000254e-02,-2.119232700000000386e-02
3.000000000000000062e-03,-2.895282300000000253e-02,-3.250971700000000741e-02,-2.151568100000000178e-02,-6.318043000000001484e-03,1.567002900000000198e-02,2.149040100000000272e-02,1.728679900000000200e-02,-1.467733000000000796e-03,-2.054561900000000108e-02,-3.153965500000000671e-02,-2.959953100000000531e-02,-1.375518500000000137e-02,4.999347000000000339e-03,2.472394100000000275e-02,1.987363100000000271e-02
4.000000000000000083e-03,5.969409000000000173e-03,2.343052500000000066e-02,2.375387900000000205e-02,1.081971900000000021e-02,-1.181506100000000170e-02,-2.798276100000000530e-02,-3.024623900000000462e-02,-2.539592900000000458e-02,-4.377919000000000949e-03,1.275984300000000161e-02,2.440058700000000136e-02,1.405325900000000024e-02,2.412514999999999625e-03,-2.183903500000000317e-02,-3.218636300000000255e-02
5.000000000000000104e-03,-8.210250000000006172e-04,-1.666537100000000174e-02,-3.153965500000000671e-02,-2.895282300000000253e-02,-1.989891100000000176e-02,3.382576999999999893e-03,1.793350700000000131e-02,2.407723300000000344e-02,1.178978100000000091e-02,-5.671335000000001306e-03,-2.765940700000000391e-02,-2.992288500000000323e-02,-2.507257500000000319e-02,-6.964751000000001663e-03,1.728679900000000200e-02
6.000000000000000125e-03,-2.280909700000000387e-02,-1.149170700000000205e-02,1.017301100000000090e-02,2.149040100000000272e-02,2.181375500000000064e-02,6.292762999999999829e-03,-1.310847700000000206e-02,-3.250971700000000741e-02,-3.186300900000000463e-02,-2.086897300000000247e-02,1.490369999999994338e-04,2.213710900000000203e-02,2.019698500000000063e-02,1.599338299999999990e-02,-5.347981000000000783e-03
7.000000000000000146e-03,2.213710900000000203e-02,1.631673700000000130e-02,-1.467733000000000796e-03,-2.345580500000000318e-02,-3.283307100000000534e-02,-3.056959300000000254e-02,-1.052164500000000134e-02,5.969409000000000173e-03,2.310717100000000274e-02,1.761015299999999992e-02,8.232886999999999497e-03,-1.601866300000000243e-02,-2.862946900000000461e-02,-3.218636300000000255e-02,-1.925220300000000245e-02
8.000000000000000167e-03,-3.186300900000000463e-02,-2.959953100000000531e-02,-2.280909700000000387e-02,-4.054565000000001293e-03,1.275984300000000161e-02,2.504729500000000067e-02,1.567002900000000198e-02,1.442452999999999574e-03,-2.248574300000000248e-02,-3.153965500000000671e-02,-2.862946900000000461e-02,-1.149170700000000205e-02,6.292762999999999829e-03,2.019698500000000063e-02,2.084369300000000341e-02
9.000000000000001055e-03,8.232886999999999497e-03,2.052033900000000202e-02,2.375387900000000205e-02,1.211313500000000057e-02,-3.731211000000000770e-03,-2.798276100000000530e-02,-3.153965500000000671e-02,-2.183903500000000317e-02,-6.964751000000001663e-03,1.631673700000000130e-02,2.052033900000000202e-02,1.858021500000000062e-02,-1.144379000000000706e-03,-1.828214100000000175e-02,-3.412648700000000396e-02
1.000000000000000021e-02,4.723909999999994689e-04,-1.957555700000000384e-02,-3.574325700000000744e-02,-3.153965500000000671e-02,-1.828214100000000175e-02,-8.210250000000006172e-04,2.246046300000000343e-02,2.052033900000000202e-02,1.405325900000000024e-02,-8.904875000000001331e-03,-2.539592900000000458e-02,-3.380313300000000604e-02,-2.248574300000000248e-02,-9.228229000000000987e-03,1.243648900000000022e-02
1.099999999999999936e-02,-2.668934500000000321e-02,-9.228229000000000987e-03,7.909532999999999842e-03,2.375387900000000205e-02,1.955027700000000132e-02,1.017301100000000090e-02,-1.504860100000000173e-02,-2.959953100000000531e-02,-3.056959300000000254e-02,-1.634201700000000382e-02,1.442452999999999574e-03,2.116704700000000133e-02,2.472394100000000275e-02,1.146642700000000126e-02,-8.904875000000001331e-03
1.200000000000000025e-02,2.472394100000000275e-02,1.469996700000000128e-02,1.490369999999994338e-04,-2.216238900000000456e-02,-3.153965500000000671e-02,-3.024623900000000462e-02,-1.537195500000000312e-02,5.322700999999999995e-03,2.084369300000000341e-02,2.278381700000000135e-02,4.999347000000000339e-03,-1.246176900000000275e-02,-3.283307100000000534e-02,-2.895282300000000253e-02,-2.119232700000000386e-02
1.300000000000000114e-02,-2.862946900000000461e-02,-3.315642500000000326e-02,-2.216238900000000456e-02,-6.964751000000001663e-03,1.437661300000000163e-02,2.084369300000000341e-02,1.890356900000000201e-02,-2.114441000000000757e-03,-2.151568100000000178e-02,-3.509654900000000466e-02,-2.571928300000000250e-02,-1.472524700000000207e-02,9.526302999999999854e-03,2.149040100000000272e-02,2.246046300000000343e-02
1.400000000000000029e-02,5.646054999999999650e-03,2.213710900000000203e-02,2.181375500000000064e-02,1.437661300000000163e-02,-6.641397000000001140e-03,-2.442586700000000388e-02,-3.347977900000000118e-02,-2.183903500000000317e-02,-6.318043000000001484e-03,1.631673700000000130e-02,2.181375500000000064e-02,1.761015299999999992e-02,7.957449999999995039e-04,-2.248574300000000248e-02,-3.121630100000000532e-02
1.499999999999999944e-02,2.735868999999999714e-03,-1.892884900000000106e-02,-3.024623900000000462e-02,-3.121630100000000532e-02,-1.698872500000000313e-02,3.382576999999999893e-03,1.728679900000000200e-02,1.825686100000000270e-02,1.114307299999999987e-02,-5.024627000000001127e-03,-2.927617700000000392e-02,-3.056959300000000254e-02,-2.636599100000000181e-02,-5.671335000000001306e-03,1.017301100000000090e-02
1.600000000000000033e-02,-2.798276100000000530e-02,-1.149170700000000205e-02,1.081971900000000021e-02,2.052033900000000202e-02,2.149040100000000272e-02,6.292762999999999829e-03,-1.052164500000000134e-02,-3.283307100000000534e-02,-2.862946900000000461e-02,-1.957555700000000384e-02,3.382576999999999893e-03,1.825686100000000270e-02,2.440058700000000136e-02,1.340655100000000093e-02,-2.761149000000000936e-03
1.700000000000000122e-02,2.181375500000000064e-02,1.664009100000000269e-02,-1.467733000000000796e-03,-2.022226500000000315e-02,-3.380313300000000604e-02,-2.636599100000000181e-02,-1.440189300000000241e-02,1.017301100000000090e-02,2.084369300000000341e-02,2.149040100000000272e-02,7.586179000000000186e-03,-1.537195500000000312e-02,-3.380313300000000604e-02,-3.283307100000000534e-02,-1.828214100000000175e-02
1.800000000000000211e-02,-2.895282300000000253e-02,-3.186300900000000463e-02,-2.216238900000000456e-02,-6.641397000000001140e-03,1.308319700000000127e-02,2.116704700000000133e-02,1.437661300000000163e-02,2.412514999999999625e-03,-2.345580500000000318e-02,-3.089294700000000393e-02,-2.959953100000000531e-02,-1.116835300000000239e-02,5.322700999999999995e-03,2.472394100000000275e-02,2.052033900000000202e-02
1.899999999999999953e-02,8.232886999999999497e-03,2.052033900000000202e-02,2.440058700000000136e-02,1.146642700000000126e-02,-4.701273000000001472e-03,-2.765940700000000391e-02,-2.895282300000000253e-02,-2.507257500000000319e-02,-4.701273000000001472e-03,1.340655100000000093e-02,2.407723300000000344e-02,1.567002900000000198e-02,2.089160999999999536e-03,-2.086897300000000247e-02,-3.153965500000000671e-02
2.000000000000000042e-02,-1.743170000000006012e-04,-1.601866300000000243e-02,-3.186300900000000463e-02,-2.927617700000000392e-02,-1.957555700000000384e-02,3.382576999999999893e-03,1.858021500000000062e-02,2.440058700000000136e-02,1.211313500000000057e-02,-5.347981000000000783e-03,-2.636599100000000181e-02,-3.380313300000000604e-02,-2.183903500000000317e-02,-9.551583000000002377e-03,1.437661300000000163e-02
2.100000000000000130e-02,-2.313245100000000179e-02,-1.052164500000000134e-02,1.049636500000000056e-02,2.472394100000000275e-02,1.955027700000000132e-02,4.352639000000000161e-03,-1.504860100000000173e-02,-2.798276100000000530e-02,-3.024623900000000462e-02,-1.537195500000000312e-02,4.723909999999994689e-04,2.310717100000000274e-02,2.116704700000000133e-02,1.631673700000000130e-02,-4.701273000000001472e-03
2.199999999999999872e-02,2.601735700000000137e-02,1.405325900000000024e-02,7.957449999999995039e-04,-2.280909700000000387e-02,-3.218636300000000255e-02,-2.992288500000000323e-02,-1.052164500000000134e-02,6.292762999999999829e-03,2.310717100000000274e-02,1.793350700000000131e-02,8.232886999999999497e-03,-1.537195500000000312e-02,-2.862946900000000461e-02,-3.153965500000000671e-02,-1.925220300000000245e-02
2.299999999999999961e-02,-3.121630100000000532e-02,-3.024623900000000462e-02,-2.248574300000000248e-02,-4.054565000000001293e-03,1.308319700000000127e-02,2.601735700000000137e-02,1.567002900000000198e-02,1.442452999999999574e-03,-2.248574300000000248e-02,-3.347977900000000118e-02,-3.186300900000000463e-02,-1.407853900000000276e-02,1.017301100000000090e-02,2.019698500000000063e-02,2.407723300000000344e-02
