0.000000000000000000e+00,5.160583817747377289e-02,3.311724206303245238e-02,4.830248502837529434e-02,-1.453010651997845015e-02,-1.176695233327970380e-01,-3.941095271844452519e-02,-5.404801034165108292e-02,7.913068858613514500e-02,3.900977245624176470e-02,-2.873847590972596067e-02
1.000000000000000048e-04,-4.001827376925361224e-02,4.122038169106392869e-02,-8.355561278382776097e-03,2.817427027731929118e-03,-7.640400691912799941e-03,3.602801520978281963e-02,-9.068507826372754210e-02,5.473280264265317080e-02,4.305183730892358368e-02,-2.851402353898421782e-02
2.000000000000000096e-04,4.197409514600201896e-02,-6.240605367895532551e-02,-4.708822400044664069e-02,-4.352739826132177858e-02,4.823981951294696591e-02,-7.388928949385750733e-02,2.968784934218283642e-02,4.163138309027239470e-02,2.693331747567461951e-02,7.992811067658640856e-02
3.000000000000000279e-04,-5.358277920979402642e-02,5.269209832570186797e-02,3.925744384671060044e-02,-3.107294052116316499e-02,3.984972712050972171e-02,3.390764865194150629e-02,-4.504536366030093691e-02,3.425886132154794955e-02,-1.695578505260456840e-03,-1.053385310427758931e-01
4.000000000000000192e-04,-6.211417515671080469e-02,-5.352769847734281487e-03,1.681109266089365201e-02,-4.973450600293496948e-02,-1.848758348734668225e-02,-2.143574409358921240e-02,-5.290557452499669230e-03,-3.832059934835410978e-03,-6.788696137193094005e-02,3.077573395399503184e-02
5.000000000000000104e-04,-5.127150661209639582e-03,1.296145053919335599e-02,-1.518357886125008480e-02,-4.166818545330264190e-02,2.392104618666775900e-02,1.973247051637486149e-02,5.223549108325166619e-03,1.615796899399495274e-03,-1.115060696071648073e-02,1.142708635796146760e-01
6.000000000000000559e-04,9.358892045509725754e-02,-2.749594038342793867e-02,-5.322002142395527990e-02,9.934236655587227235e-04,2.747667376583109305e-02,5.798354231735944157e-03,-4.819916693964812482e-02,1.509474808717650891e-02,1.146835898902338613e-01,9.682497305243131791e-02
7.000000000000001013e-04,-6.663316142338668313e-02,1.433259045130332032e-02,-4.457132432845877998e-03,-2.346370023002215116e-02,1.135034071738398598e-02,2.241107608017947617e-02,4.147402243191320066e-03,3.775533003880578858e-02,-7.668506574837971601e-02,-4.546590616456913170e-04
8.000000000000001468e-04,8.854711317793291514e-02,2.022269008819596939e-02,7.666154791894888576e-02,3.175824717241105405e-02,-2.517628151765685315e-02,-3.585411502487057672e-02,-1.908669300401058186e-03,4.635358202444116865e-02,5.650708638511183629e-02,-6.944144820333912616e-02
9.000000000000001922e-04,-6.408233399923111973e-02,-8.307509984838763739e-02,6.560223355616794268e-03,-6.016419888061817723e-04,5.631585581597794987e-02,-8.356960625810731791e-02,3.853802881628508314e-02,-2.096865130968982374e-02,-6.261547790594264307e-02,1.080229717798875111e-01
1.000000000000000238e-03,4.999573844540387835e-02,-2.256656183808684185e-02,-2.816184726736202515e-02,-3.160783235103321875e-02,-1.070664418186038566e-02,7.897435847261534414e-02,-5.093225202437641486e-02,-1.414348556616882788e-02,-4.637218806659845760e-02,-1.755537488794890744e-02
2.000000000000000042e-03,8.722632685870181091e-02,9.255143331426021747e-02,-1.032450746011363482e-02,-8.507334882614919769e-02,2.157750028602152190e-02,-5.349939241173415350e-02,-1.844979258460836477e-02,1.022193436662537785e-02,-2.796520207741301500e-02,-1.595114385808164142e-02
3.000000000000000062e-03,7.535531557294826432e-03,1.064584376934567672e-01,-1.476213638087343384e-02,-8.245332650025159749e-03,-4.448774355643687894e-02,6.434814352772798285e-02,-1.034430330186031921e-01,-3.330811034680507526e-03,-3.492158265047298760e-02,4.440322743316901105e-03
4.000000000000000083e-03,-2.754328902327258036e-02,-1.662961791332211864e-02,7.343964650717860199e-02,-2.796866606370267128e-02,-5.742976255181773959e-02,-4.289888710843114961e-02,-1.439436733324478065e-03,-3.936498879337711754e-02,5.485395105569669007e-03,1.195913784139098907e-01
5.000000000000000104e-03,3.354355893189772675e-02,-8.732731210995595128e-02,7.521577634802542600e-02,-7.659718378285504089e-04,2.597614946520908699e-02,-6.279670960533680069e-02,-6.350843252848845100e-02,-5.302735788644217380e-02,-4.054501591068914584e-02,-2.233283766713712801e-02
6.000000000000000125e-03,-9.687448430328223989e-03,1.649402575160677786e-01,-1.571856593507925393e-02,1.281672892545999802e-02,-7.370927361838545966e-02,8.050908749152746458e-02,5.611314967888671179e-03,-7.271532006612701528e-03,7.357483927800820278e-02,-5.751260297589076698e-02
7.000000000000000146e-03,-2.565642535677913061e-02,-4.754933404797438701e-02,-1.967233918408927557e-02,1.745978350665773268e-02,4.779505331448373473e-02,4.840435023170152132e-04,-2.019728274546106483e-02,4.018146586434291623e-02,7.123603351036060516e-02,2.629675631777485603e-02
8.000000000000000167e-03,7.844392910871052227e-02,-2.704682339885043207e-03,-3.893452293113833923e-02,4.152327977821602956e-02,-1.064453217377247657e-01,-8.506728286540019869e-04,2.475621166529022588e-02,-4.846359135500350607e-02,-5.454552811145687435e-02,7.281643013175466417e-02
