2.749093028658245657e+03,2.884830824050895444e+03,3.015751968931007923e+03,2.981215492863449981e+03,2.991020308414677856e+03,2.988953246039243822e+03,2.990075976138501119e+03,2.990352918622501875e+03,2.990865372696175655e+03,2.991323632288157114e+03,2.991805335457372166e+03,2.992289695218061752e+03,2.992782296532881901e+03,2.993281658549992244e+03,2.993788193818900709e+03,2.994301807785725941e+03,2.994822541976402135e+03,2.995350401663996763e+03,2.995885402042662008e+03,2.996427555855359969e+03,2.996976876710329634e+03,2.997533378184624780e+03,2.998097074092868752e+03,2.998667978306831174e+03,2.999246105206766060e+03,2.999831468055459027e+03,3.000424085048211055e+03,3.001023956738630659e+03,3.001631150279567464e+03,3.002245485048806586e+03,3.002867705838126767e+03,3.003495104717379945e+03,3.004137859453730471e+03,3.004758061491680110e+03,3.005497252311353805e+03
2.749092866285137916e+03,2.884831430035582798e+03,3.015753302448890281e+03,2.981216655701006403e+03,2.991021541516432990e+03,2.988954485330110856e+03,2.990077239222819571e+03,2.990354201241395003e+03,2.990866676451944841e+03,2.991324957221106160e+03,2.991806682033487505e+03,2.992291063796948947e+03,2.992783687510352138e+03,2.993283072320019528e+03,2.993789630783943267e+03,2.994303268354100055e+03,2.994824026563123880e+03,2.995351910690698332e+03,2.995886935937759063e+03,2.996429115054151225e+03,2.996978461655119645e+03,2.997534989324840808e+03,2.998098711885183548e+03,2.998669643215280303e+03,2.999247797702891148e+03,2.999833188618368695e+03,3.000425834164951539e+03,3.001025734903414559e+03,3.001632957997273024e+03,3.002247322822544902e+03,3.002869574216278124e+03,3.003497004118721179e+03,3.004139790820650887e+03,3.004760023853311395e+03,3.005499251877637562e+03
2.749092109638674174e+03,2.884834253878629170e+03,3.015759507221038348e+03,2.981222055190437914e+03,2.991027258355642061e+03,2.988960220544544427e+03,2.990083074541365477e+03,2.990360116471081255e+03,2.990872678715092661e+03,2.991331046349083408e+03,2.991812859833676157e+03,2.992297331571683117e+03,2.992790046721623639e+03,2.993289524411855382e+03,2.993796177230333797e+03,2.994309910646538356e+03,2.994830766214317009e+03,2.995358749233954313e+03,2.995893874927537126e+03,2.996436156066303738e+03,2.996985606287221799e+03,2.997542239196501214e+03,2.998106068638369379e+03,2.998677108514622432e+03,2.999255373236079322e+03,2.999840876096228840e+03,3.000433635322729060e+03,3.001033651497578830e+03,3.001640991819048395e+03,3.002255475649048094e+03,3.002877847994500826e+03,3.003505400280650974e+03,3.004148312840653034e+03,3.004768667706738597e+03,3.005508041647032769e+03
2.749090137878983569e+03,2.884841612585974872e+03,3.015775654797037078e+03,2.981236081422134248e+03,2.991042088457618775e+03,2.988975074603516532e+03,2.990098164919497776e+03,2.990375389841323340e+03,2.990888152941894532e+03,2.991346720273789288e+03,2.991828737433908827e+03,2.992313415492222703e+03,2.992806340007304698e+03,2.993306030044068848e+03,2.993812898251696424e+03,2.994326850128064507e+03,2.994847927264771897e+03,2.995376134997915869e+03,2.995911488586486030e+03,2.996454000838908541e+03,2.997003685429844154e+03,2.997560556003644251e+03,2.998124626443160651e+03,2.998695910689242282e+03,2.999274423192388440e+03,2.999860177285686405e+03,3.000453191238968429e+03,3.001053465669091111e+03,3.001661067838799681e+03,3.002275817066287800e+03,3.002898458720846520e+03,3.003526283077112112e+03,3.004169474965836343e+03,3.004790099842498876e+03,3.005529796541504766e+03
2.749086316852583423e+03,2.884855872850637297e+03,3.015806909987055406e+03,2.981263187073970130e+03,2.991070712866726353e+03,2.989003705166301643e+03,2.990127212249584773e+03,2.990404749540276498e+03,2.990917858592541506e+03,2.991376768561094195e+03,2.991859134980038561e+03,2.992344166314321228e+03,2.992837448876988674e+03,2.993337501588354371e+03,2.993844737194382105e+03,2.994359061225709411e+03,2.994880515324460248e+03,2.995409104873122942e+03,2.995944845178813011e+03,2.996487749098248059e+03,2.997037830354971902e+03,2.997595102642690108e+03,2.998159579894141643e+03,2.998731276100501418e+03,2.999310205763354588e+03,2.999896382266457294e+03,3.000489823934295600e+03,3.001090531425954396e+03,3.001698572095236159e+03,3.002313765171629711e+03,3.002936856609018832e+03,3.003565134756642237e+03,3.004208791888602718e+03,3.004829865945993788e+03,3.005570098698830861e+03
2.749080142338285896e+03,2.884878916451708392e+03,3.015857364263708405e+03,2.981306881802426687e+03,2.991116807150222030e+03,2.989049753187524402e+03,2.990173876401788220e+03,2.990451859808168592e+03,2.990965467963220362e+03,2.991424870357067448e+03,2.991907738565189902e+03,2.992393276818617778e+03,2.992887072627221642e+03,2.993387644654242195e+03,2.993895405778522218e+03,2.994410261559713945e+03,2.994932253697343640e+03,2.995461387624271993e+03,2.995997678700443430e+03,2.996541139835321701e+03,2.997091784805792940e+03,2.997649627359318856e+03,2.998214681482881133e+03,2.998786961222261198e+03,2.999366481134451988e+03,2.999953254657775233e+03,3.000547300176591762e+03,3.001148618392219760e+03,3.001757276768682459e+03,3.002373094394166856e+03,3.002996818021983472e+03,3.003625733292578389e+03,3.004270042864635798e+03,3.004891746207039432e+03,3.005632728932523605e+03
2.749071302621053292e+03,2.884911906725543304e+03,3.015929532015731638e+03,2.981369305264472587e+03,2.991182598362635872e+03,2.989115408886379100e+03,2.990240343665423097e+03,2.990518893790332640e+03,2.991033143122912861e+03,2.991493175691957731e+03,2.991976686024035644e+03,2.992462872264904490e+03,2.992957323616597478e+03,2.993458558351933334e+03,2.993966989517584352e+03,2.994482522691989743e+03,2.995005199633846132e+03,2.995535025824838613e+03,2.996072016676976546e+03,2.996616185151382979e+03,2.997167545077179966e+03,2.997726110254366631e+03,2.998291894722872712e+03,2.998864912581669159e+03,2.999445178441737426e+03,3.000032705794123558e+03,3.000627513082336918e+03,3.001229601044566152e+03,3.001839037266539890e+03,3.002455640643251172e+03,3.003080158911584931e+03,3.003709874306023266e+03,3.004355002460864853e+03,3.004977494693139306e+03,3.005719416566962082e+03
2.749059674600236121e+03,2.884955303090024699e+03,3.016024389077281739e+03,2.981451268413252365e+03,2.991268914894896625e+03,2.989201468775149351e+03,2.990327391481497216e+03,2.990606605996960752e+03,2.991121616257716596e+03,2.991582393832332400e+03,2.992066663426436207e+03,2.992553615159571564e+03,2.993048840441088032e+03,2.993550857010477557e+03,2.994060078115517172e+03,2.994576409339397287e+03,2.995099892498516510e+03,2.995630533118435324e+03,2.996168346659097097e+03,2.996713346128818102e+03,2.997265545404470231e+03,2.997824958333981158e+03,2.998391599005545686e+03,2.998965481566518065e+03,2.999546620677042483e+03,3.000135029875699274e+03,3.000730727660837601e+03,3.001333714799457539e+03,3.001944059004459632e+03,3.002561578932158227e+03,3.003187023447175307e+03,3.003817670814011308e+03,3.004463751720692926e+03,3.005087161550756718e+03,3.005830174829749922e+03
2.749045285812811926e+03,2.885009002775750105e+03,3.016141686850363385e+03,2.981552529916393269e+03,2.991375481514616240e+03,2.989307634333162241e+03,2.990434694850870528e+03,2.990714645436443334e+03,2.991230509887931021e+03,2.991692120574331511e+03,2.992177239537162677e+03,2.992665046945792710e+03,2.993161136925552000e+03,2.993664026539482620e+03,2.994174129267861645e+03,2.994691350683178371e+03,2.995215732656533874e+03,2.995747280750935715e+03,2.996286010468649692e+03,2.996831934859264948e+03,2.997385067841454656e+03,2.997945423305047370e+03,2.998513015380388879e+03,2.999087858257021708e+03,2.999669966638018650e+03,3.000259354102993711e+03,3.000856039199275983e+03,3.001460022714026309e+03,3.002071372488691850e+03,3.002689906904491181e+03,3.003316376057997786e+03,3.003948053822765360e+03,3.004595187478939351e+03,3.005219610703108174e+03,3.005963828492892844e+03
2.749028267959682125e+03,2.885072514268266787e+03,3.016280333211917878e+03,2.981672127225629993e+03,2.991501269533385312e+03,2.989432862840837061e+03,2.990561182799819562e+03,2.990841916411342027e+03,2.991358702370651372e+03,2.991821208379266864e+03,2.992307240630684646e+03,2.992795967510901846e+03,2.993292986345192276e+03,2.993796813383248264e+03,2.994307862367209964e+03,2.994826038843613787e+03,2.995351384734891326e+03,2.995883905634866551e+03,2.996423617082299643e+03,2.996970532161930805e+03,2.997524664828125424e+03,2.998086029006419267e+03,2.998654638863068158e+03,2.999230508623490550e+03,2.999813653027354576e+03,3.000404085688777286e+03,3.001001825197979997e+03,3.001606872354283041e+03,3.002219295126520137e+03,3.002838911593849389e+03,3.003466473153835068e+03,3.004099248999603333e+03,3.004747504051484611e+03,3.005373006335771606e+03,3.006118506004198935e+03
