0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.049100732029524313e-04,1.131362876433392509e-04,1.224765992308859378e-04,1.335013055439557316e-04,1.463620269633940884e-04,1.612356341729962047e-04,1.783266806233665047e-04
7.734410588190706367e-04,8.298158238534814437e-04,8.937043453318923615e-04,9.691669358520997373e-04,1.057176887772893125e-03,1.158869308050364385e-03,1.275555693846493980e-03
3.052331674164214179e-03,3.259187913145785744e-03,3.493307976600214942e-03,3.770224585797976938e-03,4.093303031162142704e-03,4.466469777429262281e-03,4.894259796406135246e-03
8.593351916654138820e-03,9.135109028794309582e-03,9.747821743411686640e-03,1.047401646556226675e-02,1.132204800653652602e-02,1.230167454428291243e-02,1.342416865659822739e-02
1.940195776953656734e-02,2.054071372815174240e-02,2.182839482108507589e-02,2.335863133607108191e-02,2.514816797736992363e-02,2.721659353002617646e-02,2.958655237597448973e-02
3.743563418166377665e-02,3.948328566072698692e-02,4.179956459193200080e-02,4.456103569162474937e-02,4.779656618361745324e-02,5.153999718162202703e-02,5.583049216135346771e-02
6.422391746889481723e-02,6.750175834264354746e-02,7.121281491066873415e-02,7.565366293910456841e-02,8.086882965913388954e-02,8.691064521271581189e-02,9.383975879091284444e-02
1.006299579794476678e-01,1.054289685407687610e-01,1.108694537426933441e-01,1.174070042603469755e-01,1.251047188311679437e-01,1.340369634666298826e-01,1.442900766514030042e-01
1.467861328336784177e-01,1.533373303784648922e-01,1.607772115929152756e-01,1.697579541705549200e-01,1.803632516430102861e-01,1.926920456227609046e-01,2.068594306790222381e-01
2.021708210163017105e-01,2.106293420226296731e-01,2.202557208084523488e-01,2.319320511743858670e-01,2.457636643516659669e-01,2.618754855250117752e-01,2.804131384417268280e-01
2.657668335380725111e-01,2.762088470051126676e-01,2.881218127537918394e-01,3.026448596584083717e-01,3.199050595006879272e-01,3.400536256337662322e-01,3.632672081381584928e-01
3.362451937945515335e-01,3.486743212022832550e-01,3.628932659031396946e-01,3.803180265326726595e-01,4.010967024244707080e-01,4.254061245759490628e-01,4.534533248033271735e-01
4.121350657926571848e-01,4.264944129065656453e-01,4.429706052186047072e-01,4.632687699579849383e-01,4.875566698763527662e-01,5.160352876763533159e-01,5.489404473061166856e-01
4.919594553445372220e-01,5.081458980816259130e-01,5.267776834576006761e-01,5.498540568521697036e-01,5.775606025394000032e-01,6.101203883634999103e-01,6.477957139632021244e-01
5.743308560294508869e-01,5.922091890856668872e-01,6.128572146570340218e-01,6.385667241295965857e-01,6.695389656129121514e-01,7.060166111377802478e-01,7.482856049790939101e-01
6.580098801694120869e-01,6.774254028907755742e-01,6.999262992539878603e-01,7.280897067785599974e-01,7.621302039186611532e-01,8.023073360459581638e-01,8.489275368472553041e-01
7.419340298924612664e-01,7.627229107097588390e-01,7.869006855423569258e-01,8.173180337621759328e-01,8.542004689174366172e-01,8.978215660682963284e-01,9.485049301602590521e-01
8.252247231402511929e-01,8.472220057911867830e-01,8.728969670379048695e-01,9.053584346264984539e-01,9.448404884536260040e-01,9.916278856170249734e-01,1.046058051411580925e+00
9.071799338036636851e-01,9.302253559193844890e-01,9.572207170349442684e-01,9.915149550952970792e-01,1.033348439015399967e+00,1.083014338741516980e+00,1.140860616821818052e+00
9.872583454936720848e-01,1.011200288989456020e+00,1.039346774554987363e+00,1.075267006175439688e+00,1.119205500861016445e+00,1.171461210100064321e+00,1.232389492598530145e+00
1.065059351607673177e+00,1.089757289765114212e+00,1.118896114858216162e+00,1.156244364644631650e+00,1.202048728457893789e+00,1.256611486073182959e+00,1.320292445010113447e+00
1.140301852902955382e+00,1.165627644652499129e+00,1.195612231727251951e+00,1.234202060773072818e+00,1.281644198795346634e+00,1.338242003303130812e+00,1.404357010387219606e+00
1.212803711343758195e+00,1.238642049398716471e+00,1.269338804288950850e+00,1.308996894001950961e+00,1.357862155940624538e+00,1.416236990029420495e+00,1.484482186509418877e+00
1.282462917904635180e+00,1.308711183159308344e+00,1.339999597502929074e+00,1.380566475941097160e+00,1.430655005497279086e+00,1.490564811778557042e+00,1.560653717996886680e+00
1.349240979859090528e+00,1.375808700696812270e+00,1.407580993260737490e+00,1.448911143790373668e+00,1.500038448726929596e+00,1.561258157831738380e+00,1.632923158298274169e+00
1.413148674554973283e+00,1.439956741793362305e+00,1.472117201748826210e+00,1.514078743240253155e+00,1.566075703184625079e+00,1.628397561042355557e+00,1.701390543998880345e+00
1.474234099296046097e+00,1.501213847458295447e+00,1.533678000957780396e+00,1.576152084699639522e+00,1.628864566966303329e+00,1.692097958221942866e+00,1.766190335202064032e+00
1.532572827243404490e+00,1.559665060847584384e+00,1.592358748627634046e+00,1.635238780654641788e+00,1.688526994711778029e+00,1.752497916048574966e+00,1.827480199820566087e+00
1.588259923979524757e+00,1.615413942817158777e+00,1.648272370325103653e+00,1.691463138650920905e+00,1.745200827421050871e+00,1.809751128594596192e+00,1.885432208050097369e+00
1.641403564496430434e+00,1.668576223297011163e+00,1.701543024927257619e+00,1.744959788406225121e+00,1.799033328765915707e+00,1.864019810035693947e+00,1.940226027893303007e+00
1.692119999234672489e+00,1.719274823499918892e+00,1.752301167754831690e+00,1.795868745920036424e+00,1.850176210625862350e+00,1.915469642181161447e+00,1.992043755108200642e+00
1.740529639337795587e+00,1.767636009393005914e+00,1.800679761064080342e+00,1.844331651270885164e+00,1.898781869102716513e+00,1.964265980077759544e+00,2.041066060086411227e+00
1.786754058419841362e+00,1.813786466945239262e+00,1.846811414803543716e+00,1.890488953421237905e+00,1.945000592678787221e+00,2.010571063514233092e+00,2.087469383327713146e+00
1.830913736554290461e+00,1.857851120275183066e+00,1.890826273496102772e+00,1.934477850952661893e+00,1.988978542764511470e+00,2.054542024170470160e+00,2.131423956819549215e+00
1.873126399410523613e+00,1.899951542649829461e+00,1.932850495665124679e+00,1.976430830223575574e+00,2.030856341759922135e+00,2.096329515661971676e+00,2.173092469110705860e+00
