5.111363454541453393e+03,4.584102006496540525e+03,4.097875778379278017e+03,4.223985393508528432e+03,4.185806352205573603e+03,4.191396886267378250e+03,4.185018056580756820e+03,4.181601575159301319e+03,4.177146793491156131e+03,4.172725018615443332e+03,4.168048253445930641e+03,4.163194723488635645e+03,4.158136683094552609e+03,4.152904035557203315e+03,4.147401986689677869e+03,4.141976674506546260e+03,4.135335646793168053e+03
5.111459158431384822e+03,4.583744834716832884e+03,4.097129291000482226e+03,4.223327023964372529e+03,4.185107962171322470e+03,4.190692271802218784e+03,4.184297705521220450e+03,4.180867548366541996e+03,4.176398050482282997e+03,4.171961341267890020e+03,4.167269195182691874e+03,4.162399896505799006e+03,4.157325657476452761e+03,4.152076455627707219e+03,4.146557206029077861e+03,4.141115098211539589e+03,4.134453730229771281e+03
5.111741619888692185e+03,4.582690674206982294e+03,4.094932830046548588e+03,4.221397338221356222e+03,4.183067057728811960e+03,4.188640203301818474e+03,4.182206641438314364e+03,4.178743854526424002e+03,4.174238935651907013e+03,4.169766453993931464e+03,4.165037518085483498e+03,4.160130591942010142e+03,4.155017784917212339e+03,4.149729257673448956e+03,4.144169246966263017e+03,4.138687421721979263e+03,4.131978097878002700e+03
5.112238793405560500e+03,4.580835197381853504e+03,4.091077343512937659e+03,4.218020728760713610e+03,4.179504536953107163e+03,4.185068168744513059e+03,4.178576404831865148e+03,4.175066944048908226e+03,4.170510760473274786e+03,4.165986729273577112e+03,4.161204794857936577e+03,4.156243742194162223e+03,4.151075523969878304e+03,4.145730572185357232e+03,4.140112161407916574e+03,4.134573502368516529e+03,4.127795682741510063e+03
5.112928992203679627e+03,4.578259340399948996e+03,4.085738215535355721e+03,4.213356330843071191e+03,4.174593002760363561e+03,4.180154506866674637e+03,4.173593327152530946e+03,4.170030736463452740e+03,4.165415339493441024e+03,4.160831995651700709e+03,4.155989039711331316e+03,4.150965704051410285e+03,4.145733746351390437e+03,4.140323919841991483e+03,4.134638399368899627e+03,4.129034461590111277e+03,4.122178033537977171e+03
5.113770183111393635e+03,4.575119973193495753e+03,4.079245611900950735e+03,4.207695159519021217e+03,4.168641261667977233e+03,4.174210717680187372e+03,4.167575767758038637e+03,4.163959464858139654e+03,4.159283170964138662e+03,4.154639039186528862e+03,4.149733447767299367e+03,4.144646174065148443e+03,4.139348756832562685e+03,4.133872288603522065e+03,4.128117816520082670e+03,4.122446797649963628e+03,4.115509590160782864e+03
5.114718994206641582e+03,4.571578961979246742e+03,4.071937225615404714e+03,4.201332141447212962e+03,4.161960048870686478e+03,4.167547739772452587e+03,4.160839114982980391e+03,4.157171899984085940e+03,4.152436761688742990e+03,4.147734074921298998e+03,4.142768015732196545e+03,4.137618974617292224e+03,4.132258258365600341e+03,4.126717296906741467e+03,4.120896044663986686e+03,4.115160015640914025e+03,4.108144472688930364e+03
5.115738519874100348e+03,4.567774040388668254e+03,4.064098714667121385e+03,4.194515340305513746e+03,4.154809547097442191e+03,4.160424601089430325e+03,4.153644832591222439e+03,4.149931015560691776e+03,4.145140877815444583e+03,4.140383619358191936e+03,4.135361054420907749e+03,4.130154230193836156e+03,4.124734215999804292e+03,4.119132766701555738e+03,4.113248808531719078e+03,4.107451676186556142e+03,4.100362426589554161e+03
5.116799923761919672e+03,4.563812827151974489e+03,4.055952146672199433e+03,4.187436785028939994e+03,4.147390470277230634e+03,4.153040348582728257e+03,4.146193093187362138e+03,4.142437380965993725e+03,4.137596699173607703e+03,4.132789423280465599e+03,4.127714913221500865e+03,4.122454897543086190e+03,4.116980207607713055e+03,4.111322906094203063e+03,4.105380965600161289e+03,4.099527266218099612e+03,4.092369690672507204e+03
5.117881584520546312e+03,4.559776014244226644e+03,4.047663202057373837e+03,4.180239262541598691e+03,4.139851630438633038e+03,4.145542083133322194e+03,4.138631371042774845e+03,4.134838296614825595e+03,4.129951509761532179e+03,4.125098722440255187e+03,4.119976798051447986e+03,4.114668157219645764e+03,4.109143396108412162e+03,4.103434866711853829e+03,4.097439662490416595e+03,4.091533932892550638e+03,4.084313418763304981e+03
5.118967622933772873e+03,4.555722863707093893e+03,4.039352926433430639e+03,4.173026800476512108e+03,4.132301165002127163e+03,4.138036397283948645e+03,4.131066236788500646e+03,4.127239910253702874e+03,4.122311148793767643e+03,4.117417023470589811e+03,4.112251895677536595e+03,4.106898878760143816e+03,4.101328338523805542e+03,4.095572898053281733e+03,4.089528841479777839e+03,4.083575328520856601e+03,4.076296925806364925e+03
5.120046512048776094e+03,4.551696394714172129e+03,4.031108680502696643e+03,4.165874296333343409e+03,4.124816741577190442e+03,4.130599650222917262e+03,4.123573839462871547e+03,4.119717871102849131e+03,4.114750847871389851e+03,4.109819122679380598e+03,4.104614575983041505e+03,4.099221007289158479e+03,4.093608558185385846e+03,4.087810105657767963e+03,4.081721187894815557e+03,4.075723739441485577e+03,4.068392031249897173e+03
5.121109960504830269e+03,4.547727551044947177e+03,4.022992880504763434e+03,4.158835145758250292e+03,4.117453596462543828e+03,4.123286009910623761e+03,4.116208061879440720e+03,4.112325569894463115e+03,4.107323564063915910e+03,4.102357530621325168e+03,4.097116909100778685e+03,4.091686173516359304e+03,4.086035248161756499e+03,4.080197248052478699e+03,4.074067022116685166e+03,4.068029069110592445e+03,4.060648149627017119e+03
5.122152070081840975e+03,4.543838345156486866e+03,4.015049563113691420e+03,4.151946942649074117e+03,4.110250517893310644e+03,4.116133412585678343e+03,4.109006539000037264e+03,4.105100194416090744e+03,4.100066078829464459e+03,4.095068613106278917e+03,4.089794849207087282e+03,4.084329920445344669e+03,4.078643541184338574e+03,4.072769049956861181e+03,4.066600656794889346e+03,4.060525237502346954e+03,4.053098739734768969e+03
5.123168715449928641e+03,4.540044172989504659e+03,4.007309201735291026e+03,4.145235644569721444e+03,4.103234205195019968e+03,4.109167889753323834e+03,4.101995013555351761e+03,4.098067097760634169e+03,4.093003383446245152e+03,4.087976992844433425e+03,4.082672652877850851e+03,4.077176138525630449e+03,4.071456961793767277e+03,4.065548671509102860e+03,4.059344883504731570e+03,4.053234684527747959e+03,4.045765827883766178e+03
5.124157090255523144e+03,4.536355507998102439e+03,3.999792220159369208e+03,4.138718601927856071e+03,4.096422430996180083e+03,4.102406698233990028e+03,4.095190478408345825e+03,4.091242941302709369e+03,4.086151825941623883e+03,4.081098699629177190e+03,4.075766032899372021e+03,4.070240223167838849e+03,4.064490587710573891e+03,4.058550873597520877e+03,4.052314142208636440e+03,4.046171543540034691e+03,4.038663186270679034e+03
5.125115373876951708e+03,4.532779144834869840e+03,3.992511564475656542e+03,4.132406769486190569e+03,4.089826345012748334e+03,4.095860595106295932e+03,4.088603455288027817e+03,4.084637968652396921e+03,4.079521382729880315e+03,4.074443439160386333e+03,4.069084424566538928e+03,4.063531338589641109e+03,4.057753311351831599e+03,4.051784277158858913e+03,4.045516778416320449e+03,4.039343896542981383e+03,4.031798585997909868e+03
5.126042484930258070e+03,4.529319119279674851e+03,3.985474599865401615e+03,4.126306333866579735e+03,4.083452166401396425e+03,4.089535505507231392e+03,4.082239662143114401e+03,4.078257666244074699e+03,4.073117314268180507e+03,4.068016243411509095e+03,4.062632630987228367e+03,4.057054058125028860e+03,4.051249475246769634e+03,4.045252993806112954e+03,4.038956669060399690e+03,4.032755395607599439e+03,4.025175413345063134e+03
5.126937897296626033e+03,4.525977394834663755e+03,3.978684522034667225e+03,4.120419922509075150e+03,4.077302438940084812e+03,4.083433757491861343e+03,4.076101245636639760e+03,4.072103988769434181e+03,4.066941384800867127e+03,4.061818684428682445e+03,4.056412031113561170e+03,4.050809566547592567e+03,4.044980068735320401e+03,4.038957816997082773e+03,4.032634408147662270e+03,4.026406443322455289e+03,4.018793844189663105e+03
5.127801501592221030e+03,4.522754379725868603e+03,3.972141416706939253e+03,4.114747509939611518e+03,4.071376970687539597e+03,4.077555005151916703e+03,4.070187701206022666e+03,4.066176272658867219e+03,4.060992770298370033e+03,4.055849776540232142e+03,4.050421476360761062e+03,4.044796551149845527e+03,4.038943613575287600e+03,4.032897102250584339e+03,4.026548181585199927e+03,4.020295062528978633e+03,4.012651707829192674e+03
5.128633500035388352e+03,4.519649319264148289e+03,3.965843061064380436e+03,4.109287102590329596e+03,4.065673543216074449e+03,4.071896924524359747e+03,4.064496565841876873e+03,4.060471923072465415e+03,4.055268740447081200e+03,4.050106653207360523e+03,4.044657962426932954e+03,4.039011868574316850e+03,4.033136825838529148e+03,4.027067424175217639e+03,4.020694419336536612e+03,4.014417543870379177e+03,4.006745129172449651e+03
