0.000000000000000000e+00,0.000000000000000000e+00,1.841678164189609890e-01,1.863953757666768907e-01,1.869098446789918544e-01,1.874060858036515342e-01,1.879007694135678419e-01,1.883940568785409664e-01,1.888859444371992491e-01,1.893764267910288124e-01,1.898654987530913052e-01,1.903531552640016222e-01,1.908393914087415932e-01,1.913242023465546726e-01,1.918075834139008617e-01,1.922895300550486741e-01,1.927700378380738933e-01,1.932491024542341562e-01,1.937267197171707589e-01,1.942028855621051875e-01,1.946775960450239928e-01,1.951508473418540890e-01,1.956226357476303357e-01,1.960929576756520465e-01,1.965618096566322803e-01,1.970291883378429698e-01,1.974950904822438680e-01,1.979595129676111898e-01,1.984224527856576492e-01,1.988839070411415610e-01,1.993438729509789120e-01,1.998023478433352818e-01,2.002593291567249800e-01,2.007148144390973610e-01,2.011688013469190295e-01,2.016212876442522728e-01,2.020722712018281908e-01,2.025217499961127765e-01,2.029697221256763495e-01,2.034161857411664331e-01,2.038611391476385093e-01,2.043045807352747989e-01,2.047465089951117090e-01,2.051869225182511303e-01,2.056258199949053955e-01,2.060632002134380469e-01,2.064990620594060744e-01,2.069334045145948542e-01,2.073662266560541423e-01,2.077975276551350114e-01,2.082273067765188779e-01,2.086555633772525231e-01,2.090822969057789249e-01,2.095075069009665614e-01,2.099311929911399088e-01,2.103533548931106612e-01,2.107739924112072560e-01,2.111931054363046512e-01,2.116106939448555435e-01,2.120267579979211725e-01,2.124412977402035108e-01,2.128543133990807024e-01,2.132658052836372276e-01,2.136757737837035598e-01,2.140842193688911599e-01,2.144911426047354241e-01,2.148965440834499085e-01,2.153004245250334237e-01,2.157027847088069938e-01,2.161036254889158736e-01,2.165029477935509761e-01,2.169007526240026296e-01,2.172970410537174157e-01,2.176918142273528423e-01,2.180850733598433400e-01,2.184768197354617358e-01,2.188670547068889138e-01,2.192557796942861958e-01,2.196429961843678891e-01,2.200287057294830484e-01,2.204129099466968500e-01
1.399999999999999986e-03,3.936819474148017250e-01,5.761468739363705405e-01,5.783733942132891492e-01,5.789024769341046817e-01,5.794133637173812801e-01,5.799225728503101251e-01,5.804302650062453939e-01,5.809364372348839733e-01,5.814410850600734149e-01,5.819442041137534716e-01,5.824457901517112735e-01,5.829458390700992254e-01,5.834443468360638319e-01,5.839413095897315609e-01,5.844367235754627243e-01,5.849305851575591353e-01,5.854228908197922632e-01,5.859136371643713925e-01,5.864028209114621193e-01,5.868904388981164288e-01,5.873764880774309249e-01,5.878609655178594906e-01,5.883438684023037935e-01,5.888251940272859475e-01,5.893049398019083451e-01,5.897831032472439228e-01,5.902596819953732643e-01,5.907346737883689691e-01,5.912080764775607955e-01,5.916798880226046276e-01,5.921501064905418943e-01,5.926187300548492187e-01,5.930857569947585173e-01,5.935511856940650643e-01,5.940150146403034848e-01,5.944772424238242703e-01,5.949378677369293600e-01,5.953968893900225545e-01,5.958543062421345349e-01,5.963101173025109336e-01,5.967643216617414259e-01,5.972169185074792663e-01,5.976679071236229435e-01,5.981172868893850358e-01,5.985650572782434953e-01,5.990112178570098367e-01,5.994557682850459868e-01,5.998987083130906672e-01,6.003400377823496781e-01,6.007797566236338094e-01,6.012178648562279681e-01,6.016543625871129120e-01,6.020892500098807831e-01,6.025225274037980805e-01,6.029541951328678540e-01,6.033842536447757698e-01,6.038127034700953022e-01,6.042395452211541951e-01,6.046647795911673784e-01,6.050884073532247776e-01,6.055104293595587883e-01,6.059308465400234933e-01,6.063496599018416422e-01,6.067668705281600294e-01,6.071824795942005748e-01,6.075964882987867632e-01,6.080088979641232738e-01,6.084197099684635068e-01,6.088289257611351202e-01,6.092365468618182733e-01,6.096425748597902317e-01,6.100470114127615195e-01,6.104498582459786382e-01,6.108511171515225158e-01,6.112507899870051054e-01,6.116488786751252960e-01,6.120453852022686991e-01,6.124403116178974704e-01,6.128336600335226869e-01,6.132254326219104268e-01
2.799999999999999972e-03,1.879203844323250161e+00,2.060040126708336583e+00,2.062326135306313368e+00,2.062929798987086727e+00,2.063514860315842192e+00,2.064097689366422461e+00,2.064678448734171834e+00,2.065257138878144438e+00,2.065833758734254566e+00,2.066408307333669203e+00,2.066980783819157175e+00,2.067551187460780593e+00,2.068119517587452272e+00,2.068685773687547691e+00,2.069249955340830560e+00,2.069812062234376970e+00,2.070372094161725851e+00,2.070930051021161233e+00,2.071485932816492515e+00,2.072039739654881974e+00,2.072591471746185743e+00,2.073141129402693572e+00,2.073688713037303177e+00,2.074234223163648139e+00,2.074777660394100387e+00,2.075319025439774645e+00,2.075858319109320949e+00,2.076395542307379216e+00,2.076930696034835933e+00,2.077463781386812425e+00,2.077994799552411287e+00,2.078523751813458720e+00,2.079050639543738477e+00,2.079575464207686686e+00,2.080098227360009933e+00,2.080618930644078102e+00,2.081137575791714323e+00,2.081654164638335747e+00,2.082168699055200189e+00,2.082681181048929187e+00,2.083191612693763961e+00,2.083699996147395872e+00,2.084206333649385456e+00,2.084710627520713899e+00,2.085212880163000104e+00,2.085713094056706574e+00,2.086211271761235775e+00,2.086707415912948615e+00,2.087201529224792740e+00,2.087693614485458315e+00,2.088183674557954284e+00,2.088671712378774803e+00,2.089157730957242443e+00,2.089641733374130617e+00,2.090123722780814042e+00,2.090603702398560415e+00,2.091081675517118654e+00,2.091557645494242390e+00,2.092031615754422536e+00,2.092503589787799267e+00,2.092973571150153145e+00,2.093441563460089583e+00,2.093907570400270757e+00,2.094371595714573875e+00,2.094833643225463060e+00,2.095293716765183500e+00,2.095751820274840416e+00,2.096207957737829641e+00,2.096662133194846511e+00,2.097114350742536271e+00,2.097564614533963923e+00,2.098012928775980779e+00,2.098459297729488249e+00,2.098903725708261003e+00,2.099346217077702192e+00,2.099786776254713772e+00,2.100225407705877956e+00,2.100662115946896336e+00,2.101096905542204851e+00,2.101529781103369743e+00
4.199999999999999740e-03,4.946423111519393068e+00,5.125748467624764437e+00,5.128198836608071964e+00,5.128981084090959541e+00,5.129743565679758532e+00,5.130502508772964987e+00,5.131258082380216301e+00,5.132010294837680675e+00,5.132759152945993719e+00,5.133504663573898341e+00,5.134246833674169785e+00,5.134985670299001548e+00,5.135721180532066832e+00,5.136453371588036276e+00,5.137182250744525724e+00,5.137907825358656311e+00,5.138630102865263893e+00,5.139349090774969930e+00,5.140064796675519077e+00,5.140777228228726514e+00,5.141486393170062286e+00,5.142192299308362635e+00,5.142894954523310247e+00,5.143594366766255810e+00,5.144290544057551706e+00,5.144983494486356612e+00,5.145673226209641626e+00,5.146359747450326871e+00,5.147043066497759334e+00,5.147723191705032342e+00,5.148400131489174747e+00,5.149073894329514900e+00,5.149744488766782702e+00,5.150411923401900793e+00,5.151076206895574217e+00,5.151737347966156122e+00,5.152395355389937315e+00,5.153050238015598694e+00,5.153702004697319872e+00,5.154350664393307468e+00,5.154996226098189638e+00,5.155638698859236868e+00,5.156278091774334271e+00,5.156914413991268376e+00,5.157547674707691598e+00,5.158177883168453270e+00,5.158805048666146753e+00,5.159429180538820603e+00,5.160050288169640176e+00,5.160668380986279224e+00,5.161283468459071599e+00,5.161895560100361990e+00,5.162504665463712783e+00,5.163110794142657056e+00,5.163713955769625663e+00,5.164314160015545774e+00,5.164911416588031656e+00,5.165505735231288753e+00,5.166097125724341765e+00,5.166685597880394276e+00,5.167271161546869607e+00,5.167853826602039291e+00,5.168433602956794992e+00,5.169010500551456389e+00,5.169584529373421944e+00,5.170155699388598869e+00,5.170724020639638319e+00,5.171289503180280356e+00,5.171852157089814384e+00,5.172411992471952935e+00,5.172969019455522677e+00,5.173523248191497004e+00,5.174074688853483650e+00,5.174623351636500779e+00,5.175169246755930708e+00,5.175712384447225922e+00,5.176252774964277492e+00,5.176790428578653014e+00,5.177325355579652566e+00,5.177857566272271228e+00
5.599999999999999943e-03,9.565463533419725550e+00,9.743420518514399831e+00,9.746164732382462503e+00,9.747254003361994990e+00,9.748321413549707160e+00,9.749383054200103871e+00,9.750439106216978402e+00,9.751489591265990242e+00,9.752534529447618894e+00,9.753573940886022697e+00,9.754607845744290628e+00,9.755636264239505806e+00,9.756659216575080507e+00,9.757676723038988698e+00,9.758688803935850586e+00,9.759695479603649915e+00,9.760696770410977052e+00,9.761692696755133625e+00,9.762683279063264052e+00,9.763668537788843693e+00,9.764648493411167252e+00,9.765623166434815872e+00,9.766592577386616014e+00,9.767556746816758562e+00,9.768515695295524992e+00,9.769469443412726051e+00,9.770418011776889955e+00,9.771361421012974446e+00,9.772299691762821539e+00,9.773232844681938758e+00,9.774160900439856192e+00,9.775083879718163615e+00,9.776001803209336316e+00,9.776914691615615993e+00,9.777822565648236264e+00,9.778725446025132939e+00,9.779623353471253111e+00,9.780516308732483566e+00,9.781404332509415767e+00,9.782287445554880279e+00,9.783165668606519816e+00,9.784039022403113961e+00,9.784907527682250361e+00,9.785771205179269572e+00,9.786630075627719805e+00,9.787484159756070667e+00,9.788333478288418377e+00,9.789178051941977543e+00,9.790017901426793401e+00,9.790853047444985080e+00,9.791683510688926617e+00,9.792509311840410291e+00,9.793330471569772655e+00,9.794147010534780762e+00,9.794958949379276802e+00,9.795766308733087513e+00,9.796569109209707804e+00,9.797367371406625836e+00,9.798161115903093688e+00,9.798950363259878671e+00,9.799735134019075034e+00,9.800515448700700460e+00,9.801291327804520392e+00,9.802062791806713804e+00,9.802829861177743354e+00,9.803592556313954987e+00,9.804350897635208284e+00,9.805104905519749892e+00,9.805854600318403058e+00,9.806600002353754064e+00,9.807341131920603416e+00,9.808078009283262233e+00,9.808810654675783169e+00,9.809539088301086451e+00,9.810263330329723530e+00,9.810983400899770501e+00,9.811699320115197409e+00,9.812411108045134611e+00,9.813118784724020216e+00,9.813822370149553720e+00
7.000000000000000146e-03,1.526557127476766595e+01,1.544230054548168063e+01,1.544546514056336584e+01,1.544698694257125204e+01,1.544848388353414137e+01,1.544997192497621974e+01,1.545145126495962806e+01,1.545292194371679528e+01,1.545438399986994682e+01,1.545583747200474534e+01,1.545728239868496345e+01,1.545871881846694329e+01,1.546014676983200964e+01,1.546156629128342530e+01,1.546297742127846142e+01,1.546438019824478438e+01,1.546577466057699723e+01,1.546716084663462709e+01,1.546853879474254079e+01,1.546990854318731756e+01,1.547127013021617792e+01,1.547262359403614163e+01,1.547396897281055672e+01,1.547530630466013335e+01,1.547663562765893275e+01,1.547795697983372953e+01,1.547927039916277181e+01,1.548057592357329959e+01,1.548187359094162474e+01,1.548316343908954629e+01,1.548444550578452095e+01,1.548571982873743735e+01,1.548698644560103332e+01,1.548824539396878741e+01,1.548949671137359907e+01,1.549074043528542077e+01,1.549197660311141966e+01,1.549320525220923805e+01,1.549442641982151514e+01,1.549564014317211225e+01,1.549684645939901451e+01,1.549804540557057209e+01,1.549923701868280368e+01,1.550042133565813529e+01,1.550159839334588874e+01,1.550276822851868985e+01,1.550393087787306712e+01,1.550508637802683154e+01,1.550623476551862012e+01,1.550737607680702723e+01,1.550851034826875896e+01,1.550963761619755843e+01,1.551075791680324656e+01,1.551187128621065270e+01,1.551297776045799992e+01,1.551407737549695298e+01,1.551517016718995556e+01,1.551625617131076851e+01,1.551733542354192252e+01,1.551840795947469864e+01,1.551947381460865394e+01,1.552053302434839033e+01,1.552158562400513730e+01,1.552263164879355273e+01,1.552367113384939934e+01,1.552470411416168261e+01,1.552573062466948706e+01,1.552675070019733639e+01,1.552776437546924271e+01,1.552877168510799244e+01,1.552977266363561704e+01,1.553076734547066629e+01,1.553175576492842147e+01,1.553273795622018838e+01,1.553371395345207162e+01,1.553468379062478633e+01,1.553564750163224950e+01,1.553660512026092100e+01,1.553755668018980174e+01,1.553850221498864315e+01
8.399999999999999481e-03,2.139921593756110951e+01,2.157483479174686281e+01,2.157852167997073067e+01,2.158057706588316549e+01,2.158260386746728088e+01,2.158461792192116491e+01,2.158661944859064263e+01,2.158860851037689343e+01,2.159058516851480292e+01,2.159254948413152420e+01,2.159450151826034414e+01,2.159644133185423698e+01,2.159836898571863273e+01,2.160028454060642389e+01,2.160218805715036439e+01,2.160407959587863758e+01,2.160595921721080614e+01,2.160782698145542113e+01,2.160968294880965601e+01,2.161152717935539869e+01,2.161335973305763147e+01,2.161518066976294961e+01,2.161699004919580247e+01,2.161878793095893769e+01,2.162057437452909170e+01,2.162234943925562547e+01,2.162411318435922070e+01,2.162586566892874984e+01,2.162760695192099902e+01,2.162933709215672806e+01,2.163105614832045731e+01,2.163276417895780668e+01,2.163446124247364466e+01,2.163614739713070634e+01,2.163782270104763228e+01,2.163948721219671611e+01,2.164114098840342493e+01,2.164278408735925652e+01,2.164441656655680646e+01,2.164603848338449055e+01,2.164764989506006998e+01,2.164925085864626553e+01,2.165084143104799352e+01,2.165242166901069965e+01,2.165399162912076747e+01,2.165555136780165668e+01,2.165710094131428676e+01,2.165864040575429428e+01,2.166016981705132594e+01,2.166168923096789811e+01,2.166319870309764539e+01,2.166469828886392435e+01,2.166618804351866245e+01,2.166766802214127807e+01,2.166913827963688277e+01,2.167059887073627067e+01,2.167204984999300166e+01,2.167349127178397339e+01,2.167492319030676384e+01,2.167634565957953541e+01,2.167775873344035631e+01,2.167916246554417370e+01,2.168055690936410329e+01,2.168194211818820349e+01,2.168331814513713240e+01,2.168468504309663913e+01,2.168604286481372156e+01,2.168739166283229736e+01,2.168873148950726915e+01,2.169006239700382466e+01,2.169138443729779198e+01,2.169269766217302831e+01,2.169400212322162957e+01,2.169529787184321989e+01,2.169658495924383601e+01,2.169786343643567150e+01,2.169913335423578005e+01,2.170039476326559580e+01,2.170164771395076286e+01,2.170289225651953302e+01
9.799999999999999684e-03,2.737252755964041384e+01,2.754711915413125567e+01,2.755139509919148466e+01,2.755405022032562101e+01,2.755667256789304886e+01,2.755927785871715940e+01,2.756186633598882807e+01,2.756443808782050908e+01,2.756699320059698977e+01,2.756953176051890253e+01,2.757205385361574557e+01,2.757455956575817169e+01,2.757704898259122572e+01,2.757952218962725865e+01,2.758197927217855749e+01,2.758442031537182260e+01,2.758684540414356334e+01,2.758925462323730571e+01,2.759164805720216407e+01,2.759402579038859216e+01,2.759638790694625854e+01,2.759873449082161301e+01,2.760106562575396794e+01,2.760338139527512524e+01,2.760568188270453049e+01,2.760796717114763155e+01,2.761023734349371139e+01,2.761249248241254151e+01,2.761473267035351498e+01,2.761695798954112391e+01,2.761916852197450822e+01,2.762136434942420848e+01,2.762354555342992768e+01,2.762571221529867671e+01,2.762786441610250066e+01,2.763000223667574673e+01,2.763212575761433598e+01,2.763423505928786739e+01,2.763633022177521426e+01,2.763841132495786823e+01,2.764047844845363855e+01,2.764253167163196068e+01,2.764457107361082322e+01,2.764659673325468958e+01,2.764860872917466139e+01,2.765060713972450657e+01,2.765259204300055984e+01,2.765456351683885572e+01,2.765652163881422254e+01,2.765846648623876192e+01,2.766039813616008303e+01,2.766231666535956535e+01,2.766422215035109744e+01,2.766611466737979796e+01,2.766799429241998709e+01,2.766986110117510478e+01,2.767171516907465545e+01,2.767355657127443180e+01,2.767538538265414871e+01,2.767720167781684637e+01,2.767900553108817974e+01,2.768079701651348401e+01,2.768257620785879070e+01,2.768434317860759464e+01,2.768609800197821968e+01,2.768784075085697083e+01,2.768957149789337180e+01,2.769129031543609543e+01,2.769299727554720292e+01,2.769469245000132318e+01,2.769637591028576296e+01,2.769804772759822242e+01,2.769970797284680586e+01,2.770135671664938570e+01,2.770299402933250121e+01,2.770461998093106715e+01,2.770623464118722268e+01,2.770783807954983047e+01,2.770943036517433811e+01,2.771101156692126111e+01
1.119999999999999989e-02,3.276071058312652440e+01,3.293432274732034415e+01,3.293921862896539210e+01,3.294250400725139372e+01,3.294575221752513983e+01,3.294897885869425380e+01,3.295218419879309835e+01,3.295536835212971027e+01,3.295853143122317874e+01,3.296167354833204399e+01,3.296479481546638368e+01,3.296789534439918157e+01,3.297097524659934464e+01,3.297403463332298656e+01,3.297707361554572003e+01,3.298009230397636316e+01,3.298309080905156776e+01,3.298606924093238035e+01,3.298902770950202523e+01,3.299196632436103016e+01,3.299488519482436288e+01,3.299778442991842553e+01,3.300066413837645740e+01,3.300352442863751179e+01,3.300636540884108427e+01,3.300918718682476793e+01,3.301198987012163855e+01,3.301477356595621160e+01,3.301753838124312779e+01,3.302028442258211527e+01,3.302301179625684568e+01,3.302572060823136724e+01,3.302841096414744015e+01,3.303108296932182242e+01,3.303373672874405997e+01,3.303637234707289139e+01,3.303898992863528150e+01,3.304158957743788960e+01,3.304417139710291451e+01,3.304673549096006724e+01,3.304928196198068946e+01,3.305181091279223438e+01,3.305432244567501954e+01,3.305681666255987494e+01,3.305929366502784461e+01,3.306175355430593044e+01,3.306419643126665164e+01,3.306662239642519552e+01,3.306903154993774763e+01,3.307142399159999968e+01,3.307379982084506764e+01,3.307615913674163721e+01,3.307850203799218747e+01,3.308082862293169057e+01,3.308313898952551568e+01,3.308543323536878233e+01,3.308771145768341171e+01,3.308997375331811952e+01,3.309222021874575859e+01,3.309445095006282145e+01,3.309666604298816139e+01,3.309886559286056951e+01,3.310104969463900915e+01,3.310321844289975246e+01,3.310537193185314919e+01,3.310751025527757463e+01,3.310963350661350546e+01,3.311174177890018910e+01,3.311383516478925060e+01,3.311591375654430891e+01,3.311797764604082772e+01,3.312002692476365695e+01,3.312206168380731697e+01,3.312408201387514595e+01,3.312608800527822694e+01,3.312807974793513921e+01,3.313005733137080711e+01,3.313202084471597431e+01,3.313397037670720380e+01,3.313590601568532179e+01
1.260000000000000009e-02,3.732589745142242776e+01,3.749854746368192338e+01,3.750406348423156544e+01,3.750797918376066775e+01,3.751185333725264570e+01,3.751570142687677389e+01,3.751952374519940037e+01,3.752332043240189563e+01,3.752709162681991018e+01,3.753083746645641838e+01,3.753455808899303037e+01,3.753825363180008878e+01,3.754192423186977123e+01,3.754557002590537707e+01,3.754919115025357002e+01,3.755278774091692640e+01,3.755635993354808733e+01,3.755990786344544574e+01,3.756343166554985658e+01,3.756693147443964875e+01,3.757040742432663194e+01,3.757385964905230935e+01,3.757728828208301053e+01,3.758069345650778814e+01,3.758407530503272653e+01,3.758743395997765191e+01,3.759076955327319070e+01,3.759408221645593784e+01,3.759737208066658098e+01,3.760063927664436534e+01,3.760388393472531732e+01,3.760710618483814471e+01,3.761030615650102504e+01,3.761348397881847205e+01,3.761663978047855039e+01,3.761977368974881131e+01,3.762288583447473655e+01,3.762597634209082287e+01,3.762904533955649100e+01,3.763209295344661598e+01,3.763511930988600085e+01,3.763812453456310436e+01,3.764110875272663748e+01,3.764407208918277803e+01,3.764701466829420440e+01,3.764993661397599567e+01,3.765283804969443793e+01,3.765571909846404708e+01,3.765857988284560776e+01,3.766142052494421222e+01,3.766424114640710030e+01,3.766704186842127910e+01,3.766982281171179636e+01,3.767258409653994988e+01,3.767532584270101381e+01,3.767804816952341440e+01,3.768075119586551835e+01,3.768343504011540546e+01,3.768609982018799798e+01,3.768874565352455619e+01,3.769137265709092333e+01,3.769398094737526606e+01,3.769657064038792527e+01,3.769914185165851706e+01,3.770169469625239600e+01,3.770422928870505075e+01,3.770674574311532012e+01,3.770924417308223298e+01,3.771172469171885666e+01,3.771418741165147992e+01,3.771663244501932866e+01,3.771905990347242721e+01,3.772146989817148466e+01,3.772386253978720561e+01,3.772623793849903251e+01,3.772859620399498937e+01,3.773093744547043116e+01,3.773326177162770279e+01,3.773556929067584065e+01,3.773786011032920840e+01
